"SITE_ID","VISIT_NO","SAMPLE_ID","H2O_dD","H2O_d18O","d.excess"
"NRS18_MT_10048","1",137460,-130.92,-17.28,7.36
"NRS18_MT_10049","1",129860,-125.99,-16.56,6.46
"NRS18_MT_10051","1",133780,-128.56,-16.55,3.84
"NRS18_MT_10052","1",136800,-127.76,-16.56,4.69
"NRS18_MT_10062","1",137440,-133.92,-17.61,6.92
"NRS18_MT_10063","1",132820,-138.42,-16.35,-7.63
"NRS18_MT_10064","1",132160,-100.61,-11.81,-6.13
"NRS18_MT_10065","1",137540,-138.31,-18.11,6.56
"NRS18_MT_10067","1",137660,-134.81,-17.12,2.12
"NRS18_MT_10068","1",127580,-134.74,-17.53,5.46
"NRS18_MT_10070","1",127320,-123.18,-15.41,0.09
"NRS18_MT_10071","1",137380,-133.26,-16.95,2.34
"NRS18_MT_10072","1",128680,-126.81,-15.35,-4.01
"NRS18_MT_10073","1",130640,-135.48,-17.5,4.55
"NRS18_MT_10078","1",130300,-118.7,-14.8,-0.32
"NRS18_MT_10079","1",137320,-135.16,-17.58,5.52
"NRS18_MT_10080","1",130880,-135.58,-16.99,0.34
"NRS18_MT_10083","1",132720,-133.45,-17.1,3.33
"NRS18_MT_10084","1",137580,-136.53,-18.32,10.01
"NRS18_MT_10087","1",130100,-127.45,-16.05,0.97
"NRS18_MT_10089","1",137700,-135.29,-18.07,9.23
"NRS18_MT_10090","1",127780,-138.35,-18.32,8.24
"NRS18_MT_10094","1",132880,-131.82,-17.04,4.47
"NRS18_MT_10096","1",127260,-125.81,-16.56,6.65
"NRS18_MT_10097","1",137740,-117.9,-16.01,10.2
"NRS18_MT_10106","1",130980,-128.76,-17.02,7.36
"NRS18_MT_10107","1",136880,-130.44,-17.46,9.28
"NRS18_MT_10108","1",127240,-84.01,-6.54,-31.68
"NRS18_MT_10112","1",127140,-136.49,-17.62,4.5
"NRS18_MT_10113","1",127480,-131.4,-16.74,2.53
"NRS18_MT_10114","1",127300,-132.3,-16.84,2.4
"NRS18_MT_10117","1",130960,-124.62,-16.41,6.68
"NRS18_MT_10120","1",132860,-138.38,-17.63,2.69
"NRS18_MT_10270","1",137520,-117.22,-16.44,14.27
"NRS18_MT_10272","1",127360,-130.36,-17.25,7.61
"NRS18_MT_10274","1",130020,-123.75,-16.7,9.87
"NRS18_MT_10421","1",132800,-137.86,-18.29,8.43
"NRS18_MT_10589","1",128660,-115.99,-12.9,-12.81
"NRS18_MT_10592","1",132940,-133.51,-17.44,5.99
"NRS18_MT_10593","1",130940,-119.18,-13.72,-9.42
"NRS18_MT_10603","1",137760,-140.5,-18.16,4.74
"NRS18_MT_11020","1",130060,-103.28,-12.77,-1.11
"NRS18_MT_11320","1",135840,-136.89,-18.19,8.63
"NRS18_MT_11470","1",129900,-125.13,-15.27,-2.95
"NRS18_MT_11621","1",130860,-132.09,-16.95,3.51
"NRS18_NC_10001","1",117600,-23.87,-4.06,8.61
"NRS18_NC_10001","2",126640,-16.53,-2.97,7.24
"NRS18_NC_10002","1",117220,-27.42,-4.79,10.91
"NRS18_NC_10002","2",126520,-30.52,-4.36,4.38
"NRS18_NC_10003","1",119560,-31.27,-5.77,14.93
"NRS18_NC_10006","1",116540,-32.92,-5.71,12.8
"NRS18_NC_10007","1",138160,-31.28,-5.66,13.97
"NRS18_NC_10008","1",117200,-18.98,-3.67,10.37
"NRS18_NC_10009","1",116560,-25.02,-4.26,9.05
"NRS18_NC_10009","2",117180,-22.65,-3.65,6.58
"NRS18_NC_10010","1",116820,-34.27,-6.25,15.75
"NRS18_NC_10010","2",126620,-33.2,-5.9,14.01
"NRS18_NC_10012","1",893100,-14.03,-2.35,4.79
"NRS18_NC_10016","1",138240,-13.03,-2.29,5.31
"NRS18_NC_10017","1",138200,-29.59,-5.42,13.75
"NRS18_NC_10026","1",117240,-26.81,-4.87,12.14
"NRS18_NC_10027","1",117660,-26.1,-4.49,9.78
"NRS18_NC_10032","1",893040,-39.16,-6.95,16.44
"NRS18_NC_10035","1",137060,-41.77,-7.26,16.28
"NRS18_NC_10037","1",892960,-25.96,-4.74,11.96
"NRS18_NC_10038","1",138220,-21.97,-3.62,7.01
"NRS18_NC_10111","1",119660,-21.34,-4.42,14.03
"NRS18_NC_10155","1",120300,-13.62,-2.24,4.26
"NRS18_NC_10346","1",119600,-21.22,-3.93,10.21
"NRS18_NC_10555","1",119680,-9.46,-2.18,8
"NRS18_NC_10645","1",119540,-21.63,-3.96,10.03
"NRS18_NC_10897","1",119720,-29.19,-5.29,13.13
"NRS18_NC_RF001","1",103440,-41.77,-7.21,15.88
"NRS18_NC_RF002","1",103240,-40.37,-7.3,18.03
"NRS18_ND_10001","1",885100,-76.65,-8.74,-6.74
"NRS18_ND_10001","2",103720,-112.75,-13.28,-6.54
"NRS18_ND_10002","1",126240,-96.21,-12.16,1.04
"NRS18_ND_10002","2",133300,-84.07,-10.92,3.3
"NRS18_ND_10003","1",120000,-92.42,-10.12,-11.43
"NRS18_ND_10004","1",103740,-70.31,-7.09,-13.56
"NRS18_ND_10005","1",103280,-39.15,-2.6,-18.35
"NRS18_ND_10007","1",108980,-91.19,-10.37,-8.24
"NRS18_ND_10008","1",103260,-76.93,-9.56,-0.45
"NRS18_ND_10009","1",133180,-83.36,-9.58,-6.7
"NRS18_ND_10010","1",884700,-103.8,-14.04,8.48
"NRS18_ND_10010","2",899720,-117.88,-15.65,7.29
"NRS18_ND_10011","1",100700,-90.52,-10.7,-4.93
"NRS18_ND_10011","2",103480,-97.87,-11.16,-8.56
"NRS18_ND_10013","1",884920,-88.24,-11.06,0.23
"NRS18_ND_10014","1",100800,-84.55,-9.86,-5.68
"NRS18_ND_10015","1",885700,-63.66,-8.24,2.29
"NRS18_ND_10017","1",885680,-76.54,-8.95,-4.92
"NRS18_ND_10018","1",126420,-78.26,-9.52,-2.06
"NRS18_ND_10019","1",897640,-88.36,-10.48,-4.5
"NRS18_ND_10023","1",896480,-74.35,-7.65,-13.12
"NRS18_ND_10026","1",109000,-77.13,-10.25,4.83
"NRS18_ND_10027","1",133460,-79.81,-8.66,-10.51
"NRS18_ND_10028","1",120040,-126.54,-15.63,-1.52
"NRS18_ND_10029","1",133160,-95.8,-11.69,-2.32
"NRS18_ND_10030","1",884260,-66.24,-7.48,-6.39
"NRS18_ND_10031","1",885600,-85.18,-9.64,-8.06
"NRS18_ND_10032","1",133440,-99.21,-11.84,-4.46
"NRS18_ND_10033","1",887020,-73.99,-10.02,6.19
"NRS18_ND_10034","1",133400,-83.34,-9.7,-5.77
"NRS18_ND_10035","1",103460,-77.36,-9.96,2.31
"NRS18_ND_10036","1",126380,-84.23,-10.45,-0.65
"NRS18_ND_10037","1",123880,-95.69,-10.71,-10.04
"NRS18_ND_10038","1",126340,-127.44,-16,0.6
"NRS18_ND_10039","1",133480,-81.29,-9.23,-7.46
"NRS18_ND_10040","1",120060,-99.41,-11.15,-10.21
"NRS18_ND_10042","1",129780,-128.32,-16.01,-0.25
"NRS18_ND_10043","1",135640,-78.99,-8.99,-7.07
"NRS18_ND_10044","1",119880,-102.51,-12.32,-3.95
"NRS18_ND_10045","1",126680,-106.74,-13.65,2.48
"NRS18_ND_10049","1",137100,-76.92,-10.06,3.55
"NRS18_ND_10054","1",899700,-86.2,-10.73,-0.4
"NRS18_ND_10071","1",120020,-93.28,-10.57,-8.75
"NRS18_ND_10075","1",103520,-76.37,-8.03,-12.14
"NRS18_ND_10225","1",885560,-82.8,-10.84,3.92
"NRS18_ND_10377","1",133200,-71.62,-6.67,-18.29
"NRS18_ND_10378","1",136740,-90.28,-11.45,1.32
"NRS18_ND_10525","1",119920,-109.82,-12.5,-9.78
"NRS18_ND_10528","1",119900,-76.25,-8.46,-8.59
"NRS18_ND_10676","1",137040,-79.72,-9.84,-0.97
"NRS18_ND_10975","1",133420,-91.41,-10.64,-6.26
"NRS18_NE_10003","1",130680,-77.27,-10.67,8.11
"NRS18_NE_10004","1",105680,-64.79,-9.26,9.26
"NRS18_NE_10005","1",129640,-48.34,-7.59,12.39
"NRS18_NE_10006","1",105400,-58.38,-8.23,7.46
"NRS18_NE_10007","1",105440,-77.45,-10.03,2.75
"NRS18_NE_10008","1",883680,-82.12,-11.05,6.27
"NRS18_NE_10009","1",883600,-74,-9.01,-1.96
"NRS18_NE_10010","1",130700,-47.94,-7.01,8.12
"NRS18_NE_10011","1",105420,-55.33,-8.16,9.96
"NRS18_NE_10012","1",890040,-68.46,-9.74,9.49
"NRS18_NE_10013","1",105660,-33.52,-4.77,4.64
"NRS18_NE_10013","2",105700,-39.54,-5.87,7.41
"NRS18_NE_10014","1",133860,-80.99,-10.49,2.92
"NRS18_NE_10014","2",137020,-80.98,-10.33,1.66
"NRS18_NE_10015","1",883560,-64,-8.59,4.73
"NRS18_NE_10016","1",125840,-52.74,-7.64,8.4
"NRS18_NE_10018","1",883620,-74.95,-9.73,2.89
"NRS18_NE_10020","1",897420,-63.08,-9.2,10.49
"NRS18_NE_10021","1",883520,-76.28,-9.94,3.24
"NRS18_NE_10024","1",897700,-76.05,-9.17,-2.72
"NRS18_NE_10025","1",106980,-96.1,-11.92,-0.76
"NRS18_NE_10026","1",897500,-79.85,-10.28,2.4
"NRS18_NE_10028","1",106400,-62.36,-8.45,5.21
"NRS18_NE_10029","1",883540,-32.87,-4.46,2.8
"NRS18_NE_10030","1",125900,-63.12,-8.46,4.57
"NRS18_NE_10033","1",133820,-40.79,-6.69,12.74
"NRS18_NE_10034","1",883660,-72.35,-9.78,5.89
"NRS18_NE_10035","1",883640,-40.5,-6.65,12.68
"NRS18_NE_10037","1",896780,-65.29,-8.68,4.18
"NRS18_NE_10038","1",897360,-45.49,-6.91,9.79
"NRS18_NE_10041","1",123700,-78.8,-10.11,2.04
"NRS18_NE_10042","1",105380,-45.78,-6.91,9.53
"NRS18_NE_10043","1",137120,-71.69,-9.59,5.06
"NRS18_NE_10044","1",883580,-34.78,-5.3,7.62
"NRS18_NE_10045","1",134260,-60.37,-8.49,7.57
"NRS18_NE_10046","1",897720,-93.78,-11.66,-0.52
"NRS18_NE_10048","1",130720,-72.14,-9.34,2.59
"NRS18_NE_10049","1",897680,-93.29,-11.83,1.36
"NRS18_NE_10050","1",125880,-81.43,-10.19,0.1
"NRS18_NE_10052","1",129660,-36.76,-5.34,6
"NRS18_NE_10053","1",123740,-99.56,-12.85,3.24
"NRS18_NE_10054","1",119220,-82.16,-10.74,3.77
"NRS18_NE_10056","1",125940,-58.57,-7.97,5.22
"NRS18_NE_10057","1",897380,-94.82,-11.49,-2.94
"NRS18_NE_10058","1",113100,-45.92,-7.19,11.61
"NRS18_NE_10058","2",125860,-44.88,-7.23,12.94
"NRS18_NE_10059","1",119200,-95.84,-12.03,0.36
"NRS18_NE_10059","2",136640,-73.6,-9.65,3.59
"NRS18_NE_10071","1",111680,-42.33,-6.41,8.92
"NRS18_NE_10073","1",128500,-43.69,-6.31,6.8
"NRS18_NE_10075","1",136600,-43.96,-6.37,7.01
"NRS18_NE_10079","1",125820,-61.08,-8.46,6.6
"NRS18_NE_10544","1",137280,-64.41,-9.35,10.43
"NRS18_NE_10678","1",129740,-69.12,-8.92,2.2
"NRS18_NE_10683","1",125920,-50.12,-6.27,0.02
"NRS18_NE_10983","1",134280,-63.45,-9.3,10.99
"NRS18_NE_11133","1",134240,-62.85,-8.87,8.08
"NRS18_NE_11149","1",136620,-52.39,-7.05,3.99
"NRS18_NE_11433","1",133800,-108.32,-13.87,2.67
"NRS18_NE_11578","1",123720,-100.82,-12.16,-3.56
"NRS18_NE_11590","1",123760,-104.15,-13.11,0.76
"NRS18_NE_RF001","1",131420,-114.31,-15.29,8.02
"NRS18_NE_RF002","1",131540,-110.11,-14.86,8.78
"NRS18_NH_10001","1",128960,-61.23,-9.36,13.64
"NRS18_NH_10001","2",128820,-59.11,-8.74,10.83
"NRS18_NH_10002","1",890360,-78.07,-11.39,13.03
"NRS18_NH_10002","2",102580,-77.67,-11.09,11.03
"NRS18_NH_10003","1",100300,-79.56,-12.07,16.99
"NRS18_NH_10004","1",899500,-74.84,-10.99,13.08
"NRS18_NH_10005","1",899520,-56.88,-8.26,9.19
"NRS18_NH_10006","1",130420,-64.63,-9.92,14.71
"NRS18_NH_10006","2",130380,-63.04,-9.85,15.74
"NRS18_NH_10007","1",100940,-75.45,-11.06,13.04
"NRS18_NH_10007","2",102620,-75.14,-10.72,10.64
"NRS18_NH_10008","1",100620,-57.92,-9.28,16.28
"NRS18_NH_10009","1",130440,-59.9,-9.42,15.45
"NRS18_NH_10010","1",899460,-53.1,-7.93,10.34
"NRS18_NH_10011","1",102600,-71.74,-9.92,7.63
"NRS18_NH_10012","1",123020,-70.84,-10.79,15.48
"NRS18_NH_10014","1",123060,-55.97,-8.97,15.8
"NRS18_NH_10016","1",123040,-71.94,-10.68,13.51
"NRS18_NH_10017","1",899480,-75.96,-11.64,17.15
"NRS18_NH_10018","1",131940,-60.7,-9.19,12.81
"NRS18_NH_10019","1",102640,-34.54,-4.35,0.23
"NRS18_NH_10020","1",100580,-67.67,-9.74,10.25
"NRS18_NH_10031","1",130360,-65.59,-10.36,17.26
"NRS18_NH_10035","1",130340,-63.33,-9.42,12
"NRS18_NH_RF001","1",130400,-43.53,-6.25,6.47
"NRS18_NH_RF002","1",132240,-59.85,-9.35,14.96
"NRS18_NJ_10001","1",885980,-39.24,-6.53,13.03
"NRS18_NJ_10001","2",108380,-25.73,-4.96,13.98
"NRS18_NJ_10002","1",101760,-57.43,-8.01,6.63
"NRS18_NJ_10002","2",108420,-54.06,-8.45,13.57
"NRS18_NJ_10003","1",123240,-34.3,-5.86,12.57
"NRS18_NJ_10003","2",123380,-41.4,-6.45,10.2
"NRS18_NJ_10005","1",891320,-44.83,-7.3,13.54
"NRS18_NJ_10006","1",123220,-40.03,-6.9,15.16
"NRS18_NJ_10007","1",890860,-40.89,-6.66,12.39
"NRS18_NJ_10008","1",128980,-56.88,-8.68,12.55
"NRS18_NJ_10009","1",890380,-36.87,-6.58,15.77
"NRS18_NJ_10013","1",890060,-35.48,-6.2,14.1
"NRS18_NJ_10016","1",129060,-34.55,-6.1,14.27
"NRS18_NJ_10019","1",894000,-52.3,-7.93,11.16
"NRS18_NJ_10020","1",137140,-54.92,-8.7,14.64
"NRS18_NJ_10032","1",115280,-52.37,-8.13,12.68
"NRS18_NJ_10032","2",123300,-51.22,-7.85,11.59
"NRS18_NJ_10034","1",129040,-39.62,-6.86,15.29
"NRS18_NJ_10183","1",894020,-40.52,-6.68,12.94
"NRS18_NJ_10334","1",890220,-42.74,-6.99,13.18
"NRS18_NJ_10633","1",128800,-47.3,-7.61,13.54
"NRS18_NJ_10783","1",112800,-45.16,-7.64,15.97
"NRS18_NJ_11083","1",107420,-40.34,-6.34,10.35
"NRS18_NJ_11233","1",123260,-44.99,-7.3,13.39
"NRS18_NM_10001","1",103940,-91.09,-11.88,3.95
"NRS18_NM_10001","2",896640,-91.85,-13.34,14.89
"NRS18_NM_10002","1",117840,-97.36,-13.34,9.35
"NRS18_NM_10003","1",114100,-106.19,-14.75,11.77
"NRS18_NM_10007","1",896700,-109.43,-15.12,11.55
"NRS18_NM_10007","2",117940,-102.39,-14.18,11.08
"NRS18_NM_10008","1",116480,-95.51,-12.86,7.34
"NRS18_NM_10013","1",113840,-84.78,-12.36,14.1
"NRS18_NM_10014","1",114000,-61.79,-9.17,11.59
"NRS18_NM_10019","1",113980,-98.43,-13.51,9.63
"NRS18_NM_10031","1",117820,-97.96,-13.75,12.01
"NRS18_NM_10035","1",103580,-69.85,-9.74,8.08
"NRS18_NM_10038","1",114820,-76.27,-10.34,6.46
"NRS18_NM_10042","1",117920,-100.94,-13.99,11
"NRS18_NM_10381","1",117780,-85.42,-11.4,5.77
"NRS18_NM_10397","1",115960,-85.72,-11.34,5.03
"NRS18_NM_10507","1",113860,-20.72,-0.61,-15.82
"NRS18_NM_10511","1",113880,-83.31,-11.01,4.77
"NRS18_NM_10645","1",114060,-109.17,-14.77,9
"NRS18_NM_10805","1",117860,-74.06,-7.97,-10.29
"NRS18_NM_10809","1",114640,-59.24,-8.82,11.31
"NRS18_NM_10947","1",116020,-84.59,-10.94,2.94
"NRS18_NM_10951","1",115980,-29.05,-0.19,-27.53
"NRS18_NM_10968","1",114760,-55.66,-6.34,-4.91
"NRS18_NM_11002","1",115560,-39.42,-4.29,-5.13
"NRS18_NM_11094","1",114720,-63.23,-8.54,5.09
"NRS18_NM_11246","1",113920,-83.31,-10.53,0.92
"NRS18_NM_11252","1",115580,-93.29,-12.92,10.1
"NRS18_NM_11401","1",114660,-88.73,-12.14,8.4
"NRS18_NM_11401","2",114680,-83.42,-11.46,8.3
"NRS18_NM_11409","1",106180,-89.62,-12.28,8.63
"NRS18_NM_11409","2",113900,-86.18,-11.81,8.28
"NRS18_NM_11434","1",114700,-85.05,-12.5,14.98
"NRS18_NM_11437","1",114040,-50.51,-5.53,-6.31
"NRS18_NM_11545","1",114800,-70.12,-9.83,8.55
"NRS18_NM_11701","1",114780,-85.37,-11.64,7.77
"NRS18_NV_10001","1",884340,-119.99,-16.16,9.27
"NRS18_NV_10001","2",884380,-120.82,-16.18,8.62
"NRS18_NV_10002","1",884140,-102.78,-13.98,9.04
"NRS18_NV_10002","2",100060,-100.52,-12.43,-1.07
"NRS18_NV_10003","1",884320,-115.99,-15.85,10.78
"NRS18_NV_10004","1",116300,-98.93,-12.59,1.76
"NRS18_NV_10005","1",884120,-112.28,-13.9,-1.1
"NRS18_NV_10006","1",105060,-105.18,-11.4,-13.98
"NRS18_NV_10007","1",884060,-118.28,-15.07,2.29
"NRS18_NV_10008","1",884100,-86.89,-10.94,0.64
"NRS18_NV_10009","1",100220,-122.94,-15.97,4.85
"NRS18_NV_10010","1",105000,-117.51,-15.46,6.17
"NRS18_NV_10010","2",105040,-118.89,-15.34,3.79
"NRS18_NV_10011","1",105020,-127.13,-17.28,11.12
"NRS18_NV_10012","1",884300,-116.53,-14.96,3.17
"NRS18_NV_10012","2",100860,-116.83,-14.65,0.34
"NRS18_NV_10013","1",884360,-111.1,-13.21,-5.4
"NRS18_NV_10014","1",897160,-112.81,-13.43,-5.4
"NRS18_NV_10016","1",884280,-103.29,-14.33,11.37
"NRS18_NV_10022","1",131340,-105.23,-14.13,7.8
"NRS18_NV_10024","1",884080,-113.64,-14.56,2.82
"NRS18_NV_10025","1",131280,-83.96,-10.58,0.68
"NRS18_NV_10026","1",897760,-110.25,-12.86,-7.39
"NRS18_NV_10188","1",101740,-118.44,-15.62,6.52
"NRS18_NV_10192","1",897180,-116.98,-15.44,6.54
"NRS18_NV_10195","1",897140,-121.76,-16.37,9.19
"NRS18_NV_10405","1",131260,-108.32,-14.72,9.46
"NRS18_NV_10495","1",100120,-114.1,-15.11,6.76
"NRS18_NV_10638","1",897120,-109.62,-11.96,-13.95
"NRS18_NV_10936","1",131300,-105.97,-13.79,4.34
"NRS18_NY_10002","1",105980,-65.24,-9.25,8.76
"NRS18_NY_10004","1",132560,-67.43,-10.2,14.19
"NRS18_NY_10007","1",897560,-54.57,-7.85,8.21
"NRS18_NY_10009","1",891740,-65.03,-10,14.95
"NRS18_NY_10010","1",891700,-71.08,-10.72,14.67
"NRS18_NY_10012","1",125980,-66.15,-9.82,12.4
"NRS18_NY_10012","2",135440,-58.82,-8.98,13.05
"NRS18_NY_10013","1",123280,-60.89,-8.95,10.68
"NRS18_NY_10014","1",897040,-60.47,-7.95,3.13
"NRS18_NY_10015","1",891760,-65.63,-9.37,9.37
"NRS18_NY_10016","1",135320,-56.97,-8.69,12.59
"NRS18_NY_10017","1",891720,-69.45,-10.14,11.71
"NRS18_NY_10018","1",105360,-62.49,-9.52,13.66
"NRS18_NY_10019","1",891780,-53.66,-7.62,7.34
"NRS18_NY_10020","1",105760,-57,-8.51,11.1
"NRS18_NY_10021","1",890920,-45.89,-7.45,13.72
"NRS18_NY_10021","2",104840,-44.5,-6.64,8.6
"NRS18_NY_10022","1",104720,-60.6,-8.99,11.34
"NRS18_NY_10025","1",891840,-64.64,-9.14,8.47
"NRS18_NY_10026","1",897900,-63.48,-9.36,11.43
"NRS18_NY_10027","1",897920,-61.27,-8.61,7.64
"NRS18_NY_10028","1",135400,-65.98,-9.58,10.69
"NRS18_NY_10032","1",897200,-64.98,-9.4,10.24
"NRS18_NY_10033","1",891680,-67.96,-9.91,11.33
"NRS18_NY_10034","1",129440,-65.42,-10.02,14.75
"NRS18_NY_10035","1",897000,-65.87,-9.46,9.84
"NRS18_NY_10036","1",891820,-70.92,-10.43,12.54
"NRS18_NY_10038","1",897020,-64.54,-9.54,11.75
"NRS18_NY_10039","1",108100,-70.16,-10.09,10.56
"NRS18_NY_10039","2",108300,-68.47,-9.71,9.21
"NRS18_NY_10040","1",135380,-57.15,-8.42,10.24
"NRS18_NY_10041","1",105340,-58.16,-8.28,8.06
"NRS18_NY_10042","1",135480,-63.76,-9.08,8.91
"NRS18_NY_10043","1",132580,-43.32,-7.09,13.38
"NRS18_NY_10051","1",886180,-64.39,-9,7.65
"NRS18_NY_10054","1",108680,-52.59,-8.17,12.8
"NRS18_NY_10055","1",133260,-67.55,-9.27,6.6
"NRS18_NY_10061","1",897940,-53.59,-8.17,11.79
"NRS18_NY_10063","1",115240,-48.88,-7.85,13.89
"NRS18_NY_10064","1",897740,-63.81,-9.6,12.96
"NRS18_NY_10065","1",107020,-40.96,-6.83,13.65
"NRS18_NY_10066","1",105780,-59.8,-8.99,12.15
"NRS18_NY_10068","1",108700,-62.89,-9.5,13.14
"NRS18_NY_10068","2",129420,-54.24,-8.59,14.49
"NRS18_NY_10071","1",133240,-77.82,-11.27,12.34
"NRS18_NY_10072","1",129520,-86.17,-12.11,10.73
"NRS18_NY_10080","1",885880,-78.41,-11.73,15.43
"NRS18_NY_10081","1",129460,-61.08,-9.68,16.38
"NRS18_NY_10089","1",886140,-71.07,-10.27,11.08
"NRS18_NY_10090","1",129380,-62.04,-9.24,11.86
"NRS18_NY_10091","1",137160,-60.91,-9.01,11.2
"NRS18_NY_10250","1",107800,-49.61,-8.28,16.63
"NRS18_NY_10251","1",132780,-56.74,-8.4,10.47
"NRS18_NY_10255","1",129500,-66.45,-10.07,14.13
"NRS18_NY_10259","1",125960,-80.75,-12.43,18.65
"NRS18_NY_10260","1",889980,-63.11,-9.89,15.97
"NRS18_NY_10268","1",132540,-80.15,-11.59,12.59
"NRS18_NY_10272","1",135460,-54.58,-8.71,15.13
"NRS18_NY_10279","1",136680,-57.56,-8.88,13.46
"NRS18_NY_10283","1",136980,-66.47,-10.09,14.25
"NRS18_NY_10284","1",135420,-59.09,-8.17,6.31
"NRS18_NY_10286","1",136660,-68.77,-10.28,13.5
"NRS18_NY_10290","1",136960,-51.95,-8.17,13.44
"NRS18_NY_10399","1",108720,-44.77,-6.77,9.39
"NRS18_NY_10402","1",132620,-38.4,-6.25,11.56
"NRS18_NY_10549","1",108400,-35.27,-5.72,10.49
"NRS18_NY_10700","1",107860,-48.69,-7.63,12.35
"NRS18_NY_10702","1",135500,-63.65,-9.35,11.15
"NRS18_NY_10704","1",108200,-63.88,-9.26,10.18
"NRS18_NY_10707","1",135360,-51.51,-8,12.48
"NRS18_NY_11299","1",123500,-56.67,-8.88,14.36
"NRS18_OH_10001","1",898440,-47.26,-7.8,15.16
"NRS18_OH_10001","2",898200,-47.49,-7.25,10.54
"NRS18_OH_10004","1",889760,-48.66,-7.53,11.61
"NRS18_OH_10005","1",898140,-46.33,-7.73,15.48
"NRS18_OH_10006","1",898080,-38.93,-6.53,13.32
"NRS18_OH_10007","1",108320,-50.46,-7.78,11.76
"NRS18_OH_10008","1",104020,-33.81,-5.4,9.37
"NRS18_OH_10009","1",889740,-42.58,-6.62,10.35
"NRS18_OH_10010","1",108260,-38.02,-6.21,11.67
"NRS18_OH_10011","1",898300,-41.35,-6.81,13.14
"NRS18_OH_10011","2",898120,-41.94,-6.8,12.44
"NRS18_OH_10012","1",889600,-42.26,-6.54,10.09
"NRS18_OH_10012","2",898060,-52.05,-7.61,8.87
"NRS18_OH_10014","1",894980,-44.9,-6.85,9.89
"NRS18_OH_10015","1",102340,-46.78,-7.29,11.54
"NRS18_OH_10016","1",108240,-43.46,-6.6,9.35
"NRS18_OH_10019","1",898260,-50.03,-7.66,11.26
"NRS18_OH_10020","1",889640,-41.58,-6.38,9.48
"NRS18_OH_10021","1",102700,-50.6,-8.07,13.94
"NRS18_OH_10022","1",893640,-47.46,-7.34,11.27
"NRS18_OH_10023","1",889540,-38.26,-6.06,10.2
"NRS18_OH_10024","1",108160,-41.09,-6.52,11.09
"NRS18_OH_10025","1",102720,-54.56,-7.81,7.95
"NRS18_OH_10026","1",102240,-43.84,-6.45,7.74
"NRS18_OH_10028","1",108220,-41.57,-6.86,13.33
