"SITE_ID","VISIT_NO","AMMONIA_N_RESULT","AMMONIA_N_UNITS","ANC_RESULT","ANC_UNITS","CALCIUM_RESULT","CALCIUM_UNITS","CHLORIDE_RESULT","CHLORIDE_UNITS","COLOR_RESULT","COLOR_UNITS","COND_RESULT","COND_UNITS","DOC_RESULT","DOC_UNITS","MAGNESIUM_RESULT","MAGNESIUM_UNITS","NITRATE_N_RESULT","NITRATE_N_UNITS","NITRATE_NITRITE_N_RESULT","NITRATE_NITRITE_N_UNITS","NITRITE_N_RESULT","NITRITE_N_UNITS","NTL_RESULT","NTL_UNITS","PH_RESULT","PH_UNITS","POTASSIUM_RESULT","POTASSIUM_UNITS","PTL_RESULT","PTL_UNITS","SILICA_RESULT","SILICA_UNITS","SODIUM_RESULT","SODIUM_UNITS","SULFATE_RESULT","SULFATE_UNITS","TSS_RESULT","TSS_UNITS","TURB_RESULT","TURB_UNITS"
"NRS18_WI_10846",1,0.0194,"mg N/L",594,"ueq/L",9.41,"mg/L",6.86,"mg/L",100,"APHA PT-CO",105,"uS/cm",14.1,"mg/L",3.92,"mg/L",0.624,"mg N/L",0.633,"mg N/L","0.00946","mg N/L",1.36,"mg N/L",7.24,"Std. Units",2.14,"mg/L",138,"ug/L",9.5,"mg/L",4.07,"mg/L",4.51,"mg/L","9.5","mg/L",7.48,"NTU"
"NRS18_NV_10022",1,0.007,"mg N/L",1131.59,"uEQ/L",15.042,"mg/L",3.488,"mg/L",12,"APHA PT-CO",157.5,"uS/cm at 25 C",1.34,"mg/L",4.205,"mg/L",0.0101,"mg N/L",NA,"","8.00E-04","mg N/L",0.133,"mg N/L",8.25,"Std. Units",1.941,"mg/L",42.419,"ug/L",22.282,"mg/L",10.589,"mg/L",15.74,"mg/L","5","mg/L",1.25,"NTU"
"NRS18_WI_RF003",1,0.011,"mg N/L",1860.43,"uEQ/L",25.614,"mg/L",3.183,"mg/L",32,"APHA PT-CO",191.24,"uS/cm at 25 C",4.34,"mg/L",7.508,"mg/L",0.0059,"mg N/L",NA,"","9.00E-04","mg N/L",0.22,"mg N/L",8.06,"Std. Units",1.005,"mg/L",32.308,"ug/L",10.663,"mg/L",4.006,"mg/L",2.664,"mg/L","8.7","mg/L",12.61,"NTU"
"NRS18_VA_RF014",1,0.045,"mg N/L",437.38,"uEQ/L",5.148,"mg/L",9.56,"mg/L",58,"APHA PT-CO",90.92,"uS/cm at 25 C",5.12,"mg/L",2.963,"mg/L",0.2894,"mg N/L",NA,"","0.0027","mg N/L",0.583,"mg N/L",7.36,"Std. Units",2.217,"mg/L",60.613,"ug/L",9.423,"mg/L",7.301,"mg/L",4.051,"mg/L","1.3","mg/L",4.5,"NTU"
"NRS18_GA_10018",1,0.326,"mg N/L",559.41,"uEQ/L",7.021,"mg/L",5.986,"mg/L",20,"APHA PT-CO",86.69,"uS/cm at 25 C",1.43,"mg/L",2.132,"mg/L",0.0627,"mg N/L",NA,"","0.004","mg N/L",0.419,"mg N/L",7.38,"Std. Units",1.828,"mg/L",15.391,"ug/L",9.171,"mg/L",5.853,"mg/L",4.251,"mg/L","1","mg/L",2.92,"NTU"
"NRS18_MT_10064",1,0.009,"mg N/L",4810.87,"uEQ/L",131.77,"mg/L",73.182,"mg/L",35,"APHA PT-CO",2292.2,"uS/cm at 25 C",6.17,"mg/L",72.509,"mg/L",0.0855,"mg N/L",NA,"","0.0109","mg N/L",0.935,"mg N/L",8.41,"Std. Units",10.545,"mg/L",208.646,"ug/L",10.719,"mg/L",313.708,"mg/L",901.972,"mg/L","390.4","mg/L",1998,"NTU"
"NRS18_KY_10031",1,0.017,"mg N/L",1655.41,"uEQ/L",29.043,"mg/L",14.552,"mg/L",15,"APHA PT-CO",272.3,"uS/cm at 25 C",2.14,"mg/L",8.971,"mg/L",0.2947,"mg N/L",NA,"","0.0309","mg N/L",0.673,"mg N/L",8.12,"Std. Units",2.329,"mg/L",79.258,"ug/L",3.898,"mg/L",12.239,"mg/L",29.08,"mg/L","21","mg/L",16.36,"NTU"
"NRS18_TX_10093",2,0.052,"mg N/L",796.85,"uEQ/L",10.848,"mg/L",9.362,"mg/L",66,"APHA PT-CO",139.68,"uS/cm at 25 C",6.73,"mg/L",3.548,"mg/L",0.6352,"mg N/L",NA,"","0.0534","mg N/L",1.099,"mg N/L",7.34,"Std. Units",3.944,"mg/L",71.318,"ug/L",9.672,"mg/L",8.987,"mg/L",9.133,"mg/L","3.2","mg/L",5.34,"NTU"
"NRS18_MA_10002",1,0.057,"mg N/L",1263.79,"uEQ/L",26.392,"mg/L",114.191,"mg/L",69,"APHA PT-CO",552.7,"uS/cm at 25 C",6.01,"mg/L",4.082,"mg/L",1.3485,"mg N/L",NA,"","0.0113","mg N/L",1.793,"mg N/L",7.71,"Std. Units",5.707,"mg/L",65.644,"ug/L",7.623,"mg/L",71.983,"mg/L",13.779,"mg/L","1.6","mg/L",3.08,"NTU"
"NRS18_WI_10015",2,0.013,"mg N/L",2064.34,"uEQ/L",32.404,"mg/L",5.314,"mg/L",28,"APHA PT-CO",223.55,"uS/cm at 25 C",3.08,"mg/L",6.83,"mg/L",0.7134,"mg N/L",NA,"","0.0024","mg N/L",0.86,"mg N/L",8.16,"Std. Units",1.101,"mg/L",24.874,"ug/L",14.069,"mg/L",4.336,"mg/L",3.401,"mg/L","1.3","mg/L",3.96,"NTU"
"NRS18_SD_10001",1,0.044,"mg N/L",5639.22,"uEQ/L",82.744,"mg/L",21.484,"mg/L",44,"APHA PT-CO",759.4,"uS/cm at 25 C",5.62,"mg/L",38.418,"mg/L",4.3845,"mg N/L",NA,"","0.0213","mg N/L",5.088,"mg N/L",8.48,"Std. Units",4.262,"mg/L",395.473,"ug/L",22.844,"mg/L",14.184,"mg/L",101.429,"mg/L","197.3","mg/L",119,"NTU"
"NRS18_ID_10110",1,0.007,"mg N/L",852.57,"uEQ/L",13.789,"mg/L",0.332,"mg/L",11,"APHA PT-CO",87.18,"uS/cm at 25 C",1,"mg/L",0.979,"mg/L",0.0704,"mg N/L",NA,"","9.00E-04","mg N/L",0.13,"mg N/L",7.88,"Std. Units",1.773,"mg/L",22.226,"ug/L",16.99,"mg/L",2.267,"mg/L",0.862,"mg/L","0.9","mg/L",0.56,"NTU"
"NRS18_OK_10028",2,0.014,"mg N/L",3010,"uEQ/L",87.5,"mg/L",217,"mg/L",25,"APHA PT-CO",1440,"uS/cm",3.58,"mg/L",28.4,"mg/L",0.163,"mg N/L",NA,"","0.024","mg N/L",0.79,"mg N/L",8.08,"Std. Units",6.66,"mg/L",159,"ug/L",7.12,"mg/L",149,"mg/L",213,"mg/L","<5.0","mg/L",6.7,"NTU"
"NRS18_UT_10018",1,0.006,"mg N/L",3115.83,"uEQ/L",47.069,"mg/L",19.393,"mg/L",12,"APHA PT-CO",575.92,"uS/cm at 25 C",2.97,"mg/L",19.469,"mg/L",0.0022,"mg N/L",NA,"","0.0014","mg N/L",0.209,"mg N/L",8.56,"Std. Units",2.393,"mg/L",41.669,"ug/L",4.942,"mg/L",46.158,"mg/L",111.25,"mg/L","25.8","mg/L",18.86,"NTU"
"NRS18_ID_10547",1,0.007,"mg N/L",414.16,"uEQ/L",4.322,"mg/L",0.306,"mg/L",32,"APHA PT-CO",44.66,"uS/cm at 25 C",2.46,"mg/L",1.23,"mg/L",0.0132,"mg N/L",NA,"","9.00E-04","mg N/L",0.121,"mg N/L",7.62,"Std. Units",1.23,"mg/L",43.595,"ug/L",20.077,"mg/L",3.035,"mg/L",0.955,"mg/L","1.5","mg/L",1.1,"NTU"
"NRS18_MI_10014",2,0.008,"mg N/L",3055.65,"uEQ/L",44.859,"mg/L",7.899,"mg/L",22,"APHA PT-CO",307.1,"uS/cm at 25 C",2.43,"mg/L",10.672,"mg/L",0.0239,"mg N/L",NA,"","0.0012","mg N/L",0.214,"mg N/L",8.37,"Std. Units",0.497,"mg/L",14.608,"ug/L",6.683,"mg/L",5.956,"mg/L",6.827,"mg/L","5.1","mg/L",3.15,"NTU"
"NRS18_NY_10012",2,0.065,"mg N/L",1985.14,"uEQ/L",36.443,"mg/L",26.931,"mg/L",32,"APHA PT-CO",329.77,"uS/cm at 25 C",3.74,"mg/L",6.786,"mg/L",0.6166,"mg N/L",NA,"","0.0073","mg N/L",0.906,"mg N/L",8.13,"Std. Units",1.598,"mg/L",71.395,"ug/L",4.984,"mg/L",18.995,"mg/L",19.436,"mg/L","6.1","mg/L",7.59,"NTU"
"NRS18_KY_10009",1,0.017,"mg N/L",2398.48,"uEQ/L",42.715,"mg/L",22.307,"mg/L",21,"APHA PT-CO",410.93,"uS/cm at 25 C",3.14,"mg/L",14.273,"mg/L",0.5381,"mg N/L",NA,"","0.0144","mg N/L",1.149,"mg N/L",8.42,"Std. Units",3.142,"mg/L",89.758,"ug/L",2.663,"mg/L",19.603,"mg/L",53.151,"mg/L","17","mg/L",14.69,"NTU"
"NRS18_VA_10020",1,0.051,"mg N/L",389.11,"uEQ/L",3.298,"mg/L",3.022,"mg/L",43,"APHA PT-CO",53.81,"uS/cm at 25 C",5.11,"mg/L",2.111,"mg/L",0.0476,"mg N/L",NA,"","0.0015","mg N/L",0.286,"mg N/L",7.43,"Std. Units",1.587,"mg/L",29.105,"ug/L",10.227,"mg/L",3.849,"mg/L",1.552,"mg/L","2.2","mg/L",4.28,"NTU"
"NRS18_WV_10001",2,0.011,"mg N/L",1187.57,"uEQ/L",26.982,"mg/L",1.649,"mg/L",18,"APHA PT-CO",179.46,"uS/cm at 25 C",1.45,"mg/L",4.227,"mg/L",0.0586,"mg N/L",NA,"","0.0016","mg N/L",0.215,"mg N/L",8.16,"Std. Units",1.575,"mg/L",12.994,"ug/L",4.97,"mg/L",1.867,"mg/L",26.819,"mg/L","1.6","mg/L",2.9,"NTU"
"NRS18_GA_10950",1,0.016,"mg N/L",1140.29,"uEQ/L",21.144,"mg/L",5.744,"mg/L",22,"APHA PT-CO",149.2,"uS/cm at 25 C",1.99,"mg/L",1.434,"mg/L",0.6679,"mg N/L",NA,"","0.003","mg N/L",0.888,"mg N/L",7.94,"Std. Units",1.694,"mg/L",43.98,"ug/L",8.354,"mg/L",6.692,"mg/L",5.04,"mg/L","3.3","mg/L",4.16,"NTU"
"NRS18_MT_10002",1,0.011,"mg N/L",2312.2,"uEQ/L",33.167,"mg/L",4.095,"mg/L",19,"APHA PT-CO",263.63,"uS/cm at 25 C",1.54,"mg/L",9.902,"mg/L",0.0038,"mg N/L",NA,"","0.001","mg N/L",0.179,"mg N/L",8.41,"Std. Units",1.925,"mg/L",15.158,"ug/L",9.709,"mg/L",7.526,"mg/L",16.545,"mg/L","4","mg/L",1.7,"NTU"
"NRS18_IL_11715",1,0.092,"mg N/L",6139.26,"uEQ/L",66.939,"mg/L",17.403,"mg/L",17,"APHA PT-CO",631.7,"uS/cm at 25 C",2,"mg/L",39.611,"mg/L",2.799,"mg N/L",NA,"","0.0221","mg N/L",3.106,"mg N/L",8.26,"Std. Units",2.737,"mg/L",163.636,"ug/L",10.379,"mg/L",8.194,"mg/L",19.21,"mg/L","16.4","mg/L",15.13,"NTU"
"NRS18_ME_10020",1,0.046,"mg N/L",193.55,"uEQ/L",5.803,"mg/L",2.837,"mg/L",355,"APHA PT-CO",37.5,"uS/cm at 25 C",29.92,"mg/L",0.671,"mg/L",0.0097,"mg N/L",NA,"","0.0011","mg N/L",0.664,"mg N/L",6.51,"Std. Units",0.464,"mg/L",45.1,"ug/L",5.195,"mg/L",2.949,"mg/L",0.553,"mg/L","1.1","mg/L",0.75,"NTU"
"NRS18_WI_11141",1,NA,"",2260,"ueq/L",27.6,"mg/L",13.2,"mg/L",30,"APHA PT-CO",281,"uS/cm",8.15,"mg/L",13.9,"mg/L",0.439,"mg N/L",0.454,"mg N/L","0.0155","mg N/L",1.27,"mg N/L",8.37,"Std. Units",2.25,"mg/L",81.5,"ug/L",6.33,"mg/L",8.02,"mg/L",9.07,"mg/L","20","mg/L",12.7,"NTU"
"NRS18_MS_10031",1,0.015,"mg N/L",4029.92,"uEQ/L",56.57,"mg/L",12.012,"mg/L",31,"APHA PT-CO",458.89,"uS/cm at 25 C",5.27,"mg/L",18.005,"mg/L",0.001,"mg N/L",NA,"","9.00E-04","mg N/L",0.876,"mg N/L",8.17,"Std. Units",4.348,"mg/L",185.359,"ug/L",12.333,"mg/L",13.105,"mg/L",27.881,"mg/L","21.5","mg/L",18.58,"NTU"
"NRS18_MT_10043",1,0.006,"mg N/L",2563,"uEQ/L",31.438,"mg/L",1.542,"mg/L",13,"APHA PT-CO",245.1,"uS/cm at 25 C",1.11,"mg/L",11.328,"mg/L",0.0509,"mg N/L",NA,"","8.00E-04","mg N/L",0.149,"mg N/L",8.14,"Std. Units",1.006,"mg/L",13.186,"ug/L",10.327,"mg/L",3.54,"mg/L",5.426,"mg/L","0.8","mg/L",0.74,"NTU"
"NRS18_MT_11621",1,0.006,"mg N/L",2675.68,"uEQ/L",39.34,"mg/L",2.958,"mg/L",12,"APHA PT-CO",302.1,"uS/cm at 25 C",1.65,"mg/L",12.293,"mg/L",0.0023,"mg N/L",NA,"","6.00E-04","mg N/L",0.156,"mg N/L",8.58,"Std. Units",1.936,"mg/L",19.404,"ug/L",11.796,"mg/L",6.63,"mg/L",27.394,"mg/L","4.7","mg/L",1.62,"NTU"
"NRS18_NY_10040",1,0.119,"mg N/L",1892.14,"uEQ/L",33.393,"mg/L",31.884,"mg/L",28,"APHA PT-CO",320.1,"uS/cm at 25 C",3.96,"mg/L",6.509,"mg/L",0.5051,"mg N/L",NA,"","0.0222","mg N/L",0.873,"mg N/L",8.11,"Std. Units",1.639,"mg/L",85.984,"ug/L",5.137,"mg/L",21.229,"mg/L",16.896,"mg/L","14","mg/L",16.6,"NTU"
"NRS18_WI_10013",1,0.009,"mg N/L",1739.77,"uEQ/L",22.266,"mg/L",1.47,"mg/L",43,"APHA PT-CO",168.2,"uS/cm at 25 C",5.25,"mg/L",7.462,"mg/L",0.095,"mg N/L",NA,"","0.001","mg N/L",0.306,"mg N/L",8.17,"Std. Units",0.9,"mg/L",29.029,"ug/L",12.903,"mg/L",2.999,"mg/L",2.777,"mg/L","6","mg/L",7.3,"NTU"
"NRS18_IA_10507",1,0.027,"mg N/L",5855.88,"uEQ/L",63.179,"mg/L",4.986,"mg/L",11,"APHA PT-CO",541.8,"uS/cm at 25 C",0.82,"mg/L",34.353,"mg/L",2.5721,"mg N/L",NA,"","0.0096","mg N/L",2.706,"mg N/L",8.32,"Std. Units",1.172,"mg/L",67.178,"ug/L",13.077,"mg/L",2.587,"mg/L",9.289,"mg/L","51.1","mg/L",15.3,"NTU"
"NRS18_MT_10018",1,0.006,"mg N/L",4130.01,"uEQ/L",51.118,"mg/L",4.539,"mg/L",18,"APHA PT-CO",694.9,"uS/cm at 25 C",3.73,"mg/L",32.262,"mg/L",0.0071,"mg N/L",NA,"","0.0019","mg N/L",0.265,"mg N/L",8.48,"Std. Units",3.957,"mg/L",28.083,"ug/L",7.712,"mg/L",53.548,"mg/L",165.161,"mg/L","17.8","mg/L",11.88,"NTU"
"NRS18_ND_10029",1,0.014,"mg N/L",8232.92,"uEQ/L",114.043,"mg/L",13.231,"mg/L",56,"APHA PT-CO",3108.9,"uS/cm at 25 C",12.31,"mg/L",108.819,"mg/L",0,"mg N/L",NA,"","0","mg N/L",0.87,"mg N/L",8.53,"Std. Units",12.484,"mg/L",73.506,"ug/L",6.253,"mg/L",518.117,"mg/L",1315.869,"mg/L","40.2","mg/L",45.42,"NTU"
"NRS18_ME_10015",1,0.014,"mg N/L",337.32,"uEQ/L",4.935,"mg/L",6.147,"mg/L",35,"APHA PT-CO",69.2,"uS/cm at 25 C",5.41,"mg/L",1.133,"mg/L",0.074,"mg N/L",NA,"","0.0044","mg N/L",0.285,"mg N/L",7.47,"Std. Units",0.837,"mg/L",13.318,"ug/L",3.138,"mg/L",7.46,"mg/L",5.545,"mg/L","2.1","mg/L",2.01,"NTU"
"NRS18_MS_10015",1,0.013,"mg N/L",3416.56,"uEQ/L",35.962,"mg/L",4.672,"mg/L",28,"APHA PT-CO",328.1,"uS/cm at 25 C",4.15,"mg/L",14.708,"mg/L",0.2182,"mg N/L",NA,"","0.011","mg N/L",0.774,"mg N/L",8.29,"Std. Units",3.42,"mg/L",158.315,"ug/L",15.381,"mg/L",12.099,"mg/L",5.167,"mg/L","33.7","mg/L",28.3,"NTU"
"NRS18_NY_10042",1,0.008,"mg N/L",329.4,"uEQ/L",6.551,"mg/L",7.344,"mg/L",33,"APHA PT-CO",69.48,"uS/cm at 25 C",4.39,"mg/L",1.199,"mg/L",0.0118,"mg N/L",NA,"","8.00E-04","mg N/L",0.226,"mg N/L",7.56,"Std. Units",0.291,"mg/L",7.671,"ug/L",5.8,"mg/L",5.108,"mg/L",3.809,"mg/L","0.9","mg/L",0.71,"NTU"
"NRS18_ME_10493",1,0.018,"mg N/L",237.12,"uEQ/L",4.017,"mg/L",2.611,"mg/L",34,"APHA PT-CO",40.14,"uS/cm at 25 C",4.56,"mg/L",1.001,"mg/L",0.0669,"mg N/L",NA,"","0.003","mg N/L",0.283,"mg N/L",7.34,"Std. Units",0.493,"mg/L",8.088,"ug/L",3.731,"mg/L",2.382,"mg/L",1.988,"mg/L","0.4","mg/L",1.17,"NTU"
"NRS18_MN_10001",2,0.085,"mg N/L",5546.44,"uEQ/L",87.672,"mg/L",17.07,"mg/L",27,"APHA PT-CO",647.13,"uS/cm at 25 C",3.76,"mg/L",30.381,"mg/L",2.7058,"mg N/L",NA,"","0.0539","mg N/L",3.338,"mg N/L",8.17,"Std. Units",2.188,"mg/L",168.274,"ug/L",31.236,"mg/L",5.73,"mg/L",31.135,"mg/L","9.2","mg/L",6.51,"NTU"
"NRS18_IN_10649",1,0.03,"mg N/L",2880.24,"uEQ/L",39.016,"mg/L",10.498,"mg/L",27,"APHA PT-CO",322.23,"uS/cm at 25 C",4.01,"mg/L",14.034,"mg/L",0.2007,"mg N/L",NA,"","0.0036","mg N/L",0.611,"mg N/L",8.17,"Std. Units",3.188,"mg/L",23.849,"ug/L",3.325,"mg/L",5.905,"mg/L",8.21,"mg/L","2.1","mg/L",1.73,"NTU"
"NRS18_SD_11294",1,0.005,"mg N/L",3808.08,"uEQ/L",187.779,"mg/L",21.132,"mg/L",18,"APHA PT-CO",1421.18,"uS/cm at 25 C",2.87,"mg/L",58.056,"mg/L",0.2113,"mg N/L",NA,"","0.0058","mg N/L",0.605,"mg N/L",8.24,"Std. Units",6.187,"mg/L",68.079,"ug/L",9.589,"mg/L",68.365,"mg/L",579.83,"mg/L","58","mg/L",35.23,"NTU"
"NRS18_MT_10032",1,0.007,"mg N/L",567.6,"uEQ/L",8.458,"mg/L",0.346,"mg/L",31,"APHA PT-CO",63.92,"uS/cm at 25 C",4.61,"mg/L",1.533,"mg/L",0.0021,"mg N/L",NA,"","0","mg N/L",0.173,"mg N/L",7.76,"Std. Units",1.061,"mg/L",14.143,"ug/L",13.446,"mg/L",2.659,"mg/L",1.692,"mg/L","1.8","mg/L",0.97,"NTU"
"NRS18_NY_10016",1,0.137,"mg N/L",1673.65,"uEQ/L",30.966,"mg/L",33.179,"mg/L",29,"APHA PT-CO",315.01,"uS/cm at 25 C",4.06,"mg/L",6.157,"mg/L",0.5453,"mg N/L",NA,"","0.0248","mg N/L",1.144,"mg N/L",8.02,"Std. Units",1.708,"mg/L",82.455,"ug/L",5.399,"mg/L",21.959,"mg/L",15.273,"mg/L","12.4","mg/L",14.54,"NTU"
"NRS18_ME_10014",1,0.014,"mg N/L",234.92,"uEQ/L",4.459,"mg/L",1.993,"mg/L",105,"APHA PT-CO",37.26,"uS/cm at 25 C",11.3,"mg/L",0.912,"mg/L",0.0167,"mg N/L",NA,"","0.0024","mg N/L",0.393,"mg N/L",7.25,"Std. Units",0.338,"mg/L",11.819,"ug/L",4.038,"mg/L",2.195,"mg/L",1.211,"mg/L","0","mg/L",0.92,"NTU"
"NRS18_KS_10141",1,0.004,"mg N/L",1600.88,"uEQ/L",32.446,"mg/L",3.801,"mg/L",23,"APHA PT-CO",178.93,"uS/cm at 25 C",2.67,"mg/L",1.536,"mg/L",0.3634,"mg N/L",NA,"","7.00E-04","mg N/L",0.545,"mg N/L",7.95,"Std. Units",1.829,"mg/L",26.163,"ug/L",12.389,"mg/L",3.373,"mg/L",6.559,"mg/L","0","mg/L",5.86,"NTU"
"NRS18_IN_10040",1,0.047,"mg N/L",6864.49,"uEQ/L",89.241,"mg/L",18.282,"mg/L",19,"APHA PT-CO",695.77,"uS/cm at 25 C",2.31,"mg/L",36.147,"mg/L",1.6916,"mg N/L",NA,"","0.0079","mg N/L",2.086,"mg N/L",8.23,"Std. Units",2.349,"mg/L",135.988,"ug/L",17.541,"mg/L",6.599,"mg/L",18.82,"mg/L","23.7","mg/L",11.46,"NTU"
"NRS18_SD_10013",2,0.017,"mg N/L",5422.6,"uEQ/L",38.781,"mg/L",21.419,"mg/L",65,"APHA PT-CO",594.64,"uS/cm at 25 C",9.33,"mg/L",3.083,"mg/L",0.0165,"mg N/L",NA,"","9.00E-04","mg N/L",1.008,"mg N/L",8.53,"Std. Units",13.315,"mg/L",520.37,"ug/L",32.608,"mg/L",89.589,"mg/L",17.752,"mg/L","77.4","mg/L",39.63,"NTU"
"NRS18_MT_10112",1,0.014,"mg N/L",4551.94,"uEQ/L",62.369,"mg/L",9.1,"mg/L",23,"APHA PT-CO",503.82,"uS/cm at 25 C",3.19,"mg/L",20.416,"mg/L",0.0442,"mg N/L",NA,"","0.0016","mg N/L",0.414,"mg N/L",8.52,"Std. Units",3.815,"mg/L",41.154,"ug/L",20.981,"mg/L",19.125,"mg/L",40.725,"mg/L","21","mg/L",9.15,"NTU"
"NRS18_MT_10027",1,0.011,"mg N/L",4468.44,"uEQ/L",51.372,"mg/L",2.674,"mg/L",23,"APHA PT-CO",415.84,"uS/cm at 25 C",2.21,"mg/L",26.059,"mg/L",0.0084,"mg N/L",NA,"","0.0011","mg N/L",0.27,"mg N/L",8.61,"Std. Units",1.685,"mg/L",52.14,"ug/L",10.897,"mg/L",3.546,"mg/L",16.996,"mg/L","46","mg/L",18.97,"NTU"
"NRS18_DE_10018",1,0.029,"mg N/L",1625.7,"uEQ/L",35.561,"mg/L",46.096,"mg/L",26,"APHA PT-CO",399.18,"uS/cm at 25 C",2.08,"mg/L",13.848,"mg/L",3.8716,"mg N/L",NA,"","0.0091","mg N/L",3.969,"mg N/L",8.11,"Std. Units",4.364,"mg/L",56.124,"ug/L",14.083,"mg/L",17.475,"mg/L",24.425,"mg/L","2.8","mg/L",2.4,"NTU"
"NRS18_NH_10035",1,0.007,"mg N/L",288.64,"uEQ/L",5.82,"mg/L",28.777,"mg/L",22,"APHA PT-CO",143.01,"uS/cm at 25 C",2,"mg/L",0.89,"mg/L",0.1116,"mg N/L",NA,"","7.00E-04","mg N/L",0.233,"mg N/L",7.06,"Std. Units",1.52,"mg/L",5.725,"ug/L",6.784,"mg/L",19.294,"mg/L",4.254,"mg/L","0.1","mg/L",0.08,"NTU"
"NRS18_VA_10019",1,0.014,"mg N/L",1683.69,"uEQ/L",31.068,"mg/L",1.758,"mg/L",15,"APHA PT-CO",181.51,"uS/cm at 25 C",1.15,"mg/L",3.726,"mg/L",0.0187,"mg N/L",NA,"","0.0011","mg N/L",0.155,"mg N/L",8.19,"Std. Units",1.111,"mg/L",8.758,"ug/L",5.387,"mg/L",1.484,"mg/L",6.386,"mg/L","1.6","mg/L",1.49,"NTU"
"NRS18_OK_10013",1,NA,"",3220,"uEQ/L",93.9,"mg/L",46.3,"mg/L",20,"APHA PT-CO",1030,"uS/cm",3.96,"mg/L",44.7,"mg/L",0.113,"mg N/L",NA,"","","",1.07,"mg N/L",8.14,"Std. Units",3.61,"mg/L",194,"ug/L",7.59,"mg/L",51.4,"mg/L",306,"mg/L","108","mg/L",87,"NTU"
"NRS18_OK_10010",1,NA,"",2840,"uEQ/L",58.2,"mg/L",184,"mg/L",30,"APHA PT-CO",1090,"uS/cm",3.33,"mg/L",13.8,"mg/L",0.52,"mg N/L",NA,"","","",1.09,"mg N/L",8.16,"Std. Units",6.03,"mg/L",192,"ug/L",7.8,"mg/L",118,"mg/L",89.8,"mg/L","36","mg/L",33.5,"NTU"
"NRS18_PA_10046",2,0.02,"mg N/L",3211.4,"uEQ/L",50.413,"mg/L",124.245,"mg/L",12,"APHA PT-CO",823.74,"uS/cm at 25 C",2.13,"mg/L",24.61,"mg/L",4.9183,"mg N/L",NA,"","0.013","mg N/L",5.025,"mg N/L",8.14,"Std. Units",4.805,"mg/L",252.143,"ug/L",6.187,"mg/L",62.279,"mg/L",38.096,"mg/L","0.6","mg/L",1.33,"NTU"
"NRS18_IN_10019",1,0.126,"mg N/L",1902.93,"uEQ/L",31.454,"mg/L",7.175,"mg/L",71,"APHA PT-CO",245.9,"uS/cm at 25 C",5.9,"mg/L",8.898,"mg/L",0.9478,"mg N/L",NA,"","0.0122","mg N/L",1.7,"mg N/L",7.81,"Std. Units",5.855,"mg/L",341.51,"ug/L",10.203,"mg/L",2.635,"mg/L",13.309,"mg/L","25.1","mg/L",21.16,"NTU"
"NRS18_MT_10028",2,0.012,"mg N/L",5987.25,"uEQ/L",63.999,"mg/L",15.574,"mg/L",58,"APHA PT-CO",1134.22,"uS/cm at 25 C",7.47,"mg/L",35.915,"mg/L",0,"mg N/L",NA,"","0.0032","mg N/L",0.766,"mg N/L",8.33,"Std. Units",6.226,"mg/L",123.433,"ug/L",12.501,"mg/L",153.302,"mg/L",290.499,"mg/L","41.4","mg/L",24.28,"NTU"
"NRS18_NY_10707",1,0.062,"mg N/L",1130.29,"uEQ/L",23.419,"mg/L",41.246,"mg/L",23,"APHA PT-CO",281.51,"uS/cm at 25 C",2.35,"mg/L",3.302,"mg/L",0.561,"mg N/L",NA,"","0.0103","mg N/L",0.888,"mg N/L",7.6,"Std. Units",1.372,"mg/L",103.711,"ug/L",3.711,"mg/L",25.809,"mg/L",9.91,"mg/L","4.4","mg/L",3.73,"NTU"
"NRS18_SC_RF002",1,0.018,"mg N/L",441.18,"uEQ/L",5.594,"mg/L",7.447,"mg/L",22,"APHA PT-CO",86.85,"uS/cm at 25 C",1.76,"mg/L",2,"mg/L",0.4917,"mg N/L",NA,"","0.0035","mg N/L",0.679,"mg N/L",7.66,"Std. Units",2.284,"mg/L",125.031,"ug/L",13.276,"mg/L",7.696,"mg/L",5.044,"mg/L","13.3","mg/L",19.32,"NTU"
"NRS18_UT_10010",2,0.012,"mg N/L",2821.84,"uEQ/L",94.311,"mg/L",98.05,"mg/L",28,"APHA PT-CO",1066.7,"uS/cm at 25 C",3.48,"mg/L",26.3,"mg/L",0.2191,"mg N/L",NA,"","0.0044","mg N/L",0.614,"mg N/L",8.37,"Std. Units",3.944,"mg/L",36.408,"ug/L",6.169,"mg/L",89.861,"mg/L",254.256,"mg/L","20.8","mg/L",10.03,"NTU"
"NRS18_NE_10059",1,0.029,"mg N/L",3211.77,"uEQ/L",60.8,"mg/L",13.939,"mg/L",30,"APHA PT-CO",812.24,"uS/cm at 25 C",4.77,"mg/L",25.01,"mg/L",0.3667,"mg N/L",NA,"","0.0034","mg N/L",0.975,"mg N/L",8.27,"Std. Units",6.699,"mg/L",191.448,"ug/L",10.94,"mg/L",63.876,"mg/L",227.929,"mg/L","55.8","mg/L",31.25,"NTU"
