"SITE_ID","VISIT_NO","AMMONIA_N_RESULT","AMMONIA_N_UNITS","ANC_RESULT","ANC_UNITS","CALCIUM_RESULT","CALCIUM_UNITS","CHLORIDE_RESULT","CHLORIDE_UNITS","COLOR_RESULT","COLOR_UNITS","COND_RESULT","COND_UNITS","DOC_RESULT","DOC_UNITS","MAGNESIUM_RESULT","MAGNESIUM_UNITS","NITRATE_N_RESULT","NITRATE_N_UNITS","NITRATE_NITRITE_N_RESULT","NITRATE_NITRITE_N_UNITS","NITRITE_N_RESULT","NITRITE_N_UNITS","NTL_RESULT","NTL_UNITS","PH_RESULT","PH_UNITS","POTASSIUM_RESULT","POTASSIUM_UNITS","PTL_RESULT","PTL_UNITS","SILICA_RESULT","SILICA_UNITS","SODIUM_RESULT","SODIUM_UNITS","SULFATE_RESULT","SULFATE_UNITS","TSS_RESULT","TSS_UNITS","TURB_RESULT","TURB_UNITS"
"NRS18_IL_10003",1,0.094,"mg N/L",3161.16,"uEQ/L",57.327,"mg/L",33.026,"mg/L",1,"APHA PT-CO",513,"uS/cm at 25 C",1.66,"mg/L",26.122,"mg/L",9.1259,"mg N/L",NA,"","0.0567","mg N/L",9.301,"mg N/L",8.23,"Std. Units",0.543,"mg/L",137.514,"ug/L",13.235,"mg/L",10.895,"mg/L",24.662,"mg/L","42.8","mg/L",24.28,"NTU"
"NRS18_LA_10010",1,0.01,"mg N/L",2058.85,"uEQ/L",41.683,"mg/L",19.095,"mg/L",5,"APHA PT-CO",380.9,"uS/cm at 25 C",3.07,"mg/L",13.638,"mg/L",1.5352,"mg N/L",NA,"","","",1.88,"mg N/L",8.26,"Std. Units",3.335,"mg/L",210.014,"ug/L",6.401,"mg/L",18.104,"mg/L",49.484,"mg/L","97.9","mg/L",54.12,"NTU"
"NRS18_TN_10001",1,0.008,"mg N/L",243.35,"uEQ/L",3.222,"mg/L",1.066,"mg/L",2,"APHA PT-CO",33.6,"uS/cm at 25 C",0.76,"mg/L",1.069,"mg/L",0.0854,"mg N/L",NA,"","2.00E-04","mg N/L",0.124,"mg N/L",7.34,"Std. Units",0.516,"mg/L",15.139,"ug/L",6.74,"mg/L",1.314,"mg/L",2.006,"mg/L","4.9","mg/L",2.4,"NTU"
"NRS18_IL_10001",1,0.03,"mg N/L",3634.72,"uEQ/L",58.463,"mg/L",39.216,"mg/L",3,"APHA PT-CO",568.5,"uS/cm at 25 C",2.32,"mg/L",25.299,"mg/L",3.6072,"mg N/L",NA,"","0.0091","mg N/L",4.063,"mg N/L",8.32,"Std. Units",1.221,"mg/L",74.139,"ug/L",9.672,"mg/L",25.244,"mg/L",33.54,"mg/L","9.8","mg/L",7.41,"NTU"
"NRS18_LA_10021",1,0.089,"mg N/L",3163.64,"uEQ/L",46.268,"mg/L",81.616,"mg/L",20,"APHA PT-CO",639.2,"uS/cm at 25 C",6.16,"mg/L",22.574,"mg/L",0.676,"mg N/L",NA,"","0.0084","mg N/L",1.519,"mg N/L",8.34,"Std. Units",4.527,"mg/L",155.014,"ug/L",8.926,"mg/L",49.325,"mg/L",30.98,"mg/L","16","mg/L",26.3,"NTU"
"NRS18_LA_10013",1,0.077,"mg N/L",3987.7,"uEQ/L",49.136,"mg/L",9.045,"mg/L",29,"APHA PT-CO",413,"uS/cm at 25 C",9.17,"mg/L",18.462,"mg/L",0.0043,"mg N/L",NA,"","","",3.739,"mg N/L",7.66,"Std. Units",3.68,"mg/L",1218.063,"ug/L",8.147,"mg/L",11.968,"mg/L",0.32,"mg/L","30","mg/L",16.87,"NTU"
"NRS18_MI_10381",1,0.109,"mg N/L",4463.16,"uEQ/L",85.637,"mg/L",229.789,"mg/L",30,"APHA PT-CO",1302,"uS/cm at 25 C",7.39,"mg/L",23.652,"mg/L",0.88,"mg N/L",NA,"","0.0173","mg N/L",1.381,"mg N/L",8.12,"Std. Units",4.893,"mg/L",45.389,"ug/L",8.471,"mg/L",142.66,"mg/L",63.69,"mg/L","2.2","mg/L",5.03,"NTU"
"NRS18_CA_10035",1,0.015,"mg N/L",2908.07,"uEQ/L",48.398,"mg/L",148.397,"mg/L",3,"APHA PT-CO",1081,"uS/cm at 25 C",3.86,"mg/L",26.416,"mg/L",2.0731,"mg N/L",NA,"","0.0146","mg N/L",2.306,"mg N/L",8.23,"Std. Units",3.562,"mg/L",368.764,"ug/L",13.991,"mg/L",133.55,"mg/L",143.389,"mg/L","71.3","mg/L",43.59,"NTU"
"NRS18_TN_10009",1,0.009,"mg N/L",3101.73,"uEQ/L",51.539,"mg/L",14.984,"mg/L",1,"APHA PT-CO",370.4,"uS/cm at 25 C",0.65,"mg/L",11.004,"mg/L",0.9329,"mg N/L",NA,"","","",1.046,"mg N/L",8.38,"Std. Units",1.915,"mg/L",17.139,"ug/L",8.337,"mg/L",9.247,"mg/L",6.227,"mg/L","5.6","mg/L",3.77,"NTU"
"NRS18_LA_10001",1,0.053,"mg N/L",895.78,"uEQ/L",14.193,"mg/L",16.217,"mg/L",27,"APHA PT-CO",168.1,"uS/cm at 25 C",10.31,"mg/L",4.461,"mg/L",0.6419,"mg N/L",NA,"","0.0408","mg N/L",1.744,"mg N/L",7.68,"Std. Units",3.02,"mg/L",221.264,"ug/L",6.201,"mg/L",11.351,"mg/L",4.213,"mg/L","21","mg/L",25.84,"NTU"
"NRS18_KS_10126",1,0.022,"mg N/L",2239.21,"uEQ/L",42.255,"mg/L",29.598,"mg/L",33,"APHA PT-CO",372.5,"uS/cm at 25 C",7.88,"mg/L",9.447,"mg/L",0.0242,"mg N/L",NA,"","","",0.791,"mg N/L",9.44,"Std. Units",11.554,"mg/L",160.551,"ug/L",16.054,"mg/L",18.488,"mg/L",36.642,"mg/L","4.6","mg/L",6.01,"NTU"
"NRS18_IL_10013",1,0.587,"mg N/L",736.78,"uEQ/L",16.839,"mg/L",11.646,"mg/L",19,"APHA PT-CO",167.7,"uS/cm at 25 C",5.29,"mg/L",3.132,"mg/L",2.7448,"mg N/L",NA,"","0.1257","mg N/L",4.244,"mg N/L",7.47,"Std. Units",7.235,"mg/L",177.51,"ug/L",10.26,"mg/L",5.255,"mg/L",8.445,"mg/L","5.6","mg/L",11.87,"NTU"
"NRS18_OK_10050",1,NA,"",3410,"uEQ/L",79.7,"mg/L",546,"mg/L",35,"APHA PT-CO",2670,"uS/cm",1.55,"mg/L",43.6,"mg/L",0.085,"mg N/L",NA,"","0.002","mg N/L",0.397,"mg N/L",8.38,"Std. Units",6.73,"mg/L",13,"ug/L",12.3,"mg/L",364,"mg/L",300,"mg/L","<5.0","mg/L",3.3,"NTU"
"NRS18_IL_10030",1,0.28,"mg N/L",2032.51,"uEQ/L",30.892,"mg/L",8.811,"mg/L",18,"APHA PT-CO",260.6,"uS/cm at 25 C",7.32,"mg/L",8.946,"mg/L",0.0074,"mg N/L",NA,"","","",1.406,"mg N/L",7.65,"Std. Units",3.959,"mg/L",247.514,"ug/L",9.547,"mg/L",7.247,"mg/L",12.084,"mg/L","30.6","mg/L",39.48,"NTU"
"NRS18_LA_10012",1,0.033,"mg N/L",352.83,"uEQ/L",3.435,"mg/L",10.584,"mg/L",10,"APHA PT-CO",84.1,"uS/cm at 25 C",0.84,"mg/L",1.231,"mg/L",0.5629,"mg N/L",NA,"","0.0046","mg N/L",0.655,"mg N/L",7.05,"Std. Units",1.508,"mg/L",24.014,"ug/L",15.333,"mg/L",11.162,"mg/L",1.54,"mg/L","1.5","mg/L",4.09,"NTU"
"NRS18_NV_10012",1,0.013,"mg N/L",3417.23,"uEQ/L",43.322,"mg/L",9.079,"mg/L",4,"APHA PT-CO",398,"uS/cm at 25 C",2.44,"mg/L",9.693,"mg/L",0.003,"mg N/L",NA,"","","",0.274,"mg N/L",8.95,"Std. Units",4.33,"mg/L",79.426,"ug/L",41.746,"mg/L",33.25,"mg/L",33.431,"mg/L","5.6","mg/L",3.99,"NTU"
"NRS18_NY_10025",1,0.091,"mg N/L",4542.62,"uEQ/L",90.664,"mg/L",668.159,"mg/L",30,"APHA PT-CO",2581,"uS/cm at 25 C",6.05,"mg/L",26.658,"mg/L",0.7896,"mg N/L",NA,"","","",1.193,"mg N/L",8.15,"Std. Units",3.72,"mg/L",37.676,"ug/L",5.157,"mg/L",413.15,"mg/L",20.126,"mg/L","0.5","mg/L",2.21,"NTU"
"NRS18_TX_10009",1,0.107,"mg N/L",4151.08,"uEQ/L",87.768,"mg/L",107.855,"mg/L",15,"APHA PT-CO",980,"uS/cm at 25 C",3.73,"mg/L",19.145,"mg/L",8.026,"mg N/L",NA,"","0.1069","mg N/L",8.094,"mg N/L",8.23,"Std. Units",10.702,"mg/L",1575.956,"ug/L",13.846,"mg/L",83.594,"mg/L",82.6,"mg/L","14.4","mg/L",13.37,"NTU"
"NRS18_ND_10015",1,0.047,"mg N/L",8201.72,"uEQ/L",90.609,"mg/L",6.803,"mg/L",70,"APHA PT-CO",1557.1,"uS/cm at 25 C",15.44,"mg/L",86.617,"mg/L",0.1902,"mg N/L",NA,"","","",1.173,"mg N/L",8.11,"Std. Units",7.784,"mg/L",223.051,"ug/L",10.206,"mg/L",156.604,"mg/L",461.498,"mg/L","9.2","mg/L",3.09,"NTU"
"NRS18_MI_10010",1,0.112,"mg N/L",3255.96,"uEQ/L",55.704,"mg/L",82.207,"mg/L",21,"APHA PT-CO",641.4,"uS/cm at 25 C",6.66,"mg/L",16.927,"mg/L",3.9984,"mg N/L",NA,"","0.0361","mg N/L",4.798,"mg N/L",8.44,"Std. Units",4.058,"mg/L",110.176,"ug/L",4.75,"mg/L",50.436,"mg/L",23.18,"mg/L","9.5","mg/L",11.75,"NTU"
"NRS18_CA_10032",1,0.009,"mg N/L",326.1,"uEQ/L",4.231,"mg/L",1.118,"mg/L",5,"APHA PT-CO",42.2,"uS/cm at 25 C",1.74,"mg/L",1.228,"mg/L",0.0202,"mg N/L",NA,"","","",0.153,"mg N/L",7.54,"Std. Units",0.794,"mg/L",20.801,"ug/L",9.274,"mg/L",2.15,"mg/L",1.473,"mg/L","1.7","mg/L",2.01,"NTU"
"NRS18_WV_10012",1,0.01,"mg N/L",188.75,"uEQ/L",2.677,"mg/L",0.556,"mg/L",5,"APHA PT-CO",37.1,"uS/cm at 25 C",2.37,"mg/L",1.559,"mg/L",0.1431,"mg N/L",NA,"","","",0.274,"mg N/L",7.29,"Std. Units",1.193,"mg/L",12.176,"ug/L",7.847,"mg/L",1.349,"mg/L",5.624,"mg/L","0","mg/L",2.74,"NTU"
"NRS18_OH_10030",1,0.069,"mg N/L",1390.54,"uEQ/L",23.722,"mg/L",24.018,"mg/L",42,"APHA PT-CO",252.5,"uS/cm at 25 C",9.8,"mg/L",5.899,"mg/L",1.0143,"mg N/L",NA,"","0.0098","mg N/L",1.75,"mg N/L",7.96,"Std. Units",3.046,"mg/L",117.603,"ug/L",5.492,"mg/L",17.438,"mg/L",10.11,"mg/L","17.7","mg/L",16.17,"NTU"
"NRS18_LA_10014",1,0.011,"mg N/L",2097.01,"uEQ/L",32.876,"mg/L",24.91,"mg/L",0,"APHA PT-CO",349,"uS/cm at 25 C",4.11,"mg/L",10.437,"mg/L",NA,"",NA,"","","",0.514,"mg N/L",8.34,"Std. Units",3.682,"mg/L",93.676,"ug/L",4.157,"mg/L",22.983,"mg/L",32.226,"mg/L","5.2","mg/L",9.43,"NTU"
"NRS18_MN_RF001",1,0.045,"mg N/L",4510.83,"uEQ/L",60.903,"mg/L",4.367,"mg/L",45,"APHA PT-CO",445,"uS/cm at 25 C",12.1,"mg/L",22.991,"mg/L",0.0395,"mg N/L",NA,"","","",0.803,"mg N/L",8.28,"Std. Units",2.17,"mg/L",58.139,"ug/L",13.422,"mg/L",4.92,"mg/L",3.763,"mg/L","4.8","mg/L",5.13,"NTU"
"NRS18_OK_10051",1,NA,"",3940,"uEQ/L",217,"mg/L",377,"mg/L",15,"APHA PT-CO",2800,"uS/cm",3.28,"mg/L",60.8,"mg/L",0.016,"mg N/L",NA,"","0.002","mg N/L",0.798,"mg N/L",8.22,"Std. Units",8.31,"mg/L",57,"ug/L",19.4,"mg/L",268,"mg/L",755,"mg/L","19","mg/L",12.2,"NTU"
"NRS18_UT_10003",1,0.014,"mg N/L",5016.5,"uEQ/L",230.71,"mg/L",52.448,"mg/L",3,"APHA PT-CO",3050.9,"uS/cm at 25 C",3.56,"mg/L",136.456,"mg/L",0.014,"mg N/L",NA,"","","",0.608,"mg N/L",8.44,"Std. Units",9.727,"mg/L",24.176,"ug/L",11.105,"mg/L",384.377,"mg/L",1528.106,"mg/L","3","mg/L",3.03,"NTU"
"NRS18_LA_10022",1,0.012,"mg N/L",2251.15,"uEQ/L",37.333,"mg/L",17.687,"mg/L",5,"APHA PT-CO",366.4,"uS/cm at 25 C",3.06,"mg/L",12.477,"mg/L",1.3409,"mg N/L",NA,"","","",1.739,"mg N/L",8.2,"Std. Units",3.374,"mg/L",128.051,"ug/L",6.209,"mg/L",17.898,"mg/L",42.117,"mg/L","25.8","mg/L",12.19,"NTU"
"NRS18_OH_10005",1,0.035,"mg N/L",1029.79,"uEQ/L",20.901,"mg/L",3.397,"mg/L",2,"APHA PT-CO",167.5,"uS/cm at 25 C",3.59,"mg/L",4.342,"mg/L",0.3825,"mg N/L",NA,"","0.0016","mg N/L",0.719,"mg N/L",7.75,"Std. Units",1.561,"mg/L",86.051,"ug/L",11.154,"mg/L",4.393,"mg/L",20.436,"mg/L","30","mg/L",28.85,"NTU"
"NRS18_CA_10031",1,0.011,"mg N/L",1614.04,"uEQ/L",21.721,"mg/L",3.928,"mg/L",1,"APHA PT-CO",194.5,"uS/cm at 25 C",1.14,"mg/L",7.102,"mg/L",0.0017,"mg N/L",NA,"","","",0.113,"mg N/L",8.18,"Std. Units",2.087,"mg/L",24.676,"ug/L",18.997,"mg/L",6.978,"mg/L",12.305,"mg/L","0.2","mg/L",0.93,"NTU"
"NRS18_TX_10081",1,0.008,"mg N/L",2926.4,"uEQ/L",56.398,"mg/L",12.712,"mg/L",3,"APHA PT-CO",431.7,"uS/cm at 25 C",2.47,"mg/L",15.379,"mg/L",0.1328,"mg N/L",NA,"","","",0.261,"mg N/L",8.28,"Std. Units",2.483,"mg/L",35.926,"ug/L",8.534,"mg/L",7.974,"mg/L",51.752,"mg/L","6.6","mg/L",17.69,"NTU"
"NRS18_VT_10006",1,0.002,"mg N/L",2327.83,"uEQ/L",47.645,"mg/L",1.366,"mg/L",0,"APHA PT-CO",251,"uS/cm at 25 C",0.74,"mg/L",1.317,"mg/L",0.0645,"mg N/L",NA,"","","",0.135,"mg N/L",8.31,"Std. Units",2.099,"mg/L",9.53,"ug/L",5.838,"mg/L",1.125,"mg/L",9.835,"mg/L","5.1","mg/L",1.08,"NTU"
"NRS18_CA_10033",1,0.093,"mg N/L",1071.38,"uEQ/L",15.798,"mg/L",39.965,"mg/L",2,"APHA PT-CO",323.5,"uS/cm at 25 C",2.37,"mg/L",7.938,"mg/L",0.7857,"mg N/L",NA,"","0.0054","mg N/L",1.239,"mg N/L",7.98,"Std. Units",2.122,"mg/L",210.551,"ug/L",10.773,"mg/L",35.251,"mg/L",30.515,"mg/L","24.3","mg/L",22.68,"NTU"
"NRS18_NE_10035",1,0.111,"mg N/L",5126.66,"uEQ/L",65.628,"mg/L",6.716,"mg/L",3,"APHA PT-CO",549.6,"uS/cm at 25 C",2.97,"mg/L",16.051,"mg/L",3.6793,"mg N/L",NA,"","0.0375","mg N/L",4.476,"mg N/L",8.42,"Std. Units",4.423,"mg/L",680.513,"ug/L",31.802,"mg/L",34.091,"mg/L",25.023,"mg/L","167.1","mg/L",77.39,"NTU"
"NRS18_MI_10081",1,0.028,"mg N/L",6254.85,"uEQ/L",96.043,"mg/L",28.118,"mg/L",14,"APHA PT-CO",754.7,"uS/cm at 25 C",5.95,"mg/L",39.336,"mg/L",0.1673,"mg N/L",NA,"","","",0.506,"mg N/L",8.09,"Std. Units",2.303,"mg/L",55.801,"ug/L",8.791,"mg/L",9.405,"mg/L",62.754,"mg/L","0.7","mg/L",2.03,"NTU"
"NRS18_UT_10005",1,0.033,"mg N/L",5300.67,"uEQ/L",381.842,"mg/L",223.662,"mg/L",4,"APHA PT-CO",3783.7,"uS/cm at 25 C",4.11,"mg/L",152.181,"mg/L",0.855,"mg N/L",NA,"","0.0102","mg N/L",1.152,"mg N/L",8.17,"Std. Units",17.74,"mg/L",32.325,"ug/L",15.147,"mg/L",363.273,"mg/L",1744.507,"mg/L","3.1","mg/L",3.04,"NTU"
"NRS18_NV_10016",1,0.011,"mg N/L",302.85,"uEQ/L",3.124,"mg/L",0.084,"mg/L",0,"APHA PT-CO",31,"uS/cm at 25 C",1.21,"mg/L",0.868,"mg/L",0.0041,"mg N/L",NA,"","","",0.084,"mg N/L",7.53,"Std. Units",1.11,"mg/L",28.301,"ug/L",15.016,"mg/L",1.65,"mg/L",0.116,"mg/L","1.4","mg/L",1.15,"NTU"
"NRS18_TN_10004",1,0.021,"mg N/L",3171.94,"uEQ/L",56.304,"mg/L",3.653,"mg/L",0,"APHA PT-CO",342.9,"uS/cm at 25 C",1.57,"mg/L",7.084,"mg/L",0.3789,"mg N/L",NA,"","","",0.566,"mg N/L",8.36,"Std. Units",1.528,"mg/L",31.051,"ug/L",9.763,"mg/L",4.602,"mg/L",13.378,"mg/L","6.4","mg/L",5.82,"NTU"
"NRS18_TN_10024",1,0.018,"mg N/L",229.57,"uEQ/L",3.33,"mg/L",3.254,"mg/L",2,"APHA PT-CO",47.6,"uS/cm at 25 C",1.03,"mg/L",1.156,"mg/L",0.3739,"mg N/L",NA,"","0.011","mg N/L",0.594,"mg N/L",7.47,"Std. Units",1.262,"mg/L",77.551,"ug/L",10.237,"mg/L",3.352,"mg/L",3.151,"mg/L","23.4","mg/L",15.01,"NTU"
"NRS18_WV_10016",1,0.015,"mg N/L",2833.97,"uEQ/L",54.313,"mg/L",4.791,"mg/L",3,"APHA PT-CO",305.8,"uS/cm at 25 C",1.69,"mg/L",3.397,"mg/L",0.646,"mg N/L",NA,"","","",0.874,"mg N/L",8.34,"Std. Units",1.373,"mg/L",54.926,"ug/L",5.419,"mg/L",4.569,"mg/L",7.454,"mg/L","17.6","mg/L",11.21,"NTU"
"NRS18_WI_10001",1,0.578,"mg N/L",1348,"uEQ/L",16.3,"mg/L",6.54,"mg/L",600,"APHA PT-CO",159,"uS/cm",18,"mg/L",7.54,"mg/L",NA,"",NA,"","","",1.63,"mg N/L",7.16,"Std. Units",0.704,"mg/L",172,"ug/L",13.1,"mg/L",4.98,"mg/L",2.33,"mg/L","21.5","mg/L",66.8,"NTU"
"NRS18_LA_10016",1,0.01,"mg N/L",2256.68,"uEQ/L",39.279,"mg/L",21.35,"mg/L",3,"APHA PT-CO",397,"uS/cm at 25 C",3.04,"mg/L",12.937,"mg/L",1.4645,"mg N/L",NA,"","","",1.839,"mg N/L",8.17,"Std. Units",3.389,"mg/L",193.051,"ug/L",6.363,"mg/L",20.323,"mg/L",43.184,"mg/L","66.6","mg/L",40.77,"NTU"
"NRS18_OH_10001",1,0.02,"mg N/L",1832.18,"uEQ/L",60.238,"mg/L",7.412,"mg/L",3,"APHA PT-CO",530.7,"uS/cm at 25 C",1.97,"mg/L",25.716,"mg/L",0.4615,"mg N/L",NA,"","7.00E-04","mg N/L",0.466,"mg N/L",8.12,"Std. Units",2.107,"mg/L",38.551,"ug/L",3.927,"mg/L",8.565,"mg/L",161.91,"mg/L","25.2","mg/L",12.99,"NTU"
"NRS18_IL_10366",1,0.072,"mg N/L",5985.91,"uEQ/L",104.926,"mg/L",55.757,"mg/L",3,"APHA PT-CO",924,"uS/cm at 25 C",3.1,"mg/L",43.412,"mg/L",3.5982,"mg N/L",NA,"","0.0184","mg N/L",3.974,"mg N/L",8.1,"Std. Units",2.575,"mg/L",72.676,"ug/L",12.807,"mg/L",24.611,"mg/L",97.925,"mg/L","33","mg/L",17.01,"NTU"
"NRS18_VT_10335",1,0.016,"mg N/L",1155.01,"uEQ/L",22.459,"mg/L",15.375,"mg/L",2,"APHA PT-CO",187.4,"uS/cm at 25 C",1,"mg/L",2.8,"mg/L",0.3241,"mg N/L",NA,"","0.0016","mg N/L",0.466,"mg N/L",8.05,"Std. Units",0.995,"mg/L",6.189,"ug/L",3.751,"mg/L",10.217,"mg/L",6.988,"mg/L","0.4","mg/L",0.75,"NTU"
"NRS18_NY_10009",1,0.04,"mg N/L",6414.97,"uEQ/L",263.355,"mg/L",66.221,"mg/L",9,"APHA PT-CO",1493.8,"uS/cm at 25 C",4.32,"mg/L",35.382,"mg/L",0.519,"mg N/L",NA,"","0.0016","mg N/L",0.583,"mg N/L",8.26,"Std. Units",0.851,"mg/L",126.763,"ug/L",15.049,"mg/L",31.681,"mg/L",467.926,"mg/L","2.7","mg/L",2.64,"NTU"
"NRS18_CA_10088",1,0.005,"mg N/L",279.74,"uEQ/L",2.732,"mg/L",0.494,"mg/L",2,"APHA PT-CO",30,"uS/cm at 25 C",0.92,"mg/L",0.705,"mg/L",0.001,"mg N/L",NA,"","","",0.151,"mg N/L",7.11,"Std. Units",0.651,"mg/L",57.801,"ug/L",21.847,"mg/L",2.357,"mg/L",0.103,"mg/L","8.6","mg/L",1.62,"NTU"
"NRS18_NE_10044",1,0.159,"mg N/L",4780.45,"uEQ/L",67.11,"mg/L",77.295,"mg/L",10,"APHA PT-CO",793.2,"uS/cm at 25 C",4.61,"mg/L",13.096,"mg/L",2.1118,"mg N/L",NA,"","0.0524","mg N/L",3.264,"mg N/L",8.26,"Std. Units",8.235,"mg/L",1058.013,"ug/L",32.395,"mg/L",81.629,"mg/L",47.997,"mg/L","80.9","mg/L",41.93,"NTU"
"NRS18_ND_10010",1,0.047,"mg N/L",7942.55,"uEQ/L",92.161,"mg/L",6.417,"mg/L",28,"APHA PT-CO",1368.2,"uS/cm at 25 C",8.1,"mg/L",49.863,"mg/L",0.284,"mg N/L",NA,"","0.0024","mg N/L",0.713,"mg N/L",8.42,"Std. Units",8.653,"mg/L",214.631,"ug/L",36.204,"mg/L",157.761,"mg/L",370.443,"mg/L","7.1","mg/L",7.86,"NTU"
"NRS18_CA_10054",1,0.105,"mg N/L",1163.62,"uEQ/L",19.238,"mg/L",127.847,"mg/L",1,"APHA PT-CO",648.2,"uS/cm at 25 C",2.76,"mg/L",13.681,"mg/L",1.5122,"mg N/L",NA,"","0.0067","mg N/L",1.664,"mg N/L",7.98,"Std. Units",4.44,"mg/L",255.513,"ug/L",10.741,"mg/L",84.846,"mg/L",45.538,"mg/L","10.5","mg/L",11.88,"NTU"
"NRS18_MI_10015",1,0.185,"mg N/L",2096.88,"uEQ/L",33.809,"mg/L",10.144,"mg/L",42,"APHA PT-CO",261.8,"uS/cm at 25 C",5.58,"mg/L",8.548,"mg/L",0.0133,"mg N/L",NA,"","1.00E-04","mg N/L",0.883,"mg N/L",7.95,"Std. Units",1.515,"mg/L",114.926,"ug/L",2.692,"mg/L",7.023,"mg/L",11.829,"mg/L","27.1","mg/L",18.05,"NTU"
"NRS18_TN_10010",1,0.053,"mg N/L",1027.68,"uEQ/L",16.514,"mg/L",5.494,"mg/L",2,"APHA PT-CO",141.5,"uS/cm at 25 C",1.51,"mg/L",4.111,"mg/L",0.2464,"mg N/L",NA,"","0.0032","mg N/L",0.499,"mg N/L",7.9,"Std. Units",1.488,"mg/L",29.426,"ug/L",5.13,"mg/L",5.382,"mg/L",8.238,"mg/L","3.5","mg/L",4.49,"NTU"
"NRS18_WV_10003",1,0.013,"mg N/L",1572.56,"uEQ/L",26.932,"mg/L",3.618,"mg/L",4,"APHA PT-CO",199,"uS/cm at 25 C",2.98,"mg/L",4.667,"mg/L",0.0253,"mg N/L",NA,"","","",0.321,"mg N/L",8,"Std. Units",2.243,"mg/L",24.301,"ug/L",5.375,"mg/L",5.34,"mg/L",13.7,"mg/L","2","mg/L",3.26,"NTU"
"NRS18_NV_10002",1,0.017,"mg N/L",1235.89,"uEQ/L",16.858,"mg/L",5.065,"mg/L",19,"APHA PT-CO",180.3,"uS/cm at 25 C",3.56,"mg/L",4.401,"mg/L",0.0205,"mg N/L",NA,"","3.00E-04","mg N/L",0.469,"mg N/L",8.02,"Std. Units",2.552,"mg/L",166.801,"ug/L",20.482,"mg/L",14.253,"mg/L",19.937,"mg/L","22.5","mg/L",10.81,"NTU"
"NRS18_UT_10012",1,0.01,"mg N/L",4716.37,"uEQ/L",56.49,"mg/L",1.006,"mg/L",0,"APHA PT-CO",434.8,"uS/cm at 25 C",1,"mg/L",25.051,"mg/L",0.0188,"mg N/L",NA,"","","",0.083,"mg N/L",8.39,"Std. Units",0.461,"mg/L",8.351,"ug/L",5.833,"mg/L",1.286,"mg/L",4.973,"mg/L","1.5","mg/L",2.08,"NTU"
"NRS18_WI_10020",1,0.0401,"mg N/L",1820,"uEQ/L",32.1,"mg/L",15.7,"mg/L",50,"APHA PT-CO",329,"uS/cm",8,"mg/L",15.7,"mg/L",4.99,"mg N/L",5.04,"mg N/L","0.0514","mg N/L",6.26,"mg N/L",7.89,"Std. Units",6.94,"mg/L",90.9,"ug/L",6.76,"mg/L",4.43,"mg/L",25.4,"mg/L","16","mg/L",10.9,"NTU"
"NRS18_OH_10011",1,0.105,"mg N/L",431.35,"uEQ/L",59.912,"mg/L",8.39,"mg/L",5,"APHA PT-CO",473.3,"uS/cm at 25 C",1.96,"mg/L",11.068,"mg/L",0.1647,"mg N/L",NA,"","0.0021","mg N/L",0.36,"mg N/L",7.32,"Std. Units",2.403,"mg/L",13.264,"ug/L",11.455,"mg/L",13.787,"mg/L",182.252,"mg/L","5.8","mg/L",8.3,"NTU"
"NRS18_OH_10006",1,0.044,"mg N/L",2326.29,"uEQ/L",46.006,"mg/L",52.569,"mg/L",25,"APHA PT-CO",489.3,"uS/cm at 25 C",7.67,"mg/L",8.792,"mg/L",0.1718,"mg N/L",NA,"","","",0.854,"mg N/L",8.15,"Std. Units",3.341,"mg/L",40.551,"ug/L",4.743,"mg/L",40.455,"mg/L",38.761,"mg/L","7","mg/L",16.38,"NTU"
"NRS18_PA_10028",1,0.024,"mg N/L",1066.99,"uEQ/L",19.715,"mg/L",17.03,"mg/L",3,"APHA PT-CO",186.4,"uS/cm at 25 C",2.32,"mg/L",3.737,"mg/L",0.5083,"mg N/L",NA,"","0.0045","mg N/L",0.756,"mg N/L",7.98,"Std. Units",1.201,"mg/L",33.051,"ug/L",3.71,"mg/L",11.583,"mg/L",7.469,"mg/L","5.4","mg/L",5.34,"NTU"
"NRS18_LA_10020",1,1.327,"mg N/L",417.35,"uEQ/L",5.17,"mg/L",5.313,"mg/L",200,"APHA PT-CO",68.2,"uS/cm at 25 C",22.54,"mg/L",1.429,"mg/L",0.0042,"mg N/L",NA,"","","",2.975,"mg N/L",6.67,"Std. Units",1.536,"mg/L",293.051,"ug/L",13.854,"mg/L",3.909,"mg/L",0.192,"mg/L","32","mg/L",22,"NTU"
"NRS18_LA_10018",1,0.183,"mg N/L",629.06,"uEQ/L",6.044,"mg/L",2.92,"mg/L",63,"APHA PT-CO",74.7,"uS/cm at 25 C",6.89,"mg/L",2.25,"mg/L",0.0084,"mg N/L",NA,"","8.00E-04","mg N/L",0.806,"mg N/L",7.31,"Std. Units",2.135,"mg/L",236.801,"ug/L",8.157,"mg/L",3.531,"mg/L",0.289,"mg/L","29.9","mg/L",27.07,"NTU"
