"SITE_ID","VISIT_NO","SAMPLE_ID","dD..vsmow.","d18O..vsmow.","d.excess"
"FW08MS034","1",545891,-17.07,-3.18,8.38
"FW08MS038","1",542841,-23.36,-4.51,12.75
"FW08MS042","1",545591,-31.91,-5.48,11.94
"FW08MS045","1",553691,-11.28,-2.34,7.46
"FW08MS048","1",542671,-24.29,-4.33,10.39
"FW08MS050","1",547571,-17.35,-3.19,8.15
"FW08MS052","1",554841,-17.71,-3.01,6.4
"FW08MS053","2",554851,-14.23,-2.09,2.46
"FW08MS053","2",554861,-14.47,-2.23,3.36
"FW08MS053","1",549681,-4.56,-1.02,3.58
"FW08MS058","1",535671,-21.56,-4.11,11.28
"FW08MS062","1",545871,-5.66,0.01,-5.72
"FW08MS064","1",547831,-20.79,-4.06,11.65
"FW08MS069","1",555251,-19.2,-3.78,11.06
"FW08MS084","1",547811,-22.81,-4.06,9.71
"FW08MS086","1",548971,-29.39,-5.02,10.8
"FW08MS100","1",549671,-21.27,-3.78,8.97
"FW08MS101","1",554891,-19.96,-3.83,10.67
"FW08MT001","2",524171,-143.53,-19,8.48
"FW08MT001","2",531931,-143.4,-19.01,8.65
"FW08MT001","1",524611,-142.95,-19.05,9.42
"FW08MT002","1",522991,-135.43,-17.76,6.66
"FW08MT002","2",533821,-135.24,-17.93,8.16
"FW08MT002","2",530141,-135.34,-18.01,8.76
"FW08MT004","1",527711,-137.71,-17.88,5.32
"FW08MT005","1",528701,-135.32,-18.09,9.38
"FW08MT006","1",542801,-136.12,-16.08,-7.5
"FW08MT007","1",534211,-124.16,-16.67,9.16
"FW08MT008","1",527671,-127.94,-16.09,0.75
"FW08MT010","1",543631,-142.66,-18.89,8.43
"FW08MT012","1",540131,-135.87,-16.95,-0.3
"FW08MT013","1",524681,-126.75,-16.4,4.44
"FW08MT014","1",525421,-136.93,-18.06,7.53
"FW08MT015","1",542821,-119.65,-16.05,8.73
"FW08MT017","1",542811,-133.41,-18.08,11.2
"FW08MT019","1",552611,-138.26,-17.54,2.06
"FW08MT020","1",524011,-113.67,-15.39,9.44
"FW08MT022","2",529101,-128.7,-16.17,0.62
"FW08MT022","2",543641,-129.63,-16.52,2.54
"FW08MT022","1",549871,-130.49,-17.08,6.17
"FW08MT023","1",525071,-131.53,-17.23,6.34
"FW08MT024","1",527051,-128.15,-17.06,8.32
"FW08MT025","1",549781,-120.84,-14.44,-5.32
"FW08MT025","2",545791,-122.98,-14.77,-4.85
"FW08MT025","2",549651,-123.47,-15.1,-2.67
"FW08MT029","1",523321,-113.52,-13.9,-2.29
"FW08MT030","1",527681,-138.01,-18.17,7.39
"FW08MT031","1",532561,-134.16,-16.96,1.48
"FW08MT032","1",548061,-133.69,-17,2.3
"FW08MT033","1",543441,-109.31,-12.18,-11.88
"FW08MT035","1",531801,-135.13,-17.32,3.41
"FW08MT036","1",542651,-142.31,-18.27,3.87
"FW08MT038","1",527691,-130.91,-17.27,7.27
"FW08MT039","1",528481,-134.08,-17.58,6.53
"FW08MT041","1",549901,-130.61,-16.62,2.36
"FW08MT042","1",526721,-128.43,-17.1,8.37
"FW08MT043","1",532481,-134.28,-17.07,2.29
"FW08MT044","1",540491,-119.6,-14.21,-5.96
"FW08MT045","1",523331,-101.74,-10.53,-17.5
"FW08MT047","1",533951,-124.48,-14.71,-6.83
"FW08MT048","1",523381,-125.53,-15.34,-2.85
"FW08MT049","1",542351,-123.24,-15.04,-2.94
"FW08MT050","1",523191,-134.12,-17.98,9.7
"FW08MT051","1",523911,-138.62,-18.45,8.98
"FW08MT052","1",542871,-138.25,-17.93,5.21
"FW08MT053","1",553551,-108.99,-12.23,-11.13
"FW08MT054","1",527701,-138.14,-18.24,7.8
"FW08MT055","1",523441,-139.61,-18.12,5.34
"FW08MT056","1",534771,-112.95,-12.38,-13.88
"FW08MT058","1",549891,-142.1,-18.86,8.77
"FW08MT059","1",534201,-132.67,-16.12,-3.74
"FW08MT060","1",525821,-144.68,-19.11,8.18
"FW08MT061","1",542791,-112.29,-11.79,-17.96
"FW08MT062","1",528611,-132.2,-16.77,1.97
"FW08MT063","1",548031,-132.16,-16.22,-2.39
"FW08MT066","1",535521,-134.61,-17.86,8.29
"FW08MT071","1",532801,-141.42,-18.46,6.23
"FW08MT080","1",535681,-114.09,-14.24,-0.2
"FW08MT087","1",549911,-138.63,-17.84,4.09
"FW08MT088","1",552621,-131.74,-16.18,-2.27
"FW08MT090","1",544311,-136.18,-17.96,7.51
"FW08MT091","1",543601,-131.99,-16.66,1.27
"FW08MT093","1",540531,-120.86,-14.7,-3.23
"FW08MT094","1",540521,-132.47,-16.85,2.31
"FW08MT098","1",544301,-131.08,-17.99,12.87
"FW08MT103","1",540501,-134.03,-17.04,2.33
"FW08MT111","1",552601,-139.5,-18.07,5.09
"FW08NC001","1",547691,-32.95,-5.88,14.1
"FW08NC001","2",546101,-33.65,-6.01,14.39
"FW08NC001","2",545861,-34.21,-6.21,15.5
"FW08NC002","1",540171,-45.91,-7.66,15.37
"FW08NC002","2",545851,-45.82,-7.94,17.7
"FW08NC002","2",551491,-45.85,-8.03,18.42
"FW08NC003","1",547531,-40.82,-6.65,12.36
"FW08NC008","1",551381,-32.34,-5.83,14.31
"FW08NC010","1",540251,-18.15,-3.15,7.01
"FW08NC011","1",534681,-32.92,-5.72,12.8
"FW08NC012","1",547521,-33.47,-5.94,14.01
"FW08NC013","1",540151,-28.26,-4.85,10.55
"FW08NC015","1",534671,-23.26,-3.87,7.68
"FW08NC017","1",541571,-30.44,-5.01,9.63
"FW08NC021","1",548411,-23.88,-3.94,7.62
"FW08NC021","2",543981,-23.33,-4.16,9.93
"FW08NC021","2",532041,-23.62,-4.31,10.87
"FW08NC023","1",540121,-21.27,-3.5,6.75
"FW08NC024","1",548421,-33.25,-5.85,13.54
"FW08NC025","1",543941,-33.42,-5.6,11.4
"FW08NC026","1",551301,-32.43,-5.64,12.68
"FW08NC029","1",548591,-20.35,-3.72,9.38
"FW08NC032","1",544181,-33,-5.78,13.28
"FW08NC034","1",541201,-22.38,-3.81,8.11
"FW08NC035","1",541211,-23.3,-4.2,10.32
"FW08NC036","1",540191,-28.88,-4.95,10.7
"FW08NC037","1",542311,-23.39,-4.6,13.38
"FW08NC039","1",541461,-17.83,-3.46,9.82
"FW08NC040","1",547511,-30.82,-5.52,13.31
"FW08NC041","1",544641,-24.28,-4.12,8.65
"FW08NC042","1",542331,-32.61,-5.82,13.99
"FW08NC044","1",541561,-27.77,-4.66,9.52
"FW08NC046","1",540431,-15.65,-3.21,10
"FW08NC049","1",544651,-25.39,-4.21,8.29
"FW08NC050","2",549711,-136.09,-16.13,-7.04
"FW08NC050","1",548401,-25.28,-4.17,8.04
"FW08NC050","2",549741,-28.77,-5.14,12.32
"FW08NC055","1",544671,-44.17,-7.23,13.68
"FW08NC061","1",540181,-27.95,-5.01,12.1
"FW08NC083","1",544411,-18.7,-3.5,9.32
"FW08NC086","1",551201,-36.14,-6.2,13.45
"FW08NC096","1",552321,-32.89,-5.77,13.29
"FW08NC102","1",547201,-34.67,-5.85,12.11
"FW08NC116","1",552301,-26.11,-4.98,13.73
"FW08NC117","1",547211,-22.47,-3.9,8.71
"FW08NC120","1",544251,-30.72,-5.02,9.41
"FW08NC139","1",552311,-26.34,-4.35,8.43
"FW08NC145","1",547251,-27.31,-4.41,7.95
"FW08NC158","1",551851,-20.75,-3.73,9.09
"FW08ND001","1",522641,-55.11,-5.34,-12.38
"FW08ND002","1",548141,-106.14,-12.22,-8.37
"FW08ND003","1",533731,-66.21,-6.41,-14.92
"FW08ND004","1",530591,-55.77,-7.23,2.05
"FW08ND005","2",531641,-66.47,-6.36,-15.62
"FW08ND005","2",524621,-66.36,-6.4,-15.16
"FW08ND005","1",523971,-67.32,-6.63,-14.29
"FW08ND006","2",533881,-78.45,-8.02,-14.3
"FW08ND006","2",533961,-78.6,-8.07,-14.07
"FW08ND006","1",524671,-70.69,-7.17,-13.36
"FW08ND007","1",534391,-73.59,-7.9,-10.36
"FW08ND010","1",531541,-87.78,-8.56,-19.27
"FW08ND011","1",555391,-78.14,-10.17,3.23
"FW08ND012","1",530321,-44.48,-1.68,-31.02
"FW08ND013","1",525841,-38.19,0.29,-40.54
"FW08ND015","1",528721,-93.75,-10.12,-12.75
"FW08ND016","1",532421,-70.52,-8.85,0.31
"FW08ND017","1",522321,-104.65,-11.44,-13.1
"FW08ND018","1",531771,-106.44,-12.8,-4.06
"FW08ND020","1",554481,-56.67,-6.56,-4.17
"FW08ND021","1",522371,-80.3,-10.93,7.17
"FW08ND022","1",530301,-72.28,-8.15,-7.05
"FW08ND023","1",555381,-76.87,-9.85,1.9
"FW08ND024","1",530311,-41.9,-1.11,-32.99
"FW08ND026","1",528571,-101.96,-11.07,-13.44
"FW08ND027","1",529611,-67.29,-8.19,-1.78
"FW08ND028","1",522151,-77.23,-9.46,-1.56
"FW08ND029","1",529691,-124.68,-15.31,-2.21
"FW08ND031","1",533721,-71.35,-9.73,6.5
"FW08ND032","1",521061,-79.87,-10.86,7.02
"FW08ND033","1",523371,-78.26,-7.34,-19.52
"FW08ND034","1",524401,-89.26,-9.07,-16.7
"FW08ND035","1",533791,-89.03,-10.85,-2.24
"FW08ND036","1",527721,-48.69,-1.96,-32.98
"FW08ND038","1",548111,-112.86,-13.97,-1.09
"FW08ND039","1",522731,-73.32,-8.84,-2.61
"FW08ND040","1",523351,-81.02,-8.82,-10.45
"FW08ND041","1",555361,-88.18,-10.01,-8.09
"FW08ND042","1",543031,-96.89,-11.51,-4.79
"FW08ND043","1",526431,-54.27,-5.72,-8.49
"FW08ND043","1",526461,-54.46,-5.76,-8.37
"FW08ND043","2",527321,-59.73,-6.82,-5.19
"FW08ND044","1",522131,-86.33,-9.56,-9.85
"FW08ND046","1",548391,-84.83,-10.58,-0.22
"FW08ND049","2",530651,-117.11,-14.4,-1.88
"FW08ND049","1",530881,-117.61,-14.48,-1.79
"FW08ND049","1",529491,-117.49,-14.52,-1.34
"FW08ND052","1",525881,-49.14,-2.74,-27.25
"FW08ND053","1",555411,-90.82,-10.5,-6.84
"FW08ND054","1",543721,-110.26,-13.59,-1.55
"FW08ND055","1",530521,-58.2,-8.48,9.68
"FW08ND056","1",521341,-99.81,-12.46,-0.16
"FW08ND057","1",524701,-71.62,-7.16,-14.36
"FW08ND058","1",548131,-96.24,-10.54,-11.95
"FW08ND060","1",522681,-61.61,-6.35,-10.82
"FW08ND061","1",529011,-128.24,-16.13,0.83
"FW08ND063","1",527611,-72.15,-9.18,1.26
"FW08ND064","1",534551,-74.17,-8.94,-2.61
"FW08ND066","1",548121,-108.12,-12.77,-5.93
"FW08ND071","1",554601,-45.62,-3.51,-17.58
"FW08ND072","1",543041,-102.58,-13.04,1.76
"FW08ND074","1",534561,-89.64,-10.73,-3.81
"FW08ND079","1",527381,-48.56,-6.81,5.89
"FW08ND081","1",534571,-111.23,-14.16,2.03
"FW08ND086","1",543021,-100.39,-12.05,-3.95
"FW08ND118","1",534691,-92.99,-12.13,4.03
"FW08ND138","1",548101,-96.03,-11.08,-7.42
"FW08ND142","1",534581,-98.98,-12.19,-1.43
"FW08ND161","1",543731,-88.17,-10.07,-7.59
"FW08NE001","1",540271,-117.85,-15.25,4.16
"FW08NE001","1",527751,-117.9,-15.41,5.41
"FW08NE001","1",524421,-117.79,-15.45,5.81
"FW08NE003","1",540051,-67.99,-8.76,2.07
"FW08NE005","1",540291,-34.64,-5.46,9.08
"FW08NE006","2",542371,-54.69,-7.47,5.1
"FW08NE006","2",540871,-54.65,-7.57,5.95
"FW08NE006","1",546121,-58.26,-8.56,10.24
"FW08NE010","1",521031,-79.13,-9.84,-0.41
"FW08NE012","1",532361,-79.89,-10.93,7.58
"FW08NE013","1",523231,-103.55,-13.07,1.03
"FW08NE014","1",530561,-55.48,-7.41,3.78
"FW08NE015","1",535821,-63.29,-8.07,1.29
"FW08NE016","1",540221,-36.21,-5.63,8.87
"FW08NE017","1",523601,-99.84,-12.58,0.79
"FW08NE019","1",552691,-67.07,-8.62,1.86
"FW08NE021","1",522951,-80.2,-10.67,5.18
"FW08NE022","1",546271,-53.86,-7.49,6.09
"FW08NE024","1",524531,-68.94,-8.55,-0.52
"FW08NE025","1",540231,-61.72,-8.76,8.37
"FW08NE026","1",523981,-103.47,-13.07,1.11
"FW08NE027","1",525061,-69.34,-9.69,8.21
"FW08NE028","1",540241,-20.15,-3.44,7.4
"FW08NE030","1",525781,-55.04,-7.05,1.4
"FW08NE031","1",540281,-51.12,-6.75,2.9
"FW08NE032","1",551711,-50.84,-7.55,9.57
"FW08NE035","1",552941,-65.67,-9.52,10.49
"FW08NE036","2",527761,-84.56,-9.94,-5.04
"FW08NE036","2",530581,-84.82,-10.09,-4.11
"FW08NE036","1",542381,-87.7,-10.78,-1.43
"FW08NE037","1",524561,-90.94,-11.43,0.49
"FW08NE040","1",524091,-78.09,-10.47,5.66
"FW08NE041","1",546231,-64.91,-8.11,-0.05
"FW08NE043","1",540001,-65.86,-8.25,0.13
"FW08NE044","1",552681,-54.66,-7.63,6.35
"FW08NE045","1",523081,-91.48,-12.01,4.59
"FW08NE046","1",540261,-36.65,-3.74,-6.77
"FW08NE047","1",551771,-64.71,-9.4,10.5
"FW08NE050","1",552671,-46.75,-6.2,2.85
"FW08NE052","1",556861,-66.58,-9.26,7.5
"FW08NE056","1",522671,-80.82,-11.14,8.28
"FW08NE057","1",552651,-45.89,-6.11,2.97
"FW08NE060","1",547761,-38.08,-5.65,7.1
"FW08NE060","1",532321,-38.25,-5.7,7.37
"FW08NE060","1",524881,-51.78,-7.57,8.75
"FW08NE066","1",551611,-43.42,-6.27,6.77
"FW08NE067","1",552641,-60.92,-7.58,-0.25
"FW08NE070","1",535811,-46.24,-7.03,9.97
"FW08NE081","1",548221,-115.41,-14.51,0.63
"FW08NE092","1",556931,-48.72,-6.82,5.86
"FW08NE102","1",532371,-76.11,-10.04,4.19
"FW08NE114","1",551601,-44.66,-6.05,3.71
"FW08NE166","1",552701,-67.18,-8.87,3.81
"FW08NE189","1",551691,-79.56,-9.92,-0.21
"FW08NH001","2",554221,-51.58,-7.26,6.52
"FW08NH001","1",547121,-51.62,-7.31,6.83
"FW08NH001","2",554551,-51.57,-7.42,7.82
"FW08NH002","2",547281,-62.06,-9.36,12.82
"FW08NH002","2",553211,-61.88,-9.46,13.83
"FW08NH002","1",547271,-67.94,-10.31,14.55
"FW08NH003","1",554201,-53.41,-8.21,12.27
"FW08NH005","2",526371,-72.75,-10.58,11.92
"FW08NH005","2",530611,-72.78,-10.59,11.98
"FW08NH005","1",531141,-69.92,-10.26,12.19
"FW08NH007","1",521561,-68.27,-9.94,11.26
"FW08NH007","2",521571,-66.52,-9.83,12.15
"FW08NH007","2",525191,-66.18,-9.96,13.52
"FW08NH009","1",521701,-69.48,-10.1,11.31
"FW08NH010","1",527231,-54.32,-7.93,9.13
"FW08NH011","1",527221,-72.42,-10.39,10.69
"FW08NH014","1",521771,-53.91,-7.53,6.37
"FW08NH016","1",521781,-66.81,-9.8,11.56
"FW08NH017","1",521711,-71.82,-10.93,15.64
"FW08NH018","1",525271,-49.56,-7.41,9.71
"FW08NH020","1",521441,-69.61,-10.2,11.99
"FW08NH057","1",547111,-58.28,-8.04,6.04
"FW08NH099","1",547101,-50.78,-7.71,10.92
"FW08NH104","1",541141,-74.88,-11.12,14.11
"FW08NJ001","2",547151,-39.35,-6.53,12.85
"FW08NJ001","1",547161,-41.6,-7.15,15.57
"FW08NJ002","2",535011,-46.33,-7.25,11.68
"FW08NJ002","2",529971,-46.32,-7.35,12.5
"FW08NJ002","1",523491,-46.08,-7.33,12.59
"FW08NJ003","1",523221,-40.94,-6.47,10.79
"FW08NJ004","2",551171,-50.28,-7.73,11.57
"FW08NJ004","1",550331,-55.31,-8.4,11.91
"FW08NJ004","2",554241,-50.16,-8.06,14.3
"FW08NJ005","1",550351,-39.13,-5.38,3.9
"FW08NJ005","2",551261,-43.36,-7.23,14.45
"FW08NJ005","2",550291,-43.73,-7.29,14.63
"FW08NJ007","1",551871,-41.27,-6.51,10.81
"FW08NJ008","1",526201,-54.43,-8.25,11.6
"FW08NJ009","1",526221,-49.53,-7.92,13.86
"FW08NJ011","1",548521,-39.3,-5.87,7.64
"FW08NJ013","1",550671,-49.02,-7.33,9.66
"FW08NJ015","1",524371,-39.07,-5.92,8.28
"FW08NJ016","1",551231,-41.88,-6.69,11.66
"FW08NJ019","1",532811,-27.7,-5.11,13.14
"FW08NJ021","1",532171,-27.14,-5.23,14.74
"FW08NJ035","1",547141,-43.48,-6.93,11.96
"FW08NM001","2",524461,-86.77,-11.9,8.45
"FW08NM001","1",524181,-85.84,-11.85,8.92
"FW08NM001","2",534131,-87.03,-12.11,9.84
"FW08NM002","2",523921,-86.47,-11.61,6.43
"FW08NM002","2",531701,-86.18,-11.7,7.43
"FW08NM002","1",532351,-88.51,-12.2,9.12
"FW08NM003","1",523031,-91.49,-12.33,7.17
"FW08NM005","1",540391,-54.54,-5.88,-7.5
"FW08NM008","2",540571,-93.41,-12.46,6.25
"FW08NM008","1",540591,-96.51,-12.86,6.41
"FW08NM008","2",544751,-92.94,-12.5,7.09
"FW08NM010","1",540371,-63.31,-9.37,11.66
"FW08NM012","1",532341,-90.26,-12.64,10.85
"FW08NM013","1",521131,-93.81,-12.65,7.37
"FW08NM018","1",522111,-46.36,-5.01,-6.3
"FW08NM019","1",546851,-69.79,-9.5,6.2
"FW08NM022","1",540581,-88.35,-11.56,4.17
"FW08NM022","2",548561,-89.19,-12.19,8.29
"FW08NM022","2",540321,-89.4,-12.23,8.41
"FW08NM023","1",540401,-44.3,-4.21,-10.64
"FW08NM024","1",540331,-97.08,-13.02,7.07
"FW08NM025","1",523181,-59.69,-6.67,-6.32
"FW08NM026","1",544731,-75.93,-9.22,-2.13
"FW08NM027","1",540561,-49.14,-6.7,4.43
"FW08NM031","1",540301,-65.38,-8.4,1.82
"FW08NM034","1",540341,-95.97,-13.19,9.57
"FW08NM035","1",546821,-71.01,-9.96,8.64
"FW08NM038","1",540471,-88.61,-11.49,3.31
"FW08NM039","1",540361,-54.11,-6.14,-4.97
"FW08NM042","1",544761,-38.26,-3.33,-11.6
"FW08NM043","1",546831,-67.96,-9.15,5.26
"FW08NM045","1",548571,-101.17,-13.96,10.49
"FW08NM047","1",540451,-79.74,-10.05,0.65
"FW08NM048","1",540421,-83.45,-10.85,3.39
"FW08NM061","1",523841,-105.55,-14.5,10.45
"FW08NM064","1",534001,-89.03,-11.9,6.13
"FW08NM069","1",531021,-57.45,-6.6,-4.63
"FW08NM070","1",523161,-101.99,-14.11,10.91
"FW08NM105","1",544741,-90.91,-12.96,12.79
"FW08NV003","1",521921,-116.86,-14.52,-0.74
"FW08NV003","2",523251,-115.67,-14.43,-0.21
"FW08NV003","2",521911,-115.99,-14.52,0.21
"FW08NV004","1",523241,-120.88,-15.76,5.17
"FW08NV004","2",523851,-121.75,-16.21,7.9
"FW08NV004","2",531971,-121.71,-16.22,8.07
"FW08NV005","1",522191,-120.09,-15.77,6.07
"FW08NV006","1",528681,-119.45,-16.01,8.63
"FW08NV008","1",523471,-124.12,-16.51,7.94
"FW08NV009","1",522121,-110.27,-15.19,11.25
"FW08NV010","1",525471,-126.6,-16.29,3.7
"FW08NV011","1",528641,-121.82,-15.25,0.16
"FW08NV012","1",521331,-121.82,-16.3,8.62
"FW08NV014","1",524321,-121.51,-15.82,5.08
"FW08NV015","1",523011,-123.92,-15.92,3.42
"FW08NV019","2",528601,-114.15,-13.57,-5.6
"FW08NV019","2",530911,-114.16,-13.63,-5.15
"FW08NV019","1",531881,-111.94,-13.63,-2.88
"FW08NV020","1",547481,-97.54,-12.18,-0.14
"FW08NV022","1",521071,-112.54,-14.51,3.57
"FW08NV026","1",521091,-108.89,-13.21,-3.22
"FW08NV028","1",524821,-118.71,-16.09,10.01
"FW08NV029","1",521901,-118.17,-16.04,10.19
"FW08NV031","1",521101,-98.76,-10.65,-13.53
"FW08NV032","1",521971,-95.94,-13.01,8.12
"FW08NV033","1",521931,-120.82,-15.61,4.05
"FW08NV034","1",523481,-106.1,-12.09,-9.35
"FW08NV035","1",521991,-94.34,-9.66,-17.06
"FW08NV037","1",525491,-123.41,-16.49,8.49
"FW08NV038","1",521081,-114.12,-14.88,4.96
"FW08NV039","1",521291,-121.5,-16.43,9.98
"FW08NV040","1",524811,-102.87,-13.4,4.34
"FW08NV041","1",531981,-117.62,-14.48,-1.8
"FW08NV049","1",531891,-118.56,-16.05,9.85
"FW08NV050","1",531911,-86.14,-7.86,-23.27
"FW08NV051","1",525451,-111.48,-13.38,-4.46
"FW08NV053","1",525481,-123.51,-16.33,7.15
"FW08NV054","1",522941,-116.36,-15.23,5.44
"FW08NV056","1",528591,-99.26,-12.63,1.8
"FW08NV057","1",523671,-118.2,-14.22,-4.45
"FW08NV058","1",525441,-109.07,-12.98,-5.27
"FW08NV062","1",531901,-106.16,-12.37,-7.24
"FW08NV063","1",524231,-124.25,-15.73,1.62
"FW08NV065","1",531871,-116.53,-15.81,9.92
"FW08NV066","1",531991,-102.91,-11.17,-13.56
"FW08NV069","2",528691,-125.15,-15.58,-0.51
"FW08NV069","2",524831,-125.12,-15.64,0.01
"FW08NV069","1",525431,-125.23,-15.79,1.07
"FW08NY002","1",529511,-62.05,-8.24,3.87
"FW08NY002","2",534961,-60.94,-8.11,3.92
"FW08NY002","2",526531,-60.36,-8.06,4.1
"FW08NY003","1",555401,-48.25,-6.98,7.6
"FW08NY003","1",543061,-47.77,-6.97,7.99
"FW08NY003","1",523021,-61.5,-8.94,10.01
"FW08NY004","1",529191,-78.89,-11,9.1
"FW08NY008","1",532271,-47.06,-7.49,12.86
"FW08NY009","1",546151,-52.01,-7.59,8.69
"FW08NY011","1",551641,-64.3,-9.71,13.41
"FW08NY014","1",524661,-74.35,-10.74,11.56
"FW08NY015","1",525381,-57.72,-9.02,14.42
"FW08NY016","1",525801,-45.39,-7.46,14.27
"FW08NY017","2",535071,-64.95,-9.5,11.08
"FW08NY017","2",526691,-65,-9.57,11.57
"FW08NY017","1",532981,-65.46,-9.68,11.95
"FW08NY018","1",525401,-61.81,-9.22,11.96
"FW08NY019","2",532771,-63.44,-9.05,8.96
"FW08NY019","1",531351,-63.8,-9.22,9.94
"FW08NY019","1",526331,-63.81,-9.31,10.67
"FW08NY021","1",530391,-60.51,-9.08,12.12
"FW08NY022","1",525791,-49.79,-6.89,5.29
"FW08NY023","1",532581,-62.55,-9.1,10.25
"FW08NY024","1",528041,-80.99,-11.6,11.79
"FW08NY025","1",531121,-63.03,-9.17,10.29
"FW08NY027","1",532761,-63.68,-8.89,7.44
"FW08NY028","1",527981,-60.7,-8.82,9.85
"FW08NY030","1",529931,-61.63,-9.19,11.85
"FW08NY032","1",527191,-61.18,-9.14,11.92
"FW08NY034","1",527201,-58.33,-7.96,5.37
"FW08NY035","1",532091,-59.87,-8.85,10.96
"FW08NY037","1",531131,-60.85,-8.78,9.38
"FW08NY039","1",535081,-64.08,-9.23,9.76
"FW08NY040","1",530411,-62.97,-9.17,10.4
"FW08NY041","1",527931,-66.51,-10.1,14.29
"FW08NY042","1",531421,-68.46,-9.97,11.31
"FW08NY044","1",528431,-60.93,-9.16,12.35
"FW08NY046","1",523131,-65.29,-9.69,12.22
"FW08NY047","1",545731,-72.12,-10.15,9.09
"FW08NY048","1",551621,-63.47,-9.66,13.8
"FW08NY049","1",555121,-63.65,-8.98,8.21
"FW08NY050","1",531431,-60.44,-8.5,7.59
"FW08NY051","1",548511,-63.51,-9.69,13.98
"FW08NY052","1",549511,-69.05,-9.46,6.61
"FW08NY053","1",550191,-62.33,-9.35,12.45
"FW08NY055","1",551631,-45.81,-7.53,14.4
"FW08NY064","1",526811,-58.43,-8.14,6.66
"FW08NY065","1",523811,-71.68,-10.61,13.21
"FW08NY066","1",522711,-64.66,-9.61,12.2
"FW08NY076","1",555901,-65.33,-10.07,15.23
"FW08NY077","1",534951,-63.91,-9.51,12.16
"FW08NY081","1",551181,-60.03,-8.61,8.86
"FW08NY084","1",551571,-77.8,-11.45,13.79
"FW08NY088","1",555371,-85.09,-11.97,10.69
"FW08OH001","1",548781,-51.48,-7.71,10.16
"FW08OH002","1",548751,-35.49,-4.92,3.89
"FW08OH002","2",553271,-39.2,-5.4,3.98
"FW08OH002","2",553121,-39.57,-5.67,5.8
"FW08OH003","1",530161,-46.61,-7.1,10.21
"FW08OH004","1",524301,-41.93,-6.58,10.71
"FW08OH005","1",521201,-42.54,-6.58,10.08
"FW08OH006","1",553161,-51.45,-7.72,10.31
"FW08OH007","1",530021,-65.5,-9.96,14.19
"FW08OH008","2",553111,-43.75,-6.99,12.14
"FW08OH008","1",548791,-49.7,-7.9,13.52
"FW08OH008","2",553241,-43.23,-7.1,13.58
"FW08OH011","1",546181,-50.94,-7.3,7.47
"FW08OH012","2",531781,-39.15,-6.15,10.03
"FW08OH012","2",526921,-39.17,-6.18,10.27
"FW08OH012","1",522031,-37.46,-6.4,13.75
"FW08OH013","1",545951,-42.49,-6.53,9.76
"FW08OH015","1",556131,-43.4,-5.37,-0.47
"FW08OH017","2",527011,-47.07,-7.11,9.83
"FW08OH017","2",529401,-47.51,-7.35,11.33
"FW08OH017","1",521861,-47.78,-7.64,13.3
"FW08OH018","1",529031,-51.14,-7.64,10.01
"FW08OH019","1",529201,-38.73,-5.67,6.62
"FW08OH020","1",554541,-30.65,-5.55,13.78
"FW08OH021","1",532231,-46.29,-6.84,8.44
"FW08OH022","1",554501,-43.56,-6.67,9.78
"FW08OH023","1",529741,-31.94,-5.2,9.64
"FW08OH024","1",532821,-42.36,-6.3,8.04
"FW08OH025","1",548691,-39.89,-5.44,3.61
"FW08OH026","1",556151,-41.86,-6.83,12.77
"FW08OH027","1",529351,-48.84,-6.84,5.87
"FW08OH028","1",524381,-41.63,-6.09,7.05
"FW08OH029","1",548701,-43.28,-6.84,11.44
"FW08OH030","1",553131,-53.93,-7.69,7.55
"FW08OH031","1",522041,-44.3,-7.5,15.72
"FW08OH032","1",521391,-39.07,-5.95,8.55
"FW08OH033","1",524971,-44.23,-6.86,10.66
"FW08OH035","1",521721,-41.88,-6.53,10.34
"FW08OH036","1",553141,-31.54,-5.46,12.13
"FW08OH037","1",553101,-41.29,-6.33,9.36
"FW08OH038","1",528791,-59.06,-8.72,10.7
"FW08OH040","1",554721,-34.29,-4.23,-0.43
"FW08OH044","1",548381,-45.94,-6.97,9.78
"FW08OH050","1",556101,-54.19,-8.23,11.66
"FW08OK002","2",523721,-24.25,-3.47,3.52
"FW08OK002","2",522401,-24.29,-3.5,3.73
"FW08OK002","1",525571,-23.26,-3.76,6.81
"FW08OK003","1",542761,-30.19,-4.11,2.72
"FW08OK003","2",550511,-30.6,-4.71,7.09
"FW08OK003","2",553201,-31.5,-4.87,7.47
"FW08OK005","2",546081,-8.12,-0.54,-3.79
"FW08OK005","2",546111,-7.73,-0.58,-3.1
"FW08OK005","1",546611,-13.57,-1.33,-2.94
"FW08OK006","1",549111,4.49,2.72,-17.3
"FW08OK007","1",525591,-17.26,-3.07,7.3
"FW08OK009","1",522201,-13.33,-2.34,5.39
"FW08OK010","1",522901,-41.87,-6.51,10.21
"FW08OK011","1",522001,-25.61,-3.29,0.7
"FW08OK011","2",522011,-24.61,-3.27,1.57
"FW08OK011","2",527281,-24.34,-3.31,2.14
"FW08OK012","1",524891,-32.16,-4.89,6.98
"FW08OK013","1",546901,-21.35,-3.38,5.7
"FW08OK014","1",532011,-24.06,-3.69,5.49
"FW08OK017","1",534611,-23.06,-1.93,-7.6
"FW08OK018","1",526541,-32.39,-4.86,6.51
"FW08OK019","1",521551,-1.02,1.15,-10.21
