SITE_ID,YEAR,VISIT_NO,UNIQUE_ID,ECOWSA9,RT_WQI,CL_pt,SO4_pt,PTL_pt,NTL_pt,TURB_pt,ENTERO_PT,DO_PT,PH_PT,NUMVARN,WQII
FW08RUT98755,2009,1,NRS_UT-10320,XER,?,10,10,10,10,10,10,10,10,8,100.00
FW08RUT99066,2009,1,NRS_UT-10321,WMT,?,10,0,10,8.25,0,10,10,10,8,72.81
FW08RUT99260,2009,1,NRS_UT-10322,WMT,?,10,10,0.103673913,10,10,0,10,10,8,75.13
UTLS-1058,2013,1,NRS_UT-10326,XER,R,10,4.904529212,0,9.8,0,10,10,10,8,68.38
NRS18_UT_10009,2018,1,NRS_UT-10326,XER,S,10,2.858943364,10,10,0,10,10,10,8,78.57
NRS18_UT_10009,2018,2,NRS_UT-10326,XER,S,9.927723671,3.179693672,9.496598639,7.92,0,10,10,10,8,75.66
UTLS-1059,2014,1,NRS_UT-10327,XER,S,0,0,10,2.48,10,10,10,10,8,65.60
NRS18_UT_10013,2019,1,NRS_UT-10327,XER,S,0,0,0,3.54,0,10,10,10,8,41.93
UTLS-1061,2014,1,NRS_UT-10329,WMT,S,1.531972973,0,0,0,0,10,10,10,8,39.41
NRS18_UT_10014,2018,1,NRS_UT-10329,WMT,S,0,0,10,4.75,0,10,10,10,8,55.94
UTLS-1062,2014,1,NRS_UT-10330,XER,S,2.59987559,10,10,10,0,10,10,10,8,78.25
UTRM-1001,2013,1,NRS_UT-10331,XER,S,3.280319274,2.886990601,0,0,0,,10,10,7,37.38
NRS18_UT_10010,2019,1,NRS_UT-10331,XER,S,10,10,0,5.92,0,10,10,10,8,69.90
NRS18_UT_10010,2019,2,NRS_UT-10331,XER,S,3.228549341,6.029893298,10,4.62,5.669607057,10,10,10,8,74.44
UTRM-1002,2013,1,NRS_UT-10332,XER,S,3.99113586,1.483600294,0,0,0,,10,10,7,36.39
NRS18_UT_10017,2019,1,NRS_UT-10332,XER,S,10,10,0,4.94,0,,10,10,7,64.20
UTRM-1006,2014,1,NRS_UT-10336,XER,S,10,9.192531909,0,0,0,,10,10,7,55.99
NRS18_UT_10018,2019,1,NRS_UT-10336,XER,S,10,10,10,10,0,10,10,10,8,87.50
UTRM-1008,2014,1,NRS_UT-10338,XER,S,0,0,10,0,7.193263833,,10,10,7,53.13
UTRM-1009,2013,1,NRS_UT-10339,XER,S,10,9.210738985,0,0,0,,10,10,7,56.02
UTRO-1032,2014,1,NRS_UT-10341,WMT,S,7.482337838,10,9.347826087,10,0,10,10,10,8,83.54
NRS18_UT_10015,2018,1,NRS_UT-10341,WMT,S,7.033413514,10,10,9.8125,0,10,10,10,8,83.56
UTRO-1035,2013,1,NRS_UT-10344,WMT,S,4.922904505,7.389019209,6.304347826,5.625,0,10,10,10,8,67.80
UTRO-1036,2014,1,NRS_UT-10345,XER,S,10,10,10,10,10,,10,10,7,100.00
NRS18_UT_10039,2019,1,NRS_UT-10345,XER,S,10,10,10,10,10,10,10,10,8,100.00
UTRO-1037,2014,1,NRS_UT-10346,XER,S,8.2685472,3.278845794,3.887269193,3.88,0,10,10,10,8,61.64
UTSS-1100,2014,1,NRS_UT-10348,WMT,R,10,10,8.47826087,0,10,10,10,10,8,85.60
NRS18_UT_10011,2019,1,NRS_UT-10348,WMT,R,10,10,9.417391304,4.8125,10,0,10,10,8,80.29
UTSS-1107,2013,1,NRS_UT-10355,WMT,S,10,10,10,10,10,0,10,10,8,87.50
NRS18_UT_10012,2018,1,NRS_UT-10355,WMT,S,10,10,10,10,5.886075949,10,10,10,8,94.86
UTSS-1110,2014,1,NRS_UT-10358,XER,S,10,9.363956395,10,0,10,0,10,10,8,74.20
UTRF-0001,2014,1,NRS_UT-10359,XER,S,10,10,8.260447036,10,10,0,10,10,8,85.33
UTRF-0002,2014,1,NRS_UT-10360,XER,R,10,10,9.037900875,10,10,10,10,10,8,98.80
UTRF-0003,2013,1,NRS_UT-10361,XER,S,10,10,10,10,10,0,10,10,8,87.50
UTRF-0004,2013,1,NRS_UT-10362,XER,S,10,10,10,9.98,10,0,10,10,8,87.48
NRS18_UT_10020,2019,1,NRS_UT-10364,WMT,S,10,10,2.92326087,7.875,10,10,10,10,8,88.50
NRS18_UT_10025,2019,1,NRS_UT-10369,XER,T,6.32259613,10,10,5.84,10,10,10,10,8,90.20
NRS18_UT_10026,2018,1,NRS_UT-10370,XER,S,10,10,6.505830904,9.46,0,10,10,10,8,82.46
NRS18_UT_10027,2018,1,NRS_UT-10371,WMT,S,6.801892793,10,10,9.625,0,10,10,10,8,83.03
NRS18_UT_10044,2018,1,NRS_UT-10377,XER,T,4.475742321,10,0,0,7.417802727,10,1.8,10,8,54.62
NRS18_UT_10046,2018,1,NRS_UT-10379,WMT,S,10,10,8.568695652,0,8.037974684,10,10,10,8,83.26
NRS18_UT_10282,2018,1,NRS_UT-10380,WMT,R,10,9.823312429,10,0,0,10,10,10,8,74.78
NRS18_UT_10285,2019,1,NRS_UT-10383,WMT,R,10,10,10,10,0.569620253,10,10,10,8,88.21
NRS18_UT_10396,2019,1,NRS_UT-10384,XER,S,0.786114645,0,10,9.92,10,10,10,10,8,75.88
NRS18_UT_10432,2019,1,NRS_UT-10385,XER,S,10,10,0,5.68,0,10,10,10,8,69.60
NRS18_UT_10434,2018,1,NRS_UT-10387,XER,S,10,10,10,10,10,10,10,10,8,100.00
NRS18_UT_10435,2018,1,NRS_UT-10388,XER,S,10,10,10,10,8.829190056,10,10,10,8,98.54
NRS18_UT_10439,2019,1,NRS_UT-10392,XER,S,10,10,0,6.08,0,10,10,10,8,70.10
FW08VA006,2008,1,NRS_VA-10008,SAP,?,0,6.720975495,10,10,6.338672769,10,10,10,8,78.82
FW08VA001,2008,1,NRS_VA-10019,SAP,S,2.375906907,10,0,10,0,10,10,10,8,65.47
FW08VA001,2008,2,NRS_VA-10019,SAP,S,2.443669069,10,0,10,0.61784897,10,10,10,8,66.33
FW08VA002,2009,1,NRS_VA-10024,SAP,R,10,10,10,10,10,10,10,10,8,100.00
FW08VA002,2009,2,NRS_VA-10024,SAP,R,10,10,10,10,10,,10,10,7,100.00
FW08VA007,2008,1,NRS_VA-10030,SAP,S,9.397760961,10,5.179854227,10,6.819221968,10,10,10,8,89.25
FW08VA010,2008,1,NRS_VA-10039,SAP,S,9.584106907,10,7.819795918,7.056603774,4.050343249,10,10,10,8,85.64
FW08VA008,2008,1,NRS_VA-10045,SAP,S,10,10,7.300641399,6.981132075,0,10,10,10,8,80.35
FW08VA004,2009,1,NRS_VA-10047,SAP,T,10,10,0,0,0,0,10,10,8,50.00
FW08VA003,2009,1,NRS_VA-10066,SAP,R,9.143652853,10,0,0,0,,10,10,7,55.92
FW08VA005,2008,1,NRS_VA-10067,SAP,R,10,10,10,10,10,10,10,10,8,100.00
FW08VA009,2009,1,NRS_VA-10074,SAP,S,10,10,2.931836735,4.037735849,10,10,10,10,8,83.71
FW08VA014,2008,1,NRS_VA-10079,SAP,S,0,9.312192271,0,0,7.940503432,10,10,10,8,59.07
VAR9-0901,2014,1,NRS_VA-10079,SAP,S,1.179904745,9.058270688,8.746355685,0,10,10,10,10,8,73.73
NRS18_VA_10006,2018,1,NRS_VA-10079,SAP,S,6.273925285,9.417960226,7.069970845,0,10,0,10,10,8,65.95
FW08VA017,2009,1,NRS_VA-10082,SAP,S,9.313058258,10,9.475393586,6.226415094,0,10,10,10,8,81.27
VAR9-0902,2013,1,NRS_VA-10082,SAP,S,9.102995556,10,0,10,10,10,10,10,8,86.38
NRS18_VA_10007,2019,1,NRS_VA-10082,SAP,S,9.305435015,10,5.059475219,7.169811321,0,10,10,10,8,76.92
FW08VA018,2008,1,NRS_VA-10083,SAP,S,7.093847447,10,10,9.132075472,10,10,10,10,8,95.28
VAR9-0903,2013,1,NRS_VA-10083,SAP,S,6.631370691,10,4.373177843,5.132075472,10,10,10,10,8,82.67
NRS18_VA_10008,2019,1,NRS_VA-10083,SAP,S,8.559204204,10,10,1.924528302,10,10,10,10,8,88.10
FW08VA019,2009,1,NRS_VA-10084,SAP,S,0,9.490761546,0,0,0,10,10,10,8,49.36
VAS9-0915,2014,1,NRS_VA-10084,SAP,S,0,9.374495287,4.664723032,7.358490566,10,10,10,10,8,76.75
VAS9-0915,2014,2,NRS_VA-10084,SAP,S,0,9.205639397,4.956268222,5.735849057,10,10,0,10,8,62.37
NRS18_VA_10001,2018,1,NRS_VA-10084,SAP,S,0,9.100950707,9.803790087,0,10,10,10,10,8,73.63
NRS18_VA_10001,2018,2,NRS_VA-10084,SAP,S,0,8.844085674,5.491253644,0,10,0,10,10,8,55.42
FW08VA020,2009,1,NRS_VA-10085,SAP,S,9.37235015,10,0,0,0,10,10,10,8,61.72
VAR9-0904,2013,1,NRS_VA-10085,SAP,S,9.057256096,10,0,10,0,10,10,10,8,73.82
FW08VA021,2009,1,NRS_VA-10086,SAP,S,0,10,8.400145773,3.773584906,7.894736842,,10,10,7,71.53
VAS9-0916,2014,1,NRS_VA-10086,SAP,S,0,10,7.288629738,0,10,0,10,10,8,59.11
VAS9-0916,2014,2,NRS_VA-10086,SAP,S,0,10,6.705539359,0,10,0,10,10,8,58.38
FW08VA022,2008,1,NRS_VA-10087,SAP,S,0,9.366155514,0,0,8.489702517,10,10,10,8,59.82
VAR9-0905,2013,1,NRS_VA-10087,SAP,S,0,9.048361074,6.12244898,0,10,10,10,10,8,68.96
FW08VA023,2009,1,NRS_VA-10088,SAP,R,10,10,8.568338192,10,0,10,10,10,8,85.71
VAS9-0917,2014,1,NRS_VA-10088,SAP,R,10,10,2.623906706,10,0,10,10,10,8,78.28
NRS18_VA_10003,2018,1,NRS_VA-10088,SAP,R,10,10,2.721282799,10,0,0,10,10,8,65.90
FW08VA025,2009,1,NRS_VA-10090,SAP,S,7.856171772,10,0,3.58490566,10,0,10,10,8,64.30
VAS9-0918,2014,1,NRS_VA-10090,SAP,S,6.441636637,10,0,0,0,0,10,10,8,45.55
NRS18_VA_10004,2019,1,NRS_VA-10090,SAP,S,6.305265285,10,0,0,0,0,10,10,8,45.38
FW08VA026,2008,1,NRS_VA-10091,SAP,S,1.579701502,5.71529689,9.780612245,9.811320755,8.123569794,10,10,10,8,81.26
FW08VA026,2008,2,NRS_VA-10091,SAP,S,0,0,10,10,10,10,10,10,8,75.00
VAR9-0906,2013,1,NRS_VA-10091,SAP,S,3.298319339,6.013958907,10,10,10,0,10,10,8,74.14
VAR9-0906,2013,2,NRS_VA-10091,SAP,S,0.672535556,4.921448539,10,10,10,10,10,10,8,81.99
NRS18_VA_10002,2018,1,NRS_VA-10091,SAP,R,8.358458799,9.472217813,5.495626822,3.660377358,0,10,10,10,8,71.23
NRS18_VA_10002,2018,2,NRS_VA-10091,SAP,S,5.819918799,8.3191705,10,10,10,10,10,10,8,92.67
FW08VA030,2008,1,NRS_VA-10095,SAP,T,4.510415015,10,3.503265306,6.679245283,10,10,10,10,8,80.87
VAS9-0919,2014,1,NRS_VA-10095,SAP,S,0,10,2.915451895,0,10,10,10,10,8,66.14
NRS18_VA_10005,2018,1,NRS_VA-10095,SAP,S,0.168554474,10,8.358600583,0,9.725400458,10,10,10,8,72.82
FW08VA031,2009,1,NRS_VA-10096,CPL,S,10,10,10,10,10,10,10,10,8,100.00
VAS9-0920,2014,1,NRS_VA-10096,CPL,S,10,10,10,10,10,0,10,10,8,87.50
FW08VA032,2009,1,NRS_VA-10097,CPL,S,10,10,10,10,10,10,10,10,8,100.00
FW08VA033,2009,1,NRS_VA-10098,SAP,S,9.304587988,10,0,9.962264151,0,10,10,10,8,74.08
FW08VA034,2008,1,NRS_VA-10099,SAP,S,10,9.625179076,10,10,9.244851259,10,10,10,8,98.59
VAS9-0921,2014,1,NRS_VA-10099,SAP,S,10,9.694546371,10,10,10,10,10,10,8,99.62
FW08VA035,2009,1,NRS_VA-10100,SAP,S,6.526339339,10,10,10,10,10,10,10,8,95.66
FW08VA036,2009,1,NRS_VA-10101,SAP,S,8.991187988,10,5.138483965,2.641509434,0,10,10,10,8,70.96
FW08VA037,2008,1,NRS_VA-10102,SAP,T,7.347955556,10,10,10,10,10,10,10,8,96.68
FW08VA038,2009,1,NRS_VA-10103,SAP,S,4.264777177,9.722312912,8.687317784,10,8.764302059,,10,10,7,87.77
FW08VA038,2009,2,NRS_VA-10103,SAP,S,3.604096096,9.717407163,10,10,10,10,10,10,8,91.65
VAR9-0911,2013,1,NRS_VA-10103,SAP,S,5.94781988,9.953962394,4.956268222,7.622641509,10,0,10,10,8,73.10
VAR9-0911,2013,2,NRS_VA-10103,SAP,S,4.813650691,9.921780679,9.329446064,9.849056604,10,0,10,10,8,79.89
FW08VA039,2009,1,NRS_VA-10104,SAP,S,9.931387988,9.908731385,7.341107872,5.358490566,3.821510297,10,10,10,8,82.95
FW08VA040,2009,1,NRS_VA-10105,SAP,T,0,10,0,0,0,,5,10,7,35.71
FW08VA041,2009,1,NRS_VA-10106,SAP,S,5.323560961,7.30966541,10,0,10,10,10,10,8,78.29
FW08VA042,2008,1,NRS_VA-10107,SAP,S,8.694728529,10,10,0,6.864988558,10,10,10,8,81.95
FW08VA044,2009,1,NRS_VA-10109,SAP,T,2.316615015,10,0,10,6.842105263,10,10,10,8,73.95
FW08VA045,2009,1,NRS_VA-10110,SAP,S,10,10,10,10,7.09382151,10,10,10,8,96.37
FW08VA046,2009,1,NRS_VA-10111,SAP,S,10,10,10,10,10,10,10,10,8,100.00
FW08VA047,2009,1,NRS_VA-10112,SAP,S,4.713701502,10,0,0,10,10,10,10,8,68.39
FW08VA048,2009,1,NRS_VA-10113,SAP,S,9.592577177,10,6.016034985,10,6.750572082,10,10,10,8,90.45
FW08RVA9005,2009,1,NRS_VA-10114,CPL,S,10,0,10,10,10,10,10,10,8,87.50
FW08RVA9017,2009,1,NRS_VA-10115,CPL,S,8.612613534,9.9499096,9.387211429,10,10,0,10,10,8,84.94
FW08RVA9026,2009,1,NRS_VA-10116,CPL,S,4.127223308,1.722290142,6.137497143,10,10,10,10,10,8,77.48
FW08RVA9089,2009,1,NRS_VA-10117,SAP,S,5.010160961,8.539046183,8.772944606,10,10,10,10,10,8,90.40
FW08RVA9215,2009,1,NRS_VA-10118,SAP,S,9.533285285,9.968581527,10,0,10,10,10,10,8,86.88
VARS11-111,2013,1,NRS_VA-10119,SAP,S,0,10,8.454810496,10,10,10,10,10,8,85.57
NRS18_VA_10009,2019,1,NRS_VA-10119,SAP,S,0,10,8.56180758,6.79245283,10,0,10,10,8,69.19
NRS18_VA_10009,2019,2,NRS_VA-10119,SAP,S,0,10,7.893586006,4.188679245,10,10,10,10,8,77.60
VARS11-112,2013,1,NRS_VA-10120,CPL,S,10,10,9.942857143,10,10,10,9,10,8,98.68
VARS11-113,2013,1,NRS_VA-10121,SAP,S,8.759102583,10,4.373177843,0,10,10,10,10,8,78.92
VARS11-129,2013,1,NRS_VA-10122,CPL,S,10,10,10,10,10,10,10,10,8,100.00
NRS18_VA_10010,2019,1,NRS_VA-10122,CPL,S,9.095084586,10,10,10,10,10,10,10,8,98.87
NRS18_VA_10010,2019,2,NRS_VA-10122,CPL,S,9.397291729,10,10,10,10,10,10,10,8,99.25
VARS11-131,2013,1,NRS_VA-10123,SAP,S,7.214972312,10,0,0,7.04805492,10,10,10,8,67.83
VARS11-139,2013,1,NRS_VA-10124,SAP,S,0,9.661677851,8.746355685,0,10,10,10,10,8,73.01
VARS11-151,2014,1,NRS_VA-10125,SAP,S,8.59732042,10,0,3.056603774,5.537757437,0,10,10,8,58.99
VARS11-152,2014,1,NRS_VA-10126,SAP,S,6.642382042,10,2.040816327,9.849056604,10,10,10,10,8,85.67
VARS11-153,2014,1,NRS_VA-10127,SAP,S,10,9.560030726,5.247813411,10,10,10,10,10,8,93.51
VARS11-163,2014,1,NRS_VA-10128,SAP,S,0,3.368680773,10,10,10,10,10,10,8,79.21
VARS11-169,2014,1,NRS_VA-10129,CPL,S,10,9.543906156,10,10,10,10,10,10,8,99.43
VARS11-181,2014,1,NRS_VA-10130,SAP,S,5.485343123,10,6.12244898,8.943396226,10,10,10,10,8,88.19
VARF-0002,2014,1,NRS_VA-10131,CPL,S,10,9.417534223,9.828571429,10,10,10,10,10,8,99.06
VARF-0004,2013,1,NRS_VA-10132,SAP,R,10,10,10,10,10,10,10,10,8,100.00
VARF-0005,2013,1,NRS_VA-10133,SAP,S,10,10,10,10,10,10,10,10,8,100.00
VARF-0007,2014,1,NRS_VA-10134,SAP,S,5.160084745,10,10,10,10,10,10,10,8,93.95
VARF-0008,2014,1,NRS_VA-10135,CPL,S,7.744165639,9.941843306,10,10,10,10,10,10,8,97.11
NRS18_VA_10011,2018,1,NRS_VA-10136,SAP,T,6.683039339,10,0.606122449,0,10,10,10,10,8,71.61
NRS18_VA_10013,2018,1,NRS_VA-10138,SAP,T,7.297980961,0,10,0,5.400457666,10,10,10,8,65.87
NRS18_VA_10014,2018,1,NRS_VA-10139,SAP,R,10,10,10,10,10,10,10,10,8,100.00
NRS18_VA_10015,2018,1,NRS_VA-10140,CPL,S,10,10,10,10,10,10,10,10,8,100.00
NRS18_VA_10016,2019,1,NRS_VA-10141,SAP,S,9.812804204,10,0.739358601,10,10,10,10,10,8,88.19
NRS18_VA_10017,2019,1,NRS_VA-10142,SAP,S,10,10,6.064139942,10,0,10,10,10,8,82.58
NRS18_VA_10018,2019,1,NRS_VA-10143,SAP,S,10,10,8.37755102,10,0.526315789,10,10,10,8,86.13
NRS18_VA_10019,2019,1,NRS_VA-10144,SAP,S,10,10,10,10,10,10,10,10,8,100.00
NRS18_VA_10020,2019,1,NRS_VA-10145,SAP,S,10,10,8.424198251,10,9.221967963,10,10,10,8,97.06
NRS18_VA_10021,2018,1,NRS_VA-10146,CPL,S,10,10,9.710514286,10,9.829268293,10,10,10,8,99.42
NRS18_VA_10022,2018,1,NRS_VA-10147,SAP,R,7.532607447,10,7.813411079,10,0,10,10,10,8,81.68
NRS18_VA_RF001,2019,1,NRS_VA-10148,SAP,S,4.888189069,8.59075278,10,0,10,10,10,10,8,79.35
NRS18_VA_RF002,2019,1,NRS_VA-10149,SAP,S,4.738265285,9.495274835,8.681049563,0,10,0,10,10,8,66.14
NRS18_VA_RF003,2019,1,NRS_VA-10150,SAP,S,10,9.385386051,10,7.169811321,10,10,10,10,8,95.69
NRS18_VA_RF004,2018,1,NRS_VA-10151,CPL,S,9.461974662,10,10,10,10,10,10,10,8,99.33
NRS18_VA_RF005,2018,1,NRS_VA-10152,SAP,S,10,10,10,10,10,0,10,10,8,87.50
NRS18_VA_RF006,2019,1,NRS_VA-10153,CPL,S,6.737868872,8.910253982,9.349714286,10,10,10,10,10,8,93.75
NRS18_VA_RF008,2018,1,NRS_VA-10154,CPL,S,10,10,9.889257143,10,10,10,10,10,8,99.86
NRS18_VA_RF011,2019,1,NRS_VA-10155,SAP,S,10,10,10,3.132075472,6.567505721,10,10,10,8,87.12
NRS18_VA_RF013,2019,1,NRS_VA-10156,SAP,S,10,10,6.381924198,0,0,10,10,10,8,70.48
NRS18_VA_RF014,2019,1,NRS_VA-10157,CPL,S,7.043257143,9.886275506,10,10,10,10,10,10,8,96.16
NRS18_VA_RF015,2019,1,NRS_VA-10158,SAP,R,10,10,10,10,10,10,10,10,8,100.00
FW08VT002,2008,1,NRS_VT-10090,NAP,S,10,10,5.351746479,4.31372549,0,0,10,10,8,62.08
FW08VT004,2008,1,NRS_VT-10091,NAP,S,10,10,10,10,0,10,10,10,8,87.50
FW08VT001,2008,1,NRS_VT-10093,NAP,S,6.219801408,5.265454545,10,10,3.197674419,10,10,10,8,80.85
FW08VT003,2008,1,NRS_VT-10095,NAP,S,10,10,10,10,10,10,10,10,8,100.00
FW08VT005,2008,1,NRS_VT-10096,NAP,R,10,9.997272727,10,10,10,10,10,10,8,100.00
FW08VT005,2008,2,NRS_VT-10096,NAP,S,8.106822535,9.417866419,10,10,4.011627907,10,10,10,8,89.42
FW08VT006,2008,1,NRS_VT-10098,NAP,S,6.908398592,8.432875696,10,10,1.976744186,,10,10,7,81.88
FW08VT006,2008,2,NRS_VT-10098,NAP,S,6.822323944,8.355621521,10,10,0,10,10,10,8,81.47
VTR9-0901,2013,1,NRS_VT-10098,NAP,S,9.593927606,9.804137291,9.183098592,10,6.220930233,0,10,10,8,81.00
VTR9-0901,2013,2,NRS_VT-10098,NAP,S,9.425750986,9.354131725,5.521126761,10,0,10,10,10,8,80.38
NRS18_VT_10002,2018,1,NRS_VT-10098,NAP,S,3.376027465,7.990595547,10,8.85620915,10,10,10,10,8,87.78
NRS18_VT_10002,2018,2,NRS_VT-10098,NAP,S,5.890069296,9.937400742,10,10,10,10,10,10,8,94.78
FW08VT007,2008,1,NRS_VT-10099,NAP,S,10,10,10,10,2.674418605,10,10,10,8,90.84
VTS9-0909,2013,1,NRS_VT-10099,NAP,S,10,10,10,10,10,10,10,10,8,100.00
VTS9-0909,2013,2,NRS_VT-10099,NAP,S,10,10,7.774647887,10,10,10,10,10,8,97.22
NRS18_VT_10001,2018,1,NRS_VT-10099,NAP,S,6.692549859,10,10,10,10,10,10,10,8,95.87
NRS18_VT_10001,2018,2,NRS_VT-10099,NAP,S,7.656585915,10,10,10,10,10,10,10,8,97.07
FW08VT008,2008,1,NRS_VT-10100,NAP,R,10,10,10,10,10,10,10,10,8,100.00
VTS9-0910,2013,1,NRS_VT-10100,NAP,S,10,10,9.746478873,10,10,10,10,10,8,99.68
NRS18_VT_10003,2019,1,NRS_VT-10100,NAP,S,10,10,10,10,10,10,10,10,8,100.00
FW08VT009,2008,1,NRS_VT-10101,NAP,S,10,9.862077922,10,10,4.941860465,10,10,10,8,93.50
VTR9-0902,2014,1,NRS_VT-10101,NAP,S,10,9.17451577,10,9.901960784,10,10,10,10,8,98.85
NRS18_VT_10005,2018,1,NRS_VT-10101,NAP,S,8.262419014,10,10,10,10,10,,10,7,97.52
FW08VT010,2008,1,NRS_VT-10102,NAP,S,0,9.939332096,10,10,4.88372093,10,10,10,8,81.03
VTS9-0911,2013,1,NRS_VT-10102,NAP,S,0,10,10,10,10,10,10,10,8,87.50
NRS18_VT_10004,2019,1,NRS_VT-10102,NAP,S,0,10,10,10,10,10,10,10,8,87.50
FW08VT011,2008,1,NRS_VT-10103,NAP,S,0,0,10,0,0,10,10,10,8,50.00
FW08VT011,2008,2,NRS_VT-10103,NAP,S,1.253956338,1.634508349,10,4.31372549,0.755813953,10,10,10,8,59.95
FW08VT012,2009,1,NRS_VT-10104,NAP,S,0,10,10,9.901960784,10,10,10,10,8,87.38
FW08VT013,2008,1,NRS_VT-10105,NAP,S,9.033780282,6.520834879,10,10,3.953488372,10,10,10,8,86.89
VTR9-0904,2014,1,NRS_VT-10105,NAP,S,7.838666901,7.032643785,9.183098592,7.777777778,10,10,10,10,8,89.79
VTR9-0904,2014,2,NRS_VT-10105,NAP,S,8.116754225,7.745313544,10,9.54248366,10,10,10,10,8,94.26
FW08VT014,2008,1,NRS_VT-10106,NAP,S,0,2.503617811,10,6.339869281,1.337209302,10,10,10,8,62.73
FW08VT015,2009,1,NRS_VT-10107,NAP,S,10,10,10,10,10,10,10,10,8,100.00
FW08VT016,2008,1,NRS_VT-10108,NAP,T,7.99426338,5.516530612,10,10,3.779069767,10,10,10,8,84.11
FW08VT017,2009,1,NRS_VT-10109,NAP,S,10,10,10,10,10,10,10,10,8,100.00
FW08VT018,2008,1,NRS_VT-10110,NAP,S,2.882753521,5.188200371,8.507211268,3.823529412,0,0,10,10,8,50.50
FW08VT019,2009,1,NRS_VT-10111,NAP,S,8.497469014,4.454285714,10,10,4.88372093,10,10,10,8,84.79
FW08VT020,2009,1,NRS_VT-10112,NAP,S,10,10,0,0,10,10,10,10,8,75.00
FW08VT021,2009,1,NRS_VT-10113,NAP,S,10,9.74619666,10,10,10,10,10,10,8,99.68
FW08VT021,2009,2,NRS_VT-10113,NAP,S,10,9.128163265,10,10,10,10,10,10,8,98.91
VTS9-0917,2013,1,NRS_VT-10113,NAP,S,10,7.768489796,8.61971831,10,10,10,10,10,8,95.49
VTS9-0917,2013,2,NRS_VT-10113,NAP,S,10,6.165465677,9.746478873,8.725490196,10,10,10,10,8,93.30
FW08VT022,2008,1,NRS_VT-10114,NAP,S,8.265729577,10,10,10,4.534883721,10,10,10,8,91.00
FW08VT024,2009,1,NRS_VT-10116,NAP,S,0,10,10,10,10,10,10,10,8,87.50
FW08VT025,2009,1,NRS_VT-10117,NAP,S,10,10,10,10,10,0,10,10,8,87.50
VTRS-1002,2013,1,NRS_VT-10119,NAP,S,10,0,10,10,10,10,10,10,8,87.50
NRS18_VT_10006,2018,1,NRS_VT-10119,NAP,S,10,0.021827458,10,10,10,10,10,10,8,87.53
NRS18_VT_10006,2018,2,NRS_VT-10119,NAP,S,10,0,9.515492958,10,10,10,10,10,8,86.89
VTRS-1003,2013,1,NRS_VT-10120,NAP,R,10,10,8.338028169,10,10,10,10,10,8,97.92
NRS18_VT_10023,2018,1,NRS_VT-10120,NAP,S,10,10,10,10,7.441860465,10,10,10,8,96.80
NRS18_VT_10023,2018,2,NRS_VT-10120,NAP,R,10,10,10,10,10,10,10,10,8,100.00
VTRS-1004,2013,1,NRS_VT-10121,NAP,R,10,10,6.929577465,10,10,10,10,10,8,96.16
VTRS-1005,2014,1,NRS_VT-10122,NAP,S,8.359749577,6.603883117,6.929577465,5.653594771,7.906976744,10,10,10,8,81.82
VTRS-1006,2014,1,NRS_VT-10123,NAP,S,1.358570141,10,8.61971831,10,1.395348837,0,10,10,8,64.22
VTRS-1007,2013,1,NRS_VT-10124,NAP,S,6.358182958,6.42812987,10,10,10,10,10,10,8,90.98
VTRS-1008,2013,1,NRS_VT-10125,NAP,S,10,10,4.225352113,0,10,10,10,10,8,80.28
VTRS-1009,2014,1,NRS_VT-10126,NAP,S,10,10,6.929577465,10,10,10,10,10,8,96.16
VTRS-1010,2013,1,NRS_VT-10127,NAP,S,10,6.845302412,10,10,10,10,10,10,8,96.06
VTRS-1011,2014,1,NRS_VT-10128,NAP,S,6.771341268,7.540589981,10,5.980392157,10,10,10,10,8,87.87
VTRS-1012,2013,1,NRS_VT-10129,NAP,R,10,10,10,10,10,10,10,10,8,100.00
VTRS-1013,2014,1,NRS_VT-10130,NAP,R,10,10,10,10,10,10,10,10,8,100.00
VTRS-1061,2014,1,NRS_VT-10131,NAP,S,10,10,10,10,0,10,10,10,8,87.50
VTRF-0001,2013,1,NRS_VT-10132,NAP,S,10,10,10,10,10,10,10,10,8,100.00
VTRF-0002,2013,1,NRS_VT-10133,NAP,S,10,9.856283859,8.338028169,10,10,10,10,10,8,97.74
VTRF-0003,2013,1,NRS_VT-10134,NAP,R,10,10,9.774647887,10,10,10,10,10,8,99.72
NRS18_VT_10008,2018,1,NRS_VT-10135,NAP,S,0,4.603,10,10,10,10,10,10,8,80.75
NRS18_VT_10009,2018,1,NRS_VT-10136,NAP,S,10,4.587549165,10,3.529411765,10,10,10,10,8,85.15
NRS18_VT_10011,2018,1,NRS_VT-10138,NAP,T,5.950983662,10,10,9.509803922,10,10,10,10,8,94.33
NRS18_VT_10012,2018,1,NRS_VT-10139,NAP,S,10,9.120437848,10,3.758169935,10,,10,10,7,89.83
NRS18_VT_10013,2018,1,NRS_VT-10140,NAP,S,10,5.696146568,10,10,10,10,10,10,8,94.62
NRS18_VT_10014,2019,1,NRS_VT-10141,NAP,S,10,10,10,10,10,10,10,10,8,100.00
NRS18_VT_10015,2018,1,NRS_VT-10142,NAP,S,0,6.113319109,10,9.836601307,7.558139535,10,,10,7,76.44
NRS18_VT_10016,2018,1,NRS_VT-10143,NAP,S,6.274756761,8.911851577,10,10,10,0,10,10,8,81.48
