SITE_ID,YEAR,VISIT_NO,UNIQUE_ID,ECOWSA9,RT_WQI,CL_pt,SO4_pt,PTL_pt,NTL_pt,TURB_pt,ENTERO_PT,DO_PT,PH_PT,NUMVARN,WQII
ARRM-1004,2013,1,NRS_AR-10210,SAP,S,0,7.374911876,0,0,0,10,10,,7,39.11
ARRM-1005,2013,1,NRS_AR-10211,CPL,S,0.495435714,0,3.2,9.440860215,5.853658537,10,10,,7,55.70
ARRO-1021,2013,1,NRS_AR-10212,SAP,R,10,10,10,10,10,10,10,,7,100.00
NRS18_AR_10015,2018,1,NRS_AR-10212,SAP,R,10,10,10,10,10,10,10,10,8,100.00
ARRO-1022,2013,1,NRS_AR-10213,SAP,S,10,10,10,0,10,10,10,,7,85.71
NRS18_AR_10016,2018,1,NRS_AR-10213,SAP,S,10,10,10,10,10,10,10,10,8,100.00
ARRO-1023,2013,1,NRS_AR-10214,CPL,R,6.127092331,0.902216961,10,0,10,10,8.5,,7,65.04
ARRO-1024,2013,1,NRS_AR-10215,CPL,S,5.828066316,6.346965131,0,10,0,10,4,,7,51.68
ARSS-1090,2013,1,NRS_AR-10217,SAP,R,10,10,10,10,10,10,10,,7,100.00
ARSS-1091,2013,1,NRS_AR-10218,CPL,T,1.358581729,9.897030564,0,0,0,0,0,,7,16.08
NRS18_AR_10017,2018,1,NRS_AR-10219,CPL,S,0,0,0,0,0,10,10,10,8,37.50
NRS18_AR_10021,2018,1,NRS_AR-10222,CPL,T,0,0,2.578285714,8.838709677,0,10,10,10,8,51.77
NRS18_AR_10022,2018,1,NRS_AR-10223,SAP,S,9.850073393,10,2.244606414,6.905660377,0,10,10,10,8,73.75
NRS18_AR_10024,2018,1,NRS_AR-10225,CPL,S,5.041267368,0,0.3624,10,0,10,10,10,8,56.75
NRS18_AR_10025,2018,1,NRS_AR-10226,SAP,S,10,10,10,10,10,10,10,10,8,100.00
NRS18_AR_10026,2018,1,NRS_AR-10227,CPL,S,0,0,0,0,0,10,10,10,8,37.50
NRS18_AR_10027,2018,1,NRS_AR-10228,SAP,S,4.289340961,7.718314326,2.142565598,0,2.974828375,10,10,10,8,58.91
NRS18_AR_10039,2018,1,NRS_AR-10229,CPL,T,0,0,0,0,0,10,2,10,8,27.50
NRS18_AR_10040,2018,1,NRS_AR-10230,CPL,S,10,7.374969436,10,10,7.280487805,10,6.2,10,8,88.57
NRS18_AR_10046,2018,1,NRS_AR-10236,CPL,T,3.94908015,0,2.369371429,0.64516129,4.268292683,10,2.35,10,8,41.98
NRS18_AR_10190,2018,1,NRS_AR-10238,SAP,S,10,10,10,10,10,0,10,10,8,87.50
NRS18_AR_10191,2018,1,NRS_AR-10239,SAP,S,10,10,10,10,10,10,10,10,8,100.00
NRS18_AR_10192,2018,1,NRS_AR-10240,SAP,S,10,10,10,10,9.084668192,10,3.5,10,8,90.73
NRS18_AR_10489,2018,1,NRS_AR-10241,SAP,S,10,10,10,10,7.231121281,0,10,10,8,84.04
FW08AZ008,2009,1,NRS_AZ-10012,XER,R,8.171625908,10,10,0,10,10,10,10,8,85.21
FW08AZ008,2009,2,NRS_AZ-10012,XER,R,8.090027065,10,10,0.52,10,10,10,10,8,85.76
FW08AZ005,2009,1,NRS_AZ-10041,WMT,S,10,10,0,2.25,0,,9.5,10,7,59.64
FW08AZ004,2009,1,NRS_AZ-10059,XER,S,6.186054066,10,10,10,10,0,10,10,8,82.73
FW08AZ007,2009,1,NRS_AZ-10081,XER,S,10,10,10,10,10,10,10,10,8,100.00
FW08AZ006,2009,1,NRS_AZ-10174,WMT,S,10,10,0,10,0,10,10,10,8,75.00
FW08AZ003,2009,1,NRS_AZ-10311,WMT,R,8.209369369,7.721903955,10,10,4.050632911,,10,10,7,85.69
FW08AZ009,2009,1,NRS_AZ-10422,XER,S,5.900458116,8.656048598,10,8.38,10,10,10,10,8,91.17
AZR9-0901,2013,1,NRS_AZ-10422,XER,S,6.165110363,8.653713645,10,10,10,10,10,10,8,93.52
NRS18_AZ_10004,2019,1,NRS_AZ-10422,XER,S,5.290697164,8.065694579,0.531195335,8.72,0,,10,10,7,60.87
FW08AZ013,2009,1,NRS_AZ-10426,XER,S,8.142612986,8.63464486,10,7.9,10,10,10,10,8,93.35
AZR9-0902,2013,1,NRS_AZ-10426,XER,S,7.379301144,7.902803792,10,10,10,10,10,10,8,94.10
NRS18_AZ_10005,2019,1,NRS_AZ-10426,XER,S,6.75532386,7.988168571,10,8.82,5.477145148,10,10,10,8,86.30
FW08AZ019,2009,1,NRS_AZ-10432,XER,T,0.719838251,9.64479012,0,0,1.194867682,0,7.5,10,8,36.32
FW08AZ019,2009,2,NRS_AZ-10432,XER,T,0,9.360148198,0,0,10,0,5.5,10,8,43.58
AZR9-0903,2013,1,NRS_AZ-10432,XER,T,0,8.897299306,0,0,9.141940658,10,9,10,8,58.80
AZR9-0903,2013,2,NRS_AZ-10432,XER,T,0,9.032254045,0,0,9.783480353,0,7.5,10,8,45.39
NRS18_AZ_10001,2019,1,NRS_AZ-10432,XER,T,0,8.719787263,0,0,10,10,10,10,8,60.90
FW08AZ022,2009,1,NRS_AZ-10435,XER,R,10,10,9.590136054,10,10,0,10,10,8,86.99
AZR9-0904,2014,1,NRS_AZ-10435,XER,R,10,10,6.608357629,10,9.759422614,10,10,10,8,95.46
FW08AZ024,2009,1,NRS_AZ-10437,XER,T,10,10,0,2.44,0,10,10,10,8,65.55
FW08AZ028,2009,1,NRS_AZ-10441,WMT,T,0,0,0,0,0,10,10,10,8,37.50
FW08AZ034,2009,1,NRS_AZ-10447,XER,S,6.1225883,8.788918558,10,8.28,10,0,10,10,8,78.99
FW08AZ044,2009,1,NRS_AZ-10457,WMT,T,0,0,0.869565217,10,10,0,10,10,8,51.09
FW08AZ045,2009,1,NRS_AZ-10458,XER,S,5.986590228,8.715256342,10,8.2,10,10,10,10,8,91.13
FW08AZ048,2009,1,NRS_AZ-10461,WMT,T,0,4.340124294,8.183413043,0,0,10,10,10,8,53.15
FW08AZ050,2009,1,NRS_AZ-10463,XER,S,0,0,10,10,8.043303929,,10,10,7,68.63
FW08AZ057,2009,1,NRS_AZ-10470,XER,S,5.876885117,8.654102804,10,8.22,10,10,10,10,8,90.94
FW08AZ062,2009,1,NRS_AZ-10475,XER,T,3.365454066,6.001151135,10,6.44,10,10,10,10,8,82.26
FW08AZ062,2009,2,NRS_AZ-10475,XER,T,3.549504789,6.048684112,10,6.66,10,10,10,10,8,82.82
AZR9-0913,2014,1,NRS_AZ-10475,XER,S,4.379637017,6.75450713,10,7.8,10,10,10,10,8,86.17
AZR9-0913,2014,2,NRS_AZ-10475,XER,S,3.694478734,6.394868732,10,7.84,10,10,10,10,8,84.91
NRS18_AZ_10002,2019,1,NRS_AZ-10475,XER,S,3.308697538,7.148308117,10,6.6,10,10,10,10,8,83.82
FW08AZ073,2009,1,NRS_AZ-10486,XER,S,5.769899968,8.652157009,10,8.22,10,10,10,10,8,90.80
FW08AZ074,2009,1,NRS_AZ-10487,XER,S,3.59483748,6.134299065,10,5.88,10,,10,10,7,79.44
FW08AZ074,2009,2,NRS_AZ-10487,XER,S,3.72811559,6.10983765,10,5.88,10,,10,10,7,79.60
FW08AZ075,2009,1,NRS_AZ-10488,XER,R,5.568622822,10,10,10,10,10,10,10,8,94.46
FW08AZ077,2009,1,NRS_AZ-10490,XER,S,8.244158213,8.644095861,10,8.04,10,10,10,10,8,93.66
FW08AZ087,2009,1,NRS_AZ-10500,XER,S,0,10,10,10,10,0,9.5,10,8,74.38
FW08AZ090,2009,1,NRS_AZ-10503,XER,T,0,0,10,2.84,10,10,10,10,8,66.05
FW08AZ093,2009,1,NRS_AZ-10506,XER,S,8.3719964,8.548751936,10,7.88,10,10,,10,7,92.57
FW08AZ098,2009,1,NRS_AZ-10511,XER,S,6.059122533,8.744165287,10,7.04,10,10,10,10,8,89.80
FW08AZ100,2009,1,NRS_AZ-10513,XER,S,9.827175763,10,10,10,10,0,10,10,8,87.28
FW08AZ107,2009,1,NRS_AZ-10520,XER,S,10,10,10,10,9.478748998,10,10,10,8,99.35
FW08AZ109,2009,1,NRS_AZ-10522,XER,S,6.024669688,8.748334846,10,7.94,10,10,10,10,8,90.89
FW08AZ134,2009,1,NRS_AZ-10547,XER,S,0,9.227000267,3.617832847,0,0,10,10,10,8,53.56
FW08AZ139,2009,1,NRS_AZ-10552,XER,R,0,10,10,10,8.933440257,10,10,10,8,86.17
FW08AZ155,2009,1,NRS_AZ-10568,XER,R,10,10,10,10,10,10,10,10,8,100.00
FW08AZ171,2009,1,NRS_AZ-10584,WMT,S,8.802288288,10,0,10,10,10,10,10,8,86.00
AZS9-0929,2013,1,NRS_AZ-10584,WMT,R,7.95384955,10,0,5.625,0,10,10,10,8,66.97
NRS18_AZ_10003,2019,1,NRS_AZ-10584,WMT,R,7.452691892,10,0,10,10,10,10,10,8,84.32
FW08AZ194,2009,1,NRS_AZ-10607,XER,T,7.31755802,10,0,0,9.615076183,0,10,10,8,58.67
FW08AZ260,2009,1,NRS_AZ-10612,WMT,S,9.67754955,10,0,0,0,,10,10,7,56.68
FW08RAZ9016,2009,1,NRS_AZ-10613,WMT,S,6.741189189,8.045378531,10,10,10,10,10,10,8,93.48
FW08RAZ9020,2009,1,NRS_AZ-10614,XER,S,10,10,10,10,9.855653569,0,3,10,8,78.57
FW08RAZ9022,2009,1,NRS_AZ-10615,XER,R,10,10,5.474246842,10,10,10,,10,7,93.53
FW08RAZ9031,2009,1,NRS_AZ-10616,WMT,R,1.164927928,10,0,0,0,,10,10,7,44.52
FW08RAZTRB01,2009,1,NRS_AZ-10617,WMT,R,0,0,6.987369565,0,10,10,10,10,8,58.73
AZLS-1048,2014,1,NRS_AZ-10619,XER,R,10,10,0,10,0,0,10,10,8,62.50
AZLS-1048,2014,2,NRS_AZ-10619,XER,R,10,10,5.442176871,4.22,0,10,10,10,8,74.58
NRS18_AZ_10006,2019,1,NRS_AZ-10619,XER,R,10,10,2.059475219,9.4,0,10,10,10,8,76.82
AZLS-1054,2014,1,NRS_AZ-10625,XER,T,10,10,10,10,8.4202085,0,10,10,8,85.53
AZLS-1054,2014,2,NRS_AZ-10625,XER,T,10,10,0.485908649,2.08,5.597433841,0,0,10,8,47.70
NRS18_AZ_10010,2019,1,NRS_AZ-10625,XER,T,10,10,10,10,0,10,10,10,8,87.50
AZLS-1055,2013,1,NRS_AZ-10626,WMT,S,4.883376577,10,10,10,10,10,10,10,8,93.60
NRS18_AZ_10011,2019,1,NRS_AZ-10626,WMT,S,4.867847748,10,10,7.3125,10,10,10,10,8,90.23
AZLS-1063,2014,1,NRS_AZ-10634,XER,R,10,10,7.871720117,7.48,0,0,10,10,8,69.19
AZLS-1072,2014,1,NRS_AZ-10643,XER,R,10,10,10,10,10,10,10,10,8,100.00
AZLS-1083,2014,1,NRS_AZ-10654,WMT,R,9.773545946,10,0,6.375,0,10,10,10,8,70.19
AZRM-1001,2014,1,NRS_AZ-10655,XER,S,4.533949495,6.884541789,10,6.74,10,10,10,10,8,85.20
NRS18_AZ_10007,2019,1,NRS_AZ-10655,XER,S,4.447726718,7.227835514,10,5.98,10,10,10,10,8,84.57
AZRM-1002,2013,1,NRS_AZ-10656,XER,S,5.764278714,8.082289426,10,10,10,,10,10,7,91.21
NRS18_AZ_10014,2019,1,NRS_AZ-10656,XER,S,5.448491193,8.332268411,10,9.28,3.785084202,10,10,10,8,83.56
AZRM-1003,2013,1,NRS_AZ-10657,XER,S,10,10,0,0,0,10,10,10,8,62.50
NRS18_AZ_10015,2019,1,NRS_AZ-10657,XER,S,10,10,7.633527697,10,5.902165196,10,10,10,8,91.92
AZRM-1004,2013,1,NRS_AZ-10658,XER,S,0,10,0,8.32,0,10,10,10,8,60.40
AZRO-1028,2014,1,NRS_AZ-10662,XER,S,2.210377113,10,6.569484937,8.52,0.938251804,10,10,10,8,72.80
NRS18_AZ_10012,2019,1,NRS_AZ-10662,XER,S,8.411345175,10,10,10,10,10,10,10,8,98.01
AZRO-1031,2014,1,NRS_AZ-10665,WMT,R,0,3.871380226,0,10,10,10,10,10,8,67.34
NRS18_AZ_10013,2019,1,NRS_AZ-10665,WMT,R,0,5.468756497,0,10,10,10,10,10,8,69.34
AZSS-1106,2013,1,NRS_AZ-10670,WMT,S,10,10,0,0,0,10,4.5,10,8,55.63
NRS18_AZ_10008,2019,1,NRS_AZ-10670,WMT,S,10,10,7.229565217,3.75,0,10,10,10,8,76.22
AZSS-1111,2014,1,NRS_AZ-10675,WMT,S,9.633786486,10,0,10,4.873417722,10,10,10,8,80.63
NRS18_AZ_10009,2019,1,NRS_AZ-10675,WMT,S,8.967458559,10,0.002173913,0,0,10,10,10,8,61.21
AZSS-1115,2013,1,NRS_AZ-10679,WMT,S,10,2.774507345,10,10,10,10,10,10,8,90.97
AZSS-1116,2014,1,NRS_AZ-10680,XER,S,10,10,10,10,10,0,10,10,8,87.50
AZSS-1121,2014,1,NRS_AZ-10685,XER,R,10,10,10,7.4,10,10,10,10,8,96.75
AZSS-1125,2014,1,NRS_AZ-10689,XER,R,10,10,10,10,10,10,1,10,8,88.75
NRS18_AZ_10016,2019,1,NRS_AZ-10690,WMT,S,9.358502703,9.783907345,1.92,0,3.797468354,10,10,10,8,68.57
NRS18_AZ_10020,2019,1,NRS_AZ-10694,XER,S,4.810206911,7.480510814,10,5.9,10,10,10,10,8,85.24
NRS18_AZ_10021,2019,1,NRS_AZ-10695,WMT,T,5.954865766,10,10,10,10,10,10,10,8,94.94
NRS18_AZ_10024,2019,1,NRS_AZ-10698,WMT,T,0,1.790556497,6.805869565,10,0,10,10,10,8,60.75
NRS18_AZ_10027,2019,1,NRS_AZ-10701,XER,S,0,10,0,0,0,10,10,10,8,50.00
NRS18_AZ_10456,2019,1,NRS_AZ-10721,XER,T,3.876534818,10,0,0,0,10,10,10,8,54.85
NRS18_AZ_10457,2019,1,NRS_AZ-10722,XER,T,0,0.332801896,10,0,10,10,9.55,10,8,62.35
NRS18_AZ_10843,2019,1,NRS_AZ-10729,WMT,T,0,10,6.852391304,8.8125,10,10,10,10,8,82.08
NRS18_AZ_12037,2019,1,NRS_AZ-10730,XER,R,10,10,8.456462585,4.82,10,10,10,10,8,91.60
NRS18_AZ_12038,2019,1,NRS_AZ-10731,XER,S,8.638643285,10,10,1.74,10,0,10,10,8,75.47
NRS18_AZ_12837,2019,1,NRS_AZ-10733,XER,S,4.318256554,7.13021223,10,6.64,10,10,10,10,8,85.11
NRS18_AZ_12844,2019,1,NRS_AZ-10740,XER,T,0.293665628,5.455105634,10,7.5,10,10,10,10,8,79.06
FW08CA009,2009,1,NRS_CA-10003,WMT,R,10,10,10,10,10,10,10,10,8,100.00
FW08CA008,2009,1,NRS_CA-10087,WMT,S,0,9.062853107,10,3.9375,10,10,10,10,8,78.75
FW08CA004,2008,1,NRS_CA-10124,XER,T,6.696500161,10,0,0,10,10,10,10,8,70.87
FW08CA004,2008,2,NRS_CA-10124,XER,T,9.800882803,10,0,0,7.080994387,10,10,10,8,71.10
FW08CA015,2008,1,NRS_CA-10150,WMT,T,0,0,10,9.8125,10,10,10,10,8,74.77
FW08CA007,2008,1,NRS_CA-10165,XER,S,9.683924462,5.178358077,0,10,10,10,10,10,8,81.08
FW08CA005,2009,1,NRS_CA-10207,XER,S,10,10,10,10,10,0,10,10,8,87.50
FW08CA010,2008,1,NRS_CA-10285,WMT,S,10,10,10,10,1.772151899,10,10,10,8,89.72
FW08CA011,2008,1,NRS_CA-10300,XER,R,10,10,10,10,10,10,10,10,8,100.00
FW08CA001,2008,1,NRS_CA-10304,XER,R,10,10,10,10,10,10,10,10,8,100.00
FW08CA001,2008,2,NRS_CA-10304,XER,R,10,10,10,10,10,10,10,10,8,100.00
FW08CA012,2008,1,NRS_CA-10333,WMT,S,0.063792793,0,10,10,10,0,10,10,8,62.58
FW08CA016,2008,1,NRS_CA-10352,XER,S,10,10,10,10,10,10,10,10,8,100.00
FW08CA006,2008,1,NRS_CA-10359,WMT,R,10,10,10,10,10,10,10,10,8,100.00
FW08CA002,2009,1,NRS_CA-10416,XER,T,10,10,10,10,10,10,10,10,8,100.00
FW08CA013,2008,1,NRS_CA-10458,WMT,S,0,10,10,6,1.012658228,10,10,10,8,71.27
FW08CA017,2008,1,NRS_CA-10779,XER,S,10,10,10,10,10,10,3.5,10,8,91.88
CAS9-0914,2013,1,NRS_CA-10779,XER,S,10,10,10,10,10,10,10,10,8,100.00
CAS9-0914,2013,2,NRS_CA-10779,XER,S,10,10,10,5.28,10,10,0,10,8,81.60
NRS18_CA_10001,2019,1,NRS_CA-10779,XER,S,10,10,10,10,10,10,10,10,8,100.00
NRS18_CA_10001,2019,2,NRS_CA-10779,XER,S,10,10,10,10,10,10,10,10,8,100.00
FW08CA020,2008,1,NRS_CA-10782,WMT,S,5.71063964,10,0,0,0,10,10,10,8,57.14
FW08CA020,2009,1,NRS_CA-10782,WMT,S,6.34590991,10,0,0,4.620253165,10,10,10,8,63.71
CAR9-0901,2014,1,NRS_CA-10782,WMT,S,6.190621622,10,0,0,10,10,10,10,8,70.24
CAR9-0901,2014,2,NRS_CA-10782,WMT,S,5.752990991,10,0,0,0,10,10,10,8,57.19
NRS18_CA_10002,2019,1,NRS_CA-10782,WMT,S,7.917145045,10,7.617173913,9.5625,10,10,10,10,8,93.87
NRS18_CA_10002,2019,2,NRS_CA-10782,WMT,S,6.96423964,10,7.434565217,6.875,10,10,10,10,8,89.09
FW08CA022,2009,1,NRS_CA-10784,XER,T,7.261345484,0.797818959,10,0,10,10,10,10,8,72.57
CAR9-0902,2013,1,NRS_CA-10784,XER,T,4.865059466,0,10,0,10,10,10,10,8,68.58
NRS18_CA_10011,2018,1,NRS_CA-10784,XER,T,3.469900585,0,10,0,10,10,10,10,8,66.84
FW08CA031,2008,1,NRS_CA-10793,XER,T,10,10,10,10,9.983961508,10,10,10,8,99.98
FW08CA031,2009,1,NRS_CA-10793,XER,T,10,10,10,10,10,0,10,10,8,87.50
CAR9-0903,2013,1,NRS_CA-10793,XER,T,10,10,10,10,10,10,10,10,8,100.00
CAR9-0903,2013,2,NRS_CA-10793,XER,T,10,10,10,10,10,10,10,10,8,100.00
FW08CA035,2008,1,NRS_CA-10797,XER,T,10,10,10,10,10,10,10,10,8,100.00
CAR9-0904,2013,1,NRS_CA-10797,XER,T,10,10,10,10,10,10,10,10,8,100.00
NRS18_CA_10012,2018,1,NRS_CA-10797,XER,T,10,10,10,10,10,10,10,10,8,100.00
FW08CA036,2009,1,NRS_CA-10798,WMT,S,10,10,10,10,10,10,10,10,8,100.00
CAS9-0915,2013,1,NRS_CA-10798,WMT,S,10,10,10,10,10,10,10,10,8,100.00
FW08CA038,2009,1,NRS_CA-10800,XER,T,0,9.836867824,0,0,10,0,10,10,8,49.80
FW08CA040,2008,1,NRS_CA-10802,WMT,S,4.567153153,10,0,0,0,10,10,10,8,55.71
CAR9-0906,2014,1,NRS_CA-10802,WMT,S,5.103603604,10,0,0,0,0,10,10,8,43.88
NRS18_CA_10013,2019,1,NRS_CA-10802,WMT,S,6.072037838,10,5.202173913,3.625,10,10,10,10,8,81.12
FW08CA044,2008,1,NRS_CA-10806,WMT,S,0.896702703,7.451361582,0,0,0,10,10,10,8,47.94
FW08CA046,2009,1,NRS_CA-10808,WMT,S,10,10,10,10,10,10,10,10,8,100.00
CAS9-0916,2013,1,NRS_CA-10808,WMT,S,10,10,10,10,10,10,10,10,8,100.00
CAS9-0916,2013,2,NRS_CA-10808,WMT,S,10,8.815836158,10,10,10,10,10,10,8,98.52
FW08CA054,2009,1,NRS_CA-10816,XER,S,10,10,10,10,10,,10,10,7,100.00
CAS9-0917,2013,1,NRS_CA-10816,XER,S,10,10,10,10,10,0,10,10,8,87.50
NRS18_CA_10004,2019,1,NRS_CA-10816,XER,S,10,10,10,10,10,10,10,10,8,100.00
FW08CA056,2008,1,NRS_CA-10818,WMT,S,6.388261261,10,8.302434783,2.625,0,10,10,10,8,71.64
CAR9-0908,2014,1,NRS_CA-10818,WMT,S,6.783540541,10,9.782608696,7.8125,10,0,10,10,8,80.47
NRS18_CA_10014,2019,1,NRS_CA-10818,WMT,S,7.674330631,10,10,9.6875,10,10,10,10,8,96.70
FW08CA059,2008,1,NRS_CA-10821,WMT,S,10,10,10,9.8125,0,10,10,10,8,87.27
CAR9-0909,2013,1,NRS_CA-10821,WMT,T,7.941144144,10,10,10,10,10,,10,7,97.06
NRS18_CA_10015,2019,1,NRS_CA-10821,WMT,S,10,10,10,10,10,10,10,10,8,100.00
FW08CA061,2008,1,NRS_CA-10823,XER,T,10,10,1.341107872,0,10,10,10,10,8,76.68
CAR9-0910,2014,1,NRS_CA-10823,XER,T,10,10,9.144800777,0,10,10,10,10,8,86.43
NRS18_CA_10016,2018,1,NRS_CA-10823,XER,T,10,10,10,0,10,10,10,10,8,87.50
FW08CA063,2008,1,NRS_CA-10825,WMT,S,4.665972973,0.776022599,10,10,2.405063291,10,10,10,8,72.31
CAR9-0911,2014,1,NRS_CA-10825,WMT,S,4.454216216,0.975988701,10,10,10,0,10,10,8,69.29
FW08CA067,2008,1,NRS_CA-10829,XER,T,10,10,10,10,10,0,10,10,8,87.50
CAR9-0912,2013,1,NRS_CA-10829,XER,T,10,10,10,10,10,10,10,10,8,100.00
NRS18_CA_10018,2018,1,NRS_CA-10829,XER,T,10,10,10,4.9,10,10,10,10,8,93.63
FW08CA068,2008,1,NRS_CA-10830,WMT,S,4.863612613,10,0,0,0,10,10,10,8,56.08
CAR9-0913,2014,1,NRS_CA-10830,WMT,S,5.696522523,10,0,0,0,10,10,10,8,57.12
NRS18_CA_10065,2019,1,NRS_CA-10830,WMT,S,6.115800901,10,0,0,9.367088608,10,10,10,8,69.35
FW08CA075,2008,1,NRS_CA-10833,WMT,S,10,10,10,10,1.898734177,,10,10,7,88.43
CAS9-0918,2013,1,NRS_CA-10833,WMT,S,10,10,10,10,10,10,10,10,8,100.00
NRS18_CA_10005,2019,1,NRS_CA-10833,WMT,S,10,10,10,10,10,10,10,10,8,100.00
FW08CA097,2009,1,NRS_CA-10844,XER,R,10,10,8.849484937,10,10,10,10,10,8,98.56
CAS9-0919,2013,1,NRS_CA-10844,XER,R,10,10,10,10,10,10,10,10,8,100.00
NRS18_CA_10006,2019,1,NRS_CA-10844,XER,R,10,10,10,10,10,10,10,10,8,100.00
FW08CA102,2009,1,NRS_CA-10845,WMT,R,0,10,0,10,2.658227848,10,0,10,8,53.32
CAS9-0920,2013,1,NRS_CA-10845,WMT,T,0,10,5.956521739,10,3.860759494,10,10,10,8,74.77
NRS18_CA_10007,2019,1,NRS_CA-10845,WMT,T,0,2.997410734,7.88173913,10,0,10,10,10,8,63.60
FW08CA116,2009,1,NRS_CA-10849,WMT,S,10,10,10,10,10,10,10,10,8,100.00
CAS9-0921,2013,1,NRS_CA-10849,WMT,S,10,10,10,10,10,10,10,10,8,100.00
NRS18_CA_10008,2019,1,NRS_CA-10849,WMT,S,10,10,10,10,10,10,10,10,8,100.00
FW08CA132,2009,1,NRS_CA-10855,WMT,S,10,9.192242938,0,6.875,0,10,10,10,8,70.08
FW08CA139,2009,1,NRS_CA-10858,WMT,S,10,10,10,10,10,10,10,10,8,100.00
CAS9-0923,2014,1,NRS_CA-10858,WMT,S,10,10,10,10,10,10,10,10,8,100.00
NRS18_CA_10009,2018,1,NRS_CA-10858,WMT,S,10,10,10,10,10,10,10,10,8,100.00
FW08CA145,2009,1,NRS_CA-10859,XER,R,10,10,10,10,10,10,10,10,8,100.00
CAS9-0924,2013,1,NRS_CA-10859,XER,S,10,10,10,10,10,10,10,10,8,100.00
NRS18_CA_10010,2019,1,NRS_CA-10859,XER,S,10,10,10,10,10,10,10,10,8,100.00
FW08CA155,2009,1,NRS_CA-10864,XER,T,9.317636323,10,10,10,10,,10,10,7,99.03
CAS9-0925,2013,1,NRS_CA-10864,XER,T,8.183412408,10,10,10,10,10,7,10,8,93.98
NRS18_CA_10059,2019,1,NRS_CA-10864,XER,T,9.066402552,10,10,10,8.692862871,10,10,10,8,97.20
FW08CA168,2009,1,NRS_CA-10869,WMT,S,5.061252252,10,10,7.8125,10,10,10,10,8,91.09
CAS9-0926,2013,1,NRS_CA-10869,WMT,S,5.145954955,10,10,2.1875,10,10,10,10,8,84.17
FW08CA170,2009,1,NRS_CA-10871,WMT,S,10,10,3.807869565,10,10,10,10,10,8,92.26
CAS9-0927,2013,1,NRS_CA-10871,WMT,S,10,10,10,10,10,10,10,10,8,100.00
FW08CA199,2009,1,NRS_CA-10881,XER,S,10,10,10,0,10,0,10,10,8,75.00
CAS9-0928,2013,1,NRS_CA-10881,XER,S,10,10,10,9.28,10,0,10,10,8,86.60
FW08CA207,2009,1,NRS_CA-10885,WMT,T,2.336648649,0,10,10,10,10,10,10,8,77.92
CAS9-0929,2013,1,NRS_CA-10885,WMT,T,0,0,10,9.0625,10,10,10,10,8,73.83
FW08CA222,2009,1,NRS_CA-10890,WMT,T,10,10,10,10,10,10,10,10,8,100.00
CAS9-0930,2013,1,NRS_CA-10890,WMT,T,10,10,10,10,10,10,10,10,8,100.00
FW08RCA9002,2009,1,NRS_CA-10891,WMT,S,9.663432432,10,10,10,10,,10,10,7,99.52
FW08RCA9003,2009,1,NRS_CA-10892,WMT,S,8.618765766,10,10,10,10,,2.5,10,7,87.31
CALS-1087,2014,1,NRS_CA-10895,XER,T,10,10,10,10,10,10,10,10,8,100.00
NRS18_CA_10019,2019,1,NRS_CA-10895,XER,T,10,10,10,10,10,10,10,10,8,100.00
NRS18_CA_10019,2019,2,NRS_CA-10895,XER,T,10,10,10,10,10,10,10,10,8,100.00
CALS-1089,2014,1,NRS_CA-10897,XER,T,0.331790421,10,0,0,7.939053729,10,10,10,8,60.34
NRS18_CA_10025,2019,1,NRS_CA-10897,XER,T,1.207527335,10,0,0,5.38893344,10,10,10,8,58.25
CALS-1098,2014,1,NRS_CA-10906,WMT,S,6.600018018,10,10,10,10,10,10,10,8,95.75
NRS18_CA_10026,2019,1,NRS_CA-10906,WMT,S,6.897889189,10,10,10,10,10,10,10,8,96.12
CALS-1099,2014,1,NRS_CA-10907,XER,R,10,10,10,10,10,10,10,10,8,100.00
NRS18_CA_10027,2019,1,NRS_CA-10907,XER,R,10,10,10,10,10,10,10,10,8,100.00
CALS-1102,2014,1,NRS_CA-10910,XER,R,10,10,10,10,10,10,10,10,8,100.00
NRS18_CA_10028,2018,1,NRS_CA-10910,XER,S,10,10,10,10,10,10,10,10,8,100.00
CALS-1106,2014,1,NRS_CA-10914,WMT,T,5.541234234,10,10,10,10,10,10,10,8,94.43
CALS-1108,2014,1,NRS_CA-10916,XER,T,10,10,0.874635569,3.58,3.287890938,10,10,10,8,72.18
CALS-1115,2014,1,NRS_CA-10923,XER,S,10,10,10,10,10,0,10,10,8,87.50
CALS-1116,2014,1,NRS_CA-10924,WMT,S,5.978864865,10,10,0,8.291139241,10,10,10,8,80.34
CALS-1120,2014,1,NRS_CA-10928,WMT,R,10,10,10,10,10,10,10,10,8,100.00
CARM-1002,2014,1,NRS_CA-10930,XER,S,10,10,10,10,10,10,10,10,8,100.00
NRS18_CA_10020,2018,1,NRS_CA-10930,XER,S,10,10,10,10,10,10,10,10,8,100.00
NRS18_CA_10020,2018,2,NRS_CA-10930,XER,S,10,10,10,9.14,10,10,10,10,8,98.93
CARM-1003,2013,1,NRS_CA-10931,XER,T,4.257601414,10,0,0,6.014434643,10,10,10,8,62.84
NRS18_CA_10033,2018,1,NRS_CA-10931,XER,T,8.494847991,10,0,0,0,10,10,10,8,60.62
CARM-1004,2014,1,NRS_CA-10932,WMT,S,6.134153153,10,1.108695652,0,10,10,,10,7,67.49
