UID,SAMPLE_ID,DATE_COL,SITE_ID,VISIT_NO,dD (vsmow),d18O (vsmow),d-excess,LAT_DD83,LON_DD83
15489,541361,7/7/2009,FW08IN008,1,-38.16,-6.12,10.83,38.83491245,-86.52325911
15490,534981,8/25/2009,FW08IN008,2,-37.9,-6.12,11.09,38.83491245,-86.52325911
11181,527041,7/31/2008,FW08IN008,1,-37.08,-6.3,13.3,38.83491245,-86.52325911
11184,521501,7/1/2008,FW08IN009,1,-51.25,-7.68,10.19,41.6946525,-85.91740108
15491,541341,8/26/2009,FW08IN010,1,-34.9,-5.35,7.88,38.45178374,-87.59800243
11185,528061,7/17/2008,FW08IN011,1,-34.84,-5.14,6.27,40.86746481,-85.60817962
12997,546601,5/29/2009,FW08IN012,1,-39.67,-6.48,12.14,39.18727431,-85.34940476
9928,528321,7/2/2008,FW08IN013,1,-50.77,-7.77,11.42,41.67526583,-86.0758565
11186,532681,7/16/2008,FW08IN014,1,-39.89,-6.05,8.5,40.31739021,-87.30044825
11187,528081,7/13/2008,FW08IN015,1,-46.96,-6.95,8.62,40.90640874,-86.7115276
11188,527061,8/4/2008,FW08IN016,1,-24.18,-4.42,11.16,38.35094769,-86.61831604
11189,526501,7/10/2008,FW08IN017,1,-45.94,-6.92,9.38,41.15722367,-86.58538781
11193,531081,8/3/2008,FW08IN018,1,-21.61,-3.16,3.69,38.71122902,-87.17757112
12998,546521,5/30/2009,FW08IN019,1,-39.56,-6.39,11.57,39.77823548,-86.44708256
11191,532991,9/6/2008,FW08IN020,1,-45.65,-6.98,10.2,41.17253557,-87.38959372
12999,546761,5/28/2009,FW08IN021,1,-46.35,-7.18,11.06,41.04920995,-85.72037122
15493,541321,7/14/2009,FW08IN022,1,-37.03,-5.73,8.85,38.53671497,-87.38234183
11192,522391,8/8/2008,FW08IN023,1,-37.96,-5.38,5.06,40.54494518,-84.92548748
15494,541331,7/8/2009,FW08IN024,1,-38.28,-6.22,11.47,38.74025997,-86.73377178
11195,521411,7/2/2008,FW08IN025,1,-48.31,-7.26,9.74,41.66737013,-85.94200038
13000,546531,5/31/2009,FW08IN027,1,-42.67,-6.83,11.96,40.01111906,-86.89988443
11196,527891,8/6/2008,FW08IN028,1,-40.75,-6.58,11.87,39.6101024,-84.95963267
11197,523861,7/1/2008,FW08IN029,1,-49.4,-7.52,10.75,41.60258314,-86.11116261
15495,541351,6/30/2009,FW08IN030,1,-35.71,-5.8,10.72,39.96892757,-87.47214622
11198,526591,7/15/2008,FW08IN030,1,-33.95,-5.75,12.07,39.96892757,-87.47214622
13003,546751,5/29/2009,FW08IN031,1,-39.86,-6.5,12.17,40.71212718,-86.85060697
15496,542121,7/9/2009,FW08IN032,1,-37.82,-6.38,13.18,38.58581973,-86.84835552
11199,527501,7/11/2008,FW08IN033,1,-46.84,-6.64,6.25,41.17260178,-86.51700711
13001,546861,5/28/2009,FW08IN039,1,-45.51,-7.18,11.97,40.13717208,-85.20353058
10000,531031,8/6/2008,FW08KS001,1,-43.62,-6.18,5.83,39.01490805,-98.01046463
13214,550931,6/16/2009,FW08KS001,1,-45.83,-7.01,10.23,39.01490805,-98.01046463
13948,543821,6/23/2009,FW08KS001,2,-46.52,-7.15,10.71,39.01490805,-98.01046463
13948,541471,6/23/2009,FW08KS001,2,-46.41,-7.2,11.21,39.01490805,-98.01046463
13211,535711,5/20/2009,FW08KS003,1,-43.83,-6.5,8.17,37.3952849,-98.92627961
10001,522701,8/12/2008,FW08KS003,1,-44.62,-6.78,9.64,37.3952849,-98.92627961
10002,531551,7/23/2008,FW08KS005,1,-22.01,-2.81,0.5,38.19892655,-95.42768365
10003,531561,8/13/2008,FW08KS006,1,-38.92,-6,9.08,37.47701976,-98.36534065
14935,555591,9/9/2009,FW08KS007,2,-78.69,-9.72,-0.96,39.8720393,-95.027241
14935,541511,9/9/2009,FW08KS007,2,-78.07,-9.68,-0.64,39.8720393,-95.027241
13949,550371,7/14/2009,FW08KS007,1,-67.98,-8.91,3.26,39.8720393,-95.027241
12190,523571,9/10/2008,FW08KS008,1,-38.66,-5.68,6.79,37.82360405,-97.46278768
13950,552531,7/21/2009,FW08KS009,1,-39.62,-5.26,2.48,38.12609245,-98.07808799
14934,548271,6/30/2009,FW08KS010,1,-36.87,-4.55,-0.5,39.42727676,-98.53949147
13951,547541,8/4/2009,FW08KS010,2,-44.05,-6.02,4.14,39.42727676,-98.53949147
13951,550271,8/4/2009,FW08KS010,2,-44.79,-6.19,4.73,39.42727676,-98.53949147
13952,541481,7/15/2009,FW08KS011,1,-61.91,-8.18,3.53,39.72624418,-94.91122094
10004,524551,7/16/2008,FW08KS012,1,-27.03,-4.75,10.96,37.78662431,-96.42997007
14946,556441,10/5/2009,FW08KS015,1,-21.54,-3.61,7.36,37.39753599,-95.679769
14947,555321,8/19/2009,FW08KS016,1,-34.69,-5.32,7.88,38.55432077,-97.50525136
13216,535691,6/2/2009,FW08KS017,1,-40.2,-5.18,1.22,38.76631205,-100.2741424
12195,531281,8/20/2008,FW08KS018,1,-37.9,-5.56,6.61,39.25252211,-96.32659741
13215,542931,6/3/2009,FW08KS019,1,-47.72,-6.63,5.3,38.83876448,-100.9919327
12192,534491,9/16/2008,FW08KS021,1,-48.82,-6.88,6.18,39.89780307,-98.15767917
12193,534911,10/8/2008,FW08KS022,1,-43.39,-5.72,2.34,39.49522605,-97.2319021
14948,555261,9/10/2009,FW08KS023,1,-36.3,-5.64,8.79,39.06027296,-94.84194968
14949,555791,8/31/2009,FW08KS024,1,-26.51,-3.57,2.07,37.33922449,-97.25534515
13953,544401,8/12/2009,FW08KS025,1,-32.93,-5.01,7.11,38.69972779,-98.10452187
14950,546511,9/1/2009,FW08KS028,1,-25.64,-3.78,4.63,37.84408508,-96.85665441
13145,542921,5/18/2009,FW08KS029,1,-37.53,-4.9,1.68,37.06712523,-99.55893806
14951,543801,8/24/2009,FW08KS031,1,-12.47,-1.82,2.12,37.88164693,-95.67600726
13956,532021,7/7/2009,FW08KS032,1,-31.55,-5.02,8.61,38.37939188,-96.21420481
10828,523821,7/29/2008,FW08KS033,1,-91.15,-11.44,0.35,37.97450198,-101.7879598
10006,530921,8/26/2008,FW08KS036,1,-43.6,-6.11,5.24,37.99322599,-99.32134205
13212,540621,6/9/2009,FW08KS037,1,-56.06,-7.65,5.12,39.72059013,-99.22212862
12196,534871,10/6/2008,FW08KS038,1,-44.57,-6.75,9.43,39.28796786,-97.41126277
10007,525341,7/8/2008,FW08KS039,1,-28.19,-4.26,5.86,39.01570904,-95.84061299
12197,534061,9/23/2008,FW08KS040,1,-38.46,-5.66,6.79,37.85231964,-97.94179319
12199,527821,9/30/2008,FW08KS042,1,-62.45,-9.01,9.62,39.55416589,-99.74415093
12200,530551,9/2/2008,FW08KS043,1,-33.88,-4.78,4.4,38.70640167,-95.80726844
13781,545161,6/22/2009,FW08KS044,1,-46.77,-6.42,4.59,38.66455303,-98.06276981
13146,535721,5/19/2009,FW08KS045,1,-41.02,-6.18,8.41,37.12028426,-98.98489094
14952,556821,9/29/2009,FW08KS047,1,-33.59,-5.55,10.84,37.50351751,-95.15264854
14953,554751,8/20/2009,FW08KS048,2,-28.22,-4.42,7.15,38.51547894,-96.45484192
13958,550941,7/8/2009,FW08KS048,1,-30.12,-4.72,7.64,38.51547894,-96.45484192
14953,555351,8/20/2009,FW08KS048,2,-28.73,-4.56,7.71,38.51547894,-96.45484192
13160,542101,5/28/2009,FW08KS055,1,-37.15,-5.3,5.26,39.05435221,-95.49074362
13959,551161,7/28/2009,FW08KS056,1,-30.33,-4.46,5.38,37.66231809,-97.75767731
13159,535941,5/13/2009,FW08KS057,1,-43.18,-6.32,7.38,38.23225243,-100.0290686
13213,540681,6/8/2009,FW08KS058,1,-50.88,-7.11,6.01,39.1062615,-99.23252823
14954,554761,8/25/2009,FW08KS059,1,-20.85,-2.94,2.66,38.58271476,-95.5120147
14955,545231,8/26/2009,FW08KS060,1,-30.99,-4.5,5.03,38.58737345,-97.64250018
13960,552541,8/11/2009,FW08KS061,1,-69.43,-8.46,-1.75,37.92158603,-101.2713446
14956,540891,9/16/2009,FW08KS063,1,-27.51,-4.59,9.22,38.21361387,-94.95034733
14753,555961,9/3/2009,FW08KY001,2,-31.11,-4.72,6.65,38.15907603,-82.8698798
14753,555551,9/11/2009,FW08KY001,2,-32.31,-4.97,7.45,38.15907603,-82.8698798
14752,555151,8/26/2009,FW08KY001,1,-33.81,-5.44,9.67,38.15907603,-82.8698798
14754,543581,8/19/2009,FW08KY002,1,-30.08,-5.23,11.76,37.08075082,-86.57157203
14755,555141,8/22/2009,FW08KY003,1,-34.38,-4.98,5.42,37.82916138,-86.30515689
14756,546941,9/17/2009,FW08KY004,1,-35.47,-5.73,10.34,38.67702836,-84.72037723
14757,555001,9/15/2009,FW08KY005,1,-31.9,-5.31,10.61,38.03210119,-83.35871898
14759,556811,9/29/2009,FW08KY006,2,-31.7,-5.29,10.6,36.85100188,-87.4286475
14759,556201,9/29/2009,FW08KY006,2,-31.7,-5.3,10.71,36.85100188,-87.4286475
14758,555981,8/25/2009,FW08KY006,1,-32.02,-5.55,12.41,36.85100188,-87.4286475
15307,556281,9/22/2009,FW08KY007,1,-36.83,-5.81,9.64,37.82631322,-82.56941904
14760,554101,8/11/2009,FW08KY008,1,-36.04,-6.28,14.2,36.91271083,-83.45550364
15311,553961,9/18/2009,FW08KY009,1,-32.98,-5.2,8.58,37.6645886,-83.56419737
14761,555171,8/24/2009,FW08KY011,1,-33.42,-5.19,8.1,38.24689161,-83.60836402
14762,554431,8/15/2009,FW08KY012,1,-26.61,-4.35,8.21,36.65081623,-85.78558345
14339,521851,9/11/2008,FW08KY013,1,-36.21,-5.43,7.23,37.78139705,-88.03819192
14340,526851,9/24/2008,FW08KY013,2,-38.41,-5.85,8.35,37.78139705,-88.03819192
14763,554871,9/14/2009,FW08KY014,1,-34.04,-5.54,10.27,37.62116544,-83.49986266
14337,521671,8/28/2008,FW08KY016,1,-40.51,-6.28,9.72,37.98149999,-86.03398899
14338,521831,9/10/2008,FW08KY017,1,-36.2,-5.39,6.91,37.47039557,-88.09642161
14764,554401,8/21/2009,FW08KY019,1,-29.15,-4.35,5.64,37.29115676,-85.59288982
14765,544611,9/16/2009,FW08KY019,2,-27.12,-4.13,5.9,37.29115676,-85.59288982
14765,554931,9/16/2009,FW08KY019,2,-28.76,-4.89,10.36,37.29115676,-85.59288982
14766,546241,8/21/2009,FW08KY020,1,-24.74,-4.33,9.91,37.19110175,-86.95017108
14767,554831,9/13/2009,FW08KY021,1,-36.46,-5.53,7.8,37.97942837,-82.67111994
14768,554121,8/23/2009,FW08KY022,1,-31.72,-4.33,2.88,38.6201425,-85.4185368
14769,554301,8/14/2009,FW08KY023,1,-31.63,-4.95,7.96,37.23006865,-84.24396276
14770,554411,8/18/2009,FW08KY024,1,-28.14,-5.2,13.45,36.88908392,-86.37635674
14771,554131,8/13/2009,FW08KY025,1,-33.09,-5.9,14.09,37.20463176,-83.52786081
14772,545511,8/25/2009,FW08KY026,1,-35.84,-5.74,10.05,38.4977174,-82.83834471
14341,521681,9/9/2008,FW08KY029,1,-25.79,-3.99,6.11,37.22122497,-88.92693104
14773,554971,9/15/2009,FW08KY031,1,-26.36,-4.22,7.4,37.76928043,-85.71628673
14342,533711,9/12/2008,FW08KY032,1,-38.71,-5.85,8.08,37.8250353,-87.15127199
14774,556701,9/18/2009,FW08KY033,1,-31.48,-5.06,9,36.57922622,-89.1879406
14775,541391,6/24/2009,FW08KY034,1,-37.08,-5.98,10.79,38.49513387,-84.16161647
14776,554111,8/16/2009,FW08KY035,1,-30.98,-5.22,10.82,36.93503469,-85.77766403
14777,535761,6/25/2009,FW08KY037,1,-38.51,-6.28,11.72,37.67069267,-82.72982994
14778,542301,6/3/2009,FW08KY039,1,-33.22,-5.48,10.65,36.86834591,-84.5781453
14779,554141,8/20/2009,FW08KY040,1,-32.68,-5.54,11.64,37.1163061,-86.44297596
14900,555011,9/20/2009,FW08KY041,1,-38.63,-6.5,13.35,37.29617565,-83.06281453
14901,556681,9/24/2009,FW08KY042,1,-34.83,-5.5,9.15,38.36231268,-82.93243281
14902,543753,9/16/2009,FW08KY050,1,-35.63,-5.6,9.18,38.60544714,-83.95592787
15312,556261,9/27/2009,FW08KY056,1,-31.22,-5.8,15.2,37.25037328,-87.24122678
14780,556421,9/30/2009,FW08KY062,1,-41.34,-6.43,10.07,38.82072601,-84.70513918
14781,556221,9/26/2009,FW08KY072,1,-36.51,-6.55,15.92,37.68388625,-87.89627852
13964,543351,7/15/2009,FW08LA004,2,-20.83,-3.62,8.13,30.95177254,-90.68989084
13964,544551,7/15/2009,FW08LA004,2,-21,-3.75,9.01,30.95177254,-90.68989084
13963,551681,6/20/2009,FW08LA004,1,-21.28,-4.37,13.64,30.95177254,-90.68989084
13965,545291,6/19/2009,FW08LA005,1,-20.28,-3.87,10.71,30.66860759,-90.31543287
12365,530221,7/22/2008,FW08LA006,1,-14.23,-2.64,6.93,31.15240248,-92.80900394
13966,546791,6/22/2009,FW08LA009,1,-15.52,-3.17,9.85,30.50205343,-91.1669992
10060,526611,7/16/2008,FW08LA011,1,-18.54,-2.78,3.69,32.97480157,-92.07643968
12368,523631,8/6/2008,FW08LA011,2,-17.87,-2.97,5.89,32.97480157,-92.07643968
12368,527271,8/6/2008,FW08LA011,2,-17.98,-3.11,6.94,32.97480157,-92.07643968
12370,525291,7/20/2008,FW08LA013,1,-12.67,-2.09,4.02,31.62650075,-92.90920869
12371,528101,7/14/2008,FW08LA014,1,-11.17,-1.45,0.45,32.78464844,-91.95736625
12374,527301,7/29/2008,FW08LA017,1,-17.05,-2.54,3.24,31.55118978,-91.80544961
12375,526511,7/12/2008,FW08LA018,1,-14.49,-2.2,3.14,32.06617568,-93.41412498
12377,528021,7/11/2008,FW08LA022,1,-7.89,-0.5,-3.86,32.54805881,-93.78099558
13968,551651,6/17/2009,FW08LA023,1,-5.04,-0.77,1.1,29.89733426,-90.6833368
12381,529071,7/18/2008,FW08LA029,1,-13.33,-2.14,3.81,31.37415976,-92.56085279
12382,529061,8/5/2008,FW08LA030,1,-6.69,-0.73,-0.85,32.71237847,-92.27881681
12384,532701,8/1/2008,FW08LA032,1,-7.69,-1.13,1.39,31.74330427,-91.57782175
12385,526901,8/2/2008,FW08LA033,1,-11.73,-0.49,-7.78,31.39441273,-91.80343205
13970,543491,6/26/2009,FW08LA035,1,-30.57,-4.77,7.61,29.89213212,-91.44464194
12387,527621,7/19/2008,FW08LA037,1,-12.39,-1.92,2.94,31.81473201,-93.0575415
13972,543341,7/14/2009,FW08LA039,2,-16.43,-3.1,8.41,30.32847825,-90.84382133
13972,543321,7/14/2009,FW08LA039,2,-16.07,-3.11,8.81,30.32847825,-90.84382133
13971,543311,6/23/2009,FW08LA039,1,-17.12,-3.32,9.42,30.32847825,-90.84382133
13973,543331,6/26/2009,FW08LA040,1,-34.38,-5.43,9.08,31.01756822,-91.69033989
12390,529091,7/31/2008,FW08LA045,1,-2.24,-0.04,-1.91,31.33361524,-92.5020397
13974,543301,6/25/2009,FW08LA049,1,-15.13,-2.4,4.07,31.21478174,-92.02428417
13004,548641,6/12/2009,FW08LA050,1,-15.34,-3.05,9.04,32.56400043,-93.32062099
13005,548661,6/7/2009,FW08LA059,1,-14.3,-2.48,5.55,29.90427145,-92.11600337
13006,546771,6/9/2009,FW08LA062,1,-20.46,-4.11,12.4,31.36398535,-93.19880578
12506,528841,10/21/2008,FW08LA068,1,-40.93,-6.07,7.65,30.50565718,-91.2590743
13007,548671,6/6/2009,FW08LA072,1,-6.04,-0.74,-0.15,30.60083047,-91.87677331
13008,544701,6/2/2009,FW08LA073,1,-10.52,-1.34,0.19,32.52847604,-92.0439915
13009,551661,6/14/2009,FW08LA079,1,6.38,2.49,-13.53,30.1777723,-93.05098255
13010,546741,6/3/2009,FW08LA092,1,-8.6,-2.22,9.17,32.49502418,-91.51857854
13011,545281,5/31/2009,FW08LA094,1,-15.67,-2.65,5.51,32.57591631,-92.06192231
13012,542071,6/11/2009,FW08LA097,1,-4.39,-0.3,-2.02,31.39846907,-91.7640648
13976,545271,6/16/2009,FW08LA099,1,-15.4,-2.36,3.46,29.81875411,-91.5919155
13013,551561,6/13/2009,FW08LA102,1,-16.6,-3.24,9.32,32.37390452,-93.89218832
14080,543651,7/22/2009,FW08LA140,1,-0.25,-0.04,0.07,30.13140152,-93.61952498
14078,549531,7/18/2009,FW08LA160,1,-22.14,-3.46,5.51,31.87921876,-91.54333116
14085,548921,7/20/2009,FW08LA164,1,-14.94,-2.48,4.87,30.97787466,-91.47948203
14088,543131,7/21/2009,FW08LA173,1,-11.12,-1.67,2.2,31.35300743,-92.71816774
12512,530511,10/20/2008,FW08LA180,1,-40.51,-6.01,7.55,30.57489446,-91.31236902
11718,530201,7/11/2008,FW08MA001,1,-47.76,-7.34,11,42.09049853,-71.29759953
11719,535021,10/16/2008,FW08MA001,2,-46.47,-7.39,12.62,42.09049853,-71.29759953
11719,535031,10/16/2008,FW08MA001,2,-46.4,-7.39,12.75,42.09049853,-71.29759953
11720,526521,8/8/2008,FW08MA002,1,-37.78,-5.5,6.25,41.96178808,-70.91978479
11721,534531,10/14/2008,FW08MA002,2,-36.75,-5.43,6.73,41.96178808,-70.91978479
11721,534511,10/14/2008,FW08MA002,2,-36.83,-5.48,6.98,41.96178808,-70.91978479
15340,554981,9/15/2009,FW08MA003,1,-51.25,-7.45,8.32,42.70063786,-71.21797941
11722,526401,7/20/2008,FW08MA004,1,-46.86,-6.65,6.36,42.63170751,-72.12900344
11723,532411,10/15/2008,FW08MA004,2,-48.74,-7.21,8.93,42.63170751,-72.12900344
11723,528921,10/15/2008,FW08MA004,2,-48.64,-7.21,9.03,42.63170751,-72.12900344
15341,555111,9/2/2009,FW08MA005,1,-60.84,-9.12,12.14,42.57836393,-72.56957845
11724,526301,8/6/2008,FW08MA006,1,-34.89,-5.04,5.45,41.87493747,-71.09397285
11726,528131,7/23/2008,FW08MA007,1,-49.2,-7.19,8.32,42.81380731,-71.00100494
15344,556531,9/11/2009,FW08MA009,2,-51.03,-7.21,6.62,42.45575178,-72.88496892
15344,556301,9/11/2009,FW08MA009,2,-53.3,-8.23,12.58,42.45575178,-72.88496892
15343,553541,7/29/2009,FW08MA009,1,-58.49,-9.01,13.61,42.45575178,-72.88496892
15346,549921,10/2/2009,FW08MA012,1,-55.1,-8.17,10.29,42.09010346,-73.32843393
11727,528001,7/17/2008,FW08MA013,1,-44.35,-6.69,9.2,42.15883734,-72.5766574
15348,553531,7/28/2009,FW08MA015,1,-58.91,-9.24,15.02,42.70916882,-72.45897465
15349,553521,8/11/2009,FW08MA016,1,-57.59,-8.75,12.45,42.4251305,-73.08239903
11728,526561,7/15/2008,FW08MA017,1,-64.51,-9.59,12.24,42.20402467,-72.59054238
11732,527631,8/8/2008,FW08MA018,1,-38.5,-5.65,6.68,41.95755558,-70.93360953
15350,554951,9/16/2009,FW08MA019,1,-51.01,-7.37,7.98,42.71030134,-71.13398556
15352,556881,10/5/2009,FW08MA020,1,-64.72,-9.33,9.94,42.54418728,-72.56276074
15351,555241,8/31/2009,FW08MA021,1,-59.21,-8.74,10.74,42.60191436,-72.57133268
15354,554881,9/17/2009,FW08MA023,1,-49.77,-7.09,6.94,42.76553136,-71.09351373
15355,553251,9/19/2009,FW08MA026,1,-34.29,-4.81,4.2,42.10801297,-70.97865243
15355,553901,8/20/2009,FW08MA026,1,-39.3,-6.2,10.29,42.10801297,-70.97865243
11470,525681,8/4/2008,FW08MD001,2,-37.78,-6.26,12.28,38.44066919,-76.69705831
11470,522871,8/4/2008,FW08MD001,2,-37.55,-6.38,13.45,38.44066919,-76.69705831
11469,525611,7/22/2008,FW08MD001,1,-38.66,-6.59,14.07,38.44066919,-76.69705831
11472,522881,7/21/2008,FW08MD002,1,-22.35,-4.1,10.42,38.82802711,-76.98111233
11491,522581,6/26/2008,FW08MD003,1,-41.25,-6.14,7.87,39.64269107,-78.4987201
11474,522861,6/25/2008,FW08MD004,1,-42.08,-7.13,14.94,39.6484796,-77.18088663
11492,521951,7/9/2008,FW08MD005,1,-17.85,-3.72,11.9,38.27006247,-75.27663014
11486,526121,7/30/2008,FW08MD006,2,-34.94,-5.82,11.62,38.68907843,-75.76990034
11471,526101,7/10/2008,FW08MD006,1,-33.72,-5.69,11.84,38.68907843,-75.76990034
11486,526141,7/30/2008,FW08MD006,2,-34.77,-5.91,12.51,38.68907843,-75.76990034
11476,521041,7/1/2008,FW08MD007,1,-52.67,-8.55,15.74,39.59669875,-79.08394335
11477,521481,7/17/2008,FW08MD008,1,-43.89,-6.6,8.9,39.06636774,-77.38957313
11480,526051,7/15/2008,FW08MD009,1,-46.32,-7.75,15.67,39.59856332,-77.88460578
13603,541691,7/23/2009,FW08MD010,1,-37.1,-5.36,5.75,38.90393408,-77.05623395
14126,546641,8/18/2009,FW08MD010,2,-34.08,-5.92,13.29,38.90393408,-77.05623395
14126,546991,8/18/2009,FW08MD010,2,-34.18,-6.12,14.77,38.90393408,-77.05623395
13221,546561,6/8/2009,FW08MD011,1,-56.09,-8.65,13.12,39.67335484,-78.65539148
11479,526151,7/16/2008,FW08MD012,1,-43.6,-6.86,11.28,39.17989196,-77.50736361
13222,545001,6/2/2009,FW08MD013,1,-47.14,-7.52,13.03,39.69016591,-76.9302438
11501,526031,7/23/2008,FW08MD014,1,-39.35,-5.98,8.52,38.65172081,-77.12457501
13604,546201,7/22/2009,FW08MD015,2,-50.71,-6.97,5.07,39.62420563,-78.42926826
13604,546551,7/22/2009,FW08MD015,2,-50.39,-7.06,6.09,39.62420563,-78.42926826
13219,541721,6/15/2009,FW08MD015,1,-51.59,-7.92,11.73,39.62420563,-78.42926826
13225,541711,6/10/2009,FW08MD016,1,-47.39,-7.47,12.39,39.64985757,-77.84047546
11482,526001,7/24/2008,FW08MD018,1,-38.02,-5.79,8.27,38.61579755,-77.1685603
13218,548251,6/17/2009,FW08MD019,1,-42.42,-6.88,12.64,39.32188442,-77.41207915
11481,526081,7/14/2008,FW08MD020,1,-45.3,-6.68,8.14,39.45734207,-77.79812723
13775,546681,6/23/2009,FW08MD021,1,-38.72,-6.21,10.96,39.31356348,-76.68983727
14127,546671,7/15/2009,FW08MD022,1,-31.18,-5.3,11.2,38.54956891,-75.74115058
13223,541941,6/16/2009,FW08MD023,1,-56.61,-8.63,12.43,39.50344712,-78.90453199
11485,521491,7/8/2008,FW08MD024,1,-46.22,-7.28,12.01,39.18482927,-77.48622904
13224,541731,6/3/2009,FW08MD025,1,-43.8,-7.19,13.75,39.59254931,-77.30108026
13776,546661,6/24/2009,FW08MD026,1,-37,-6.46,14.66,38.62030273,-76.75526854
13217,541951,6/9/2009,FW08MD027,1,-49.75,-7.75,12.28,39.62553819,-78.75176281
13220,546701,6/1/2009,FW08MD028,1,-46.03,-7.52,14.15,39.31107179,-77.28332533
13777,546651,6/25/2009,FW08MD030,1,-35.09,-5.89,12.02,38.51169112,-77.02282385
11807,534291,9/9/2008,FW08ME001,2,-78.89,-11.29,11.42,45.94507318,-69.84798955
11807,528511,9/9/2008,FW08ME001,2,-78.82,-11.29,11.5,45.94507318,-69.84798955
11806,527941,8/19/2008,FW08ME001,1,-76.76,-11.1,12.03,45.94507318,-69.84798955
11813,530641,9/10/2008,FW08ME002,2,-85.99,-11.99,9.92,47.16990604,-68.90735581
11813,534271,9/10/2008,FW08ME002,2,-86.15,-12.09,10.59,47.16990604,-68.90735581
11808,528631,8/27/2008,FW08ME002,1,-87.67,-12.54,12.63,47.16990604,-68.90735581
11814,534281,9/19/2008,FW08ME003,1,-51.32,-7.8,11.1,43.43990417,-70.55629768
11815,532591,9/16/2008,FW08ME004,1,-72.49,-10.59,12.25,44.89177673,-70.38442132
11818,530531,9/8/2008,FW08ME005,2,-65.8,-9.25,8.21,44.9603277,-68.99696306
11818,530631,9/8/2008,FW08ME005,2,-65.63,-9.29,8.7,44.9603277,-68.99696306
11816,531481,8/22/2008,FW08ME005,1,-59.43,-8.71,10.28,44.9603277,-68.99696306
11819,531631,8/29/2008,FW08ME006,1,-70.28,-10.4,12.9,45.88455729,-67.86175972
11820,532541,9/3/2008,FW08ME007,1,-71.57,-9.65,5.59,45.69043623,-70.0993017
11821,522341,8/20/2008,FW08ME008,1,-73.09,-10.62,11.86,46.43544151,-69.43808234
11823,532281,8/29/2008,FW08ME009,1,-74.83,-10.85,11.99,46.63770296,-67.79620541
11824,527961,8/25/2008,FW08ME010,1,-84.64,-12.18,12.78,47.11115563,-69.01443914
11825,532911,9/2/2008,FW08ME011,1,-62.93,-9.12,10,44.9834071,-69.55645391
11836,526871,9/11/2008,FW08ME013,2,-82.75,-11.55,9.64,47.13182679,-67.89810129
11828,526421,8/28/2008,FW08ME013,1,-81.37,-11.41,9.89,47.13182679,-67.89810129
11836,527081,9/11/2008,FW08ME013,2,-82.61,-11.58,10.03,47.13182679,-67.89810129
11831,528251,8/26/2008,FW08ME016,1,-78.45,-11.03,9.79,47.1542792,-68.94424298
11832,529221,8/21/2008,FW08ME017,1,-70.44,-9.33,4.17,45.87866622,-68.62034335
11833,532651,9/4/2008,FW08ME018,1,-52.81,-7.47,6.93,44.73737623,-67.54984267
12583,531491,9/17/2008,FW08ME019,1,-59.84,-8.7,9.74,43.49885449,-70.4642289
11835,530831,8/24/2008,FW08ME020,1,-84.04,-11.98,11.81,46.97555966,-69.37837946
11837,529841,9/5/2008,FW08ME021,1,-64.93,-9.22,8.8,45.2573317,-68.94965872
11838,526881,9/14/2008,FW08ME022,1,-70.47,-9.69,7.08,44.42154531,-69.70560359
11845,526951,9/15/2008,FW08ME026,1,-69.01,-9.55,7.36,44.501094,-69.67614081
11840,530671,9/18/2008,FW08ME027,1,-68.59,-9.75,9.41,44.00308603,-70.09860987
13162,551531,6/10/2009,FW08MI001,1,-57.15,-8.37,9.78,42.43728423,-85.12122073
14089,544061,7/27/2009,FW08MI001,2,-60.02,-8.97,11.73,42.43728423,-85.12122073
14089,550911,7/27/2009,FW08MI001,2,-59.95,-9.04,12.4,42.43728423,-85.12122073
13646,553081,8/4/2009,FW08MI003,2,-66.19,-9.3,8.24,43.77079423,-85.97860139
13646,544691,8/4/2009,FW08MI003,2,-66.18,-9.32,8.42,43.77079423,-85.97860139
14090,552911,7/13/2009,FW08MI003,1,-66.08,-9.48,9.73,43.77079423,-85.97860139
13163,548871,6/2/2009,FW08MI004,1,-90.84,-13.19,14.68,46.31368402,-86.89834447
15147,552971,7/9/2009,FW08MI005,1,-91,-12.55,9.42,46.8116477,-89.59884206
14091,544521,6/29/2009,FW08MI006,1,-60.19,-8.51,7.89,43.20778923,-83.20034269
14125,552881,7/6/2009,FW08MI007,1,-93.25,-13.56,15.27,46.48968808,-86.10953724
14093,552711,7/14/2009,FW08MI008,1,-71.87,-10.24,10.04,44.14280676,-86.01340316
14094,550821,7/20/2009,FW08MI009,1,-63.94,-8.65,5.29,44.21902808,-83.87285929
13164,551521,6/9/2009,FW08MI010,1,-60.42,-9.25,13.55,42.33026798,-86.20778999
13644,553061,8/3/2009,FW08MI012,1,-66.79,-9.79,11.52,43.52616425,-86.11596352
14095,552891,7/8/2009,FW08MI013,1,-73.95,-8.83,-3.32,46.53231367,-89.39796022
13165,548851,6/4/2009,FW08MI015,1,-76.98,-11,10.99,45.69913876,-87.40744478
13166,528931,6/11/2009,FW08MI017,1,-61.04,-9.11,11.87,42.5694993,-84.59279569
11201,528301,7/10/2008,FW08MI019,1,-51.84,-7.63,9.16,43.05631052,-85.594206
11201,532601,7/10/2008,FW08MI019,1,-51.92,-7.65,9.29,43.05631052,-85.594206
