PUBLICATION_DATE,UID,SITE_ID,VISIT_NO,YEAR,DATE_COL,AGGR_ECO9_2015,SAMPLE_TYPE,BENT_SAMPLE_TYPE,BENT_MMI_COND,OE_COND,SAMPLED_BENT,MMI_BENT,OE_SCORE,COMP_PT,DIVS_PT,FEED_PT,HABT_PT,RICH_PT,TOLR_PT,BURRPTAX,CHIRPTAX,CLNGNTAX,CLNGPTAX,DOM5PIND,EPHENTAX,EPHEPTAX,EPT_NTAX,EPT_PIND,EPT_PTAX,HPRIME,INTLNTAX,NOINPIND,NTOLNTAX,NTOLPTAX,SCRPNTAX,SHRDNTAX,STOLPTAX,TOLRPTAX
9/2/2015,11099,FW08CO076,1,2008,30-Jul-08,SPL,BENT,BERWW,Poor,O/E>0.9,YES,18.88,1.029503813,1.12,3.79,2.86,2.23,1.33,0,29.17,,,,,,,3,8,,1.96,0,,,,3,,,
9/2/2015,11100,FW08CO103,1,2008,1-Oct-08,WMT,BENT,BERWW,Good,O/E<0.8,YES,65.32,0.795715386,10,6.03,2.86,8.33,6.47,5.5,,,,62.5,57.14,,,17,,70.83,,,,,,3,,,12.5
9/2/2015,11106,FW08IL006,1,2008,12-Sep-08,SAP,BENT,BERWW,Poor,O/E<0.8,YES,14.58,0.562899668,4.57,0,0,4.18,0,0,16,,,,,,16,4,,,1.87,,,,,3,,,36
9/2/2015,11107,FW08IL011,1,2008,24-Sep-08,TPL,BENT,BELGB,Good,O/E>0.9,YES,62.1,1.19029683,3.39,8.98,6.25,7.06,4,7.58,,,15,,,5,,,27.67,,2.99,,,,,6,,11.36,
9/2/2015,11108,FW08IL011,2,2008,7-Oct-08,TPL,BENT,BELGB,Poor,O/E<0.8,YES,24.9,0.640929062,4.83,5.68,1.25,1.18,2,0,,,5,,,3,,,39.13,,2.41,,,,,2,,36.84,
9/2/2015,11109,FW08IL017,1,2008,8-Oct-08,TPL,BENT,BELGB,Good,O/E>0.9,YES,74.55,1.017488556,4.39,10,7.5,5.88,9,7.96,,,13,,,10,,,35.66,,3.29,,,,,7,,10.26,
9/2/2015,11114,FW08IL022,1,2008,28-Sep-08,TPL,BENT,BELGB,Good,O/E>0.9,YES,58.65,1.04808567,2.69,7.27,6.25,7.06,7,4.92,,,15,,,8,,,22.11,,2.69,,,,,6,,19.05,
9/2/2015,11117,FW08IL018,1,2008,28-Sep-08,TPL,BENT,BELGB,Good,O/E>0.9,YES,75.15,0.933434729,4.94,9.72,7.5,7.65,10,5.28,,,16,,,12,,,40,,3.12,,,,,7,,18,
9/2/2015,11118,FW08IL024,1,2008,13-Sep-08,TPL,BENT,BELGB,Good,O/E>0.9,YES,43.85,1.385413678,2.59,9.26,3.75,4.12,2,4.59,,,10,,,3,,,21.33,,3.04,,,,,4,,20,
9/2/2015,11119,FW08IL027,1,2008,25-Sep-08,TPL,BENT,BELGB,Fair,O/E<0.8,YES,27.12,0.760928134,1.42,7.5,5,2.35,0,0,,,7,,,1,,,12,,2.73,,,,,5,,42.42,
9/2/2015,11120,FW08IL028,1,2008,11-Sep-08,TPL,BENT,BELGB,Good,O/E>0.9,YES,44.17,1.261845594,2.51,8.3,3.75,4.12,3,4.82,,,10,,,4,,,20.67,,2.87,,,,,4,,19.35,
9/2/2015,11121,FW08IL029,1,2008,10-Oct-08,TPL,BENT,BELGB,Good,O/E>0.9,YES,57.6,0.917182494,4.72,4.26,3.75,4.71,8,9.12,,,11,,,9,,,38.26,,2.16,,,,,4,,6.9,
9/2/2015,11123,FW08IL031,1,2008,23-Sep-08,TPL,BENT,BELGB,Good,O/E<0.9,YES,62.43,0.85820503,3.86,7.9,6.25,5.29,6,8.16,,,12,,,7,,,31.43,,2.8,,,,,6,,9.68,
9/2/2015,11124,FW08IL036,1,2008,9-Oct-08,TPL,BENT,BELGB,Good,O/E<0.8,YES,51.52,0.712969287,2.88,8.07,2.5,2.94,7,7.52,,,8,,,8,,,23.61,,2.83,,,,,3,,11.54,
9/2/2015,11125,FW08IL038,1,2008,6-Oct-08,TPL,BENT,BELGB,Good,O/E<0.8,YES,46.22,0.776541803,2.99,7.78,1.25,4.71,4,7,,,11,,,5,,,24.49,,2.78,,,,,2,,13.04,
9/2/2015,11134,FW08VT003,1,2008,1-Jul-08,NAP,BENT,BERWW,Good,O/E<0.8,YES,59.27,0.618961794,8.15,2.02,7.78,4.86,7.62,5.13,,,,48.72,68.32,,,19,,48.72,,,,,66.67,10,,,
9/2/2015,11135,FW08VT004,1,2008,21-Aug-08,NAP,BENT,BERWW,Good,O/E>0.9,YES,70.78,0.933126326,7.47,6.76,4.44,7.91,8.1,7.79,,,,61.36,49.82,,,20,,45.45,,,,,77.27,7,,,
9/2/2015,11136,FW08VT005,1,2008,24-Jun-08,NAP,BENT,BERWW,Good,O/E>0.9,YES,60.2,1.094793885,7.92,3.49,3.33,5.17,8.1,8.11,,,,50,62.59,,,20,,47.62,,,,,78.57,6,,,
9/2/2015,11137,FW08VT007,1,2008,18-Aug-08,NAP,BENT,BERWW,Good,O/E<0.9,YES,64.52,0.837560376,9.64,2.84,2.22,6.59,7.62,9.8,,,,55.88,65.13,,,19,,55.88,,,,,85.29,5,,,
9/2/2015,11138,FW08VT008,1,2008,30-Jul-08,NAP,BENT,BERWW,Fair,O/E<0.8,YES,41.97,0.633490504,6.47,0,0,5.17,4.76,8.78,,,,50,77.03,,,13,,40.62,,,,,81.25,3,,,
9/2/2015,11139,FW08TX003,1,2008,2-Jul-08,SPL,BENT,BERWW,Good,O/E<0.9,YES,65.37,0.8593772,5.66,7.96,5.71,8.93,6.67,4.29,8.33,,,,,,,11,37.67,,2.84,4,,,,5,,,
9/2/2015,11140,FW08TX004,1,2008,9-Jul-08,SPL,BENT,BERWW,Good,O/E<0.8,YES,46.47,0.735004447,3,7.87,4.29,9.39,3.33,0,6.9,,,,,,,6,20.3,,2.82,1,,,,4,,,
9/2/2015,11144,FW08TX010,1,2008,6-Jul-08,SPL,BENT,BERWW,Good,O/E>0.9,YES,47.02,0.916369196,1.17,5.83,5.71,9.31,3.33,2.86,7.14,,,,,,,6,8.33,,2.39,3,,,,5,,,
9/2/2015,11145,FW08TX011,1,2008,30-Jun-08,CPL,BENT,BERWW,Poor,O/E<0.5,YES,8.75,0.462002218,0,0,0,0,0,5.25,,,,13.33,,,,1,,,1.04,,76.26,,,,1,,26.67
9/2/2015,11146,FW08TX017,1,2008,5-Jul-08,SPL,BENT,BERWW,Good,O/E>0.9,YES,49.72,1.190388818,3.47,7.96,1.43,5.93,5.33,5.71,17.65,,,,,,,9,23.33,,2.84,5,,,,2,,,
9/2/2015,11151,FW08TX031,1,2008,8-Jul-08,SPL,BENT,BERWW,Good,O/E<0.9,YES,35.65,0.830007382,0.41,4.36,4.29,9.66,2.67,0,6.06,,,,,,,5,3.33,,2.08,1,,,,4,,,
9/2/2015,11153,FW08TX045,1,2008,28-Jun-08,CPL,BENT,BERWW,Poor,O/E<0.8,YES,22.25,0.607012465,8.89,2.25,1.25,0.96,0,0,,,,18.18,,,,1,,,2,,8.71,,,,2,,63.64
9/2/2015,11175,FW08IN002,1,2008,30-Jul-08,TPL,BENT,BERWW,Good,O/E>0.9,YES,56.92,1.34950887,1.76,9.03,6.25,7.06,4,6.05,,,15,,,5,,,14.71,,3,,,,,6,,15.79,
9/2/2015,11176,FW08IN003,1,2008,7-Aug-08,TPL,BENT,BERWW,Fair,O/E>0.9,YES,33.4,1.389897176,1.17,3.12,6.25,5.88,1,2.62,,,13,,,2,,,10,,1.96,,,,,6,,25.71,
9/2/2015,11177,FW08IN004,1,2008,11-Aug-08,UMW,BENT,BERWW,Poor,O/E>0.9,YES,19.8,1.099017905,2.31,7.29,0,0.61,0,1.67,27.08,41.67,,,,,,2,,,3.14,,,,,,2,25,
9/2/2015,11180,FW08IN005,1,2008,10-Aug-08,TPL,BENT,BERWW,Poor,O/E<0.8,YES,9.13,0.572736154,0,3.64,1.25,0.59,0,0,,,4,,,1,,,0.33,,2.05,,,,,2,,40,
9/2/2015,11181,FW08IN008,1,2008,1-Aug-08,SAP,BENT,BELGB,Fair,O/E<0.8,YES,34.18,0.741807142,8.85,6.76,1.11,1.29,2.5,0,22.22,,,,,,25.93,10,,,2.99,,,,,4,,,29.63
9/2/2015,11182,FW08IN002,2,2008,5-Sep-08,TPL,BENT,BERWW,Fair,O/E>0.9,YES,37.72,1.079607096,0.61,7.16,6.25,3.53,3,2.08,,,9,,,4,,,5.56,,2.67,,,,,6,,27.27,
9/2/2015,11183,FW08IN008,2,2008,4-Sep-08,SAP,BENT,BELGB,Poor,O/E<0.8,YES,17.15,0.659384127,6.29,0,1.11,0.46,1,1.43,24,,,,,,20,7,,,1.65,,,,,4,,,24
9/2/2015,11184,FW08IN009,1,2008,1-Jul-08,UMW,BENT,BELGB,Good,O/E>0.9,YES,43.05,1.055579755,7.54,4.39,4.29,6.83,2.78,0,11.63,20.93,,,,,,9,,,2.69,,,,,,6,32.56,
9/2/2015,11185,FW08IN011,1,2008,17-Jul-08,TPL,BENT,BELGB,Good,O/E>0.9,YES,67.47,1.356574843,7.5,8.24,7.5,7.65,5,4.59,,,16,,,6,,,60.43,,2.86,,,,,7,,20,
9/2/2015,11186,FW08IN014,1,2008,16-Jul-08,TPL,BENT,BELGB,Good,O/E>0.9,YES,60.68,1.01333362,4.23,7.78,5,5.29,8,6.11,,,12,,,9,,,34.33,,2.78,,,,,5,,15.62,
9/2/2015,11187,FW08IN015,1,2008,13-Jul-08,UMW,BENT,BELGB,Good,O/E<0.9,YES,66.07,0.819000163,7.78,7.48,1.43,6.92,7.22,8.81,11.43,20,,,,,,17,,,3.17,,,,,,4,5.71,
9/2/2015,11188,FW08IN016,1,2008,4-Aug-08,SAP,BENT,BERWW,Poor,O/E<0.8,YES,26.57,0.697412549,3.23,3.09,2.22,2.62,1.5,3.28,19.35,,,,,,12.9,8,,,2.48,,,,,5,,,19.35
9/2/2015,11189,FW08IN017,1,2008,10-Jul-08,UMW,BENT,BELGB,Good,O/E<0.5,YES,58.22,0.414785523,4.68,7.03,8.57,0,6.11,8.54,29.03,32.26,,,,,,15,,,3.1,,,,,,9,6.45,
9/2/2015,11191,FW08IN020,1,2008,5-Sep-08,TPL,BENT,BELGB,Good,O/E<0.5,YES,63.38,0.493096208,8.34,6.76,6.25,2.94,5,8.74,,,8,,,6,,,67.11,,2.6,,,,,6,,8,
9/2/2015,11192,FW08IN023,1,2008,8-Aug-08,TPL,BENT,BERWW,Good,O/E>0.9,YES,40.85,1.10423356,1.33,5.28,3.75,4.12,5,5.03,,,10,,,6,,,11.29,,2.34,,,,,4,,18.75,
9/2/2015,11193,FW08IN018,1,2008,3-Aug-08,TPL,BENT,BERWW,Poor,O/E<0.9,YES,12.77,0.805063747,0,6.48,0,1.18,0,0,,,5,,,0,,,0,,2.55,,,,,1,,39.13,
9/2/2015,11194,FW08MI023,1,2008,13-Aug-08,UMW,BENT,BELGB,Fair,O/E>0.9,YES,33.3,1.159834718,2.43,5.48,5.71,0.86,1.11,4.39,26.47,41.18,,,,,,6,,,2.86,,,,,,7,17.65,
9/2/2015,11195,FW08IN025,1,2008,2-Jul-08,UMW,BENT,BELGB,Good,O/E>0.9,YES,43.68,1.261373062,6.38,4.77,4.29,2.95,5.56,2.26,21.28,25.53,,,,,,14,,,2.75,,,,,,6,23.4,
9/2/2015,11196,FW08IN028,1,2008,6-Aug-08,TPL,BENT,BERWW,Fair,O/E<0.9,YES,32.37,0.867537051,0.5,8.75,1.25,5.29,2,1.63,,,12,,,3,,,4.64,,2.95,,,,,2,,28.57,
9/2/2015,11197,FW08IN029,1,2008,1-Jul-08,UMW,BENT,BERWW,Poor,O/E>0.9,YES,22.47,1.137414831,1.51,1.42,1.43,4.58,0,4.54,17.24,44.83,,,,,,4,,,2.23,,,,,,4,17.24,
9/2/2015,11198,FW08IN030,1,2008,15-Jul-08,TPL,BENT,BELGB,Good,O/E>0.9,YES,53.27,0.959707447,9.46,2.67,3.75,5.29,4,6.79,,,12,,,5,,,75.97,,1.88,,,,,4,,13.64,
9/2/2015,11199,FW08IN033,1,2008,11-Jul-08,UMW,BENT,BELGB,Good,O/E<0.8,YES,47.55,0.625086123,4.12,4.45,4.29,5.96,3.89,5.82,13.79,34.48,,,,,,11,,,2.7,,,,,,6,13.79,
9/2/2015,11200,FW08MI038,1,2008,14-Aug-08,UMW,BENT,BELGB,Fair,O/E<0.9,YES,30.93,0.817889229,2.73,6.71,2.86,1.45,2.22,2.59,25,40,,,,,,8,,,3.05,,,,,,5,22.5,
9/2/2015,11201,FW08MI019,1,2008,10-Jul-08,UMW,BENT,BELGB,Good,O/E>0.9,YES,53.68,1.197151661,5.44,4.97,5.71,7.59,3.89,4.61,9.76,29.27,,,,,,11,,,2.78,,,,,,7,17.07,
9/2/2015,11203,FW08MI024,1,2008,9-Jul-08,TPL,BENT,BELGB,Good,O/E>0.9,YES,79.83,1.180184421,4.56,10,10,10,10,3.34,,,23,,,12,,,37,,3.57,,,,,10,,23.64,
9/2/2015,11205,FW08MI026,1,2008,11-Jul-08,UMW,BENT,BELGB,Fair,O/E<0.9,YES,29.83,0.891485576,1.29,4,7.14,3.46,1.67,0.34,20,45.71,,,,,,7,,,2.63,,,,,,8,28.57,
9/2/2015,11206,FW08MI028,1,2008,1-Jul-08,TPL,BENT,BELGB,Fair,O/E>0.9,YES,39.73,1.006773558,2.09,5.28,3.75,2.35,7,3.37,,,7,,,8,,,17.33,,2.34,,,,,4,,23.53,
9/2/2015,11207,FW08MI030,1,2008,11-Sep-08,UMW,BENT,BELGB,Good,O/E>0.9,YES,64.45,1.278361119,7.9,5.81,4.29,7.59,6.67,6.41,9.76,19.51,,,,,,16,,,2.91,,,,,,6,12.2,
9/2/2015,11208,FW08MI033,1,2008,12-Sep-08,UMW,BENT,BELGB,Good,O/E<0.9,YES,52.02,0.803279049,6.52,7.03,1.43,5.92,5.56,4.75,13.89,25,,,,,,14,,,3.1,,,,,,4,16.67,
9/2/2015,11210,FW08MI036,1,2008,7-Jul-08,TPL,BENT,BELGB,Fair,O/E<0.9,YES,39.85,0.835603584,1.72,8.3,5,3.53,5,0.36,,,9,,,6,,,14.39,,2.87,,,,,5,,32.26,
9/2/2015,11211,FW08MI037,1,2008,16-Oct-08,TPL,BENT,BELGB,Poor,O/E<0.8,YES,9.22,0.502888086,0.38,1.02,1.25,0.59,0,2.29,,,4,,,0,,,3.67,,1.59,,,,,2,,26.67,
9/2/2015,11213,FW08MI041,1,2008,17-Jul-08,UMW,BENT,BELGB,Fair,O/E<0.9,YES,32.45,0.872214239,6.52,0.77,1.43,7.2,0.56,2.99,10.71,25,,,,,,5,,,2.13,,,,,,4,21.43,
9/2/2015,11214,FW08MI042,1,2008,14-Sep-08,UMW,BENT,BELGB,Fair,O/E<0.8,YES,33.33,0.778626783,2.85,7.16,0,4.03,2.78,3.18,18.6,39.53,,,,,,9,,,3.12,,,,,,3,20.93,
9/2/2015,11215,FW08MI044,1,2008,9-Sep-08,UMW,BENT,BELGB,Fair,O/E<0.9,YES,34.93,0.898072394,6.52,3.68,4.29,4.8,1.67,0,16.67,25,,,,,,7,,,2.58,,,,,,6,37.5,
9/2/2015,11217,FW08MI046,1,2008,15-Sep-08,UMW,BENT,BELGB,Good,O/E<0.9,YES,64.33,0.874234975,8.44,7.16,0,8.01,8.89,6.1,8.7,17.39,,,,,,20,,,3.12,,,,,,2,13.04,
9/2/2015,11218,FW08MI047,1,2008,24-Jul-08,UMW,BENT,BELGB,Good,O/E<0.8,YES,43.05,0.749109325,8.62,3.74,1.43,6.48,3.89,1.67,12.5,16.67,,,,,,11,,,2.59,,,,,,4,25,
9/2/2015,11219,FW08MI048,1,2008,22-Jul-08,UMW,BENT,BELGB,Fair,O/E<0.8,YES,35.57,0.756070264,3.16,7.29,2.86,4.66,1.11,2.26,17.02,38.3,,,,,,6,,,3.14,,,,,,5,23.4,
9/2/2015,11220,FW08MI050,1,2008,20-Jul-08,UMW,BENT,BELGB,Good,O/E>0.9,YES,47.05,0.92779447,10,0,2.86,8.92,3.89,2.56,6.45,9.68,,,,,,11,,,1.89,,,,,,5,22.58,
9/2/2015,11221,FW08MI057,1,2008,16-Sep-08,UMW,BENT,BELGB,Good,O/E>0.9,YES,44.32,1.067980321,5.61,7.23,0,5.76,5,2.99,14.29,28.57,,,,,,13,,,3.13,,,,,,3,21.43,
9/2/2015,11222,FW08MI058,1,2008,9-Sep-08,UMW,BENT,BELGB,Fair,O/E<0.5,YES,25.53,0.256095882,9.22,0,0,5.76,0,0.34,14.29,14.29,,,,,,2,,,1.62,,,,,,2,28.57,
9/2/2015,11228,FW08IA002,1,2008,25-Aug-08,UMW,BENT,BERWW,Poor,O/E>0.9,YES,21.35,1.235738249,0,5.55,0,4.2,1.11,1.95,18.18,54.55,,,,,,6,,,2.87,,,,,,3,24.24,
9/2/2015,11229,FW08IA002,2,2008,7-Oct-08,UMW,BENT,BERWW,Fair,O/E>0.9,YES,30.23,1.235738249,3.65,4.9,0,5.42,2.22,1.95,15.15,36.36,,,,,,8,,,2.77,,,,,,3,24.24,
9/2/2015,11230,FW08IA004,1,2008,10-Sep-08,TPL,BENT,BERWW,Poor,O/E<0.5,YES,9.85,0.408941316,0,3.41,2.5,0,0,0,,,3,,,0,,,0,,2.01,,,,,3,,66.67,
9/2/2015,11231,FW08IA004,2,2008,6-Oct-08,TPL,BENT,BERWW,Poor,O/E<0.8,YES,16.65,0.613411973,0,6.31,2.5,1.18,0,0,,,5,,,0,,,0,,2.52,,,,,3,,34.62,
9/2/2015,11232,FW08IA005,1,2008,14-Oct-08,TPL,BENT,BERWW,Fair,O/E>0.9,YES,34.15,0.957996271,1.26,8.18,3.75,2.94,2,2.36,,,8,,,3,,,10.67,,2.85,,,,,4,,26.47,
9/2/2015,11233,FW08IA008,1,2008,20-Aug-08,TPL,BENT,BERWW,Fair,O/E>0.9,YES,36.62,1.259415945,1.88,7.1,5,4.12,1,2.87,,,10,,,2,,,15.67,,2.66,,,,,5,,25,
9/2/2015,11234,FW08IA009,1,2008,21-Aug-08,TPL,BENT,BERWW,Fair,O/E>0.9,YES,37.98,0.937846242,3.77,4.26,6.25,1.18,2,5.33,,,5,,,3,,,30.67,,2.16,,,,,6,,17.86,
9/2/2015,11235,FW08IA011,1,2008,17-Sep-08,TPL,BENT,BERWW,Poor,O/E<0.5,YES,15.43,0.479921057,0,0.85,1.25,0.59,0,6.57,,,4,,,0,,,0,,1.56,,,,,2,,14.29,
9/2/2015,11236,FW08IA013,1,2008,16-Oct-08,UMW,BENT,BERWW,Poor,O/E<0.9,YES,19.62,0.813360514,1.72,0.9,0,5.07,0.56,3.52,16,44,,,,,,5,,,2.15,,,,,,2,20,
9/2/2015,11237,FW08IA014,1,2008,13-Oct-08,TPL,BENT,BERWW,Poor,O/E<0.8,YES,9.2,0.58369667,0.67,0,2.5,2.35,0,0,,,7,,,0,,,6,,1.13,,,,,3,,35.29,
9/2/2015,11238,FW08IA016,1,2008,18-Sep-08,TPL,BENT,BERWW,Good,O/E<0.8,YES,51.9,0.626940357,5.57,6.31,2.5,4.71,5,7.05,,,11,,,6,,,45,,2.52,,,,,3,,12.9,
9/2/2015,11239,FW08IA017,1,2008,16-Sep-08,UMW,BENT,BERWW,Fair,O/E<0.9,YES,31.83,0.884180274,4.41,0.26,0,10,0.56,3.87,0,33.33,,,,,,5,,,2.05,,,,,,2,19.05,
9/2/2015,11240,FW08IA023,1,2008,12-Aug-08,TPL,BENT,BERWW,Poor,O/E>0.9,YES,10.8,1.438862039,0,2.22,2.5,1.76,0,0,,,6,,,1,,,0.33,,1.8,,,,,3,,34.62,
9/2/2015,11241,FW08IA027,1,2008,9-Oct-08,TPL,BENT,BERWW,Poor,O/E<0.9,YES,5.08,0.89483513,1.8,0,1.25,0,0,0,,,2,,,1,,,15,,1.38,,,,,2,,40,
9/2/2015,11242,FW08IA028,1,2008,19-Aug-08,TPL,BENT,BERWW,Good,O/E<0.8,YES,43.7,0.532760045,3.16,5.28,2.5,2.94,3,9.34,,,8,,,4,,,25.81,,2.34,,,,,3,,6.25,
9/2/2015,11244,FW08IA031,1,2008,15-Oct-08,TPL,BENT,BERWW,Fair,O/E<0.8,YES,27.28,0.693619677,5.24,5.91,0,2.35,0,2.87,,,7,,,1,,,42.37,,2.45,,,,,1,,25,
9/2/2015,11245,FW08IA036,1,2008,18-Aug-08,TPL,BENT,BERWW,Poor,O/E>0.9,YES,20.58,1.374033211,2.26,5,2.5,0.59,2,0,,,4,,,3,,,18.67,,2.29,,,,,3,,51.85,
9/2/2015,11246,FW08IA041,1,2008,26-Aug-08,TPL,BENT,BERWW,Poor,O/E<0.5,YES,1.05,0.327894964,0.04,0,0,0.59,0,0,,,4,,,1,,,1,,0.27,,,,,1,,33.33,
9/2/2015,11247,FW08IA042,1,2008,1-Oct-08,UMW,BENT,BERWW,Good,O/E>0.9,YES,47.03,1.316345793,2.86,6,0,6.22,6.11,7.03,13.16,39.47,,,,,,15,,,2.94,,,,,,3,10.53,
9/2/2015,11248,FW08IA043,1,2008,2-Sep-08,TPL,BENT,BERWW,Poor,O/E<0.8,YES,21.2,0.658054074,0.46,0.68,0,0,2,9.58,,,2,,,3,,,4.33,,1.53,,,,,0,,5.56,
9/2/2015,11249,FW08IA048,1,2008,4-Sep-08,TPL,BENT,BERWW,Fair,O/E>0.9,YES,28.92,1.020690579,0.5,4.43,2.5,1.18,3,5.74,,,5,,,4,,,4.67,,2.19,,,,,3,,16.67,
9/2/2015,11250,FW08IA054,1,2008,15-Sep-08,UMW,BENT,BERWW,Fair,O/E>0.9,YES,28.13,1.359383842,0.64,4.52,0,7.35,1.11,3.26,10.34,48.28,,,,,,6,,,2.71,,,,,,2,20.69,
9/2/2015,11251,FW08IA055,1,2008,23-Sep-08,TPL,BENT,BERWW,Good,O/E>0.9,YES,52.78,1.055763729,3.14,6.93,7.5,3.53,4,6.57,,,9,,,5,,,25.67,,2.63,,,,,7,,14.29,
9/2/2015,11254,FW08RIN9035,1,2008,25-Aug-08,TPL,BENT,BERWW,Good,O/E>0.9,YES,70.47,0.928549602,2.69,9.83,7.5,5.29,8,8.97,,,12,,,9,,,22.11,,3.14,,,,,7,,7.32,
9/2/2015,11255,FW08RIN9046,1,2008,26-Aug-08,TPL,BENT,BERWW,Good,O/E>0.9,YES,53.1,1.142156388,4.98,6.08,5,7.06,2,6.74,,,15,,,3,,,40.33,,2.48,,,,,5,,13.79,
9/2/2015,11256,FW08RMI9106,1,2008,25-Jul-08,UMW,BENT,BERWW,Good,O/E<0.8,YES,44.18,0.764486856,8.24,0,0,9.08,5,4.19,6.06,18.18,,,,,,13,,,1.74,,,,,,1,18.18,
9/2/2015,11257,FW08RMI9110,1,2008,28-Jul-08,UMW,BENT,BERWW,Good,O/E>0.9,YES,60.65,1.235053496,6.13,8,1.43,7.41,7.78,5.64,10.2,26.53,,,,,,18,,,3.25,,,,,,4,14.29,
9/2/2015,11258,FW08RMI9004,1,2008,23-Jul-08,UMW,BENT,BELGB,Good,O/E>0.9,YES,58.97,1.019617446,8.24,5.35,2.86,6.94,6.11,5.88,11.36,18.18,,,,,,15,,,2.84,,,,,,5,13.64,
9/2/2015,11259,FW08RMI9002,1,2008,24-Jul-08,UMW,BENT,BELGB,Good,O/E<0.8,YES,40.8,0.768466388,8.24,3.48,4.29,5.42,2.22,0.83,15.15,18.18,,,,,,8,,,2.55,,,,,,6,27.27,
9/2/2015,11260,FW08RMI9105,1,2008,26-Jul-08,UMW,BENT,BERWW,Good,O/E>0.9,YES,54,1.213421178,6.13,9.03,4.29,7.41,4.44,1.1,10.2,26.53,,,,,,12,,,3.41,,,,,,6,26.53,
9/2/2015,11266,FW08MI019,2,2008,13-Sep-08,UMW,BENT,BELGB,Good,O/E<0.8,YES,42.02,0.684086664,4.17,6,5.71,5.76,1.11,2.46,14.29,34.29,,,,,,6,,,2.94,,,,,,7,22.86,
9/2/2015,11279,FW08MN017,1,2008,24-Sep-08,TPL,BENT,BERWW,Good,O/E<0.8,YES,41.68,0.569387172,2.01,3.3,1.25,4.12,9,5.33,,,10,,,10,,,16.67,,1.99,,,,,2,,17.86,
9/2/2015,11280,FW08MN018,1,2008,1-Oct-08,UMW,BENT,BERWW,Poor,O/E<0.8,YES,18.82,0.693603011,2.31,0,0,1.45,2.78,4.75,25,41.67,,,,,,9,,,1.82,,,,,,3,16.67,
9/2/2015,11282,FW08MN021,1,2008,25-Sep-08,TPL,BENT,BERWW,Poor,O/E>0.9,YES,23.23,0.962899207,6.74,1.19,1.25,1.76,3,0,,,6,,,4,,,54.33,,1.62,,,,,2,,33.33,
9/2/2015,11285,FW08MN033,1,2008,30-Sep-08,UMW,BENT,BERWW,Good,O/E>0.9,YES,51.02,1.030301664,5.88,6,5.71,2.46,6.11,4.45,22.5,27.5,,,,,,15,,,2.94,,,,,,7,17.5,
9/2/2015,11286,FW08MI034,1,2008,18-Jul-08,UMW,BENT,BELGB,Good,O/E>0.9,YES,44.37,0.919002942,7.78,2.71,0,7.49,3.89,4.75,10,20,,,,,,11,,,2.43,,,,,,2,16.67,
9/2/2015,11287,FW08MN034,1,2008,4-Oct-08,UMW,BENT,BERWW,Good,O/E<0.8,YES,38.95,0.685932393,1.89,3.94,2.86,4.8,3.89,5.99,16.67,43.33,,,,,,11,,,2.62,,,,,,5,13.33,
9/2/2015,11288,FW08MN037,1,2008,26-Sep-08,TPL,BENT,BELGB,Good,O/E<0.9,YES,58.9,0.827561063,5.29,9.2,3.75,4.71,8,4.39,,,11,,,9,,,42.79,,3.03,,,,,4,,20.59,
9/2/2015,11296,FW08MN049,1,2008,2-Oct-08,UMW,BENT,BELGB,Fair,O/E>0.9,YES,23.78,0.900798453,1.61,1.81,1.43,2.57,2.78,4.07,22.22,44.44,,,,,,9,,,2.29,,,,,,4,18.52,
9/2/2015,11297,FW08MN040,1,2008,28-Sep-08,UMW,BENT,BERWW,Fair,O/E>0.9,YES,22.92,1.166408462,2.73,3.48,0,3.46,0.56,3.52,20,40,,,,,,5,,,2.55,,,,,,2,20,
9/2/2015,11299,FW08AR009,1,2008,13-Sep-08,CPL,BENT,BERWW,Poor,O/E>0.9,YES,33.9,0.99720192,5.61,7.46,1.25,2.17,1.25,2.6,,,,23.08,,,,3,,,2.88,,32.43,,,,2,,38.46
9/2/2015,11300,FW08AR035,1,2008,27-Aug-08,SAP,BENT,BERWW,Poor,O/E<0.8,YES,28.42,0.607373961,6.29,1.65,1.11,0,1,7,25,,,,,,20,7,,,2.28,,,,,4,,,10
9/2/2015,11301,FW08AR007,1,2008,27-Sep-08,SAP,BENT,BERWW,Good,O/E>0.9,YES,68.12,1.120919142,10,7.77,7.78,5.42,6,3.9,13.33,,,,,,33.33,17,,,3.13,,,,,10,,,17.78
9/2/2015,11302,FW08AR004,1,2008,6-Sep-08,SAP,BENT,BERWW,Fair,O/E<0.8,YES,35.38,0.622628953,6.65,0,0,7.74,2.5,4.34,8.33,,,,,,20.83,10,,,1.9,,,,,3,,,16.67
9/2/2015,11303,FW08AR008,1,2008,20-Sep-08,CPL,BENT,BERWW,Poor,O/E<0.8,YES,29.28,0.70678548,3.35,4.62,1.25,6.35,1.25,0.75,,,,40,,,,3,,,2.4,,48.78,,,,2,,46.67
9/2/2015,11307,FW08MN024,1,2008,9-Sep-08,UMW,BENT,BELGB,Poor,O/E<0.5,YES,10.13,0.356022717,0.2,4.45,1.43,0,0,0,33.33,50,,,,,,3,,,2.7,,,,,,4,33.33,
