SITE_ID,YEAR,VISIT_NO,EPT_RICH,UNIQUE_ID,MMI_BENT
NRS18_TX_10009,2018,1,9,NRS_TX-10109,53.02
FW08TX045,2008,1,1,NRS_TX-10111,22.27
TXS9-0929,2013,1,2,NRS_TX-10111,24.82
NRS18_TX_10004,2018,1,4,NRS_TX-10111,32.30
FW08TX046,2009,1,2,NRS_TX-10112,10.35
TXR9-0911,2014,1,1,NRS_TX-10112,36.40
FW08TX047,2008,1,1,NRS_TX-10113,18.62
FW08TX050,2009,1,9,NRS_TX-10116,54.41
TXR9-0912,2014,1,16,NRS_TX-10116,65.55
NRS18_TX_10015,2019,1,19,NRS_TX-10116,82.28
FW08TX052,2009,1,1,NRS_TX-10118,25.00
FW08TX053,2008,1,10,NRS_TX-10119,65.18
TXR9-0914,2013,1,7,NRS_TX-10119,50.38
NRS18_TX_10003,2018,1,4,NRS_TX-10119,43.97
FW08TX055,2008,1,5,NRS_TX-10121,27.43
TXR9-0915,2013,1,3,NRS_TX-10121,31.38
NRS18_TX_10013,2018,1,2,NRS_TX-10121,18.62
FW08TX057,2008,1,6,NRS_TX-10123,45.82
TXR9-0916,2013,1,6,NRS_TX-10123,45.52
FW08TX058,2009,1,4,NRS_TX-10124,27.65
TXR9-0917,2013,1,1,NRS_TX-10124,23.13
FW08TX059,2009,1,6,NRS_TX-10125,46.27
TXR9-0918,2013,1,8,NRS_TX-10125,60.88
NRS18_TX_10085,2019,1,1,NRS_TX-10125,7.68
NRS18_TX_10085,2019,2,2,NRS_TX-10125,10.77
FW08TX061,2009,1,5,NRS_TX-10127,38.23
TXR9-0919,2014,1,5,NRS_TX-10127,44.95
FW08TX062,2009,1,4,NRS_TX-10128,33.29
FW08TX063,2009,1,10,NRS_TX-10129,45.03
TXR9-0921,2014,1,8,NRS_TX-10129,44.78
FW08TX064,2009,1,6,NRS_TX-10130,40.98
FW08TX065,2009,1,2,NRS_TX-10131,5.64
TXR9-0923,2014,1,0,NRS_TX-10131,6.42
FW08TX066,2009,1,9,NRS_TX-10132,47.73
TXR9-0924,2014,1,9,NRS_TX-10132,59.87
FW08TX067,2009,1,2,NRS_TX-10133,31.40
TXS9-0931,2013,1,2,NRS_TX-10133,23.38
NRS18_TX_10007,2018,1,1,NRS_TX-10133,23.10
FW08TX068,2009,1,3,NRS_TX-10134,10.16
FW08TX088,2008,1,1,NRS_TX-10140,28.74
FW08TX104,2009,1,6,NRS_TX-10145,58.97
TXS9-0933,2013,1,5,NRS_TX-10145,46.68
NRS18_TX_10005,2018,1,5,NRS_TX-10145,33.93
FW08TX118,2009,1,0,NRS_TX-10151,24.50
TXS9-0934,2013,1,4,NRS_TX-10151,39.72
NRS18_TX_10006,2018,1,9,NRS_TX-10151,57.87
FW08TX119,2009,1,3,NRS_TX-10152,19.19
FW08TX124,2009,1,2,NRS_TX-10154,34.21
TXS9-0936,2013,1,3,NRS_TX-10154,43.60
NRS18_TX_10010,2018,1,3,NRS_TX-10154,35.78
FW08TX156,2009,1,4,NRS_TX-10163,38.58
TXS9-0937,2013,1,2,NRS_TX-10163,32.85
NRS18_TX_10011,2018,1,2,NRS_TX-10163,23.30
FW08TX165,2009,1,1,NRS_TX-10166,8.52
TXS9-0938,2014,1,3,NRS_TX-10166,26.95
NRS18_TX_10001,2019,1,10,NRS_TX-10166,55.33
FW08TX168,,,,NRS_TX-10168,
FW08TX172,2009,1,1,NRS_TX-10170,11.36
TXS9-0940,2013,1,1,NRS_TX-10170,16.45
FW08RTX10341,2009,1,10,NRS_TX-10171,64.85
FW08RTX11237,2009,1,8,NRS_TX-10172,56.56
FW08RTX11553,2009,1,0,NRS_TX-10173,19.05
FW08RTX12162,2009,1,11,NRS_TX-10174,57.93
FW08RTX12209,2009,1,4,NRS_TX-10175,22.46
FW08RTX13110,2009,1,7,NRS_TX-10176,44.81
FW08RTX9001,2009,1,2,NRS_TX-10177,34.75
FW08RTX9010,2009,1,6,NRS_TX-10178,36.80
TXLS-1115,2014,1,7,NRS_TX-10179,55.23
TXLS-1117,2014,1,1,NRS_TX-10181,24.32
NRS18_TX_10025,2018,1,0,NRS_TX-10181,5.95
TXLS-1118,2013,1,3,NRS_TX-10182,7.25
TXLS-1119,2013,1,4,NRS_TX-10183,39.18
NRS18_TX_10093,2019,1,1,NRS_TX-10183,19.13
NRS18_TX_10093,2019,2,4,NRS_TX-10183,29.00
TXLS-1120,2014,1,6,NRS_TX-10184,22.42
TXLS-1123,2013,1,11,NRS_TX-10187,48.28
TXLS-1131,2014,1,5,NRS_TX-10195,36.58
TXLS-1132,2014,1,6,NRS_TX-10196,54.62
TXLS-1133,2014,1,9,NRS_TX-10197,53.62
NRS18_TX_10021,2018,1,6,NRS_TX-10197,41.33
TXLS-1134,2014,1,3,NRS_TX-10198,30.78
TXRM-1001,2014,1,2,NRS_TX-10199,20.90
TXRM-1002,2013,1,1,NRS_TX-10200,37.67
NRS18_TX_10026,2018,1,5,NRS_TX-10200,13.38
TXRM-1004,2013,1,12,NRS_TX-10202,58.52
NRS18_TX_10027,2019,1,6,NRS_TX-10202,41.50
TXRM-1006,2013,1,1,NRS_TX-10204,22.92
TXRM-1010,2013,1,10,NRS_TX-10208,31.45
NRS18_TX_10023,2018,1,3,NRS_TX-10208,24.58
TXRM-1011,2013,1,4,NRS_TX-10209,36.52
TXRM-1015,2014,1,1,NRS_TX-10213,2.38
TXRM-1016,2014,1,7,NRS_TX-10214,43.85
TXRM-1017,2014,1,1,NRS_TX-10215,2.63
NRS18_TX_10116,2019,1,4,NRS_TX-10215,17.67
TXRM-1018,2014,1,9,NRS_TX-10216,50.35
TXRM-1020,2014,1,8,NRS_TX-10218,41.05
TXRM-1021,2014,1,4,NRS_TX-10219,32.60
TXRO-1074,2013,1,14,NRS_TX-10221,65.18
NRS18_TX_10018,2019,1,8,NRS_TX-10221,46.53
TXRO-1078,2014,1,4,NRS_TX-10225,38.93
TXRO-1079,2014,1,1,NRS_TX-10226,17.70
TXRO-1080,2013,1,11,NRS_TX-10227,54.70
NRS18_TX_10019,2018,1,5,NRS_TX-10227,53.82
TXRO-1081,2013,1,4,NRS_TX-10228,32.13
TXRO-1082,2014,1,2,NRS_TX-10229,28.03
TXRO-1085,2014,1,5,NRS_TX-10232,41.45
NRS18_TX_10022,2018,1,8,NRS_TX-10232,51.45
TXSS-1205,2014,1,2,NRS_TX-10235,7.87
NRS18_TX_10029,2018,1,1,NRS_TX-10235,10.63
TXSS-1206,2014,1,2,NRS_TX-10236,26.60
TXSS-1209,2014,1,1,NRS_TX-10239,23.88
NRS18_TX_10030,2018,1,5,NRS_TX-10239,38.25
TXSS-1210,2013,1,6,NRS_TX-10240,37.43
TXSS-1215,2014,1,3,NRS_TX-10245,34.57
TXSS-1216,2013,1,1,NRS_TX-10246,28.08
TXSS-1224,2014,1,5,NRS_TX-10254,50.28
TXSS-1229,2014,1,1,NRS_TX-10259,13.48
NRS18_TX_10024,2019,1,0,NRS_TX-10259,14.18
TXSS-1232,2014,1,0,NRS_TX-10262,21.37
TXSS-1240,2014,1,9,NRS_TX-10270,49.62
TXSS-1243,2014,1,0,NRS_TX-10273,34.13
NRS18_TX_10099,2019,1,4,NRS_TX-10273,45.30
TXRF-0001,2014,1,13,NRS_TX-10274,68.47
TXRF-0002,2014,1,2,NRS_TX-10275,39.57
TXRF-0003,2014,1,6,NRS_TX-10276,49.52
TXRF-0004,2013,1,9,NRS_TX-10277,53.80
TXRF-0005,2013,1,7,NRS_TX-10278,49.17
TXRF-0006,2014,1,5,NRS_TX-10279,32.22
TXRF-0007,2014,1,0,NRS_TX-10280,16.67
TXRF-0008,2014,1,3,NRS_TX-10281,13.42
TXRF-0009,2013,1,3,NRS_TX-10282,33.33
NRS18_TX_10033,2019,1,5,NRS_TX-10283,38.47
NRS18_TX_10034,2018,1,2,NRS_TX-10284,16.35
NRS18_TX_10035,2018,1,5,NRS_TX-10285,37.40
NRS18_TX_10036,2018,1,6,NRS_TX-10286,42.58
NRS18_TX_10038,2018,1,5,NRS_TX-10288,35.42
NRS18_TX_10039,2018,1,10,NRS_TX-10289,66.10
NRS18_TX_10040,2018,1,2,NRS_TX-10290,19.95
NRS18_TX_10041,2019,1,15,NRS_TX-10291,78.87
NRS18_TX_10042,2018,1,6,NRS_TX-10292,39.40
NRS18_TX_10046,2018,1,1,NRS_TX-10296,9.87
NRS18_TX_10048,2018,1,8,NRS_TX-10298,29.32
NRS18_TX_10050,2018,1,11,NRS_TX-10300,57.95
NRS18_TX_10054,2019,1,5,NRS_TX-10304,42.57
NRS18_TX_10055,2018,1,10,NRS_TX-10305,33.67
NRS18_TX_10056,2018,1,4,NRS_TX-10306,22.82
NRS18_TX_10060,2019,1,4,NRS_TX-10310,38.30
NRS18_TX_10062,2018,1,0,NRS_TX-10312,8.37
NRS18_TX_10068,2018,1,0,NRS_TX-10318,7.32
NRS18_TX_10073,2018,1,2,NRS_TX-10323,25.75
NRS18_TX_10074,2019,1,4,NRS_TX-10324,21.98
NRS18_TX_10077,2018,1,2,NRS_TX-10327,14.52
NRS18_TX_10079,2019,1,9,NRS_TX-10329,40.68
NRS18_TX_10080,2018,1,3,NRS_TX-10330,15.72
NRS18_TX_10081,2018,1,1,NRS_TX-10331,14.82
NRS18_TX_10254,2019,1,4,NRS_TX-10336,41.28
NRS18_TX_10445,2018,1,1,NRS_TX-10340,30.73
NRS18_TX_10449,2019,1,11,NRS_TX-10344,54.77
NRS18_TX_10453,2019,1,11,NRS_TX-10348,56.80
NRS18_TX_10504,2019,1,6,NRS_TX-10351,24.83
NRS18_TX_10599,2019,1,2,NRS_TX-10353,17.82
NRS18_TX_10640,2019,1,0,NRS_TX-10360,19.73
NRS18_TX_10645,2019,1,5,NRS_TX-10365,40.28
NRS18_TX_10694,2019,1,12,NRS_TX-10366,64.80
NRS18_TX_10827,2019,1,6,NRS_TX-10368,31.45
NRS18_TX_10886,2018,1,0,NRS_TX-10369,0.00
NRS18_TX_10887,2019,1,2,NRS_TX-10370,25.97
NRS18_TX_10987,2019,1,0,NRS_TX-10377,1.48
NRS18_TX_10988,2019,1,2,NRS_TX-10378,17.05
NRS18_TX_11022,2019,1,2,NRS_TX-10383,32.82
NRS18_TX_11028,2019,1,0,NRS_TX-10389,1.73
NRS18_TX_11086,2019,1,1,NRS_TX-10398,10.15
NRS18_TX_11093,2019,1,0,NRS_TX-10405,22.45
NRS18_TX_11101,2019,1,0,NRS_TX-10413,2.38
NRS18_TX_11144,2019,1,0,NRS_TX-10420,0.00
NRS18_TX_11175,2019,1,1,NRS_TX-10422,24.47
NRS18_TX_11185,2019,1,3,NRS_TX-10432,14.25
NRS18_TX_11224,2019,1,2,NRS_TX-10447,21.40
NRS18_TX_11270,2019,1,12,NRS_TX-10448,65.58
NRS18_TX_11330,2019,1,8,NRS_TX-10449,50.58
NRS18_TX_11369,2019,1,8,NRS_TX-10453,46.98
FW08UT008,2008,1,18,NRS_UT-10014,66.39
FW08UT012,2008,1,5,NRS_UT-10018,12.42
FW08UT003,2008,1,7,NRS_UT-10056,37.15
FW08UT013,2008,1,17,NRS_UT-10063,45.78
FW08UT010,2008,1,13,NRS_UT-10118,65.59
FW08UT007,2008,1,5,NRS_UT-10119,5.57
FW08UT001,2008,1,0,NRS_UT-10120,17.89
FW08UT001,2008,2,1,NRS_UT-10120,11.43
FW08UT009,2008,1,7,NRS_UT-10122,39.98
FW08UT004,2009,1,10,NRS_UT-10144,60.66
FW08UT005,2008,1,6,NRS_UT-10149,56.15
FW08UT011,2008,1,9,NRS_UT-10150,59.91
FW08UT014,2009,1,11,NRS_UT-10241,70.11
UTR9-0901,2013,1,13,NRS_UT-10241,57.13
UTR9-0901,2013,2,6,NRS_UT-10241,42.75
NRS18_UT_10002,2019,1,10,NRS_UT-10241,48.57
NRS18_UT_10002,2019,2,15,NRS_UT-10241,66.60
FW08UT015,2009,1,3,NRS_UT-10242,35.75
UTS9-0927,2013,1,0,NRS_UT-10242,6.63
UTS9-0927,2013,2,1,NRS_UT-10242,41.08
FW08UT016,2009,1,4,NRS_UT-10243,17.09
UTR9-0902,2014,1,2,NRS_UT-10243,21.95
NRS18_UT_10006,2019,1,7,NRS_UT-10243,30.65
FW08UT020,2009,1,6,NRS_UT-10247,11.85
UTR9-0903,2013,1,7,NRS_UT-10247,14.23
NRS18_UT_10007,2019,1,5,NRS_UT-10247,16.82
FW08UT021,2008,1,2,NRS_UT-10248,7.69
UTR9-0904,2013,1,5,NRS_UT-10248,7.48
NRS18_UT_10008,2018,1,1,NRS_UT-10248,2.38
FW08UT022,2008,1,11,NRS_UT-10249,59.96
UTR9-0905,2013,1,6,NRS_UT-10249,24.13
FW08UT023,2009,1,2,NRS_UT-10250,39.55
FW08UT023,2009,2,2,NRS_UT-10250,40.08
UTR9-0906,2014,1,2,NRS_UT-10250,46.30
UTR9-0906,2014,2,6,NRS_UT-10250,63.63
FW08UT026,2008,1,6,NRS_UT-10253,58.59
UTR9-0907,2014,1,1,NRS_UT-10253,25.12
FW08UT027,2009,1,4,NRS_UT-10254,36.12
FW08UT028,2008,1,16,NRS_UT-10255,59.20
FW08UT029,2009,1,9,NRS_UT-10256,32.53
FW08UT030,2009,1,14,NRS_UT-10257,76.08
FW08UT031,2009,1,6,NRS_UT-10258,44.00
FW08UT032,2008,1,18,NRS_UT-10259,60.01
UTS9-0928,2014,1,14,NRS_UT-10259,47.70
UTS9-0928,2014,2,16,NRS_UT-10259,56.57
NRS18_UT_10032,2018,1,14,NRS_UT-10259,45.47
NRS18_UT_10032,2018,2,14,NRS_UT-10259,47.65
FW08UT033,2009,1,2,NRS_UT-10260,34.64
UTS9-0929,2014,1,2,NRS_UT-10260,43.02
NRS18_UT_10003,2018,1,2,NRS_UT-10260,33.43
FW08UT035,2009,1,2,NRS_UT-10262,0.00
UTS9-0930,2013,1,1,NRS_UT-10262,8.95
NRS18_UT_10004,2018,1,1,NRS_UT-10262,5.93
FW08UT037,2009,1,9,NRS_UT-10264,26.99
FW08UT039,2009,1,3,NRS_UT-10266,45.79
FW08UT041,2008,1,3,NRS_UT-10268,12.70
UTS9-0931,2014,1,3,NRS_UT-10268,15.12
NRS18_UT_10005,2018,1,2,NRS_UT-10268,8.53
FW08UT042,2009,1,4,NRS_UT-10269,23.39
FW08UT046,2009,1,16,NRS_UT-10273,77.28
FW08UT047,2009,1,12,NRS_UT-10274,67.93
FW08UT049,2009,1,1,NRS_UT-10276,39.15
FW08UT051,2008,1,2,NRS_UT-10278,39.87
FW08UT053,2008,1,13,NRS_UT-10280,30.94
FW08UT054,2008,1,16,NRS_UT-10281,78.14
FW08UT055,2009,1,6,NRS_UT-10282,53.35
FW08UT058,2009,1,8,NRS_UT-10285,59.37
FW08UT059,2008,1,6,NRS_UT-10286,45.18
UTS9-0932,2014,1,5,NRS_UT-10286,32.38
FW08UT060,2009,1,9,NRS_UT-10287,54.56
FW08UT061,2009,1,11,NRS_UT-10288,31.86
FW08UT064,2009,1,8,NRS_UT-10291,29.59
FW08UT067,2008,1,8,NRS_UT-10292,46.06
FW08UT070,2009,1,3,NRS_UT-10293,17.95
FW08UT076,2009,1,10,NRS_UT-10295,26.23
FW08UT080,2008,1,10,NRS_UT-10298,38.15
FW08UT097,2009,1,3,NRS_UT-10303,29.41
FW08UT099,2008,1,10,NRS_UT-10304,35.54
FW08UT112,2009,1,8,NRS_UT-10306,12.17
FW08RUT90340,2009,1,9,NRS_UT-10307,30.02
FW08RUT90520,2009,1,10,NRS_UT-10308,52.37
FW08RUT90790,2009,1,7,NRS_UT-10309,49.37
FW08RUT9089,2009,1,14,NRS_UT-10310,70.57
FW08RUT9100,2009,1,1,NRS_UT-10311,13.60
FW08RUT9106,2009,1,3,NRS_UT-10312,39.03
FW08RUT9122,2009,1,10,NRS_UT-10313,62.21
FW08RUT94520,2009,1,7,NRS_UT-10314,22.05
FW08RUT94590,2009,1,10,NRS_UT-10315,60.27
FW08RUT95790,2009,1,10,NRS_UT-10316,68.18
FW08RUT95820,2009,1,9,NRS_UT-10317,56.68
FW08RUT95821,2009,1,4,NRS_UT-10318,50.34
FW08RUT95825,2009,1,13,NRS_UT-10319,40.87
FW08RUT98755,2009,1,14,NRS_UT-10320,79.42
FW08RUT99066,2009,1,14,NRS_UT-10321,56.47
FW08RUT99260,2009,1,11,NRS_UT-10322,43.47
UTLS-1058,2013,1,2,NRS_UT-10326,28.40
NRS18_UT_10009,2018,1,3,NRS_UT-10326,25.85
NRS18_UT_10009,2018,2,3,NRS_UT-10326,17.58
UTLS-1059,2014,1,0,NRS_UT-10327,33.33
NRS18_UT_10013,2019,1,3,NRS_UT-10327,29.65
UTLS-1061,2014,1,8,NRS_UT-10329,32.15
NRS18_UT_10014,2018,1,13,NRS_UT-10329,46.62
UTLS-1062,2014,1,7,NRS_UT-10330,49.68
UTRM-1001,2013,1,6,NRS_UT-10331,43.53
NRS18_UT_10010,2019,1,8,NRS_UT-10331,56.98
NRS18_UT_10010,2019,2,13,NRS_UT-10331,55.20
UTRM-1002,2013,1,6,NRS_UT-10332,25.63
NRS18_UT_10017,2019,1,6,NRS_UT-10332,44.32
UTRM-1006,2014,1,6,NRS_UT-10336,39.62
NRS18_UT_10018,2019,1,9,NRS_UT-10336,51.15
UTRM-1008,2014,1,6,NRS_UT-10338,43.58
UTRM-1009,2013,1,7,NRS_UT-10339,49.43
UTRO-1032,2014,1,14,NRS_UT-10341,47.40
NRS18_UT_10015,2018,1,13,NRS_UT-10341,49.72
UTRO-1035,2013,1,4,NRS_UT-10344,2.58
UTRO-1036,2014,1,14,NRS_UT-10345,46.55
NRS18_UT_10039,2019,1,18,NRS_UT-10345,78.63
UTRO-1037,2014,1,14,NRS_UT-10346,59.77
UTSS-1100,2014,1,13,NRS_UT-10348,27.32
NRS18_UT_10011,2019,1,10,NRS_UT-10348,21.63
UTSS-1107,2013,1,9,NRS_UT-10355,19.98
NRS18_UT_10012,2018,1,9,NRS_UT-10355,19.82
UTSS-1110,2014,1,1,NRS_UT-10358,29.77
UTRF-0001,2014,1,7,NRS_UT-10359,27.65
UTRF-0002,2014,1,6,NRS_UT-10360,38.18
UTRF-0003,2013,1,9,NRS_UT-10361,64.52
UTRF-0004,2013,1,9,NRS_UT-10362,70.10
NRS18_UT_10020,2019,1,16,NRS_UT-10364,50.65
NRS18_UT_10025,2019,1,6,NRS_UT-10369,38.35
NRS18_UT_10026,2018,1,9,NRS_UT-10370,48.08
NRS18_UT_10027,2018,1,10,NRS_UT-10371,26.15
NRS18_UT_10044,2018,1,0,NRS_UT-10377,9.63
NRS18_UT_10046,2018,1,8,NRS_UT-10379,24.98
NRS18_UT_10282,2018,1,19,NRS_UT-10380,63.52
NRS18_UT_10285,2019,1,13,NRS_UT-10383,37.82
NRS18_UT_10396,2019,1,8,NRS_UT-10384,60.78
NRS18_UT_10432,2019,1,3,NRS_UT-10385,27.18
NRS18_UT_10434,2018,1,6,NRS_UT-10387,32.00
NRS18_UT_10435,2018,1,16,NRS_UT-10388,79.25
NRS18_UT_10439,2019,1,3,NRS_UT-10392,50.62
FW08VA006,2008,1,12,NRS_VA-10008,40.42
FW08VA001,2008,1,18,NRS_VA-10019,39.44
FW08VA001,2008,2,14,NRS_VA-10019,35.49
FW08VA002,2009,1,23,NRS_VA-10024,65.42
FW08VA002,2009,2,14,NRS_VA-10024,53.12
FW08VA007,2008,1,23,NRS_VA-10030,69.66
FW08VA010,2008,1,13,NRS_VA-10039,45.10
FW08VA008,2008,1,6,NRS_VA-10045,21.29
FW08VA004,2009,1,5,NRS_VA-10047,8.43
FW08VA003,2009,1,4,NRS_VA-10066,17.11
FW08VA005,2008,1,23,NRS_VA-10067,68.02
FW08VA009,2009,1,18,NRS_VA-10074,65.97
FW08VA014,2008,1,16,NRS_VA-10079,54.00
VAR9-0901,2014,1,14,NRS_VA-10079,46.13
NRS18_VA_10006,2018,1,21,NRS_VA-10079,66.13
FW08VA017,2009,1,11,NRS_VA-10082,38.01
VAR9-0902,2013,1,16,NRS_VA-10082,46.87
NRS18_VA_10007,2019,1,17,NRS_VA-10082,50.78
FW08VA018,2008,1,16,NRS_VA-10083,52.23
VAR9-0903,2013,1,18,NRS_VA-10083,70.67
NRS18_VA_10008,2019,1,24,NRS_VA-10083,78.83
FW08VA019,2009,1,7,NRS_VA-10084,25.40
VAS9-0915,2014,1,2,NRS_VA-10084,16.15
VAS9-0915,2014,2,4,NRS_VA-10084,13.43
NRS18_VA_10001,2018,1,7,NRS_VA-10084,31.28
NRS18_VA_10001,2018,2,6,NRS_VA-10084,30.65
FW08VA020,2009,1,9,NRS_VA-10085,22.60
VAR9-0904,2013,1,12,NRS_VA-10085,30.48
FW08VA021,2009,1,13,NRS_VA-10086,43.31
VAS9-0916,2014,1,16,NRS_VA-10086,50.97
VAS9-0916,2014,2,17,NRS_VA-10086,66.60
FW08VA022,2008,1,18,NRS_VA-10087,63.09
VAR9-0905,2013,1,20,NRS_VA-10087,74.20
FW08VA023,2009,1,11,NRS_VA-10088,25.46
VAS9-0917,2014,1,19,NRS_VA-10088,53.10
NRS18_VA_10003,2018,1,14,NRS_VA-10088,50.97
FW08VA025,2009,1,7,NRS_VA-10090,22.84
VAS9-0918,2014,1,2,NRS_VA-10090,16.33
NRS18_VA_10004,2019,1,2,NRS_VA-10090,6.45
FW08VA026,2008,1,5,NRS_VA-10091,7.36
FW08VA026,2008,2,9,NRS_VA-10091,26.03
VAR9-0906,2013,1,11,NRS_VA-10091,45.27
VAR9-0906,2013,2,16,NRS_VA-10091,52.78
NRS18_VA_10002,2018,1,17,NRS_VA-10091,56.75
NRS18_VA_10002,2018,2,19,NRS_VA-10091,62.18
FW08VA030,2008,1,10,NRS_VA-10095,38.26
VAS9-0919,2014,1,9,NRS_VA-10095,24.48
NRS18_VA_10005,2018,1,16,NRS_VA-10095,44.13
FW08VA031,2009,1,4,NRS_VA-10096,46.77
VAS9-0920,2014,1,4,NRS_VA-10096,48.77
FW08VA032,2009,1,11,NRS_VA-10097,65.75
FW08VA033,2009,1,8,NRS_VA-10098,35.08
FW08VA034,2008,1,20,NRS_VA-10099,68.34
VAS9-0921,2014,1,23,NRS_VA-10099,86.60
FW08VA035,2009,1,22,NRS_VA-10100,72.84
FW08VA036,2009,1,9,NRS_VA-10101,32.50
FW08VA037,2008,1,17,NRS_VA-10102,63.84
FW08VA038,2009,1,14,NRS_VA-10103,55.76
FW08VA038,2009,2,14,NRS_VA-10103,50.98
VAR9-0911,2013,1,14,NRS_VA-10103,55.42
VAR9-0911,2013,2,13,NRS_VA-10103,47.88
FW08VA039,2009,1,14,NRS_VA-10104,45.06
FW08VA040,2009,1,0,NRS_VA-10105,3.05
FW08VA041,2009,1,11,NRS_VA-10106,39.71
FW08VA042,2008,1,8,NRS_VA-10107,27.72
FW08VA044,2009,1,5,NRS_VA-10109,20.57
FW08VA045,2009,1,11,NRS_VA-10110,34.82
FW08VA046,2009,1,13,NRS_VA-10111,39.90
FW08VA047,2009,1,17,NRS_VA-10112,58.48
FW08VA048,2009,1,11,NRS_VA-10113,29.76
FW08RVA9005,2009,1,11,NRS_VA-10114,54.32
FW08RVA9017,2009,1,13,NRS_VA-10115,67.56
FW08RVA9026,2009,1,5,NRS_VA-10116,34.29
FW08RVA9089,2009,1,17,NRS_VA-10117,62.72
FW08RVA9215,2009,1,8,NRS_VA-10118,31.42
VARS11-111,2013,1,8,NRS_VA-10119,32.50
NRS18_VA_10009,2019,1,12,NRS_VA-10119,42.78
NRS18_VA_10009,2019,2,9,NRS_VA-10119,29.83
VARS11-112,2013,1,5,NRS_VA-10120,43.48
VARS11-113,2013,1,11,NRS_VA-10121,50.17
VARS11-129,2013,1,10,NRS_VA-10122,51.57
NRS18_VA_10010,2019,1,10,NRS_VA-10122,53.93
NRS18_VA_10010,2019,2,2,NRS_VA-10122,28.20
VARS11-131,2013,1,14,NRS_VA-10123,62.80
VARS11-139,2013,1,20,NRS_VA-10124,61.35
VARS11-151,2014,1,10,NRS_VA-10125,37.37
VARS11-152,2014,1,11,NRS_VA-10126,39.90
VARS11-153,2014,1,20,NRS_VA-10127,66.97
VARS11-163,2014,1,19,NRS_VA-10128,70.00
VARS11-169,2014,1,19,NRS_VA-10129,76.92
VARS11-181,2014,1,15,NRS_VA-10130,53.42
VARF-0002,2014,1,22,NRS_VA-10131,76.73
VARF-0004,2013,1,26,NRS_VA-10132,72.33
VARF-0005,2013,1,14,NRS_VA-10133,54.88
VARF-0007,2014,1,23,NRS_VA-10134,71.50
VARF-0008,2014,1,9,NRS_VA-10135,45.77
NRS18_VA_10011,2018,1,9,NRS_VA-10136,33.37
NRS18_VA_10013,2018,1,6,NRS_VA-10138,30.85
NRS18_VA_10014,2018,1,20,NRS_VA-10139,58.47
NRS18_VA_10015,2018,1,10,NRS_VA-10140,58.52
NRS18_VA_10016,2019,1,14,NRS_VA-10141,44.82
NRS18_VA_10017,2019,1,16,NRS_VA-10142,49.52
NRS18_VA_10018,2019,1,13,NRS_VA-10143,37.35
NRS18_VA_10019,2019,1,18,NRS_VA-10144,63.72
NRS18_VA_10020,2019,1,9,NRS_VA-10145,34.12
NRS18_VA_10021,2018,1,14,NRS_VA-10146,66.52
NRS18_VA_10022,2018,1,21,NRS_VA-10147,51.83
NRS18_VA_RF001,2019,1,18,NRS_VA-10148,59.57
NRS18_VA_RF002,2019,1,18,NRS_VA-10149,66.78
NRS18_VA_RF003,2019,1,15,NRS_VA-10150,58.40
NRS18_VA_RF004,2018,1,14,NRS_VA-10151,55.73
NRS18_VA_RF005,2018,1,21,NRS_VA-10152,78.95
NRS18_VA_RF006,2019,1,4,NRS_VA-10153,24.58
NRS18_VA_RF008,2018,1,9,NRS_VA-10154,52.28
NRS18_VA_RF011,2019,1,21,NRS_VA-10155,79.82
NRS18_VA_RF013,2019,1,16,NRS_VA-10156,66.10
NRS18_VA_RF014,2019,1,4,NRS_VA-10157,33.23
NRS18_VA_RF015,2019,1,16,NRS_VA-10158,55.78
FW08VT002,2008,1,16,NRS_VT-10090,55.02
FW08VT004,2008,1,20,NRS_VT-10091,70.80
FW08VT001,2008,1,20,NRS_VT-10093,61.20
FW08VT003,2008,1,19,NRS_VT-10095,59.26
FW08VT005,2008,1,20,NRS_VT-10096,60.21
FW08VT005,2008,2,,NRS_VT-10096,
FW08VT006,2008,1,11,NRS_VT-10098,24.17
FW08VT006,2008,2,10,NRS_VT-10098,24.72
VTR9-0901,2013,1,6,NRS_VT-10098,11.58
VTR9-0901,2013,2,6,NRS_VT-10098,21.85
NRS18_VT_10002,2018,1,9,NRS_VT-10098,20.13
NRS18_VT_10002,2018,2,9,NRS_VT-10098,28.72
FW08VT007,2008,1,19,NRS_VT-10099,64.52
VTS9-0909,2013,1,24,NRS_VT-10099,70.07
VTS9-0909,2013,2,15,NRS_VT-10099,57.73
NRS18_VT_10001,2018,1,24,NRS_VT-10099,70.82
NRS18_VT_10001,2018,2,20,NRS_VT-10099,61.73
FW08VT008,2008,1,13,NRS_VT-10100,41.97
VTS9-0910,2013,1,19,NRS_VT-10100,63.80
NRS18_VT_10003,2019,1,21,NRS_VT-10100,56.82
FW08VT009,2008,1,25,NRS_VT-10101,70.04
VTR9-0902,2014,1,23,NRS_VT-10101,72.93
NRS18_VT_10005,2018,1,27,NRS_VT-10101,72.02
FW08VT010,2008,1,15,NRS_VT-10102,55.60
VTS9-0911,2013,1,16,NRS_VT-10102,64.00
NRS18_VT_10004,2019,1,17,NRS_VT-10102,55.87
FW08VT011,2008,1,3,NRS_VT-10103,11.78
FW08VT011,2008,2,13,NRS_VT-10103,42.44
FW08VT012,2009,1,12,NRS_VT-10104,38.53
FW08VT013,2008,1,21,NRS_VT-10105,50.54
