"SITE_ID","VISIT_NO","MMI_BENT","OE_SCORE_OLD"
"INLS-1048",1,55.87,1.091817946
"MERM-1005",1,74.1,1.246248922
"CTLS-1047",1,67.77,0.696359378
"IDRO-1058",1,59.75,1.130792905
"IDR9-0907",1,58.12,0.94354633
"WYR9-0910",1,68.02,0.99154152
"WYRM-1006",1,71.8,0.99154152
"ORLS-1109",1,64.4,1.123970197
"MSRM-1004",1,75.15,0.897077832
"WIR9-0909",1,53.5,0.702686003
"UTRM-1006",1,39.62,0.691447212
"TXSS-1243",1,34.13,0.690290929
"MDSS-1095",1,14.25,0.721243927
"OKRF-0008",1,3.5,0.530485625
"ILR9-0901",2,4.6,0.504119884
"INLS-1045",1,58.78,1.139742336
"MSRF-0004",1,73.73,1.227885084
"NJSS-1086",1,15.93,0.277365003
"WIR9-0902",1,49.83,1.106205008
"WALS-1067",1,66.3,1.140459522
"WYRM-1008",1,90.42,0.7999841
"DESS-1096",1,8.18,0.42791774
"MDS9-0916",1,43.63,0.637161911
"IDS9-0926",1,24.08,0.687552433
"NYR9-0916",1,35.2,0.77109479
"WIR9-0916",1,47.03,0.445553314
"MSRO-1021",1,64.8,1.408228978
"VARS11-151",1,37.37,0.621717615
"MDRO-1013",1,58.22,1.085727382
"MTRM-1002",1,76.47,1.191381622
"MTS9-0936",1,68.67,1.260492835
"MTSS-1331",1,47.75,0.83948825
"NYR9-0907",1,30.8,0.758754825
"NYRM-1008",1,8.83,0.493484549
"VARS11-152",1,39.9,0.63977197
"WAR9-0902",1,24.83,0.718195804
"WVSS-1046",1,18.58,0.10732049
"PALS-1092",1,60.9,0.980288624
"TNSS-1080",1,81.77,1.424399292
"WIR9-0903",1,2.25,0.535304378
"NDRM-1005",1,42.25,1.072365763
"TNR9-0904",1,55.42,0.76162697
"TNSS-1082",1,41.15,0.841204668
"NYRM-1004",1,0,0.146569643
"VARS11-181",1,53.42,0.934241047
"INSS-1092",1,68.15,0.815300047
"KSS9-0930",2,42.23,0.950785889
"NESS-1143",1,39.18,0.955304572
"OKR9-0903",1,6.67,0.548432836
"PARO-1054",1,56.28,1.321404139
"WIRF-0015",1,60.57,0.989000981
"IDR9-0909",1,9.97,0.634212054
"IDRM-1007",1,47.43,0.945279209
"TNR9-0901",2,25.7,0.588778169
"ILSS-1122",1,4.45,0.398697179
"PAR9-0907",1,74.37,1.180066784
"VARF-0002",1,76.73,1.055253429
"GAR9-0907",1,41.4,0.943484227
"MTRO-1071",1,46.67,1.050301525
"MTS9-0939",1,51.77,0.858610327
"MTSS-1328",1,92.87,0.856013489
"MELS-1051",1,58.02,1.185731489
"MESS-1106",1,73.78,1.079174542
"NDR9-0912",1,51.58,0.837108751
"TNRO-1017",1,43.87,0.760876132
"INSS-1093",1,27.55,0.648324148
"NJSS-1088",1,38.47,0.799080349
"SDR9-0910",1,0,0
"MESS-1111",1,48.52,0.744967312
"CARO-1048",1,35.75,0.230889716
"ILLS-1075",1,43.17,0.931148081
"MERF-0006",1,74.95,1.141114918
"MOR9-0902",1,36,0.227296542
"MTLS-1141",1,60.05,1.000613568
"VARF-0007",1,71.5,1.040951736
"VARS11-169",1,76.92,1.343049819
"WVR9-0905",1,28.62,0.647737085
"IDS9-0921",2,47.28,0.96805991
"IDSS-1147",1,26.27,0.762902927
"GAR9-0905",2,60.95,0.661804598
"MORM-1005",1,35.63,0.119407271
"SDRM-1016",1,24.3,0.458062211
"VARF-0008",1,45.77,1.041500434
"ILLS-1076",1,48.95,1.069019538
"MERM-1006",1,39.95,0.778386146
"MERO-1028",1,62.6,0.968715558
"CARO-1060",1,16.53,0.549286605
"NDRO-1029",1,80.28,1.362326495
"PALS-1085",1,52.88,0.836299321
"WIRO-1055",1,41.97,0.536494012
"MERM-1002",1,36.57,0.816016311
"UTLS-1061",1,32.15,0.80422411
"MOR9-0903",2,38.15,0.574870095
"ILR9-0905",1,73.12,1.287054539
"MER9-0904",1,16.93,0.610908566
"MER9-0907",1,53.35,1.026929941
"MER9-0908",1,39.32,1.185303608
"PAS9-0914",2,17.42,0.489901047
"UTLS-1062",1,49.68,0.973513147
"MORM-1002",1,25.98,0.112508408
"WVR9-0903",2,23.02,0.426753219
"MERF-0001",1,70.8,0.993961987
"NDRO-1026",1,58.43,1.030270716
"OKR9-0904",1,25.5,0.97626965
"WIRO-1058",1,65.4,0.646239958
"WVRO-1008",1,15.35,0.567009794
"WILS-1086",1,24.67,0.127014388
"IDSS-1148",1,8.15,0.243324392
"MDLS-1042",1,49.38,0.801326281
"GALS-1060",1,61.88,0.897689852
"MER9-0903",2,62.4,1.256869389
"MTRO-1075",1,25.75,1.088954663
"WIRO-1046",1,46.48,0.744483029
"OKRM-1022",1,24.32,0.519158583
"VAR9-0901",1,46.13,0.88515852
"SDLS-1116",1,58.73,0.822768068
"AZLS-1083",1,25.25,0.967824567
"ORR9-0913",1,23.7,0.299898795
"IDSS-1111",1,34.23,0.606621677
"ORRO-1054",1,18.62,0.299540473
"ORS9-0942",1,19.08,0.442452022
"WIR9-0902",2,65.62,0.921837507
"MERF-0005",1,74.25,1.251305034
"WARO-1038",1,47.65,0.953630191
"MDS9-0916",2,32.57,0.743355563
"INS9-0927",2,62.5,1.45330265
"RILS-1029",2,69.75,0.385687476
"WIR9-0917",1,47.38,0.575198508
"ILSS-1169",1,18.67,0.766732555
"INS9-0922",1,72.2,1.261501636
"WIR9-0918",1,46.38,0.436635671
"FLLS-1064",1,41.75,0.830916487
"WIR9-0904",1,33.07,0.367579234
"MTLS-1149",1,26.53,0.312329737
"MTLS-1155",1,44.47,0.971887543
"SDRM-1020",1,23.27,0.248331021
"WIRO-1051",1,26.07,0.81317797
"WIR9-0919",1,NA,NA
"MIS9-0923",2,33.37,1.248109924
"VTS9-0917",2,64.03,1.196052711
"VTRS-1010",1,66.42,1.106446191
"MILS-1061",1,36.07,1.199064208
"VTS9-0909",2,57.73,0.816197202
"ORLS-1095",1,48.48,0.946914775
"ORS9-0934",1,76.68,1.062633178
"ORS9-0941",1,42.82,0.89549457
"NCLS-1040",1,3,0.37317099
"NCS9-0923",1,14.1,0.73392201
"NCRO-1014",1,12.82,0.592783846
"NCR9-0915",1,33.18,0.760033881
"NCLS-1037",1,10.28,0.382928126
"NCS9-0918",1,22.28,0.7108517
"NCR9-0907",1,35.7,0.666958891
"NCS9-0917",1,21.65,0.496442319
"NCRM-1003",1,14.25,0.490570122
"NCS9-0919",1,45.97,1.034269895
"NCRO-1013",1,36.12,0.949449125
"NCLS-1039",1,69.23,1.110784054
"NCS9-0926",1,59.73,1.045393417
"NCS9-0918",2,17.83,0.812401943
"NCS9-0925",1,37.35,1.09637885
"NCS9-0917",2,27.17,0.661923091
"NCSS-1088",1,30.9,1.01761484
"KYSS-1082",1,33.57,0.589351818
"NCR9-0915",2,36.37,1.045046586
"TXRF-0006",1,32.22,1.079962438
"NERF-0001",1,66.93,1.047078316
"NERF-0003",1,41.78,0.613535155
"NERF-0004",1,54.33,1.158643081
"NERF-0002",1,75.72,1.149898735
"KYRO-1030",1,36.37,1.048446377
"NMR9-0905",1,37.7,0.895271736
"KYR9-0902",1,39.12,0.560866895
"NMS9-0920",2,57.6,1.098713076
"MNLS-1092",1,52.32,1.290297962
"KYR9-0903",1,21.52,0.307588556
"MNR9-0915",1,61.38,1.113560133
"MNRO-1049",1,78.53,0.994938064
"OKRF-0005",1,65.47,1.484375119
"NMRO-1025",1,0.42,0.722935247
"OHR9-0901",1,20.47,0.919138829
"NMR9-0905",2,38.63,1.278959623
"MIR9-0903",1,43.15,1.016284305
"NMSS-1076",1,26.77,0.52562371
"OHRM-1003",1,75.53,1.222530032
"MIRM-1003",1,20.45,0.924947871
"OHR9-0906",1,19.45,0.812683387
"MNR9-0906",1,46.6,0.793728299
"MNRO-1054",1,50.67,0.88435536
"ORRM-1002",1,34.7,1.01043772
"COR9-0902",1,52.68,0.598629518
"COR9-0906",1,38.15,0.321093394
"MILS-1055",1,50.45,0.829283058
"COSS-1107",1,28.38,0.520818227
"MIR9-0910",1,44.23,0.921924476
"MORF-0006",1,59.63,0.90047863
"MIR9-0903",2,28.38,1.108673787
"MNS9-0928",1,19.98,1.367372765
"MNSS-1173",1,17.87,0.830798322
"MORF-0001",1,48.93,1.146893517
"MNLS-1095",1,43.32,1.389850981
"MNSS-1170",1,18.33,0.964726913
"MIRM-1002",1,47.5,1.015605201
"MIRO-1023",1,58.67,0.980545355
"KSRF-0001",1,64.65,0.930024022
"MIRO-1019",1,65.15,1.244540442
"MNR9-0902",1,51.45,1.006634023
"IARO-1015",1,18.47,0.695046835
"IARM-1001",1,27.2,0.624521775
"IAR9-0902",1,35.23,0.407629116
"IAR9-0909",1,40.47,0.917284247
"MNR9-0917",1,74.7,1.184955941
"IAR9-0903",1,31.67,0.624680914
"KYR9-0901",1,0,0.212258528
"MNRM-1001",1,39.82,0.351600395
"KYR9-0904",1,29.08,0.213053303
"IALS-1053",1,26.03,0.626816213
"MNS9-0928",2,21.55,0.607721229
"MNS9-0930",1,61.33,1.2673664
"WYRO-1037",1,79.12,1.208719813
"KYRM-1004",1,10.42,0.421019702
"MNR9-0902",2,40.42,1.006634023
"MNR9-0909",1,40.85,1.15431654
"ORRO-1066",1,54.6,1.070495785
"MNRM-1009",1,14.78,0.587709581
"MIR9-0902",1,29.93,0.919544833
"COSS-1115",1,61.93,1.270757925
"CORO-1033",1,45.32,0.701057252
"WYSS-1209",1,18.7,0.681823745
"MNSS-1172",1,14.52,0.613503433
"MNLS-1093",1,33.47,1.103545008
"CTR9-0903",1,3.47,0.439823846
"CTRM-1001",1,11.63,0.587631447
"WYR9-0901",2,62.13,0.805132374
"ORR9-0909",1,20.25,0.60496623
"RILS-1029",1,60.52,1.046866007
"SDRF-0001",1,55.35,1.112972122
"VTR9-0904",2,77.65,1.206981552
"IARF-0001",1,70.78,1.357782084
"MNRM-1005",1,20.18,0.354172549
"KSRF-0007",1,51.1,1.077930151
"MIRO-1024",1,57.87,0.840681542
"OHR9-0901",2,38.38,0.919138829
