"SITE_ID","VISIT_NO","SAMPLE_ID","Chem_Lab_ID","H2O_dD","H2O_d18O","d.excess"
"ALR9-0901","1",721560,"1310511",-23.8,-4.36,11.07
"ALR9-0901","2",729780,"1310846",-26.88,-4.81,11.63
"ALR9-0904","1",712600,"1310127",-22.69,-4.29,11.64
"ALRF-0001","1",721480,"1310413",-30.39,-5.02,9.74
"ALRF-0002","1",729860,"1310851",-23.7,-4.65,13.52
"ALRF-0003","1",712560,"1310189",-27.19,-4.96,12.5
"ALRF-0004","1",721540,"1310504",-19.39,-3.95,12.25
"ALRM-1001","1",709340,"1310468",-20.98,-3.79,9.37
"ALRM-1002","1",709280,"1310489",-26.57,-4.41,8.73
"ALRM-1003","1",712580,"1310176",-22.04,-4.18,11.37
"ALRO-1021","1",709240,"1310428",-22.99,-4.12,9.95
"ALS9-0916","1",713860,"1310118",-19.81,-4,12.2
"ALS9-0916","2",721500,"1310401",-20.93,-3.83,9.74
"ALS9-0918","1",713820,"1310102",-23.63,-4.81,14.83
"ALS9-0919","1",713880,"1310157",-20.61,-4.28,13.64
"ALS9-0920","1",729820,"1310859",-8.34,-1.35,2.47
"ALS9-0921","1",729760,"1310877",-20.21,-3.76,9.9
"ALS9-0922","1",713900,"1310179",-24.24,-4.36,10.63
"ALS9-0923","1",721520,"1310419",-23.69,-4.73,14.14
"ALSS-1063","1",713800,"1310092",-19.31,-3.33,7.37
"ALSS-1064","1",713840,"1310096",-21.77,-3.96,9.89
"ALSS-1065","1",721460,"1310385",-24.42,-4.46,11.29
"ALSS-1066","1",729840,"1310873",-20.16,-4.25,13.8
"ARLS-1045","1",714740,"",-14.87,-2.75,7.15
"ARLS-1046","1",720300,"",-15.66,-2.91,7.61
"ARLS-1047","1",713700,"",-27.58,-5.14,13.57
"ARLS-1048","1",726220,"",-24.42,-4.24,9.52
"ARR9-0901","1",717960,"",-40.43,-6.12,8.52
"ARR9-0901","2",731080,"",-45.6,-6.55,6.77
"ARR9-0902","1",731840,"",-25.41,-4.31,9.04
"ARR9-0903","1",731860,"",-22.12,-3.74,7.84
"ARR9-0904","1",713660,"",-23.82,-3.94,7.66
"ARR9-0905","1",712640,"",-18.8,-2.87,4.16
"ARR9-0906","1",712660,"",-22.34,-3.43,5.06
"ARR9-0907","1",731100,"",-28.05,-4.57,8.48
"ARR9-0908","1",725680,"",-15.3,-2.51,4.79
"ARR9-0909","1",724980,"",-20.29,-3.6,8.51
"ARRM-1001","1",724900,"",-40.21,-5.94,7.28
"ARRM-1002","1",725000,"",-35.7,-4.51,0.41
"ARRM-1003","1",725020,"",-15.33,-2.29,2.98
"ARRM-1004","1",712700,"",-19.38,-3.01,4.73
"ARRM-1005","1",724940,"",-38.82,-5.53,5.39
"ARRO-1021","1",712680,"",-25.42,-4.2,8.16
"ARRO-1022","1",724960,"",-23.93,-3.98,7.87
"ARRO-1023","1",731960,"",-76.38,-10.38,6.64
"ARRO-1024","1",712620,"",-15.27,-1.44,-3.72
"ARS9-0944","1",720320,"",-18.35,-3.37,8.57
"ARS9-0945","1",726200,"",-22.04,-3.62,6.9
"ARS9-0945","2",731180,"",-21.21,-3.1,3.56
"ARS9-0946","1",713780,"",-26.83,-4.45,8.77
"ARS9-0949","1",720280,"",-26.04,-4.58,10.57
"ARS9-0950","1",720380,"",-21.22,-3.67,8.16
"ARSS-1090","1",720260,"",-27.94,-4.85,10.9
"ARSS-1091","1",731900,"",-58.24,-7.96,5.44
"AZLS-1055","1",703480,"1310005",-82.32,-11.61,10.6
"AZR9-0901","1",703880,"1310017",-111.62,-14.3,2.75
"AZR9-0902","1",703940,"1310018",-112.21,-14.34,2.49
"AZR9-0903","1",703440,"1310003",-66.69,-8.7,2.95
"AZR9-0903","2",704160,"1310008",-68.03,-8.97,3.74
"AZRM-1002","1",703920,"1310045",-110.51,-14.24,3.43
"AZRM-1003","1",717220,"1310389",-70.28,-9.49,5.64
"AZRM-1004","1",729900,"1310891",-65.42,-8.99,6.5
"AZS9-0929","1",704180,"1310247",-69.56,-9.48,6.25
"AZSS-1106","1",704140,"1310241",-70.96,-9.98,8.9
"AZSS-1115","1",703500,"1310004",-80.25,-11.75,13.75
"CAR9-0902","1",705860,"",-50.63,-7.17,6.76
"CAR9-0903","1",722000,"",-51.83,-7.47,7.95
"CAR9-0903","2",722060,"",-48.98,-6.67,4.37
"CAR9-0904","1",705280,"",-76.79,-10.78,9.47
"CAR9-0909","1",722100,"",-84.82,-11.37,6.16
"CAR9-0912","1",705260,"",-78.6,-11.15,10.6
"CARM-1003","1",705560,"",-77.12,-10.03,3.14
"CARM-1007","1",705240,"",-75.2,-10.43,8.24
"CARM-1010","1",705200,"",-82.66,-11.69,10.84
"CARM-1011","1",705220,"",-83.31,-11.75,10.72
"CAS9-0914","1",718240,"",-69.93,-9.6,6.84
"CAS9-0914","2",718280,"",-55.06,-5.07,-14.52
"CAS9-0915","1",718360,"",-84.38,-12.17,12.95
"CAS9-0916","1",718300,"",-71.45,-10.42,11.89
"CAS9-0916","2",723500,"",-70.65,-10.19,10.83
"CAS9-0917","1",723560,"",-80.33,-11.57,12.27
"CAS9-0918","1",723480,"",-84.86,-12.27,13.27
"CAS9-0919","1",723540,"",-120.83,-16.4,10.4
"CAS9-0920","1",718340,"",-43.28,-6.64,9.82
"CAS9-0921","1",718260,"",-89.34,-12.59,11.39
"CAS9-0924","1",705820,"",-113.61,-14.82,4.94
"CAS9-0925","1",705840,"",-30.26,-4.13,2.76
"CAS9-0926","1",718320,"",-47.03,-7.52,13.17
"CAS9-0927","1",723520,"",-86.9,-12.57,13.65
"CAS9-0929","1",718220,"",-41.85,-6.19,7.66
"CAS9-0930","1",718380,"",-69.14,-10.24,12.76
"COLS-1060","1",711820,"1310168",-110.42,-14.89,8.68
"COLS-1064","1",712420,"1310143",-124.34,-17.02,11.82
"COLS-1065","1",719620,"1310862",-85.6,-11.72,8.16
"COLS-1068","1",720620,"1310901",-103.54,-14.31,10.92
"COR9-0901","1",712280,"1310173",-91.91,-10.09,-11.22
"COR9-0903","1",708600,"1310062",-57.43,-5.68,-11.95
"COR9-0905","1",732580,"1310857",-93.67,-12.72,8.1
"COR9-0908","1",723080,"1310799",-122.19,-16.39,8.94
"COR9-0908","2",720660,"1310912",-118.88,-16.05,9.54
"CORF-0001","1",707460,"1310531",-122.71,-16.75,11.3
"CORM-1002","1",723060,"1310881",-117.81,-16.05,10.56
"CORM-1003","1",732520,"1310858",-83.26,-12,12.74
"COS9-0920","1",712500,"1310123",-121.66,-16.64,11.45
"COS9-0920","2",712480,"1310337",-116.93,-15.92,10.45
"COS9-0921","1",712380,"1310198",-137.44,-18.6,11.34
"COS9-0921","R",711860,"1310334",-125.26,-16.81,9.23
"COS9-0922","1",711920,"1310107",-103.94,-14.39,11.2
"COS9-0923","1",719560,"1310205",-113.94,-14.84,4.76
"COS9-0924","1",708560,"1310080",-129.23,-17.43,10.22
"COS9-0925","1",708660,"1310083",-93.19,-12.33,5.48
"COS9-0926","1",708540,"1310061",-52.35,-5.9,-5.17
"COS9-0928","1",711000,"1310164",-105.9,-13.18,-0.49
"COS9-0929","1",712520,"1310066",-116.68,-15.53,7.54
"COS9-0931","1",732560,"1310880",-115.14,-15.87,11.83
"COS9-0932","1",711840,"1310248",-124.45,-16.24,5.51
"COS9-0934","1",708580,"1310047",-106.21,-14.29,8.09
"COS9-0937","1",712320,"1310330",-129.21,-17.37,9.78
"COS9-0938","1",712340,"1310315",-129.28,-17.44,10.25
"COSS-1097","1",708620,"1310425",-88.6,-10.73,-2.76
"COSS-1099","1",712300,"1310261",-131.38,-17.44,8.11
"COSS-1109","1",732640,"1310885",-129.67,-17.38,9.33
"CTS9-0916","1",710760,"1310530",-49.17,-7.84,13.52
"CTS9-0916","2",710680,"1310642",-48.21,-7.89,14.92
"CTS9-0917","1",710740,"1310226",-54.78,-8.06,9.72
"CTS9-0921","1",710780,"1310284",-51.58,-7.99,12.33
"CTS9-0921","2",710800,"1310440",-50.95,-7.91,12.31
"CTSS-1077","1",710720,"1310075",-55.91,-8.37,11.07
"CTSS-1079","1",710840,"1310719",-47.21,-7.28,11.07
"CTSS-1080","1",711060,"1310744",-46.09,-7.29,12.19
"DELS-1036","1",704040,"1310029",-37.06,-6.17,12.28
"DER9-0903","1",708220,"1310269",-44.46,-7.07,12.09
"DER9-0903","2",719220,"1310586",-35.75,-6.39,15.41
"DERO-1001","1",706080,"1310313",-39.52,-6.4,11.72
"DERO-1002","1",708160,"1310721",-35.23,-6.12,13.76
"DERO-1005","1",706060,"1310595",-36.95,-6.34,13.79
"DES9-0908","1",707060,"1310640",-39.95,-6.92,15.43
"DES9-0912","1",704120,"1310240",-48.82,-7.49,11.14
"DES9-0912","2",704540,"1310427",-36.77,-6.26,13.33
"DESS-1081","1",704080,"1310186",-36.55,-6.03,11.65
"DESS-1085","1",704060,"1310117",-47.2,-7.17,10.14
"DESS-1090","1",719200,"1310624",-34.51,-5.58,10.16
"GALS-1051","1",730640,"1310753",-20.16,-3.89,10.96
"GALS-1055","1",703200,"1310737",-19.42,-3.42,7.97
"GAS9-0914","1",722280,"1310438",-23.43,-4.05,8.96
"GAS9-0914","2",722800,"1310700",-21.45,-3.94,10.09
"GAS9-0915","1",704940,"1310013",-27.68,-5.29,14.62
"GAS9-0916","1",711220,"1310027",-17.41,-3.24,8.53
"GAS9-0917","1",716480,"1310249",-22.78,-4.15,10.43
"GAS9-0919","1",711260,"1310094",-26.17,-4.84,12.55
"GAS9-0921","1",704920,"1310011",-24.55,-4.64,12.55
"GAS9-0922","1",711240,"1310070",-23.11,-4.24,10.81
"GAS9-0924","1",716800,"1310263",-25.4,-4.75,12.61
"GAS9-0925","1",722820,"1310514",-18.93,-3.62,9.99
"GAS9-0925","2",728560,"1310707",-19.13,-4.02,13.02
"GASS-1077","1",736160,"1310920",-29.73,-5.29,12.61
"GASS-1079","1",730660,"1310832",-23.99,-4.29,10.34
"GASS-1081","1",732180,"1310840",-25.07,-4.92,14.28
"GASS-1082","1",736140,"1310921",-24.85,-4.49,11.11
"HIKS13-001","1",726740,"1310708",-9.32,-3.22,16.47
"HIKS13-002","1",715140,"1310588",-8.87,-2.97,14.89
"HIKS13-017","1",726760,"1310726",-9.65,-2.98,14.19
"HIKS13-027","1",716440,"1310603",-7.66,-2.53,12.55
"HIKS13-029","1",729440,"1310842",-6.88,-2.56,13.64
"HIKS13-043","1",716460,"1310439",-15.47,-3.46,12.19
"IALS-1051","1",707540,"1310426",-49.02,-7.34,9.73
"IAR9-0905","1",719120,"1310394",-49.03,-7.47,10.71
"IARF-0002","1",707560,"1310405",-48.5,-7.25,9.48
"IARF-0003","1",719740,"1310353",-55.31,-8.46,12.38
"IARF-0004","1",707580,"1310392",-48.63,-7.37,10.33
"IARF-0005","1",717100,"1310390",-43.88,-6.47,7.91
"IARO-1013","1",719080,"1310379",-54.84,-8.12,10.12
"IAS9-0918","1",707100,"1310460",-45.57,-7.01,10.53
"IAS9-0918","2",707500,"1310634",-45.09,-6.96,10.58
"IAS9-0920","1",707520,"1310444",-43.75,-5.9,3.45
"IAS9-0924","1",707080,"1310358",-44.92,-6.79,9.4
"IAS9-0931","1",719060,"1310421",-46.38,-7.14,10.76
"IASS-1088","1",719100,"1310343",-50.7,-7.98,13.17
"IASS-1090","1",707120,"1310342",-49.4,-7.59,11.32
"IDLS-1063","1",730520,"1310765",-129.1,-17.14,7.98
"IDR9-0901","1",714700,"1310195",-126.21,-16.41,5.1
"IDR9-0901","2",724460,"1310555",-125.11,-16.06,3.39
"IDR9-0903","1",715060,"1310191",-110.97,-13.65,-1.79
"IDR9-0904","1",724420,"1310712",-133.87,-17.15,3.35
"IDR9-0905","1",721720,"1310412",-105.43,-13.18,-0.01
"IDR9-0906","1",714660,"1310203",-118.72,-15.47,5.06
"IDR9-0908","1",709740,"1310297",-115.78,-15.69,9.72
"IDR9-0908","2",730420,"1310850",-113,-15.29,9.35
"IDR9-0910","1",712200,"1310216",-115.34,-14.96,4.31
"IDR9-0911","1",709380,"1310766",-124.91,-15.85,1.93
"IDR9-0913","1",709420,"1310680",-135.96,-17.63,5.09
"IDRM-1001","1",714720,"1310185",-132.03,-17.24,5.92
"IDRM-1002","1",724480,"1310705",-134.96,-17.78,7.25
"IDRM-1009","1",724440,"1310713",-134.12,-17.02,2.01
"IDRM-1011","1",721740,"1310429",-122.62,-16.08,6.01
"IDRM-1013","1",709400,"1310667",-136.56,-17.52,3.59
"IDRM-1019","1",712220,"1310267",-130.85,-17.12,6.14
"IDRM-1021","1",724400,"1310704",-134.6,-17.67,6.72
"IDRM-1022","1",709760,"1310290",-130.34,-17.17,7.05
"IDRM-1023","1",724500,"1310578",-130.89,-17.17,6.45
"IDRM-1024","1",730480,"1310701",-125.44,-16.04,2.87
"IDRO-1025","1",721760,"1310424",-114.16,-15.02,5.98
"IDRO-1029","1",726780,"1310579",-126.64,-16.27,3.51
"IDRO-1030","1",709780,"1310246",-118.55,-15.45,5.03
"IDRO-1031","1",726800,"1310567",-118.7,-14.75,-0.67
"IDRO-1033","1",721780,"1310431",-113.11,-15.32,9.49
"IDRO-1034","1",714680,"1310200",-126.11,-16.87,8.84
"IDRO-1036","1",726820,"1310590",-127.82,-16.07,0.73
"IDRO-1039","1",712080,"1310545",-119.76,-14.98,0.06
"IDRO-1041","1",712120,"1310434",-100.15,-12.43,-0.68
"IDRO-1047","1",730600,"1310771",-121.98,-15.84,4.75
"IDRO-1049","1",730460,"1310835",-134.21,-17.71,7.44
"IDRO-1050","1",724380,"1310689",-117.03,-15.16,4.21
"IDS9-0922","1",726860,"1310751",-125.19,-16.84,9.5
"ILLS-1067","1",725700,"1310522",-27.66,-4.76,10.4
"ILLS-1069","1",725280,"1310525",-26.34,-3.73,3.46
"ILLS-1071","1",721400,"1310339",-40.04,-6.46,11.67
"ILLS-1074","1",721420,"1310393",-50.66,-7.8,11.74
"ILR9-0902","1",721440,"1310354",-47.6,-7.47,12.16
"ILR9-0902","2",725300,"1310584",-47.55,-7.24,10.39
"ILRF-0001","1",715700,"1310345",-31.22,-4.75,6.81
"ILRF-0002","1",715180,"1310609",-34.8,-5.23,7.02
"ILRF-0003","1",715720,"1310359",-39.76,-6.14,9.33
"ILRO-1025","1",725340,"1310768",-31.52,-4.77,6.62
"ILRO-1027","1",721380,"1310395",-33.87,-4.54,2.46
"ILS9-0920","1",721340,"1310467",-36.58,-5.62,8.4
"ILS9-0921","1",721320,"1310495",-34.34,-5.5,9.63
"ILSS-1125","1",721300,"1310449",-44.98,-7.17,12.36
"ILSS-1128","1",721360,"1310437",-35.36,-6.04,12.94
"ILSS-1130","1",725320,"1310549",-39.68,-6.46,12.04
"INLS-1044","1",717560,"1310432",-39.72,-6.5,12.24
"INRF-0001","1",715740,"1310406",-33.88,-5.13,7.19
"INRF-0002","1",715760,"1310374",-38.09,-5.62,6.85
"INRO-1027","1",717400,"1310534",-41.73,-6.8,12.65
"INS9-0918","1",717300,"1310361",-37.41,-6.07,11.14
"INS9-0918","2",717520,"1310574",-39.97,-6.37,10.96
"INS9-0920","1",717540,"1310459",-34.6,-5.09,6.1
"INS9-0923","1",717380,"1310407",-44.06,-6.46,7.6
"INSS-1088","1",717360,"1310356",-42.16,-6.87,12.8
"INSS-1089","1",715300,"1310177",-46.41,-7.3,11.98
"KSR9-0901","1",705000,"1310217",-78.38,-10.18,3.06
"KSR9-0901","2",705300,"1310450",-87.45,-11.07,1.1
"KSR9-0902","1",708000,"1310012",-32.89,-4.6,3.91
"KSR9-0903","1",704580,"1310210",-39.72,-5.87,7.25
"KSR9-0904","1",703620,"1310069",-42.21,-5.74,3.75
"KSR9-0904","2",704620,"1310182",-21.31,-1.47,-9.58
"KSR9-0905","1",703860,"1310275",-81.82,-10.35,0.96
"KSR9-0906","1",703280,"1310048",-28.45,-4.72,9.28
"KSR9-0907","1",729360,"1310786",-1.75,1.76,-15.79
"KSR9-0908","1",703260,"1310301",-32,-4.65,5.18
"KSR9-0910","1",703600,"1310002",-41.57,-5.86,5.34
"KSR9-0911","1",703840,"1310319",-22.9,-3.02,1.24
"KSR9-0912","1",719380,"1310340",-21.75,-2.53,-1.47
"KSRF-0002","1",705500,"1310133",-23.39,-3.45,4.2
"KSRF-0003","1",705520,"1310149",-35.89,-5.6,8.87
"KSRF-0004","1",705480,"1310114",-34.94,-5.66,10.31
"KSRF-0006","1",716980,"1310362",-35.8,-5.34,6.94
"KSRS-1255","1",719320,"1310830",-15.97,-2.36,2.91
"KSRS-1258","1",719840,"1310517",-32.03,-4.68,5.45
"KSRS-1261","1",703680,"1310023",-55.41,-8.17,9.95
"KSRS-1268","1",719240,"1310299",-32.24,-4.65,4.98
"KSRS-1269","1",703320,"1310121",-28.83,-4.09,3.92
"KSRS-1270","1",703660,"1310006",-28.32,-4.64,8.78
"KSRS-1277","1",704560,"1310024",-41.85,-5.11,-0.97
"KSRS-1278","1",729300,"1310743",-33.61,-5.18,7.84
"KSRS-1280","1",719280,"1310477",-24.87,-3.07,-0.31
"KSRS-1288","1",703580,"1310001",-30.51,-4.8,7.93
"KSRS-1301","1",719340,"1310690",-34.7,-5.49,9.24
"KSRS-1303","1",719360,"1310369",-15.44,-1.37,-4.46
"KSRS-1306","1",719300,"1310539",-21.21,-2.43,-1.79
"KSRS-1312","1",719820,"1310464",-25.65,-3.94,5.89
"KSRS-1313","1",703520,"1310710",-30.69,-4.72,7.04
"KSRS-1316","1",705020,"1310211",-76.74,-10.06,3.77
"KSRS-1317","1",709960,"1310711",-31.85,-4.48,4
"KSRS-1324","1",709900,"1310839",-9.74,-1.53,2.47
"KSRS-1330","1",703240,"1310884",-32.6,-5.09,8.11
"KSRS-1336","1",703540,"1310144",-36.69,-5.74,9.23
"KSRS-1338","1",729280,"1310645",-47.55,-6.43,3.85
"KSRS-1340","1",703640,"1310043",-45.23,-6.81,9.22
"KSRS-1343","1",729220,"1310748",-45.53,-6.85,9.3
"KSRS-1348","1",729200,"1310800",-34.51,-5.22,7.23
"KSS9-0932","1",704640,"1310272",-24.57,-2.19,-7.04
"KSS9-0933","1",703560,"1310007",-28.86,-4.64,8.28
"KSS9-0934","1",732720,"1310893",-7.34,-0.59,-2.66
"KSS9-0936","1",719260,"1310660",-39.62,-6.14,9.48
"KSS9-0938","1",729260,"1310635",-61.24,-9.03,11.01
"KSS9-0938","2",729240,"1310776",-60.37,-8.66,8.95
"KYLS-1053","1",715440,"1310615",-28.43,-4.98,11.43
"KYLS-1054","1",712920,"1310616",-38.07,-6.28,12.19
"KYLS-1055","1",724340,"1310526",-31.68,-5.3,10.74
"KYLS-1056","1",724320,"1310699",-26.79,-4.7,10.84
"KYLS-1062","1",718760,"1310794",-27.91,-4.76,10.18
"KYR9-0905","1",712880,"1310564",-35.48,-5.8,10.89
"KYR9-0905","2",715880,"1310673",-36.97,-6.08,11.66
"KYR9-0907","1",715860,"1310724",-34.05,-5.72,11.71
"KYRF-0001","1",724240,"1310589",-31.99,-5.69,13.55
"KYRF-0002","1",721080,"1310558",-33.54,-5.48,10.33
"KYRM-1002","1",705380,"1310010",-50.04,-8.01,14.06
"KYRM-1003","1",730060,"1310802",-37.08,-5.75,8.88
"KYRM-1006","1",705360,"1310009",-38.92,-6.64,14.22
"KYRM-1007","1",726980,"1310784",-39.38,-6.3,11.04
"KYRO-1029","1",712900,"1310505",-33.29,-5.75,12.69
"KYRO-1031","1",712960,"1310501",-43.23,-6.66,10.02
"KYRO-1032","1",713000,"1310702",-28.03,-4.97,11.77
"KYS9-0919","1",703980,"1310076",-35.71,-5.85,11.13
"KYS9-0919","2",703780,"1310220",-42.85,-7.02,13.31
"KYS9-0920","1",724360,"1310581",-33.13,-5.67,12.22
"KYS9-0921","1",724300,"1310684",-34.53,-5.84,12.19
"KYS9-0923","1",715600,"1310621",-36.41,-6.16,12.87
"KYS9-0924","1",704520,"1310126",-36.14,-5.87,10.84
"KYS9-0925","1",724200,"1310571",-17.11,-3.65,12.09
"KYS9-0925","2",715580,"1310681",-33.61,-5.68,11.81
"KYS9-0926","1",715460,"1310625",-35.46,-5.54,8.82
"KYSS-1077","1",715620,"1310594",-34.58,-5.99,13.37
"KYSS-1078","1",715560,"1310623",-21.67,-3.81,8.79
"KYSS-1080","1",704500,"1310141",-32.46,-5.42,10.88
"KYSS-1082","1",730380,"1310915",-34.15,-5.83,12.46
"LALS-1038","1",713520,"1310115",-10.23,-2.37,8.69
"LAR9-0915","1",712840,"1310150",-14.26,-3.05,10.17
"LAR9-0915","2",722780,"1310398",-18.39,-3.43,9.02
"LARF-0002","1",727960,"1310760",-17.41,-3.31,9.05
"LARO-1019","1",712860,"1310258",-23.49,-3.72,6.25
"LARO-1020","1",712740,"1310276",-18.08,-3.08,6.57
"LAS9-0944","1",712780,"1310181",-7.96,-1.6,4.82
"LAS9-0944","2",722760,"1310397",-19.65,-3.25,6.33
"LAS9-0946","1",722720,"1310483",-24.61,-3.68,4.86
"LAS9-0948","1",722660,"1310344",-6.81,-0.99,1.11
"LAS9-0950","1",713540,"1310479",-3.57,-1.22,6.17
"LASS-1050","1",713560,"1310207",-21.57,-4.28,12.65
"LASS-1051","1",722740,"1310478",1.19,0.24,-0.7
"MARO-1020","1",736120,"1310918",-41.56,-6.02,6.58
"MARO-1021","1",736220,"1310919",-56.76,-8.86,14.13
"MAS9-0916","1",729480,"1310917",-55.1,-8.49,12.79
"MASS-1073","1",736080,"1310914",-54.44,-8.58,14.2
"MDLS-1038","1",711100,"1310255",-39.56,-6.28,10.68
"MDLS-1041","1",703060,"1310236",-36.64,-6.29,13.66
"MDR9-0902","1",703020,"1310433",-48.14,-7.4,11.07
"MDR9-0905","1",703000,"1310148",-55.22,-8.36,11.7
"MDR9-0905","2",703140,"1310282",-54.73,-8.35,12.08
"MDRM-1003","1",703180,"1310039",-63.37,-9.66,13.88
"MDRM-1004","1",703160,"1310156",-45.2,-7.28,13
"MDRO-1014","1",703100,"1310095",-43.35,-6.85,11.43
"MDRO-1015","1",703120,"1310068",-44.95,-7.44,14.57
"MDRO-1018","1",703080,"1310065",-44.65,-7.26,13.44
"MDS9-0914","1",703040,"1310030",-36.47,-6.06,12.02
"MDS9-0914","2",711080,"1310190",-38,-6.34,12.76
"MILS-1056","1",720480,"1310796",-54.55,-8.43,12.93
"MILS-1057","1",724160,"1310458",-65.33,-8.63,3.7
"MILS-1058","1",724040,"1310601",-72.3,-10.82,14.23
"MILS-1059","1",710580,"1310245",-56.67,-8.72,13.13
"MILS-1060","1",720500,"1310633",-92.27,-13.06,12.18
"MILS-1061","1",720580,"1310386",-52.86,-7.33,5.82
"MIRF-0001","1",706400,"1310160",-75.64,-10.58,8.97
"MIRF-0002","1",708980,"1310108",-72.53,-10.61,12.39
"MIRF-0003","1",707600,"1310091",-75.67,-10.76,10.41
"MIRF-0004","1",708940,"1310077",-71.32,-10.21,10.38
"MIRF-0005","1",706340,"1310100",-59.37,-8.85,11.46
"MIS9-0923","1",710560,"1310085",-54.41,-8.26,11.65
"MIS9-0923","2",710480,"1310256",-58.54,-8.8,11.84
"MIS9-0924","1",710540,"1310147",-31.71,-4.83,6.91
"MIS9-0924","2",710620,"1310213",-54.3,-7.73,7.51
"MIS9-0925","1",719160,"1310706",-55.94,-8.51,12.14
"MIS9-0927","1",720560,"1310351",-70.56,-10.2,11.06
"MIS9-0928","1",710500,"1310441",-70.38,-10.11,10.49
"MIS9-0929","1",719180,"1310268",-58.61,-7.06,-2.15
"MIS9-0930","1",710640,"1310214",-60.12,-9.23,13.76
"MIS9-0932","1",723980,"1310655",-69.03,-9.81,9.43
"MIS9-0933","1",724100,"1310524",-42.16,-5.71,3.53
"MIS9-0934","1",710520,"1310139",-28.04,-4.36,6.82
"MIS9-0935","1",720540,"1310718",-61.32,-9.14,11.78
"MIS9-0936","1",724120,"1310487",-60.61,-8.24,5.28
"MIS9-0937","1",720520,"1310630",-89.57,-12.87,13.41
"MIS9-0938","1",710660,"1310827",-59.84,-7.95,3.74
"MISS-1132","1",724080,"1310537",-44.2,-6.92,11.18
"MISS-1133","1",719140,"1310295",-90.16,-12.94,13.36
"MISS-1134","1",724060,"1310608",-71.63,-10.51,12.46
"MISS-1135","1",724140,"1310493",-77.54,-11.27,12.6
"MISS-1136","1",710600,"1310097",-59.65,-8.94,11.84
"MISS-1137","1",724020,"1310672",-71.51,-10.44,12.03
"MNLS-1091","1",728140,"1310733",-57.29,-8.58,11.31
"MNLS-1094","1",719040,"1310596",-49.51,-5.68,-4.04
"MNLS-1097","1",728100,"1310631",-39.98,-5.21,1.69
"MNLS-1105","1",717060,"1310518",-68.64,-9.61,8.22
"MNR9-0901","1",719020,"1310252",-49.04,-7.09,7.72
"MNR9-0901","2",723700,"1310372",-50.85,-7.01,5.22
"MNR9-0903","1",728080,"1310658",-40.82,-5.05,-0.41
"MNR9-0904","1",723740,"1310455",-49.71,-6.51,2.34
"MNR9-0905","1",718920,"1310462",-55,-6.76,-0.93
"MNR9-0907","1",718980,"1310280",-48.36,-6.84,6.37
"MNR9-0908","1",718860,"1310321",-57.93,-8,6.04
"MNR9-0910","1",723800,"1310613",-43.59,-5.32,-1.06
"MNR9-0911","1",723900,"1310491",-51.33,-6.56,1.19
"MNR9-0912","1",708080,"1310073",-63.6,-8.31,2.87
"MNR9-0913","1",723680,"1310383",-50.34,-6.75,3.68
"MNR9-0914","1",718900,"1310529",-39.97,-5.41,3.3
"MNR9-0918","1",723780,"1310597",-51.15,-6.21,-1.47
"MNRF-0008","1",716860,"1310563",-65.94,-8.86,4.94
"MNRM-1002","1",708880,"1310365",-54.09,-6.93,1.39
"MNRM-1003","1",719000,"1310209",-48.94,-7.05,7.44
"MNRM-1006","1",718840,"1310341",-51.4,-6.78,2.83
"MNRM-1007","1",728060,"1310723",-58.05,-8.75,11.95
"MNRM-1010","1",708120,"1310286",-49.02,-6.76,5.06
"MNRM-1011","1",723720,"1310583",-51.12,-6.29,-0.79
"MNRM-1012","1",718820,"1310242",-48.85,-7.07,7.73
"MNRO-1051","1",728040,"1310703",-58.51,-8.64,10.57
"MNRO-1052","1",718960,"1310316",-47.74,-6.55,4.68
"MNRO-1055","1",723880,"1310559",-55.82,-8.17,9.53
"MNS9-0927","1",718880,"1310520",-54.02,-8.43,13.39
"MNS9-0927","2",728020,"1310637",-55.34,-8.2,10.27
"MNS9-0929","1",708920,"1310106",-58.15,-8.81,12.37
"MNS9-0932","1",708140,"1310163",-75.2,-10.29,7.14
"MNS9-0933","1",708900,"1310053",-60.83,-8.93,10.61
"MNS9-0934","1",705800,"1310058",-38.89,-4.46,-3.17
"MNS9-0935","1",705980,"1310178",-71.51,-10.27,10.63
"MNSS-1169","1",705740,"1310142",-75.1,-10.2,6.5
"MNSS-1171","1",705760,"1310035",-56.88,-7.63,4.18
"MNSS-1175","1",705780,"1310063",-68.22,-9.92,11.14
"MOLS-1080","1",713180,"1310376",-39.07,-5.25,2.92
"MOLS-1085","1",727740,"1310875",-26.16,-3.86,4.71
"MOLS-1088","1",713300,"1310548",-37.16,-5.73,8.64
"MOR9-0909","1",713320,"1310870",-34.44,-5.68,11.02
"MOR9-0910","1",727840,"1310887",-18.4,-2.43,1.02
"MOR9-0911","1",713240,"1310855",-34.17,-5.3,8.24
"MORF-0002","1",712020,"1310457",-31.35,-4.39,3.76
"MORF-0003","1",724540,"1310654",-29.87,-5.48,13.94
"MORF-0004","1",705440,"1310074",-30.94,-4.4,4.22
"MORF-0005","1",705460,"1310084",-36.98,-5.74,8.93
"MORF-0007","1",724580,"1310638",-27.71,-5.21,13.97
"MORF-0008","1",724560,"1310659",-31.49,-5.59,13.24
"MORF-0009","1",705580,"1310067",-39.2,-6.28,11.07
