"SITE_ID","VISIT_NO","AMMONIA_N_RESULT","AMMONIA_N_RESULT_UNITS","ANC_RESULT","ANC_RESULT_UNITS","CALCIUM_RESULT","CALCIUM_RESULT_UNITS","CHLORIDE_RESULT","CHLORIDE_RESULT_UNITS","COLOR_RESULT","COLOR_RESULT_UNITS","COND_RESULT","COND_RESULT_UNITS","DOC_RESULT","DOC_RESULT_UNITS","MAGNESIUM_RESULT","MAGNESIUM_RESULT_UNITS","NITRATE_N_RESULT","NITRATE_N_RESULT_UNITS","NITRATE_NITRITE_N_RESULT","NITRATE_NITRITE_N_RESULT_UNITS","NITRITE_N_RESULT","NITRITE_N_RESULT_UNITS","NTL_RESULT","NTL_RESULT_UNITS","PH_RESULT","PH_RESULT_UNITS","POTASSIUM_RESULT","POTASSIUM_RESULT_UNITS","PTL_RESULT","PTL_RESULT_UNITS","SILICA_RESULT","SILICA_RESULT_UNITS","SODIUM_RESULT","SODIUM_RESULT_UNITS","SULFATE_RESULT","SULFATE_RESULT_UNITS","TSS_RESULT","TSS_RESULT_UNITS","TURB_RESULT","TURB_RESULT_UNITS"
"ILRM-1001",1,0.04,"MG N/L",5067.64,"UEQ/L",63.79,"MG/L",43.446,"MG/L",51,"APHA PT-CO",642,"US/CM AT 25 C",10.7,"MG/L",34.34,"MG/L",0.951,"MG N/L",NA,"",0,"MG N/L",2.298,"MG/L",8.36,"STD. UNITS",3.712,"MG/L",252,"UG/L",15.404,"MG/L",23.9,"MG/L",20.973,"MG/L",19.9,"MG/L",7.04,"NTU"
"CASS-1350",1,0.0033,"MG N/L",1380,"UEQ/L",14.5,"MG/L",0.37,"MG/L",10,"APHA PT-CO",140,"US/CM AT 25 C",1.67,"MG/L",4.5,"MG/L",0.0321,"MG N/L",0.0321,"MG N/L",NA,"",0.0791,"MG/L",7.81,"STD. UNITS",1.2,"MG/L",14.7,"UG/L",19.7,"MG/L",7.6,"MG/L",1.69,"MG/L",1.2,"MG/L",0.55,"NTU"
"IARO-1017",1,0.013,"MG N/L",3840.86,"UEQ/L",69.9,"MG/L",25.93,"MG/L",20,"APHA PT-CO",614,"US/CM AT 25 C",4.65,"MG/L",29.56,"MG/L",2.194,"MG N/L",NA,"",0.004,"MG N/L",3.456,"MG/L",8.55,"STD. UNITS",3.551,"MG/L",243,"UG/L",12.56,"MG/L",15.36,"MG/L",82.072,"MG/L",76.3,"MG/L",15.03,"NTU"
"MTLS-1144",1,0.045,"MG N/L",12523,"UEQ/L",26.87,"MG/L",71.026,"MG/L",70,"APHA PT-CO",10250,"US/CM AT 25 C",33.87,"MG/L",541.2,"MG/L",0,"MG N/L",NA,"",0,"MG N/L",3.085,"MG/L",9.6,"STD. UNITS",18.95,"MG/L",132,"UG/L",3.052,"MG/L",2195,"MG/L",6004.825,"MG/L",12.9,"MG/L",1.86,"NTU"
"OKRO-1102",1,0.023,"MG N/L",2144.62,"UEQ/L",33.9,"MG/L",19.011,"MG/L",28,"APHA PT-CO",312,"US/CM AT 25 C",5.67,"MG/L",8.49,"MG/L",0.223,"MG N/L",NA,"",0.004,"MG N/L",0.759,"MG/L",8.1,"STD. UNITS",4.547,"MG/L",168,"UG/L",6.959,"MG/L",14.37,"MG/L",13.243,"MG/L",43.7,"MG/L",45.41,"NTU"
"ORR9-0905",1,0.008,"MG N/L",318.9,"UEQ/L",3.803,"MG/L",0.82,"MG/L",4,"APHA PT-CO",37.2,"US/CM AT 25 C",0.87,"MG/L",0.891,"MG/L",0.009,"MG N/L",NA,"",0.001,"MG N/L",0.073,"MG/L",7.56,"STD. UNITS",0.284,"MG/L",29,"UG/L",11.047,"MG/L",2.281,"MG/L",1.109,"MG/L",0.6,"MG/L",0.16,"NTU"
"SDS9-0945",1,0.06,"MG N/L",6778.21,"UEQ/L",177.9,"MG/L",19.29,"MG/L",58,"APHA PT-CO",2060,"US/CM AT 25 C",17.29,"MG/L",142.8,"MG/L",0.002,"MG N/L",NA,"",0,"MG N/L",3.153,"MG/L",8.44,"STD. UNITS",14.88,"MG/L",638,"UG/L",10.074,"MG/L",111.7,"MG/L",884.135,"MG/L",85.8,"MG/L",19.77,"NTU"
"TXSS-1206",1,0.071,"MG N/L",5254.33,"UEQ/L",101,"MG/L",35.609,"MG/L",38,"APHA PT-CO",617,"US/CM AT 25 C",7.08,"MG/L",3.999,"MG/L",0.015,"MG N/L",NA,"",0,"MG N/L",0.73,"MG/L",8.26,"STD. UNITS",3.952,"MG/L",201,"UG/L",21.67,"MG/L",28.66,"MG/L",9.345,"MG/L",4.8,"MG/L",1.99,"NTU"
"NERM-1008",1,0.036,"MG N/L",3521.11,"UEQ/L",70,"MG/L",15.951,"MG/L",10,"APHA PT-CO",943,"US/CM AT 25 C",4.72,"MG/L",31.34,"MG/L",0.087,"MG N/L",NA,"",0,"MG N/L",0.511,"MG/L",8.49,"STD. UNITS",7.175,"MG/L",109,"UG/L",8.891,"MG/L",96.8,"MG/L",287.151,"MG/L",18.1,"MG/L",10.24,"NTU"
"UTS9-0928",2,0.008,"MG N/L",229.27,"UEQ/L",3.483,"MG/L",0.289,"MG/L",16,"APHA PT-CO",29.7,"US/CM AT 25 C",1.72,"MG/L",0.566,"MG/L",0.041,"MG N/L",NA,"",0.001,"MG N/L",0.119,"MG/L",7.44,"STD. UNITS",0.311,"MG/L",13,"UG/L",4.384,"MG/L",1.363,"MG/L",2.373,"MG/L",0.9,"MG/L",2.86,"NTU"
"CORM-1001",1,0.036,"MG N/L",2678.98,"UEQ/L",86.12,"MG/L",64.755,"MG/L",15,"APHA PT-CO",879,"US/CM AT 25 C",3.38,"MG/L",22.36,"MG/L",0.557,"MG N/L",NA,"",0.004,"MG N/L",1.088,"MG/L",8.28,"STD. UNITS",3.275,"MG/L",199,"UG/L",10.938,"MG/L",66.7,"MG/L",206.112,"MG/L",146,"MG/L",30.75,"NTU"
"PAS9-0925",1,0.021,"MG N/L",1309.2,"UEQ/L",31.08,"MG/L",67.665,"MG/L",32,"APHA PT-CO",411,"US/CM AT 25 C",5.23,"MG/L",8.153,"MG/L",0.11,"MG N/L",NA,"",0.001,"MG N/L",1.235,"MG/L",8.02,"STD. UNITS",2.767,"MG/L",92,"UG/L",6.001,"MG/L",32.23,"MG/L",18.401,"MG/L",44.8,"MG/L",22.21,"NTU"
"IAR9-0904",1,0.014,"MG N/L",3685.35,"UEQ/L",73.47,"MG/L",25.567,"MG/L",28,"APHA PT-CO",661,"US/CM AT 25 C",5.91,"MG/L",34.87,"MG/L",0.399,"MG N/L",NA,"",0.001,"MG N/L",2.595,"MG/L",8.72,"STD. UNITS",3.711,"MG/L",295,"UG/L",20.684,"MG/L",15.37,"MG/L",125.055,"MG/L",57.9,"MG/L",26.12,"NTU"
"MAS9-0914",1,0.022,"MG N/L",146.86,"UEQ/L",4.764,"MG/L",30.714,"MG/L",95,"APHA PT-CO",138.9,"US/CM AT 25 C",9.6,"MG/L",0.801,"MG/L",0.325,"MG N/L",NA,"",0.002,"MG N/L",0.724,"MG/L",6.86,"STD. UNITS",1.083,"MG/L",47,"UG/L",5.557,"MG/L",20.39,"MG/L",5.066,"MG/L",2.5,"MG/L",2.47,"NTU"
"DELS-1027",1,0.074,"MG N/L",709.86,"UEQ/L",13.23,"MG/L",42.35,"MG/L",34,"APHA PT-CO",258,"US/CM AT 25 C",4.73,"MG/L",5.721,"MG/L",0.959,"MG N/L",NA,"",0.007,"MG N/L",1.334,"MG/L",7.57,"STD. UNITS",4.78,"MG/L",92,"UG/L",10.741,"MG/L",24.67,"MG/L",12.229,"MG/L",6,"MG/L",6.26,"NTU"
"ILR9-0907",1,0.022,"MG N/L",5219.96,"UEQ/L",68.77,"MG/L",44.855,"MG/L",30,"APHA PT-CO",668,"US/CM AT 25 C",6.86,"MG/L",36.82,"MG/L",2.229,"MG N/L",NA,"",0,"MG N/L",3.3,"MG/L",8.63,"STD. UNITS",3.023,"MG/L",221,"UG/L",12.103,"MG/L",23.24,"MG/L",27.962,"MG/L",28,"MG/L",7.72,"NTU"
"MNS9-0937",1,0.035,"MG N/L",1041.36,"UEQ/L",19.81,"MG/L",0.243,"MG/L",310,"APHA PT-CO",114.7,"US/CM AT 25 C",62.76,"MG/L",7.293,"MG/L",0.049,"MG N/L",NA,"",0.002,"MG N/L",1.749,"MG/L",7.6,"STD. UNITS",0.584,"MG/L",87,"UG/L",12.074,"MG/L",1.139,"MG/L",0.502,"MG/L",4.1,"MG/L",3.53,"NTU"
"MOR9-0904",2,0.011,"MG N/L",2524,"UEQ/L",29.37,"MG/L",2.585,"MG/L",9,"APHA PT-CO",279,"US/CM AT 25 C",0.86,"MG/L",16.95,"MG/L",0.109,"MG N/L",NA,"",0.001,"MG N/L",0.196,"MG/L",8.22,"STD. UNITS",1.004,"MG/L",29,"UG/L",7.919,"MG/L",2.572,"MG/L",12.47,"MG/L",6.1,"MG/L",3.41,"NTU"
"MORM-1004",1,0.051,"MG N/L",3870.7,"UEQ/L",39.04,"MG/L",7.018,"MG/L",11,"APHA PT-CO",394,"US/CM AT 25 C",1.7,"MG/L",26.34,"MG/L",0.115,"MG N/L",NA,"",0,"MG N/L",0.361,"MG/L",8.16,"STD. UNITS",2.798,"MG/L",55,"UG/L",11.078,"MG/L",3.982,"MG/L",4.506,"MG/L",4.2,"MG/L",2,"NTU"
"MTS9-0938",1,0.069,"MG N/L",7798.92,"UEQ/L",55.61,"MG/L",10.118,"MG/L",49,"APHA PT-CO",1475,"US/CM AT 25 C",5.75,"MG/L",23.65,"MG/L",0.024,"MG N/L",NA,"",0,"MG N/L",0.445,"MG/L",8.17,"STD. UNITS",2.002,"MG/L",206,"UG/L",20.628,"MG/L",271.3,"MG/L",351.925,"MG/L",5.8,"MG/L",1.74,"NTU"
"TXR9-0921",1,0.058,"MG N/L",2761.64,"UEQ/L",23.37,"MG/L",53.457,"MG/L",33,"APHA PT-CO",582,"US/CM AT 25 C",7.15,"MG/L",5.596,"MG/L",4.573,"MG N/L",NA,"",0.032,"MG N/L",5.2,"MG/L",8.04,"STD. UNITS",6.492,"MG/L",755,"UG/L",15.011,"MG/L",90.95,"MG/L",39.601,"MG/L",37.8,"MG/L",27.64,"NTU"
"WARO-1039",1,0.008,"MG N/L",366.07,"UEQ/L",5.956,"MG/L",0.41,"MG/L",8,"APHA PT-CO",45.8,"US/CM AT 25 C",0.59,"MG/L",1.05,"MG/L",0.036,"MG N/L",NA,"",0.001,"MG N/L",0.051,"MG/L",7.54,"STD. UNITS",0.553,"MG/L",75,"UG/L",6.299,"MG/L",0.978,"MG/L",2.95,"MG/L",24.4,"MG/L",6.08,"NTU"
"WYS9-0937",2,0.017,"MG N/L",4369.79,"UEQ/L",206.1,"MG/L",20.24,"MG/L",24,"APHA PT-CO",2980,"US/CM AT 25 C",10.53,"MG/L",153.3,"MG/L",0,"MG N/L",NA,"",0,"MG N/L",1.279,"MG/L",8,"STD. UNITS",8.855,"MG/L",157,"UG/L",2.632,"MG/L",358.7,"MG/L",1566.291,"MG/L",72.9,"MG/L",29.32,"NTU"
"WYRO-1043",1,0.01,"MG N/L",2724.38,"UEQ/L",60.38,"MG/L",1.935,"MG/L",20,"APHA PT-CO",564,"US/CM AT 25 C",4.01,"MG/L",22.33,"MG/L",0,"MG N/L",NA,"",0,"MG N/L",0.23,"MG/L",8.26,"STD. UNITS",2.938,"MG/L",41,"UG/L",6.431,"MG/L",25.71,"MG/L",144.08,"MG/L",6.7,"MG/L",3.04,"NTU"
"WAR9-0903",1,0.011,"MG N/L",385.18,"UEQ/L",6.295,"MG/L",0.416,"MG/L",6,"APHA PT-CO",47,"US/CM AT 25 C",0.61,"MG/L",1.053,"MG/L",0.035,"MG N/L",NA,"",0.001,"MG N/L",0.053,"MG/L",7.66,"STD. UNITS",0.538,"MG/L",20,"UG/L",6.117,"MG/L",1.009,"MG/L",3.028,"MG/L",8.5,"MG/L",2.74,"NTU"
"MORO-1047",1,0.021,"MG N/L",2704.11,"UEQ/L",31.79,"MG/L",3.641,"MG/L",6,"APHA PT-CO",276,"US/CM AT 25 C",1.51,"MG/L",15.19,"MG/L",0.031,"MG N/L",NA,"",0.003,"MG N/L",0.325,"MG/L",8.2,"STD. UNITS",1.557,"MG/L",66,"UG/L",9.605,"MG/L",3.445,"MG/L",4.835,"MG/L",13.6,"MG/L",7.51,"NTU"
"NER9-0914",2,0.02,"MG N/L",3530.3,"UEQ/L",70.55,"MG/L",15.747,"MG/L",13,"APHA PT-CO",919,"US/CM AT 25 C",3.76,"MG/L",29.6,"MG/L",0.336,"MG N/L",NA,"",0.001,"MG N/L",0.844,"MG/L",8.47,"STD. UNITS",6.368,"MG/L",131,"UG/L",8.548,"MG/L",89.96,"MG/L",271.203,"MG/L",69.8,"MG/L",14.65,"NTU"
"NERM-1004",1,0.014,"MG N/L",3405.96,"UEQ/L",66.06,"MG/L",13.69,"MG/L",7,"APHA PT-CO",913,"US/CM AT 25 C",3.91,"MG/L",28.26,"MG/L",0.096,"MG N/L",NA,"",0.001,"MG N/L",0.519,"MG/L",8.46,"STD. UNITS",6.405,"MG/L",87,"UG/L",8.455,"MG/L",93.8,"MG/L",276.09,"MG/L",23.9,"MG/L",10.23,"NTU"
"WIRO-1043",1,0.015,"MG N/L",3736.634,"UEQ/L",38.7,"MG/L",14.2,"MG/L",50,"APHA PT-CO",394,"US/CM AT 25 C",11.5,"MG/L",24.3,"MG/L",0.598,"MG N/L",0.598,"MG N/L",NA,"",1.94,"MG/L",8.5,"STD. UNITS",1.5,"MG/L",89.2,"UG/L",3.85,"MG/L",7.4,"MG/L",9.04,"MG/L",10.7,"MG/L",17.4,"NTU"
"RILS-1024",1,0.032,"MG N/L",1162.32,"UEQ/L",27.29,"MG/L",156.942,"MG/L",25,"APHA PT-CO",765,"US/CM AT 25 C",3.39,"MG/L",4.134,"MG/L",1.393,"MG N/L",NA,"",0.002,"MG N/L",1.654,"MG/L",7.76,"STD. UNITS",7.947,"MG/L",54,"UG/L",4.769,"MG/L",114.9,"MG/L",43.285,"MG/L",0.3,"MG/L",1.46,"NTU"
"RIR9-0901",1,0.032,"MG N/L",856.83,"UEQ/L",20.78,"MG/L",119.79,"MG/L",23,"APHA PT-CO",548,"US/CM AT 25 C",3.66,"MG/L",5.847,"MG/L",0.601,"MG N/L",NA,"",0.004,"MG N/L",1.078,"MG/L",7.79,"STD. UNITS",6.21,"MG/L",56,"UG/L",0.307,"MG/L",74.63,"MG/L",20.27,"MG/L",5.8,"MG/L",2.64,"NTU"
"IAR9-0907",1,0.014,"MG N/L",4948.4,"UEQ/L",92.14,"MG/L",26.432,"MG/L",10,"APHA PT-CO",760,"US/CM AT 25 C",2.75,"MG/L",39.03,"MG/L",3.933,"MG N/L",NA,"",0,"MG N/L",4.388,"MG/L",8.3,"STD. UNITS",2.534,"MG/L",158,"UG/L",18.601,"MG/L",14.11,"MG/L",111.834,"MG/L",45.3,"MG/L",12.17,"NTU"
"ILSS-1119",1,0.016,"MG N/L",6001.06,"UEQ/L",95.64,"MG/L",19.066,"MG/L",19,"APHA PT-CO",711,"US/CM AT 25 C",3.22,"MG/L",35.55,"MG/L",0.002,"MG N/L",NA,"",0,"MG N/L",0.293,"MG/L",8.08,"STD. UNITS",1.904,"MG/L",60,"UG/L",15.773,"MG/L",6.073,"MG/L",53.625,"MG/L",0.2,"MG/L",1.16,"NTU"
"LAS9-0949",1,0.01,"MG N/L",674.83,"UEQ/L",7.775,"MG/L",6.086,"MG/L",25,"APHA PT-CO",93.6,"US/CM AT 25 C",7.21,"MG/L",2.522,"MG/L",0.002,"MG N/L",NA,"",0,"MG N/L",0.65,"MG/L",7.7,"STD. UNITS",3.372,"MG/L",51,"UG/L",2.026,"MG/L",5.597,"MG/L",0.706,"MG/L",2.7,"MG/L",2.85,"NTU"
"MTS9-0922",1,0.004,"MG N/L",634.88,"UEQ/L",6.203,"MG/L",0.115,"MG/L",4,"APHA PT-CO",67,"US/CM AT 25 C",0.47,"MG/L",3.67,"MG/L",0.007,"MG N/L",NA,"",0.001,"MG N/L",0.024,"MG/L",7.77,"STD. UNITS",0.317,"MG/L",26,"UG/L",9.717,"MG/L",1.055,"MG/L",2.273,"MG/L",0,"MG/L",0.07,"NTU"
"NDR9-0902",1,0.01,"MG N/L",9771.58,"UEQ/L",91.95,"MG/L",10.161,"MG/L",61,"APHA PT-CO",2940,"US/CM AT 25 C",19.06,"MG/L",87.21,"MG/L",0,"MG N/L",NA,"",0,"MG N/L",1.213,"MG/L",8.56,"STD. UNITS",10.6,"MG/L",105,"UG/L",5.044,"MG/L",530.4,"MG/L",1237.432,"MG/L",26,"MG/L",11.55,"NTU"
"SDRM-1004",1,0.019,"MG N/L",5744.67,"UEQ/L",104.6,"MG/L",38.714,"MG/L",42,"APHA PT-CO",1344,"US/CM AT 25 C",14.19,"MG/L",63.92,"MG/L",0,"MG N/L",NA,"",0,"MG N/L",1.488,"MG/L",8.52,"STD. UNITS",16.5,"MG/L",707,"UG/L",23.179,"MG/L",109.2,"MG/L",381.121,"MG/L",141.4,"MG/L",39.01,"NTU"
"CALS-1120",1,0.0028,"MG N/L",648,"UEQ/L",6.3,"MG/L",0.16,"MG/L",10,"APHA PT-CO",67,"US/CM AT 25 C",1.04,"MG/L",2.3,"MG/L",0.0067,"MG N/L",0.0067,"MG N/L",NA,"",0.056,"MG/L",6.95,"STD. UNITS",1.2,"MG/L",10.1,"UG/L",30.2,"MG/L",3.6,"MG/L",0.9,"MG/L",1.3,"MG/L",0.3,"NTU"
"CASS-1275",1,0.0024,"MG N/L",452,"UEQ/L",4.3,"MG/L",0.15,"MG/L",10,"APHA PT-CO",47,"US/CM AT 25 C",2.09,"MG/L",0.9,"MG/L",0.0131,"MG N/L",0.0131,"MG N/L",NA,"",0.034,"MG/L",7.22,"STD. UNITS",1.7,"MG/L",13.9,"UG/L",39.7,"MG/L",2.9,"MG/L",0.08,"MG/L",0.3,"MG/L",0.3,"NTU"
"ILRM-1002",1,0.017,"MG N/L",4783.58,"UEQ/L",59.23,"MG/L",45.075,"MG/L",32,"APHA PT-CO",645,"US/CM AT 25 C",6.45,"MG/L",36.59,"MG/L",1.843,"MG N/L",NA,"",0.001,"MG N/L",3.388,"MG/L",8.64,"STD. UNITS",2.929,"MG/L",215,"UG/L",9.221,"MG/L",22.91,"MG/L",28.359,"MG/L",41.9,"MG/L",12.97,"NTU"
"NERM-1007",1,0.015,"MG N/L",2104.97,"UEQ/L",30.24,"MG/L",1.31,"MG/L",9,"APHA PT-CO",229,"US/CM AT 25 C",1.52,"MG/L",4.006,"MG/L",0.518,"MG N/L",NA,"",0.004,"MG N/L",0.803,"MG/L",8.39,"STD. UNITS",6.375,"MG/L",217,"UG/L",63.757,"MG/L",8.717,"MG/L",6.392,"MG/L",29.6,"MG/L",5.44,"NTU"
"IAR9-0914",2,0.007,"MG N/L",5449.72,"UEQ/L",93.9,"MG/L",22.712,"MG/L",9,"APHA PT-CO",694,"US/CM AT 25 C",2.31,"MG/L",31.06,"MG/L",8.778,"MG N/L",NA,"",0.02,"MG N/L",9.1,"MG/L",8.47,"STD. UNITS",3.67,"MG/L",473,"UG/L",14.766,"MG/L",14.26,"MG/L",43.45,"MG/L",119.4,"MG/L",16.17,"NTU"
"IDSS-1128",1,0.009,"MG N/L",375.58,"UEQ/L",5.088,"MG/L",0.13,"MG/L",5,"APHA PT-CO",41.2,"US/CM AT 25 C",0.93,"MG/L",0.447,"MG/L",0.044,"MG N/L",NA,"",0.001,"MG N/L",0.1,"MG/L",6.78,"STD. UNITS",0.58,"MG/L",18,"UG/L",13.084,"MG/L",2.286,"MG/L",1.174,"MG/L",0.4,"MG/L",0.39,"NTU"
"IDS9-0920",1,0.004,"MG N/L",306.41,"UEQ/L",3.199,"MG/L",0.09,"MG/L",26,"APHA PT-CO",30,"US/CM AT 25 C",2.29,"MG/L",0.426,"MG/L",0.001,"MG N/L",NA,"",0,"MG N/L",0.063,"MG/L",7.38,"STD. UNITS",0.455,"MG/L",22,"UG/L",14.098,"MG/L",2.342,"MG/L",0.588,"MG/L",0.2,"MG/L",1.79,"NTU"
"NDS9-0942",1,0.034,"MG N/L",6106.83,"UEQ/L",136.7,"MG/L",95.263,"MG/L",48,"APHA PT-CO",1744,"US/CM AT 25 C",15.72,"MG/L",107.2,"MG/L",0.001,"MG N/L",NA,"",0,"MG N/L",1.58,"MG/L",8.2,"STD. UNITS",11.37,"MG/L",1242,"UG/L",18.149,"MG/L",110.2,"MG/L",543.325,"MG/L",31.5,"MG/L",9.94,"NTU"
"OKSS-1403",1,0.003,"MG N/L",191.4,"UEQ/L",2.205,"MG/L",1.748,"MG/L",7,"APHA PT-CO",31.2,"US/CM AT 25 C",2.21,"MG/L",0.887,"MG/L",0,"MG N/L",NA,"",0,"MG N/L",0.085,"MG/L",7.19,"STD. UNITS",0.798,"MG/L",23,"UG/L",9.67,"MG/L",2.305,"MG/L",2.244,"MG/L",0.7,"MG/L",3.67,"NTU"
"TXSS-1215",1,0.103,"MG N/L",650.65,"UEQ/L",11.31,"MG/L",12.438,"MG/L",25,"APHA PT-CO",181.2,"US/CM AT 25 C",5.34,"MG/L",4.916,"MG/L",0.097,"MG N/L",NA,"",0.005,"MG N/L",0.545,"MG/L",7.22,"STD. UNITS",4.878,"MG/L",73,"UG/L",22.912,"MG/L",11.77,"MG/L",28.383,"MG/L",15.2,"MG/L",19.36,"NTU"
"WIR9-0901",1,0.015,"MG N/L",3916.472,"UEQ/L",60.8,"MG/L",24.6,"MG/L",40,"APHA PT-CO",540,"US/CM AT 25 C",10.9,"MG/L",25.2,"MG/L",0.692,"MG N/L",0.677,"MG N/L",NA,"",1.62,"MG/L",8.53,"STD. UNITS",3.33,"MG/L",116,"UG/L",12.4,"MG/L",18.9,"MG/L",52.7,"MG/L",6.4,"MG/L",6.81,"NTU"
"MIR9-0901",1,0.022,"MG N/L",4526.62,"UEQ/L",76.48,"MG/L",42.554,"MG/L",29,"APHA PT-CO",630,"US/CM AT 25 C",6.86,"MG/L",24.45,"MG/L",0.636,"MG N/L",NA,"",0.001,"MG N/L",1.476,"MG/L",8.52,"STD. UNITS",2.692,"MG/L",68,"UG/L",6.228,"MG/L",24.28,"MG/L",38.19,"MG/L",10.3,"MG/L",4.38,"NTU"
"GARM-1006",1,0.009,"MG N/L",331.52,"UEQ/L",3.692,"MG/L",4.973,"MG/L",4,"APHA PT-CO",65.7,"US/CM AT 25 C",1.38,"MG/L",1.75,"MG/L",0.738,"MG N/L",NA,"",0.002,"MG N/L",0.833,"MG/L",7.46,"STD. UNITS",2.186,"MG/L",15,"UG/L",6.875,"MG/L",5.158,"MG/L",3.884,"MG/L",0.6,"MG/L",1.16,"NTU"
"MTR9-0904",1,0.009,"MG N/L",4517.99,"UEQ/L",80.15,"MG/L",14.934,"MG/L",12,"APHA PT-CO",1225,"US/CM AT 25 C",4.09,"MG/L",56.34,"MG/L",0.046,"MG N/L",NA,"",0,"MG N/L",0.416,"MG/L",8.43,"STD. UNITS",4.115,"MG/L",73,"UG/L",6.693,"MG/L",128,"MG/L",419.408,"MG/L",30.9,"MG/L",10.21,"NTU"
"WIRM-1002",1,0.015,"MG N/L",1386.7508,"UEQ/L",18.9,"MG/L",7.7,"MG/L",70,"APHA PT-CO",180,"US/CM AT 25 C",11.3,"MG/L",7.76,"MG/L",0.882,"MG N/L",0.838,"MG N/L",NA,"",1.57,"MG/L",8.09,"STD. UNITS",1.32,"MG/L",105,"UG/L",10.6,"MG/L",4.62,"MG/L",5.22,"MG/L",7.2,"MG/L",8.89,"NTU"
"MOSS-1163",1,0.079,"MG N/L",3720.45,"UEQ/L",62.91,"MG/L",11.349,"MG/L",15,"APHA PT-CO",436,"US/CM AT 25 C",5.17,"MG/L",12.37,"MG/L",0.044,"MG N/L",NA,"",0.001,"MG N/L",0.599,"MG/L",8.29,"STD. UNITS",6.128,"MG/L",152,"UG/L",7.466,"MG/L",12.44,"MG/L",27.681,"MG/L",25,"MG/L",14.6,"NTU"
"MSR9-0908",2,0.019,"MG N/L",282.67,"UEQ/L",3.585,"MG/L",5.166,"MG/L",25,"APHA PT-CO",56,"US/CM AT 25 C",3.38,"MG/L",1.213,"MG/L",0.431,"MG N/L",NA,"",0.004,"MG N/L",0.681,"MG/L",7.42,"STD. UNITS",1.731,"MG/L",66,"UG/L",8.337,"MG/L",3.588,"MG/L",2.54,"MG/L",11.4,"MG/L",8.94,"NTU"
"LALS-1037",1,0.039,"MG N/L",1072.78,"UEQ/L",13.08,"MG/L",8.524,"MG/L",39,"APHA PT-CO",144.9,"US/CM AT 25 C",7.05,"MG/L",5.102,"MG/L",0.059,"MG N/L",NA,"",0.003,"MG N/L",0.669,"MG/L",7.73,"STD. UNITS",3.862,"MG/L",199,"UG/L",9.257,"MG/L",7.555,"MG/L",4.097,"MG/L",4.5,"MG/L",8.92,"NTU"
"ILLS-1070",1,0.01,"MG N/L",4863.66,"UEQ/L",75.14,"MG/L",73.464,"MG/L",14,"APHA PT-CO",779,"US/CM AT 25 C",3.95,"MG/L",33.89,"MG/L",4.833,"MG N/L",NA,"",0.033,"MG N/L",5.3,"MG/L",8.1,"STD. UNITS",2.986,"MG/L",247,"UG/L",7.815,"MG/L",37.83,"MG/L",28.628,"MG/L",122.1,"MG/L",16.35,"NTU"
"MIRO-1022",1,0.03,"MG N/L",4398.67,"UEQ/L",73.5,"MG/L",41.103,"MG/L",34,"APHA PT-CO",603,"US/CM AT 25 C",7.04,"MG/L",23.82,"MG/L",0.863,"MG N/L",NA,"",0.001,"MG N/L",1.585,"MG/L",8.44,"STD. UNITS",3.15,"MG/L",82,"UG/L",7.444,"MG/L",23.81,"MG/L",37.305,"MG/L",12.4,"MG/L",4.15,"NTU"
"IAR9-0901",2,0.029,"MG N/L",3811.93,"UEQ/L",77.04,"MG/L",33.721,"MG/L",17,"APHA PT-CO",822,"US/CM AT 25 C",4.22,"MG/L",46.2,"MG/L",2.124,"MG N/L",NA,"",0.01,"MG N/L",4.063,"MG/L",8.42,"STD. UNITS",5.429,"MG/L",420,"UG/L",11.282,"MG/L",29.05,"MG/L",182.832,"MG/L",138.6,"MG/L",26.56,"NTU"
"MTSS-1290",1,0.007,"MG N/L",1608.5,"UEQ/L",23.59,"MG/L",0.461,"MG/L",10,"APHA PT-CO",193.4,"US/CM AT 25 C",1.39,"MG/L",5.935,"MG/L",0.192,"MG N/L",NA,"",0.001,"MG N/L",0.39,"MG/L",8.19,"STD. UNITS",1.163,"MG/L",158,"UG/L",8.649,"MG/L",8.503,"MG/L",17.505,"MG/L",89.1,"MG/L",16.09,"NTU"
"SDLS-1120",1,0.05,"MG N/L",3739.19,"UEQ/L",104.8,"MG/L",21.15,"MG/L",32,"APHA PT-CO",973,"US/CM AT 25 C",8.85,"MG/L",64.02,"MG/L",0.049,"MG N/L",NA,"",0,"MG N/L",1.319,"MG/L",8.35,"STD. UNITS",5.824,"MG/L",171,"UG/L",5.763,"MG/L",20.8,"MG/L",321.715,"MG/L",6.7,"MG/L",3.34,"NTU"
"ORS9-0931",2,0.006,"MG N/L",463.58,"UEQ/L",5.739,"MG/L",0.173,"MG/L",3,"APHA PT-CO",47.3,"US/CM AT 25 C",0.56,"MG/L",0.993,"MG/L",0.001,"MG N/L",NA,"",0,"MG N/L",0.054,"MG/L",7.43,"STD. UNITS",0.206,"MG/L",28,"UG/L",15.73,"MG/L",2.342,"MG/L",0.463,"MG/L",0,"MG/L",0.17,"NTU"
