"SITE_ID","VISIT_NO","AMMONIA_N_RESULT","AMMONIA_N_RESULT_UNITS","ANC_RESULT","ANC_RESULT_UNITS","CALCIUM_RESULT","CALCIUM_RESULT_UNITS","CHLORIDE_RESULT","CHLORIDE_RESULT_UNITS","COLOR_RESULT","COLOR_RESULT_UNITS","COND_RESULT","COND_RESULT_UNITS","DOC_RESULT","DOC_RESULT_UNITS","MAGNESIUM_RESULT","MAGNESIUM_RESULT_UNITS","NITRATE_N_RESULT","NITRATE_N_RESULT_UNITS","NITRATE_NITRITE_N_RESULT","NITRATE_NITRITE_N_RESULT_UNITS","NITRITE_N_RESULT","NITRITE_N_RESULT_UNITS","NTL_RESULT","NTL_RESULT_UNITS","PH_RESULT","PH_RESULT_UNITS","POTASSIUM_RESULT","POTASSIUM_RESULT_UNITS","PTL_RESULT","PTL_RESULT_UNITS","SILICA_RESULT","SILICA_RESULT_UNITS","SODIUM_RESULT","SODIUM_RESULT_UNITS","SULFATE_RESULT","SULFATE_RESULT_UNITS","TSS_RESULT","TSS_RESULT_UNITS","TURB_RESULT","TURB_RESULT_UNITS"
"TXLS-1115",1,0.032,"MG N/L",464.7,"UEQ/L",5.454,"MG/L",9.439,"MG/L",175,"APHA PT-CO",87.2,"US/CM AT 25 C",7.93,"MG/L",2.294,"MG/L",0.203,"MG N/L",NA,"",0.002,"MG N/L",0.761,"MG/L",7.24,"STD. UNITS",1.981,"MG/L",128,"UG/L",18.465,"MG/L",7.346,"MG/L",2.881,"MG/L",77.9,"MG/L",67.56,"NTU"
"WYS9-0933",1,0.013,"MG N/L",2555.23,"UEQ/L",49.08,"MG/L",8.799,"MG/L",4,"APHA PT-CO",514,"US/CM AT 25 C",3.59,"MG/L",14.87,"MG/L",0.011,"MG N/L",NA,"",0.001,"MG N/L",0.308,"MG/L",8.47,"STD. UNITS",2.763,"MG/L",76,"UG/L",4.423,"MG/L",42.74,"MG/L",121.597,"MG/L",45.1,"MG/L",8.92,"NTU"
"WYSS-1212",1,0.007,"MG N/L",2830.54,"UEQ/L",47.56,"MG/L",0.205,"MG/L",3,"APHA PT-CO",270,"US/CM AT 25 C",0.81,"MG/L",7.893,"MG/L",0.169,"MG N/L",NA,"",0.001,"MG N/L",0.253,"MG/L",8.46,"STD. UNITS",0.341,"MG/L",13,"UG/L",4.812,"MG/L",0.407,"MG/L",2.101,"MG/L",1.1,"MG/L",1.63,"NTU"
"MOS9-0934",1,0.02,"MG N/L",5420.72,"UEQ/L",121.6,"MG/L",38.867,"MG/L",9,"APHA PT-CO",737,"US/CM AT 25 C",1.8,"MG/L",10.86,"MG/L",2.553,"MG N/L",NA,"",0,"MG N/L",2.985,"MG/L",8.35,"STD. UNITS",2.278,"MG/L",131,"UG/L",16.187,"MG/L",26.91,"MG/L",48.975,"MG/L",17,"MG/L",9.68,"NTU"
"MOSS-1165",1,0.014,"MG N/L",4869.93,"UEQ/L",85.88,"MG/L",6.675,"MG/L",18,"APHA PT-CO",549,"US/CM AT 25 C",4.69,"MG/L",15.72,"MG/L",0.008,"MG N/L",NA,"",0,"MG N/L",0.306,"MG/L",8.18,"STD. UNITS",4.259,"MG/L",52.8,"UG/L",11.203,"MG/L",10.68,"MG/L",35.039,"MG/L",12.1,"MG/L",1.46,"NTU"
"CTLS-1045",1,0.017,"MG N/L",1634.37,"UEQ/L",29.72,"MG/L",49.851,"MG/L",20,"APHA PT-CO",346,"US/CM AT 25 C",5.02,"MG/L",9.298,"MG/L",0.284,"MG N/L",NA,"",0.004,"MG N/L",0.708,"MG/L",7.93,"STD. UNITS",2.812,"MG/L",82,"UG/L",7.395,"MG/L",25.13,"MG/L",8.463,"MG/L",6.7,"MG/L",3.62,"NTU"
"DER9-0901",1,0.017,"MG N/L",1375.09,"UEQ/L",32.55,"MG/L",46.034,"MG/L",2,"APHA PT-CO",363,"US/CM AT 25 C",1.7,"MG/L",12.58,"MG/L",2.818,"MG N/L",NA,"",0.009,"MG N/L",2.981,"MG/L",7.99,"STD. UNITS",4.003,"MG/L",48,"UG/L",9.645,"MG/L",18.27,"MG/L",25.65,"MG/L",1.9,"MG/L",0.97,"NTU"
"MTRF-0008",1,0.006,"MG N/L",1694.83,"UEQ/L",28.51,"MG/L",3.997,"MG/L",3,"APHA PT-CO",295,"US/CM AT 25 C",2.1,"MG/L",9.203,"MG/L",0.135,"MG N/L",NA,"",0.002,"MG N/L",0.178,"MG/L",8.24,"STD. UNITS",2.062,"MG/L",54,"UG/L",10.16,"MG/L",20.5,"MG/L",55.43,"MG/L",51.9,"MG/L",8.84,"NTU"
"TNR9-0903",1,0.216,"MG N/L",1209.79,"UEQ/L",18.55,"MG/L",8.921,"MG/L",4,"APHA PT-CO",174.3,"US/CM AT 25 C",1.85,"MG/L",4.968,"MG/L",0.085,"MG N/L",NA,"",0.016,"MG N/L",0.508,"MG/L",7.62,"STD. UNITS",1.65,"MG/L",51,"UG/L",5.485,"MG/L",8.91,"MG/L",10.617,"MG/L",1.1,"MG/L",0.83,"NTU"
"TNRM-1003",1,0.052,"MG N/L",1158.11,"UEQ/L",18.4,"MG/L",7.985,"MG/L",1,"APHA PT-CO",165.1,"US/CM AT 25 C",1.58,"MG/L",4.993,"MG/L",0.071,"MG N/L",NA,"",0.012,"MG N/L",0.405,"MG/L",7.91,"STD. UNITS",1.487,"MG/L",32,"UG/L",5.597,"MG/L",7.451,"MG/L",9.89,"MG/L",1.4,"MG/L",0.46,"NTU"
"WVRF-0006",1,0.021,"MG N/L",489.32,"UEQ/L",10.4,"MG/L",4.741,"MG/L",5,"APHA PT-CO",100.9,"US/CM AT 25 C",1.47,"MG/L",3.042,"MG/L",0.219,"MG N/L",NA,"",0.002,"MG N/L",0.349,"MG/L",7.68,"STD. UNITS",1.091,"MG/L",19,"UG/L",2.115,"MG/L",4.06,"MG/L",14.032,"MG/L",1.3,"MG/L",0.73,"NTU"
"GARM-1004",1,0.009,"MG N/L",745.79,"UEQ/L",12.32,"MG/L",7.792,"MG/L",6,"APHA PT-CO",140,"US/CM AT 25 C",2.3,"MG/L",1.908,"MG/L",0.707,"MG N/L",NA,"",0.003,"MG N/L",0.91,"MG/L",7.53,"STD. UNITS",2.934,"MG/L",118,"UG/L",10.565,"MG/L",11.83,"MG/L",14.338,"MG/L",29,"MG/L",12.39,"NTU"
"NERM-1001",1,0.017,"MG N/L",3673.19,"UEQ/L",73.16,"MG/L",21.008,"MG/L",5,"APHA PT-CO",822,"US/CM AT 25 C",3.62,"MG/L",28.54,"MG/L",1.704,"MG N/L",NA,"",0.001,"MG N/L",2.393,"MG/L",8.46,"STD. UNITS",6.395,"MG/L",278,"UG/L",10.5,"MG/L",73.41,"MG/L",212.724,"MG/L",132.5,"MG/L",22.06,"NTU"
"NERM-1005",1,0.013,"MG N/L",3561.9,"UEQ/L",72.53,"MG/L",16.253,"MG/L",5,"APHA PT-CO",856,"US/CM AT 25 C",3.76,"MG/L",30.74,"MG/L",0.97,"MG N/L",NA,"",0.001,"MG N/L",1.653,"MG/L",8.5,"STD. UNITS",6.308,"MG/L",179,"UG/L",8.515,"MG/L",81.93,"MG/L",247.909,"MG/L",95.4,"MG/L",18.77,"NTU"
"WYRF-0101",1,0.002,"MG N/L",4050.2,"UEQ/L",231.4,"MG/L",100.981,"MG/L",6,"APHA PT-CO",2530,"US/CM AT 25 C",3.9,"MG/L",64.42,"MG/L",0,"MG N/L",NA,"",0,"MG N/L",0.431,"MG/L",8.22,"STD. UNITS",9.879,"MG/L",151,"UG/L",11.53,"MG/L",316.4,"MG/L",1139.213,"MG/L",115.8,"MG/L",43.6,"NTU"
"MIR9-0904",1,0.025,"MG N/L",4698.95,"UEQ/L",90.57,"MG/L",33.825,"MG/L",33,"APHA PT-CO",659,"US/CM AT 25 C",7.28,"MG/L",27.37,"MG/L",3.246,"MG N/L",NA,"",0,"MG N/L",3.75,"MG/L",8.32,"STD. UNITS",4.288,"MG/L",41,"UG/L",5.87,"MG/L",16.47,"MG/L",58.219,"MG/L",3.2,"MG/L",2.4,"NTU"
"WAS9-0916",2,0.082,"MG N/L",1805.82,"UEQ/L",14.91,"MG/L",9.5,"MG/L",20,"APHA PT-CO",208,"US/CM AT 25 C",1.96,"MG/L",6.826,"MG/L",0.018,"MG N/L",NA,"",0.001,"MG N/L",0.224,"MG/L",7.42,"STD. UNITS",2.147,"MG/L",360,"UG/L",42.224,"MG/L",21.14,"MG/L",1.68,"MG/L",2.4,"MG/L",4.99,"NTU"
"WIR9-0907",1,0.015,"MG N/L",785.2926,"UEQ/L",10.5,"MG/L",5.6,"MG/L",150,"APHA PT-CO",104,"US/CM AT 25 C",12.6,"MG/L",3.48,"MG/L",0.178,"MG N/L",0.187,"MG N/L",NA,"",0.73,"MG/L",7.37,"STD. UNITS",0.775,"MG/L",45,"UG/L",6.51,"MG/L",4.73,"MG/L",2.81,"MG/L",4.67,"MG/L",3.96,"NTU"
"IAR9-0914",1,0.006,"MG N/L",5258.23,"UEQ/L",95.27,"MG/L",20.966,"MG/L",2,"APHA PT-CO",679,"US/CM AT 25 C",2.41,"MG/L",31.03,"MG/L",9.661,"MG N/L",NA,"",0,"MG N/L",10.438,"MG/L",8.53,"STD. UNITS",3.596,"MG/L",464,"UG/L",14.385,"MG/L",13.07,"MG/L",44.556,"MG/L",184.4,"MG/L",20.07,"NTU"
"NHR9-0901",2,0.023,"MG N/L",424.68,"UEQ/L",8.654,"MG/L",5.174,"MG/L",26,"APHA PT-CO",73.2,"US/CM AT 25 C",4.61,"MG/L",1.055,"MG/L",0.177,"MG N/L",NA,"",0.001,"MG N/L",0.376,"MG/L",7.5,"STD. UNITS",0.903,"MG/L",22,"UG/L",5.628,"MG/L",3.914,"MG/L",3.634,"MG/L",2.5,"MG/L",1.35,"NTU"
"TXS9-0938",1,0.11,"MG N/L",369.38,"UEQ/L",7.32,"MG/L",10.466,"MG/L",56,"APHA PT-CO",123.9,"US/CM AT 25 C",10.87,"MG/L",2.968,"MG/L",0.021,"MG N/L",NA,"",0.002,"MG N/L",0.861,"MG/L",6.94,"STD. UNITS",4.584,"MG/L",131,"UG/L",14.771,"MG/L",9.274,"MG/L",18.286,"MG/L",12.3,"MG/L",40.27,"NTU"
"MTRM-1010",1,0.008,"MG N/L",1922.76,"UEQ/L",32.09,"MG/L",5.227,"MG/L",5,"APHA PT-CO",368,"US/CM AT 25 C",2.3,"MG/L",11.06,"MG/L",0.125,"MG N/L",NA,"",0.002,"MG N/L",0.404,"MG/L",8.3,"STD. UNITS",2.406,"MG/L",145,"UG/L",10.503,"MG/L",28.41,"MG/L",75.707,"MG/L",106,"MG/L",30.93,"NTU"
"MTR9-0903",1,0.005,"MG N/L",3282.65,"UEQ/L",60.74,"MG/L",9.95,"MG/L",5,"APHA PT-CO",789,"US/CM AT 25 C",3.12,"MG/L",28.05,"MG/L",0,"MG N/L",NA,"",0,"MG N/L",0.286,"MG/L",8.46,"STD. UNITS",4.257,"MG/L",91,"UG/L",4.433,"MG/L",74.1,"MG/L",224.56,"MG/L",76.7,"MG/L",18.79,"NTU"
"WYS9-0936",1,0.009,"MG N/L",4304.75,"UEQ/L",68.4,"MG/L",1.422,"MG/L",4,"APHA PT-CO",561,"US/CM AT 25 C",3.47,"MG/L",30.48,"MG/L",0,"MG N/L",NA,"",0,"MG N/L",0.234,"MG/L",8.45,"STD. UNITS",1.622,"MG/L",41,"UG/L",13.836,"MG/L",14.71,"MG/L",93.53,"MG/L",2.5,"MG/L",0.08,"NTU"
"INRO-1025",1,0.025,"MG N/L",4756.5,"UEQ/L",90.05,"MG/L",43.149,"MG/L",16,"APHA PT-CO",682,"US/CM AT 25 C",4.28,"MG/L",25.99,"MG/L",1.671,"MG N/L",NA,"",0,"MG N/L",2.081,"MG/L",8.39,"STD. UNITS",2.78,"MG/L",71,"UG/L",9.517,"MG/L",24.34,"MG/L",55.574,"MG/L",2.5,"MG/L",0.99,"NTU"
"CTRO-1022",1,0.053,"MG N/L",1593.32,"UEQ/L",22.98,"MG/L",18.502,"MG/L",22,"APHA PT-CO",233,"US/CM AT 25 C",4.24,"MG/L",8.319,"MG/L",0.181,"MG N/L",NA,"",0.011,"MG N/L",0.526,"MG/L",8.02,"STD. UNITS",1.711,"MG/L",39,"UG/L",5.464,"MG/L",11.79,"MG/L",5.284,"MG/L",1,"MG/L",1.08,"NTU"
"TNRO-1014",1,0.005,"MG N/L",230.36,"UEQ/L",2.769,"MG/L",1.585,"MG/L",1,"APHA PT-CO",33.8,"US/CM AT 25 C",0.86,"MG/L",0.89,"MG/L",0.144,"MG N/L",NA,"",0.001,"MG N/L",0.258,"MG/L",7.38,"STD. UNITS",0.838,"MG/L",25,"UG/L",6.815,"MG/L",1.805,"MG/L",2.269,"MG/L",2.6,"MG/L",0.66,"NTU"
"WYLS-1104",1,0.004,"MG N/L",2124.01,"UEQ/L",49.61,"MG/L",4.509,"MG/L",19,"APHA PT-CO",524,"US/CM AT 25 C",5.63,"MG/L",22.33,"MG/L",0,"MG N/L",NA,"",0,"MG N/L",0.313,"MG/L",8.34,"STD. UNITS",1.169,"MG/L",26,"UG/L",3.289,"MG/L",31.78,"MG/L",149.202,"MG/L",6.2,"MG/L",3.05,"NTU"
"WYLS-1108",1,0.005,"MG N/L",1964.5,"UEQ/L",43.18,"MG/L",1.767,"MG/L",15,"APHA PT-CO",309,"US/CM AT 25 C",4.49,"MG/L",8.925,"MG/L",0,"MG N/L",NA,"",0,"MG N/L",0.233,"MG/L",8.13,"STD. UNITS",1.5,"MG/L",48,"UG/L",12.749,"MG/L",8.226,"MG/L",52.241,"MG/L",4.7,"MG/L",3.74,"NTU"
"IAR9-0901",1,0.032,"MG N/L",3425.35,"UEQ/L",68.8,"MG/L",30.354,"MG/L",9,"APHA PT-CO",759,"US/CM AT 25 C",4.29,"MG/L",45.19,"MG/L",2.355,"MG N/L",NA,"",0.027,"MG N/L",4.644,"MG/L",8.28,"STD. UNITS",4.929,"MG/L",427,"UG/L",10.585,"MG/L",25.96,"MG/L",173.261,"MG/L",214.1,"MG/L",20.33,"NTU"
"TNS9-0924",1,0.021,"MG N/L",3925.04,"UEQ/L",77.95,"MG/L",5.008,"MG/L",4,"APHA PT-CO",405,"US/CM AT 25 C",2.52,"MG/L",6.624,"MG/L",0.206,"MG N/L",NA,"",0,"MG N/L",0.43,"MG/L",8.35,"STD. UNITS",1.445,"MG/L",145,"UG/L",5.802,"MG/L",3.389,"MG/L",10.865,"MG/L",3.8,"MG/L",1.61,"NTU"
"TNSS-1074",1,0.011,"MG N/L",3867.27,"UEQ/L",79.08,"MG/L",2.888,"MG/L",3,"APHA PT-CO",396,"US/CM AT 25 C",1.12,"MG/L",5.198,"MG/L",0.56,"MG N/L",NA,"",0,"MG N/L",0.711,"MG/L",8.25,"STD. UNITS",1.527,"MG/L",336,"UG/L",8.608,"MG/L",2.039,"MG/L",10.599,"MG/L",1.8,"MG/L",2.25,"NTU"
"CASS-1183",1,0.0138,"MG N/L",1760,"UEQ/L",26.4,"MG/L",19.5,"MG/L",5,"APHA PT-CO",242,"US/CM AT 25 C",1.15,"MG/L",7.5,"MG/L",0.116,"MG N/L",0.116,"MG N/L",NA,"",0.191,"MG/L",6.87,"STD. UNITS",2.4,"MG/L",38,"UG/L",31.8,"MG/L",8.9,"MG/L",1.76,"MG/L",9.5,"MG/L",0.75,"NTU"
"CASS-1313",1,0.0024,"MG N/L",2380,"UEQ/L",16.2,"MG/L",1.08,"MG/L",5,"APHA PT-CO",231,"US/CM AT 25 C",0.76,"MG/L",17,"MG/L",0.0053,"MG N/L",0.0053,"MG N/L",NA,"",0.0227,"MG/L",7.32,"STD. UNITS",0.3,"MG/L",7.1,"UG/L",30.3,"MG/L",5.5,"MG/L",2.45,"MG/L",0.3,"MG/L",0.3,"NTU"
"COS9-0927",1,0.008,"MG N/L",2291.05,"UEQ/L",47.33,"MG/L",29.614,"MG/L",12,"APHA PT-CO",411,"US/CM AT 25 C",1.37,"MG/L",7.906,"MG/L",0.06,"MG N/L",NA,"",0.001,"MG N/L",0.155,"MG/L",8.33,"STD. UNITS",4.591,"MG/L",18,"UG/L",6.932,"MG/L",21.79,"MG/L",38.319,"MG/L",1.6,"MG/L",1.07,"NTU"
"IDLS-1081",1,0.008,"MG N/L",587.64,"UEQ/L",8.271,"MG/L",0.137,"MG/L",0,"APHA PT-CO",62.6,"US/CM AT 25 C",0.9,"MG/L",1.631,"MG/L",0.002,"MG N/L",NA,"",0,"MG N/L",0.014,"MG/L",7.84,"STD. UNITS",0.764,"MG/L",13,"UG/L",9.057,"MG/L",1.197,"MG/L",1.03,"MG/L",5.1,"MG/L",0.19,"NTU"
"IDS9-0929",1,0.009,"MG N/L",579.22,"UEQ/L",5.24,"MG/L",0.445,"MG/L",33,"APHA PT-CO",61,"US/CM AT 25 C",5.73,"MG/L",1.147,"MG/L",0.009,"MG N/L",NA,"",0.001,"MG N/L",0.3,"MG/L",7.34,"STD. UNITS",1.844,"MG/L",246,"UG/L",35.044,"MG/L",5.295,"MG/L",0.351,"MG/L",46.9,"MG/L",12.79,"NTU"
"RIR9-0902",1,0.012,"MG N/L",228.28,"UEQ/L",5.339,"MG/L",23.647,"MG/L",55,"APHA PT-CO",130.1,"US/CM AT 25 C",4.43,"MG/L",1.627,"MG/L",0.58,"MG N/L",NA,"",0.002,"MG N/L",0.881,"MG/L",7.15,"STD. UNITS",1.378,"MG/L",41,"UG/L",4.561,"MG/L",16.52,"MG/L",6.672,"MG/L",0.6,"MG/L",0.84,"NTU"
"WYR9-0915",1,0.012,"MG N/L",1915.16,"UEQ/L",469.3,"MG/L",1425.565,"MG/L",22,"APHA PT-CO",7130,"US/CM AT 25 C",3.99,"MG/L",136,"MG/L",0,"MG N/L",NA,"",0,"MG N/L",0.41,"MG/L",8.12,"STD. UNITS",6.401,"MG/L",22,"UG/L",2.023,"MG/L",1032,"MG/L",1781.296,"MG/L",10.1,"MG/L",8.95,"NTU"
"WYLS-1085",1,0.027,"MG N/L",4392.11,"UEQ/L",374.5,"MG/L",8.695,"MG/L",10,"APHA PT-CO",2000,"US/CM AT 25 C",3.64,"MG/L",90.17,"MG/L",0.372,"MG N/L",NA,"",0.023,"MG N/L",0.833,"MG/L",8.16,"STD. UNITS",6.892,"MG/L",120,"UG/L",16.675,"MG/L",29.31,"MG/L",1022.514,"MG/L",77.3,"MG/L",44.65,"NTU"
"CTR9-0906",1,0.03,"MG N/L",570.23,"UEQ/L",11.95,"MG/L",30.871,"MG/L",27,"APHA PT-CO",190.9,"US/CM AT 25 C",3.22,"MG/L",2.906,"MG/L",0.533,"MG N/L",NA,"",0.011,"MG N/L",0.755,"MG/L",7.65,"STD. UNITS",1.482,"MG/L",105,"UG/L",5.318,"MG/L",18.1,"MG/L",6.913,"MG/L",7.7,"MG/L",3.61,"NTU"
"ORRO-1062",1,0.008,"MG N/L",494.19,"UEQ/L",4.093,"MG/L",1.205,"MG/L",0,"APHA PT-CO",53.8,"US/CM AT 25 C",0.61,"MG/L",1.767,"MG/L",0.001,"MG N/L",NA,"",0,"MG N/L",0.09,"MG/L",7.8,"STD. UNITS",0.962,"MG/L",71,"UG/L",20.831,"MG/L",3.941,"MG/L",0.874,"MG/L",0.2,"MG/L",0.01,"NTU"
"MTR9-0915",1,0.009,"MG N/L",7503.39,"UEQ/L",74.22,"MG/L",8.387,"MG/L",20,"APHA PT-CO",1698,"US/CM AT 25 C",6.24,"MG/L",132.6,"MG/L",0.002,"MG N/L",NA,"",0,"MG N/L",0.704,"MG/L",8.6,"STD. UNITS",11.93,"MG/L",167,"UG/L",13.763,"MG/L",161.2,"MG/L",640.162,"MG/L",135.5,"MG/L",38.42,"NTU"
"IARO-1016",1,0.012,"MG N/L",5044.15,"UEQ/L",94.05,"MG/L",23.863,"MG/L",10,"APHA PT-CO",715,"US/CM AT 25 C",2.36,"MG/L",30.12,"MG/L",11.209,"MG N/L",NA,"",0.029,"MG N/L",11.813,"MG/L",8.37,"STD. UNITS",3.027,"MG/L",613,"UG/L",14.61,"MG/L",14.8,"MG/L",48.716,"MG/L",89.6,"MG/L",27.64,"NTU"
"COR9-0902",2,0.015,"MG N/L",2926.32,"UEQ/L",97.47,"MG/L",6.257,"MG/L",12,"APHA PT-CO",793,"US/CM AT 25 C",3.47,"MG/L",24.82,"MG/L",0.967,"MG N/L",NA,"",0.003,"MG N/L",1.439,"MG/L",8.32,"STD. UNITS",2.913,"MG/L",241,"UG/L",15.09,"MG/L",38.95,"MG/L",254.778,"MG/L",158.4,"MG/L",41.15,"NTU"
"CASS-1357",1,0.0384,"MG N/L",3560,"UEQ/L",33.2,"MG/L",136,"MG/L",10,"APHA PT-CO",1010,"US/CM AT 25 C",9.33,"MG/L",24,"MG/L",11.2,"MG N/L",11.2,"MG N/L",NA,"",12,"MG/L",7.14,"STD. UNITS",15.7,"MG/L",2890,"UG/L",31.4,"MG/L",119,"MG/L",91.1,"MG/L",3.2,"MG/L",1.6,"NTU"
"MOR9-0907",1,0.032,"MG N/L",2878.57,"UEQ/L",59.52,"MG/L",8.172,"MG/L",5,"APHA PT-CO",327,"US/CM AT 25 C",0.73,"MG/L",2.792,"MG/L",1.628,"MG N/L",NA,"",0.006,"MG N/L",1.73,"MG/L",8.17,"STD. UNITS",1.872,"MG/L",47,"UG/L",12.152,"MG/L",4.53,"MG/L",4.107,"MG/L",8,"MG/L",1.57,"NTU"
"MTRF-0007",1,0.02,"MG N/L",9837.62,"UEQ/L",41.63,"MG/L",14.61,"MG/L",5,"APHA PT-CO",1272,"US/CM AT 25 C",3.73,"MG/L",36.9,"MG/L",0.001,"MG N/L",NA,"",0,"MG N/L",0.221,"MG/L",8.2,"STD. UNITS",4.392,"MG/L",47,"UG/L",12.964,"MG/L",218,"MG/L",176.204,"MG/L",8,"MG/L",2.6,"NTU"
"MTRF-0106",1,0.004,"MG N/L",2761.82,"UEQ/L",38.85,"MG/L",0.974,"MG/L",5,"APHA PT-CO",278,"US/CM AT 25 C",0.93,"MG/L",11.63,"MG/L",0.001,"MG N/L",NA,"",0,"MG N/L",0.013,"MG/L",8.37,"STD. UNITS",0.785,"MG/L",4,"UG/L",11,"MG/L",2.093,"MG/L",5.094,"MG/L",4.2,"MG/L",1.71,"NTU"
"MTRF-0107",1,0.002,"MG N/L",2981.53,"UEQ/L",44.27,"MG/L",0.189,"MG/L",0,"APHA PT-CO",308,"US/CM AT 25 C",0.62,"MG/L",13.24,"MG/L",0.019,"MG N/L",NA,"",0,"MG N/L",0.034,"MG/L",8.34,"STD. UNITS",0.658,"MG/L",0,"UG/L",5.52,"MG/L",0.896,"MG/L",9.58,"MG/L",0.9,"MG/L",1.19,"NTU"
"MTRF-0117",1,0.013,"MG N/L",2926.66,"UEQ/L",47.39,"MG/L",10.227,"MG/L",25,"APHA PT-CO",443,"US/CM AT 25 C",3.82,"MG/L",17.81,"MG/L",0.03,"MG N/L",NA,"",0.001,"MG N/L",0.206,"MG/L",8.56,"STD. UNITS",4.173,"MG/L",28,"UG/L",18.928,"MG/L",16.52,"MG/L",62.372,"MG/L",6.2,"MG/L",3.2,"NTU"
"IDRO-1056",1,0.014,"MG N/L",1641.01,"UEQ/L",18.14,"MG/L",6.709,"MG/L",12,"APHA PT-CO",199.2,"US/CM AT 25 C",1.62,"MG/L",5.02,"MG/L",0.003,"MG N/L",NA,"",0.001,"MG N/L",0.171,"MG/L",7.8,"STD. UNITS",5.085,"MG/L",72,"UG/L",5.927,"MG/L",12.44,"MG/L",6.474,"MG/L",41.4,"MG/L",6,"NTU"
"LAR9-0901",1,0.042,"MG N/L",436.68,"UEQ/L",7.605,"MG/L",14.952,"MG/L",21,"APHA PT-CO",124.8,"US/CM AT 25 C",5.45,"MG/L",1.962,"MG/L",0.154,"MG N/L",NA,"",0.003,"MG N/L",0.484,"MG/L",7.4,"STD. UNITS",1.76,"MG/L",61,"UG/L",5.316,"MG/L",13.42,"MG/L",10.449,"MG/L",8,"MG/L",9.07,"NTU"
"LAR9-0906",1,0.013,"MG N/L",3407.26,"UEQ/L",52.22,"MG/L",107.75,"MG/L",24,"APHA PT-CO",762,"US/CM AT 25 C",8.3,"MG/L",26.5,"MG/L",0,"MG N/L",NA,"",0,"MG N/L",1.058,"MG/L",8.52,"STD. UNITS",3.874,"MG/L",120,"UG/L",9.307,"MG/L",66.83,"MG/L",44.913,"MG/L",12.2,"MG/L",13.78,"NTU"
"MNS9-0936",1,0.034,"MG N/L",1856.11,"UEQ/L",26.85,"MG/L",0.158,"MG/L",180,"APHA PT-CO",186.2,"US/CM AT 25 C",34.84,"MG/L",10.56,"MG/L",0.022,"MG N/L",NA,"",0.001,"MG N/L",1.066,"MG/L",7.97,"STD. UNITS",0.507,"MG/L",84,"UG/L",11.287,"MG/L",1.158,"MG/L",0.185,"MG/L",5.9,"MG/L",4.92,"NTU"
"NDLS-1077",1,0.021,"MG N/L",5448.11,"UEQ/L",195.8,"MG/L",8.526,"MG/L",55,"APHA PT-CO",4030,"US/CM AT 25 C",25.95,"MG/L",218.7,"MG/L",0.35,"MG N/L",NA,"",0,"MG N/L",1.381,"MG/L",8.14,"STD. UNITS",10.32,"MG/L",70,"UG/L",0.741,"MG/L",562.5,"MG/L",2158.178,"MG/L",4.3,"MG/L",4.65,"NTU"
"CTR9-0901",1,0.036,"MG N/L",456.27,"UEQ/L",10.17,"MG/L",26.845,"MG/L",29,"APHA PT-CO",161.2,"US/CM AT 25 C",3.47,"MG/L",2.358,"MG/L",0.39,"MG N/L",NA,"",0.007,"MG N/L",0.608,"MG/L",7.65,"STD. UNITS",1.375,"MG/L",94,"UG/L",5.75,"MG/L",16.65,"MG/L",6.418,"MG/L",4.1,"MG/L",1.13,"NTU"
"CTRF-0001",1,0.01,"MG N/L",268.16,"UEQ/L",5.048,"MG/L",19.305,"MG/L",55,"APHA PT-CO",105.4,"US/CM AT 25 C",5.52,"MG/L",1.519,"MG/L",0.126,"MG N/L",NA,"",0.001,"MG N/L",0.386,"MG/L",7.45,"STD. UNITS",1.235,"MG/L",35,"UG/L",9.896,"MG/L",12.5,"MG/L",3.716,"MG/L",0.6,"MG/L",0.34,"NTU"
"WYR9-0905",1,0.011,"MG N/L",6253.06,"UEQ/L",141.2,"MG/L",33.781,"MG/L",40,"APHA PT-CO",2440,"US/CM AT 25 C",9.81,"MG/L",128.6,"MG/L",0,"MG N/L",NA,"",0,"MG N/L",0.605,"MG/L",8.56,"STD. UNITS",17.32,"MG/L",43,"UG/L",0.691,"MG/L",318.4,"MG/L",1129.758,"MG/L",56.7,"MG/L",20.53,"NTU"
"MTSS-1305",1,0.008,"MG N/L",2394.68,"UEQ/L",23.1,"MG/L",0.4,"MG/L",7,"APHA PT-CO",241,"US/CM AT 25 C",0.96,"MG/L",16.95,"MG/L",0.01,"MG N/L",NA,"",0.001,"MG N/L",0.041,"MG/L",8.31,"STD. UNITS",1.067,"MG/L",33,"UG/L",14.771,"MG/L",2.282,"MG/L",5.879,"MG/L",0.2,"MG/L",0.01,"NTU"
"PASS-1168",1,0.023,"MG N/L",1468.38,"UEQ/L",25.75,"MG/L",5.004,"MG/L",57,"APHA PT-CO",179,"US/CM AT 25 C",12.4,"MG/L",4.564,"MG/L",0.075,"MG N/L",NA,"",0.001,"MG N/L",0.978,"MG/L",7.92,"STD. UNITS",2.654,"MG/L",85,"UG/L",5.393,"MG/L",3.408,"MG/L",5.196,"MG/L",2,"MG/L",2.43,"NTU"
