"SITE_ID","VISIT_NO","RT_WQI","CL_pt","SO4_pt","PTL_pt","NTL_pt","TURB_pt","ENTERO_PT","DO_PT","PH_PT","NUMVARN","WQII"
"GASS-1082",1,"R",9.97628042,10,0,10,10,10,10,10,8,87.47
"GARF-0001",1,"S",10,10,10,10,10,10,10,10,8,100
"GARF-0002",1,"S",10,10,10,0,10,10,10,10,8,87.5
"GARF-0003",1,"S",10,10,10,10,10,10,10,10,8,100
"SCRF-0002",1,"S",4.636203759,10,0,7.010752688,10,0,2.5,10,8,55.18
"IAR9-0901",1,"S",0,7.865876378,0,0,2.519607843,10,10,10,8,50.48
"IAR9-0901",2,"S",0,7.710574203,0,0,0,10,10,10,8,47.14
"IAR9-0902",1,"S",0,10,0,0,0,10,10,10,8,50
"IAR9-0903",1,"S",2.482712423,0,0,0,3.469879518,10,10,10,8,44.94
"IAS9-0918",1,"S",0,10,0,0,10,0,10,10,8,50
"IAS9-0918",2,"S",0,10,0,0,10,10,10,10,8,62.5
"IAR9-0904",1,"S",0,8.64808269,0,0,0,10,10,10,8,48.31
"IAS9-0919",1,"S",6.684960458,10,3.624901497,0,4.137254902,0,10,10,8,55.56
"IAS9-0919",2,"S",8.004829008,10,0.630417652,0,0,0,10,10,8,48.29
"IAS9-0920",1,"S",0,9.857073852,9.535066982,0,10,10,10,10,8,74.24
"IAR9-0905",1,"S",0,10,6.304176517,0,10,10,10,10,8,70.38
"IAS9-0921",1,"R",7.296449313,9.801352646,4.885736801,2.314540059,10,0,10,10,8,67.87
"IAR9-0906",1,"S",1.894236267,0,0,0,10,NA,10,10,7,45.56
"IAR9-0907",1,"S",0,8.862610958,4.964539007,0,10,10,10,10,8,67.28
"IAS9-0922",1,"S",0,10,3.624901497,0,10,10,10,10,8,67.03
"IAR9-0908",1,"S",0,9.939033029,4.176516942,0,10,10,10,10,8,67.64
"IAR9-0909",1,"T",1.674245181,0,0,0,0,10,10,10,8,39.59
"IAS9-0924",1,"S",10,9.525440184,8.353033885,2.878338279,10,10,10,10,8,88.45
"IAR9-0914",1,"S",0,9.954285777,0,0,2.774509804,10,10,10,8,53.41
"IAR9-0914",2,"S",0,9.972232094,0,0,6.598039216,10,10,10,8,58.21
"IAS9-0927",1,"S",7.73814234,0.403682645,0,0,3.614457831,0,10,10,8,39.7
"IAS9-0929",1,"T",3.431816825,3.04403719,7.211538462,0,5.56626506,10,10,10,8,61.57
"IAS9-0931",1,"S",0,10,4.412923562,0,10,10,10,10,8,68.02
"IAS9-0932",1,"S",0,9.998940628,4.649330181,0,10,10,10,10,8,68.31
"IALS-1049",1,"S",0,10,10,0,10,10,10,10,8,75
"IALS-1051",1,"T",0,10,4.01891253,0,10,10,10,10,8,67.52
"IALS-1052",1,"S",0,10,5.437352246,0,10,0,10,10,8,56.8
"IALS-1053",1,"S",5.095892256,7.995239669,0,0,0,10,10,10,8,53.86
"IALS-1054",1,"S",3.307678997,3.652290909,6.009615385,0,10,10,10,10,8,66.21
"IALS-1055",1,"T",0,10,5.516154452,0,10,0,10,10,8,56.9
"IARM-1001",1,"S",2.547924067,0,0,0,8.096385542,10,NA,10,7,43.78
"IARM-1002",1,"S",1.700958384,0,0,0,10,10,10,10,8,52.13
"IARO-1013",1,"S",0,10,0.394011032,0,10,10,10,10,8,62.99
"IARO-1014",1,"T",0.339370696,0,1.201923077,0,8.481927711,10,10,10,8,50.03
"IARO-1015",1,"S",0,10,0,0,8.568627451,0,10,10,8,48.21
"IARO-1016",1,"S",0,9.886784257,0,0,0,10,10,10,8,49.86
"IARO-1017",1,"S",0,9.345538898,0,0,7.715686275,10,10,10,8,58.83
"IARO-1018",1,"T",0,0,0,0,9.036144578,0,10,10,8,36.3
"IASS-1088",1,"S",0,10,0,0,10,0,10,10,8,50
"IASS-1090",1,"T",0,10,9.062253743,0,10,10,10,10,8,73.83
"IASS-1091",1,"T",0,0,0,0,10,0,10,10,8,37.5
"IASS-1092",1,"T",0,9.774206001,10,0,10,10,10,10,8,74.72
"IASS-1093",1,"S",0,9.340541189,8.983451537,0,10,0,10,10,8,60.4
"IARF-0001",1,"S",0,10,0,0,10,10,NA,10,7,57.14
"IARF-0002",1,"S",0,10,0.866824271,0,10,10,10,10,8,63.58
"IARF-0003",1,"S",0,10,3.546099291,0,10,0,10,10,8,54.43
"IARF-0004",1,"T",0,10,0,0,10,0,10,10,8,50
"IARF-0005",1,"S",10,10,0,0,0,0,10,10,8,50
"IDS9-0920",1,"R",10,10,10,10,7.721518987,0,0,10,8,72.15
"IDS9-0920",2,"R",10,10,10,10,10,10,0,10,8,87.5
"IDR9-0901",1,"S",10,10,10,8.1,10,10,10,10,8,97.63
"IDR9-0901",2,"S",10,10,3.197278912,7.7,8.460304731,10,10,10,8,86.7
"IDR9-0902",1,"S",10,10,10,10,10,10,10,10,8,100
"IDR9-0903",1,"R",10,10,4.956268222,8.22,10,10,10,10,8,91.47
"IDR9-0904",1,"S",6.168034234,3.809625989,8.913043478,10,10,10,10,10,8,86.11
"IDR9-0905",1,"T",10,10,10,4.6875,10,10,10,10,8,93.36
"IDR9-0906",1,"S",10,10,8.695652174,0,10,10,10,10,8,85.87
"IDR9-0907",1,"R",10,10,6.52173913,10,10,10,10,10,8,95.65
"IDR9-0908",1,"R",10,10,10,10,10,10,10,10,8,100
"IDR9-0908",2,"R",10,10,10,10,10,10,7.5,10,8,96.88
"IDS9-0921",1,"S",10,10,10,10,10,10,NA,10,7,100
"IDS9-0921",2,"S",10,10,10,10,10,10,10,10,8,100
"IDR9-0909",1,"S",10,10,10,10,6.202531646,10,10,10,8,95.25
"IDR9-0910",1,"S",10,10,8.47826087,0,10,10,10,10,8,85.6
"IDR9-0911",1,"T",8.789963806,10,0,0,8.901363272,10,10,10,8,72.11
"IDR9-0912",1,"T",0.797882883,0,0,4.25,10,0,0,10,8,31.31
"IDS9-0922",1,"S",10,10,10,10,10,10,10,10,8,100
"IDS9-0923",1,"R",10,10,10,10,10,0,10,10,8,87.5
"IDR9-0913",1,"S",10,9.069910734,4.347826087,9.5625,10,0,10,10,8,78.73
"IDS9-0924",1,"R",10,10,3.887269193,10,10,10,9.5,10,8,91.73
"IDS9-0925",1,"S",10,10,10,10,10,10,0,10,8,87.5
"IDS9-0926",1,"T",10,10,10,0.04,10,10,10,10,8,87.55
"IDS9-0927",1,"R",10,10,10,10,0,0,NA,10,7,71.43
"IDS9-0928",1,"R",10,10,10,10,0,0,0,10,8,62.5
"IDS9-0929",1,"S",10,10,0,0.6875,0,10,10,10,8,63.36
"IDLS-1063",1,"R",10,0,10,10,10,10,10,10,8,87.5
"IDLS-1064",1,"R",10,10,5.850340136,10,10,0,5.5,10,8,76.69
"IDLS-1065",1,"R",10,10,10,10,10,10,0,10,8,87.5
"IDLS-1068",1,"R",10,8.722910734,10,10,10,10,2,10,8,88.4
"IDLS-1074",1,"S",8.495946847,10,10,10,10,NA,0,10,7,83.57
"IDLS-1077",1,"R",10,10,10,10,10,10,0,10,8,87.5
"IDLS-1081",1,"R",10,10,10,10,10,10,10,10,8,100
"IDLS-1082",1,"T",10,10,4.130434783,10,10,10,10,10,8,92.66
"IDLS-1083",1,"S",8.942047748,0,6.52173913,10,0,10,10,10,8,69.33
"IDLS-1086",1,"R",10,10,10,10,10,10,0,10,8,87.5
"IDRM-1001",1,"S",9.865255223,10,6.608357629,0,10,0,10,10,8,70.59
"IDRM-1002",1,"S",7.150585586,5.221151412,10,10,10,0,10,10,8,77.96
"IDRM-1003",1,"S",10,10,10,10,10,10,10,10,8,100
"IDRM-1005",1,"S",10,10,10,10,10,10,10,10,8,100
"IDRM-1006",1,"T",0,0,1.086956522,0,0,NA,10,10,7,30.12
"IDRM-1007",1,"S",9.307681081,8.301217514,10,10,8.607594937,10,10,10,8,95.27
"IDRM-1009",1,"S",8.85310991,5.732241243,10,10,10,0,10,10,8,80.73
"IDRM-1010",1,"S",10,10,0,7.875,0,10,10,10,8,72.34
"IDRM-1011",1,"T",10,10,10,10,10,10,10,10,8,100
"IDRM-1013",1,"S",10,8.992864972,6.739130435,10,10,0,10,10,8,82.16
"IDRM-1018",1,"S",10,10,0,7.875,0,10,10,10,8,72.34
"IDRM-1019",1,"S",10,10,6.086956522,10,10,10,10,10,8,95.11
"IDRM-1021",1,"S",6.580254054,4.463044633,9.347826087,10,10,0,10,10,8,75.49
"IDRM-1022",1,"S",10,10,5.869565217,10,10,10,10,10,8,94.84
"IDRM-1023",1,"S",10,10,10,10,10,NA,NA,10,6,NA
"IDRM-1024",1,"S",9.940779486,10,8.746355685,0,10,10,10,10,8,85.86
"IDRO-1025",1,"S",10,10,10,10,10,10,10,10,8,100
"IDRO-1029",1,"S",10,10,10,10,10,0,NA,9.65,7,85.21
"IDRO-1030",1,"S",10,10,2.235179786,0,8.452285485,10,10,10,8,75.86
"IDRO-1031",1,"T",10,10,10,10,10,0,10,10,8,87.5
"IDRO-1033",1,"S",10,10,10,10,10,10,10,10,8,100
"IDRO-1034",1,"R",10,10,10,10,10,0,10,10,8,87.5
"IDRO-1036",1,"S",10,10,10,10,10,10,NA,9.55,7,99.36
"IDRO-1039",1,"T",8.07796857,10,8.522837707,8.14,8.949478749,NA,7,10,7,86.7
"IDRO-1040",1,"S",10,10,10,10,10,10,10,10,8,100
"IDRO-1041",1,"S",10,10,8.043478261,1.5625,10,0,10,10,8,74.51
"IDRO-1046",1,"S",1.013874775,0,0,5.3125,10,0,0,10,8,32.91
"IDRO-1047",1,"S",8.158660759,10,10,10,10,10,10,10,8,97.7
"IDRO-1049",1,"S",9.736841441,3.993712429,10,2.6875,10,NA,8,10,7,77.74
"IDRO-1050",1,"S",10,10,7.391304348,5.1875,2.215189873,10,10,10,8,80.99
"IDRO-1051",1,"S",10,10,10,10,10,10,10,10,8,100
"IDRO-1052",1,"R",10,10,8.551992225,10,10,10,10,10,8,98.19
"IDRO-1055",1,"S",10,10,9.815354713,5.18,8.348035285,10,10,10,8,91.68
"IDRO-1056",1,"?",10,10,10,10,8.901363272,10,NA,10,7,98.43
"IDRO-1058",1,"R",10,10,10,10,9.430379747,10,10,10,8,99.29
"IDSS-1111",1,"S",5.935101802,10,4.565217391,10,4.683544304,10,NA,10,7,78.83
"IDSS-1115",1,"S",10,10,3.692905734,10,6.319165998,0,10,10,8,75.02
"IDSS-1128",1,"?",10,10,10,10,10,10,NA,10,7,100
"IDSS-1129",1,"R",0,10,10,10,10,10,7.5,10,8,84.38
"IDSS-1132",1,"S",10,10,0.652173913,10,0,10,0,10,8,63.32
"IDSS-1143",1,"S",1.38091982,7.393724294,0,2.0625,0,10,9,10,8,49.8
"IDSS-1147",1,"R",10,10,9.130434783,10,0,10,10,10,8,86.41
"IDSS-1148",1,"R",10,10,10,10,10,10,10,10,8,100
"IDRF-0101",1,"R",10,10,10,10,10,10,10,10,8,100
"IDRF-0102",1,"R",9.206037838,10,10,10,8.291139241,10,10,10,8,96.87
"IDRF-0103",1,"T",10,10,10,0,10,10,10,10,8,87.5
"IDRF-0104",1,"R",10,10,10,10,10,0,10,10,8,87.5
"IDRF-0105",1,"R",10,10,10,10,10,10,10,10,8,100
"ILR9-0901",1,"T",0,9.687070626,0,0,0,10,8.5,10,8,47.73
"ILR9-0901",2,"T",0,9.783276518,0,0,0,10,10,10,8,49.73
"ILS9-0919",1,"S",0,10,0,0,0,0,10,10,8,37.5
"ILS9-0919",2,"S",0,10,0.472813239,5.09396637,0,10,10,10,8,56.96
"ILR9-0902",1,"T",0,9.368288208,10,3.303659743,10,10,10,10,8,78.34
"ILR9-0902",2,"S",0,9.30422667,10,10,10,10,10,10,8,86.63
"ILR9-0903",1,"S",0,0,0,0,0,10,10,10,8,37.5
"ILR9-0904",1,"T",0,10,4.334121355,1.839762611,5.019607843,10,10,10,8,63.99
"ILR9-0905",1,"S",0,9.946772987,3.940110323,0,2.382352941,10,10,10,8,57.84
"ILR9-0906",1,"S",0,9.862542125,0,0,0,10,10,10,8,49.83
"ILS9-0920",1,"T",0,10,2.364066194,0,10,10,10,10,8,65.46
"ILS9-0921",1,"S",0,9.004753581,5.988967691,0,10,10,10,10,8,68.74
"ILR9-0907",1,"S",0,10,0,0,10,0,10,10,8,50
"ILS9-0922",1,"T",0,10,0,5.786350148,0,0,10,10,8,44.73
"ILR9-0909",1,"T",0,10,8.90464933,0,10,10,10,10,8,73.63
"ILS9-0924",1,"T",0,10,4.649330181,0,0,0,10,10,8,43.31
"ILS9-0926",1,"S",0,10,6.934594169,3.283877349,10,10,10,10,8,75.27
"ILS9-0928",1,"T",0,10,9.771473601,8.516320475,10,10,10,10,8,85.36
"ILS9-0928",2,"T",0,10,7.56501182,7.675568744,10,10,9.5,10,8,80.93
"ILLS-1067",1,"S",2.878227023,10,10,8.40751731,10,0,10,10,8,76.61
"ILLS-1068",1,"S",0,10,5.594956659,10,10,0,10,10,8,69.49
"ILLS-1069",1,"S",0,0,8.400315209,10,10,10,10,10,8,73
"ILLS-1070",1,"S",0,10,0,0,6.421568627,0,9.5,10,8,44.9
"ILLS-1071",1,"T",0,9.037417177,9.456264775,3.699307616,10,10,10,10,8,77.74
"ILLS-1074",1,"S",0,10,9.850275808,0,10,10,10,10,8,74.81
"ILLS-1075",1,"S",6.03336961,9.213586711,7.288629738,10,0,10,10,10,8,78.17
"ILLS-1076",1,"S",0,10,0,0,3.019607843,0,10,10,8,41.27
"ILRM-1001",1,"S",0,10,0,0,10,10,10,10,8,62.5
"ILRM-1002",1,"T",0,10,0.472813239,0,9.735294118,0,10,10,8,50.26
"ILRM-1003",1,"T",0,9.580934222,0,0,0,10,10,10,8,49.48
"ILRO-1019",1,"T",0.582146574,0.001908264,0,0,7.590361446,10,10,10,8,47.72
"ILRO-1022",1,"S",0,9.977521877,0,2.017804154,0,10,10,10,8,52.49
"ILRO-1023",1,"S",0,2.631078512,0,0,0,10,10,10,8,40.79
"ILRO-1024",1,"S",0,10,0,0,1.990196078,0,10,10,8,39.99
"ILRO-1025",1,"S",0,10,1.733648542,9.337289812,10,10,10,10,8,76.34
"ILRO-1026",1,"S",0,9.483576261,10,0,10,10,10,10,8,74.35
"ILRO-1027",1,"T",0,8.654508316,5.200945626,9.040553907,0,NA,10,10,7,61.28
"ILRO-1028",1,"S",0,9.745826155,0,0,0,10,10,10,8,49.68
"ILSS-1117",1,"R",10,9.998648554,0,9.416419387,0,0,NA,10,7,56.31
"ILSS-1118",1,"R",10,9.329558624,0,10,0,0,10,10,8,61.66
"ILSS-1119",1,"T",0,9.807129218,10,10,10,0,10,10,8,74.76
"ILSS-1120",1,"S",4.605626407,0,0,0,0,0,10,10,8,30.76
"ILSS-1122",1,"S",3.00185988,10,0.29154519,0,1.693363844,10,10,10,8,56.23
"ILSS-1124",1,"T",4.197071532,0,0,0,6.192771084,10,10,10,8,50.49
"ILSS-1125",1,"S",10,10,10,10,10,10,10,10,8,100
"ILSS-1128",1,"S",10,10,0,0,0,NA,10,10,7,57.14
"ILSS-1130",1,"S",7.158649008,10,10,0,10,10,10,10,8,83.95
"ILRF-0001",1,"R",10,9.758124882,8.454810496,10,10,10,6,10,8,92.77
"ILRF-0002",1,"S",4.772981221,10,10,10,10,10,10,10,8,93.47
"ILRF-0003",1,"S",0,9.810536747,10,0,10,10,10,10,8,74.76
"ILSS-1169",1,"T",0,10,8.037825059,10,0,10,0,10,8,60.05
"INR9-0901",1,"S",0,9.849333894,0,0,0,0,10,10,8,37.31
"INR9-0901",2,"S",0,9.663623584,2.915681639,0,7.568627451,10,10,10,8,62.68
"INR9-0902",1,"T",0,8.718400377,0,0,0,10,10,10,8,48.4
"INR9-0902",2,"T",0,8.90481885,0,0,0,10,10,10,8,48.63
"INR9-0903",1,"T",0,0,9.615384615,0,10,10,10,10,8,62.02
"INR9-0904",1,"S",0,9.512670065,7.959022853,5.845697329,10,10,10,10,8,79.15
"INS9-0918",1,"S",0,10,10,8.417408506,10,0,9,10,8,71.77
"INS9-0918",2,"S",0,10,10,0,10,0,5,10,8,56.25
"INS9-0919",1,"S",0,7.371477851,6.705539359,10,0,0,10,10,8,55.1
"INS9-0920",1,"S",0,9.418638501,0,0,8.823529412,10,10,10,8,60.3
"INS9-0921",1,"S",0,10,10,10,10,0,10,10,8,75
"INS9-0922",1,"T",0,0,0,0,4.698795181,10,10,10,8,43.37
"INS9-0923",1,"S",0,7.608770228,7.80141844,10,10,10,10,10,8,81.76
"INS9-0924",1,"T",0,9.989042569,8.983451537,0,8.911764706,0,10,10,8,59.86
"INS9-0925",1,"S",7.546212366,10,10,10,10,10,10,10,8,96.93
"INS9-0927",1,"T",0,9.221326366,10,10,10,10,6,10,8,81.53
"INS9-0927",2,"T",0,9.732763962,10,0,10,10,10,10,8,74.67
"INLS-1043",1,"T",0,0,0,0,2.939759036,0,10,10,8,28.67
"INLS-1044",1,"S",2.469132366,10,10,0,10,0,10,10,8,65.59
"INLS-1045",1,"S",0,9.987111636,10,3.135509397,10,10,10,10,8,78.9
"INLS-1048",1,"S",0,10,8.353033885,10,10,10,10,10,8,85.44
"INRM-1002",1,"S",0,9.622181545,0,0,10,10,10,10,8,62.03
"INRM-1003",1,"T",0,8.061422432,0,0,0,0,10,10,8,35.08
"INRM-1004",1,"T",0,0,4.567307692,0,10,0,10,10,8,43.21
"INRM-1005",1,"S",0,9.862720614,0,0,10,0,10,10,8,49.83
"INRO-1025",1,"T",0,0,3.846153846,0,10,10,10,10,8,54.81
"INRO-1026",1,"T",0,1.220453157,0,0,0,10,10,10,8,39.03
"INRO-1027",1,"S",0,9.748243878,10,10,10,10,10,10,8,87.19
"INSS-1088",1,"S",0,10,1.182033097,10,10,0,10,10,8,63.98
"INSS-1089",1,"S",0,9.462952599,10,10,10,10,10,10,8,86.83
"INSS-1090",1,"S",7.221089771,10,7.959022853,8.011869436,10,0,10,10,8,78.99
"INSS-1092",1,"S",0,10,10,10,10,10,10,10,8,87.5
"INSS-1093",1,"T",0,0,1.442307692,0,10,0,2,10,8,29.3
"INSS-1095",1,"T",0,9.702664126,8.037825059,10,10,0,0,10,8,59.68
"INRF-0001",1,"R",1.302136031,10,10,10,10,10,10,10,8,89.13
"INRF-0002",1,"S",4.678243511,10,10,10,10,0,10,10,8,80.85
"KSR9-0901",1,"R",0,7.780639483,0,0,0,10,10,10,8,47.23
"KSR9-0901",2,"R",0,7.495737635,0,0,0,10,10,10,8,46.87
"KSR9-0902",1,"S",8.12855541,10,10,10,10,10,10,10,8,97.66
"KSR9-0903",1,"S",7.82228199,10,10,0,10,10,10,10,8,84.78
"KSR9-0904",1,"S",9.881029357,10,0,0,5.608490566,0,10,10,8,56.86
"KSR9-0904",2,"S",9.617751559,8.33170959,0,0,2.863207547,0,10,10,8,51.02
"KSR9-0905",1,"R",0,7.524912571,0,0,0.666666667,10,10,10,8,47.74
"KSS9-0930",1,"R",5.059347481,10,10,10,0.078431373,10,6,10,8,76.42
"KSS9-0930",2,"R",3.255024733,10,10,10,2.274509804,10,10,10,8,81.91
"KSR9-0906",1,"S",10,10,7.486209614,7.161226508,0,10,10,10,8,80.81
"KSR9-0907",1,"S",10,5.165985911,10,0.957446809,3.721698113,10,6.5,10,8,70.43
"KSR9-0908",1,"S",6.334000305,9.88645973,8.431836091,10,10,10,10,10,8,93.32
"KSS9-0932",1,"S",10,10,0,0,0,10,10,10,8,62.5
"KSR9-0910",1,"S",9.923189407,10,1.795918367,0,2.320754717,10,10,10,8,67.55
"KSR9-0911",1,"S",0,9.322010724,0,7.230464886,2.5,10,10,10,8,61.32
"KSR9-0912",1,"S",9.039201596,10,10,10,10,10,10,10,8,98.8
"KSS9-0933",1,"S",0,10,10,10,10,10,10,10,8,87.5
"KSS9-0934",1,"S",0,10,10,10,10,10,10,10,8,87.5
"KSR9-0915",1,"S",0,7.454376728,1.182033097,8.565776459,10,10,10,10,8,71.5
"KSS9-0936",1,"S",10,10,0,0,7.952830189,10,10,10,8,72.44
"KSS9-0938",1,"T",10,10,0.489795918,1.255319149,9.433962264,10,10,10,8,76.47
"KSS9-0938",2,"T",10,10,0,0,0,10,10,10,8,62.5
"KSRS-1255",1,"S",0,10,10,10,10,0,10,10,8,75
"KSRS-1258",1,"S",9.775340414,10,0,0,0.867924528,10,10,10,8,63.3
"KSRS-1260",1,"S",0,9.822528002,10,10,10,10,10,10,8,87.28
"KSRS-1261",1,"S",9.978380745,9.882365376,10,10,10,10,10,10,8,99.83
"KSRS-1268",1,"S",10,9.970950214,2.67927502,9.109792285,10,10,10,10,8,89.7
"KSRS-1269",1,"R",0,4.308935718,0,9.090009891,6.245098039,10,6.5,10,8,57.68
"KSRS-1270",1,"R",0.038248855,10,10,10,10,10,10,10,8,87.55
"KSRS-1277",1,"S",9.372129758,7.823471494,10,10,10,10,10,10,8,96.49
"KSRS-1278",1,"S",9.962141588,2.358002531,7.836734694,10,10,0,10,10,8,75.2
"KSRS-1280",1,"T",0,9.332006141,0,10,10,10,10,10,8,74.17
"KSRS-1288",1,"S",0,8.971943948,10,10,10,10,10,10,8,86.21
"KSRS-1301",1,"S",0,10,8.353033885,10,10,10,10,10,8,85.44
"KSRS-1303",1,"R",3.026792977,10,10,10,9.490196078,10,10,10,8,90.65
"KSRS-1306",1,"S",8.015404447,8.572137911,5.734693878,0,7.589622642,10,10,10,8,74.89
"KSRS-1308",1,"R",0,10,6.776989756,10,0,10,10,10,8,70.97
"KSRS-1312",1,"T",0,10,9.377462569,10,10,10,10,10,8,86.72
"KSRS-1313",1,"S",10,10,4.93877551,10,10,10,10,10,8,93.67
"KSRS-1314",1,"S",10,10,3.755102041,2.893617021,10,0,9.5,10,8,70.19
"KSRS-1316",1,"R",0,7.909671234,0,0,0,10,10,10,8,47.39
"KSRS-1317",1,"S",10,10,0,8.914893617,10,10,10,10,8,86.14
"KSRS-1324",1,"S",10,10,10,9.149357072,10,10,8.5,10,8,97.06
"KSRS-1330",1,"R",10,10,5.12214342,8.65479723,10,10,10,10,8,92.22
"KSRS-1336",1,"R",0,8.96884472,10,10,10,10,10,10,8,86.21
"KSRS-1338",1,"S",10,10,0,0,1.726415094,10,6,10,8,59.66
"KSRS-1340",1,"R",10,10,0,0,0,0,6.331305462,10,8,45.41
"KSRS-1343",1,"T",9.842825557,10,8.571428571,0,10,0,10,10,8,73.02
"KSRS-1348",1,"S",4.010773282,9.406533661,0,0,7.862745098,10,10,10,8,64.1
"KSRF-0001",1,"R",2.361475878,10,10,10,10,10,NA,10,7,89.09
"KSRF-0002",1,"R",4.88063771,10,10,10,2.68627451,10,10,10,8,84.46
"KSRF-0003",1,"R",10,10,10,10,10,10,10,10,8,100
"KSRF-0004",1,"R",10,9.864700226,6.934594169,10,10,0,8,10,8,81
"KSRF-0005",1,"S",10,10,10,10,10,10,10,10,8,100
"KSRF-0006",1,"R",10,10,1.182033097,8.130563798,10,10,NA,10,7,84.73
"KSRF-0007",1,"S",8.17492626,10,5.516154452,7.922848665,10,10,NA,10,7,88.02
"MORF-0001",1,"R",10,10,10,10,10,10,NA,10,7,100
"KYR9-0901",1,"S",0,9.850031627,2.67927502,2.126607319,6.794117647,10,10,10,8,64.31
"KYR9-0901",2,"S",0,9.594450752,10,3.867457962,10,10,10,10,8,79.33
"KYR9-0902",1,"S",2.816360961,0,7.288629738,9.433962264,0,10,10,10,8,61.92
"KYR9-0903",1,"S",0,6.208520924,0,0,10,10,10,10,8,57.76
"KYR9-0904",1,"S",0,9.789410069,10,0,10,10,10,10,8,74.74
"KYR9-0905",1,"S",5.919867988,9.156581904,4.956268222,0,9.542334096,10,10,10,8,74.47
"KYR9-0905",2,"S",7.811279339,9.619194062,1.749271137,0,5.881006865,0,10,10,8,56.33
"KYR9-0906",1,"S",2.137045285,0,0,0,0,0,NA,10,7,17.34
"KYS9-0919",1,"S",3.33220042,8.45613902,7.288629738,10,10,10,10,10,8,86.35
"KYS9-0919",2,"S",5.474331772,9.070142601,3.206997085,0,10,10,10,10,8,72.19
"KYR9-0907",1,"S",8.010330691,9.049832799,10,10,10,10,10,10,8,96.33
"KYS9-0920",1,"R",10,10,2.915451895,10,10,10,NA,10,7,89.88
"KYS9-0921",1,"S",5.849564745,7.508053911,6.705539359,0,10,0,10,10,8,62.58
"KYS9-0923",1,"T",10,0,4.956268222,0,7.826086957,10,10,10,8,65.98
"KYS9-0924",1,"S",1.713531772,8.375488501,0,0,0,10,10,10,8,50.11
"KYS9-0925",1,"S",10,2.925057205,10,10,7.058823529,0,10,3.1,8,66.35
"KYS9-0925",2,"S",10,0,10,10,10,0,10,0,8,62.5
"KYS9-0926",1,"S",0,6.016019321,0,9.283018868,0,10,10,10,8,56.62
"MOR9-0901",1,"S",0,0,0,0,0,10,10,10,8,37.5
"MOR9-0902",1,"S",0.170960677,0,0,0,0,10,10,10,8,37.71
"KYLS-1053",1,"S",6.670333934,7.961443261,1.749271137,0,0.526315789,10,10,10,8,58.63
"KYLS-1054",1,"S",3.806535556,0,4.373177843,0,0,10,10,10,8,47.72
"KYLS-1055",1,"R",10,0,10,10,10,10,10,10,8,87.5
"KYLS-1056",1,"S",10,8.757890659,3.085714286,9.010752688,10,0,10,10,8,76.07
"KYRM-1001",1,"R",0,8.32401049,10,7.368941642,10,10,10,10,8,82.12
"KYRM-1002",1,"S",0,6.241389444,0,0,0,10,10,10,8,45.3
"KYRM-1003",1,"S",8.629507447,8.264029877,8.746355685,10,10,10,10,10,8,94.55
"KYRM-1004",1,"S",8.036588529,8.0068705,10,0,7.00228833,10,NA,10,7,75.78
"KYRM-1005",1,"R",8.489283206,10,10,4.965380811,10,10,10,10,8,91.82
"KYRM-1006",1,"S",6.063862583,6.214702168,0,0,3.592677346,10,10,10,8,57.34
"KYRM-1007",1,"S",8.930202042,8.946517719,0,9.358490566,0,10,10,10,8,71.54
"KYRO-1029",1,"S",5.182954474,9.082799434,0,0,10,10,10,10,8,67.83
"KYRO-1030",1,"S",2.833301502,0,7.580174927,8.037735849,10,10,10,10,8,73.06
"KYRO-1031",1,"S",6.062705954,10,10,7.368941642,10,10,10,10,8,91.79
"KYRO-1032",1,"T",5.420881955,4.152037021,0,9.11827957,10,10,10,10,8,73.36
"KYSS-1077",1,"S",10,9.782555514,5.83090379,5.773584906,0,10,10,10,8,76.73
"KYSS-1078",1,"S",6.799370677,1.713327594,0,0,10,0,7.5,10,8,45.02
"KYSS-1080",1,"S",0.655595015,7.491080019,0,0,9.496567506,0,10,10,8,47.05
"KYSS-1082",1,"S",10,10,10,0.451612903,10,0,10,10,8,75.56
"KYLS-1062",1,"R",10,10,10,10,10,10,0,10,8,87.5
"KYRF-0001",1,"R",10,10,8.746355685,10,6.47597254,10,10,10,8,94.03
"KYRF-0002",1,"R",10,10,10,10,10,10,0,10,8,87.5
"LAR9-0901",1,"S",1.325710075,4.152037021,10,10,10,10,10,10,8,81.85
"LAR9-0901",2,"S",10,4.378789496,10,10,10,10,10,10,8,92.97
"LAR9-0902",1,"S",3.619303233,0,1.6,7.35483871,3.268292683,10,10,10,8,57.3
"LAR9-0904",1,"S",10,6.762827378,0,0,0,10,7,10,8,54.7
"LAR9-0905",1,"S",2.281108797,0,5.6,10,10,10,10,10,8,72.35
"LAR9-0906",1,"S",0,0,3.771428571,2.623655914,7.219512195,10,10,10,8,54.52
"LAS9-0944",1,"S",8.275413985,10,0,4.709677419,0,10,10,10,8,66.23
"LAS9-0944",2,"S",10,9.368240207,0,1.290322581,0,10,0,10,8,50.82
"LAR9-0907",1,"S",0,0,0,0,0,10,10,10,8,37.5
"LAR9-0915",1,"T",10,9.949013345,0,4.129032258,0,NA,10,10,7,62.97
"LAR9-0915",2,"T",6.259639323,9.378995265,0,10,9.963414634,10,10,10,8,82
"LAS9-0945",1,"S",10,7.441292294,0,0,0,NA,0,10,7,39.2
